"","tSNE_1","tSNE_2"
"F15.MAA000385.3_10_M.1.1",19.4463093115035,-4.46102984027455
"D16.MAA000385.3_10_M.1.1",16.2521223983396,5.45749983205015
"G9.MAA000385.3_10_M.1.1",19.2881347784556,-4.50135207950682
"I9.MAA000385.3_10_M.1.1",15.52996830345,-13.8629485611643
"O13.MAA000385.3_10_M.1.1",18.5399904649088,-0.586361473574541
"I11.MAA000385.3_10_M.1.1",19.7701825488291,-1.93269989876025
"K12.MAA000385.3_10_M.1.1",19.9623257573904,2.29745404331237
"E10.MAA000385.3_10_M.1.1",19.8625287322586,-3.59527523249257
"M15.MAA000385.3_10_M.1.1",13.5574809007328,-6.85302772389011
"C11.MAA000385.3_10_M.1.1",18.2993995848237,-0.31465236126393
"K15.MAA000385.3_10_M.1.1",20.2617387269478,-0.751231294171511
"I15.MAA000385.3_10_M.1.1",20.0985769143455,1.61148205469304
"A11.MAA000385.3_10_M.1.1",17.1562244174716,-3.40765561334506
"I16.MAA000385.3_10_M.1.1",19.7059306226915,0.193358345198996
"C15.MAA000385.3_10_M.1.1",18.1294844321734,-1.05251981470312
"H9.MAA000385.3_10_M.1.1",19.3831868340123,-4.27531570037021
"H10.MAA000385.3_10_M.1.1",15.1808807052874,10.3217769961604
"F10.MAA000385.3_10_M.1.1",10.2826298371181,0.791398593003605
"N14.MAA000385.3_10_M.1.1",24.8984413326262,10.5560754507405
"P9.MAA000385.3_10_M.1.1",15.512769842644,3.93457552915806
"B9.MAA000385.3_10_M.1.1",18.01397774849,1.49233364220146
"H13.MAA000385.3_10_M.1.1",20.9207498271431,-6.81889847872227
"J12.MAA000385.3_10_M.1.1",17.3085742185046,-10.4443360959156
"N15.MAA000385.3_10_M.1.1",17.5734711766826,0.63183064577489
"H14.MAA000385.3_10_M.1.1",17.5757038281836,6.44311541099383
"P11.MAA000385.3_10_M.1.1",16.6705859808572,-23.0194639664575
"L11.MAA000385.3_10_M.1.1",16.6034606075443,8.16756026477391
"F13.MAA000385.3_10_M.1.1",19.1933606211146,-2.70031461945086
"H15.MAA000385.3_10_M.1.1",20.3748600328894,1.865235641367
"J14.MAA000385.3_10_M.1.1",18.0929339686146,-6.31927905077293
"D14.MAA000385.3_10_M.1.1",18.6684330630726,-7.34906650963206
"J15.MAA000385.3_10_M.1.1",17.944796691642,0.715290500235026
"P14.MAA000385.3_10_M.1.1",18.8470785151747,-3.42769805752053
"B6.MAA000386.3_11_M.1.1",18.7692453408814,-12.8941172392986
"C7.MAA000386.3_11_M.1.1",21.0865494551229,-7.04755194281137
"I4.MAA000386.3_11_M.1.1",7.36842063322459,0.2601872410846
"L1.MAA000386.3_11_M.1.1",27.7838689003132,-3.54658775509194
"E8.MAA000386.3_11_M.1.1",20.6908714389209,-1.47791835731555
"K11.MAA000388.3_11_M.1.1",23.6706299035331,-13.1628001178371
"B15.MAA000439.3_10_M.1.1",19.1779656858025,-2.37516516611458
"I15.MAA000439.3_10_M.1.1",21.6419781757669,-3.69824415543016
"P15.MAA000439.3_10_M.1.1",16.7599264123332,-7.41186680499249
"O12.MAA000439.3_10_M.1.1",20.7916186371741,-0.108073178955736
"K15.MAA000439.3_10_M.1.1",25.6201908825382,-6.16538799962649
"A14.MAA000441.3_10_M.1.1",20.8432787303938,-8.80023439442796
"A16.MAA000441.3_10_M.1.1",25.9560135617993,-3.11505770781442
"N10.MAA000441.3_10_M.1.1",17.3777014260201,7.13626520639137
"N12.MAA000441.3_10_M.1.1",21.3681624703745,-14.3001438003539
"N15.MAA000441.3_10_M.1.1",21.6895798975193,-3.15076408765075
"L9.MAA000441.3_10_M.1.1",20.0288809825055,-5.6363407822086
"O9.MAA000441.3_10_M.1.1",17.9630773463028,6.21156448820336
"O12.MAA000441.3_10_M.1.1",19.7017583126775,-13.4369704120676
"M9.MAA000441.3_10_M.1.1",16.3120426355952,-1.90528646330541
"M10.MAA000441.3_10_M.1.1",24.4037241825898,-9.65712948853294
"O15.MAA000441.3_10_M.1.1",24.8438120019972,-4.35402250469556
"M12.MAA000441.3_10_M.1.1",23.6230916184683,-6.17721760965181
"M16.MAA000441.3_10_M.1.1",19.4438182435191,-8.0728571602844
"B8.MAA000442.3_11_M.1.1",23.3716264384334,-18.0645257191924
"M8.MAA000442.3_11_M.1.1",26.4531971445869,-6.39590119812697
"P8.MAA000442.3_11_M.1.1",26.3718090384539,-9.63379831620406
"P9.MAA000442.3_11_M.1.1",15.5520808670471,-22.2345869519149
"E8.MAA000442.3_11_M.1.1",23.1417658270329,-18.267522158933
"E10.MAA000442.3_11_M.1.1",21.1052632931576,-8.25996290727431
"P12.MAA000442.3_11_M.1.1",19.734254512375,-9.06650229535127
"E13.MAA000442.3_11_M.1.1",21.1587277721514,-0.740095309722167
"O10.MAA000442.3_11_M.1.1",20.5161533383883,-8.74922412749171
"O11.MAA000442.3_11_M.1.1",26.2375782531913,-5.56355689557141
"F9.MAA000442.3_11_M.1.1",20.7355411836204,-4.05776880327535
"O14.MAA000442.3_11_M.1.1",20.5034020040678,-8.90542820627743
"D8.MAA000442.3_11_M.1.1",16.4422659836258,-12.4526556403723
"G9.MAA000442.3_11_M.1.1",17.7975926769431,7.02208827147789
"N11.MAA000442.3_11_M.1.1",22.4149349783939,-3.16614417403443
