cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode,subsetA,subsetA_cluster.ids
H5.MAA000442.3_11_M.1.1,Fat,BAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_11_M,-21.70312063119271,16.080423776804526,MAA000442,FALSE,NA
H5.MAA000554.3_8_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_8_M,2.801030247840618,-23.765979146242458,MAA000554,FALSE,NA
H5.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,13.522608463866336,-17.083899397529276,MAA000877,FALSE,NA
H5.MAA000913.3_9_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_9_M,0.026019681067625797,-21.88317915210516,MAA000913,FALSE,NA
H5.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,30.395338362468728,0.9036047625444196,MAA000914,FALSE,NA
H5.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,31.00048795655359,-10.218665916517189,MAA000934,FALSE,NA
H6.B000127.3_38_F.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,F,3_38_F,-0.852708489293358,7.196077629783215,B000127,FALSE,NA
H6.B002314.3_56_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,17.000124685442245,-6.220143688801393,B002314,FALSE,NA
H6.B002707.3_39_F.1.1,Fat,BAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_39_F,19.04185018226685,-6.885042477890224,B002707,FALSE,NA
H6.D043520.3_39_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_39_F,16.856590860341885,-13.518944936860617,D043520,FALSE,NA
H6.D045058.3_39_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_39_F,23.329342812289198,0.21945112552593243,D045058,FALSE,NA
H6.D045067.3_38_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_38_F,13.428303500483093,-16.439674793867134,D045067,FALSE,NA
H6.MAA000386.3_11_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,8,M,3_11_M,-26.88017136921533,-25.72879745525611,MAA000386,FALSE,NA
H6.MAA000388.3_11_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,7.909782946217683,-16.605525511492967,MAA000388,FALSE,NA
H6.MAA000439.3_10_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_10_M,-8.205819064819295,-32.76543135304058,MAA000439,FALSE,NA
H6.MAA000510.3_8_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_8_M,-5.295382718900224,34.15190662402721,MAA000510,FALSE,NA
H6.MAA000531.3_8_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_8_M,-9.708849276241306,-36.06311448571501,MAA000531,FALSE,NA
H6.MAA000554.3_8_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_8_M,3.160732773979186,-23.459905825769535,MAA000554,FALSE,NA
H6.MAA000556.3_9_M.1.1,Fat,BAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_9_M,-15.895872672103126,25.082573232836793,MAA000556,FALSE,NA
H6.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,33.99037389775073,7.611585134781904,MAA000877,FALSE,NA
H6.MAA000913.3_9_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,28.690060702648292,-11.567338770050752,MAA000913,FALSE,NA
H6.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_9_M,-6.657914361161537,-23.02813745705926,MAA000914,FALSE,NA
H6.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,23.377001213931337,-5.210754182252812,MAA000934,FALSE,NA
H7.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,3.987991017263202,20.880754441068785,B000127,FALSE,NA
H7.B002314.3_56_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,29.638909099004493,6.967073653288828,B002314,FALSE,NA
H7.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,16.158641299500438,35.02712804446682,B002954,FALSE,NA
H7.B002955.3_56_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_56_F,0.03246225520800167,-17.51740130266673,B002955,FALSE,NA
H7.D043526.3_39_F.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,F,3_39_F,-3.0741827076273722,-1.549828214786087,D043526,FALSE,NA
H7.D045058.3_39_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_39_F,4.075640750052702,-26.68632305151539,D045058,FALSE,NA
H7.D045064.3_38_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_38_F,-0.4028837658869474,-20.01617688693712,D045064,FALSE,NA
H7.D045067.3_38_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_38_F,31.791385051067568,-9.174006073435718,D045067,FALSE,NA
H7.MAA000385.3_10_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_10_M,-4.691735407242969,-28.363119214993695,MAA000385,FALSE,NA
H7.MAA000386.3_11_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_11_M,9.230889046159795,13.309225588581189,MAA000386,FALSE,NA
H7.MAA000388.3_11_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,9.748747346924372,-18.798993644023124,MAA000388,FALSE,NA
H7.MAA000439.3_10_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_10_M,-3.565396003091619,-28.637789874519033,MAA000439,FALSE,NA
H7.MAA000531.3_8_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_8_M,18.119224489107847,-5.998713491989019,MAA000531,FALSE,NA
H7.MAA000554.3_8_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_8_M,6.527402019265633,-11.525322886467494,MAA000554,FALSE,NA
H7.MAA000556.3_9_M.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,M,3_9_M,-5.986192224388261,-4.583109153563819,MAA000556,FALSE,NA
H7.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,29.832837743923545,1.9137753693697384,MAA000877,FALSE,NA
H7.MAA000913.3_9_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,18.22985311424091,-6.100533117724066,MAA000913,FALSE,NA
H7.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,28.751439926941266,-9.894597376525647,MAA000914,FALSE,NA
H7.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,32.25547064034052,-10.248616577783483,MAA000934,FALSE,NA
H8.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,2.2271233466741087,31.403897074153694,B000127,FALSE,NA
H8.B002314.3_56_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_56_F,30.649767850629196,7.959955385552634,B002314,FALSE,NA
H8.B002954.3_56_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,3.4596530667808163,32.70716996769975,B002954,FALSE,NA
H8.B002955.3_56_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_56_F,-6.514341153719629,-29.380642153160096,B002955,FALSE,NA
H8.D043526.3_39_F.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,F,3_39_F,-40.96527098061014,-6.719573991656066,D043526,TRUE,1
H8.D045058.3_39_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_39_F,0.13863710245166141,-20.759898955708966,D045058,FALSE,NA
H8.D045064.3_38_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_38_F,29.834148577213725,-3.679199574710248,D045064,FALSE,NA
H8.D045067.3_38_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_38_F,6.4557404585170755,-26.7402111008117,D045067,FALSE,NA
H8.MAA000388.3_11_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,3.343333640858993,-26.726737665203807,MAA000388,FALSE,NA
H8.MAA000510.3_8_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_8_M,-37.400136822790316,0.5051051628530326,MAA000510,TRUE,1
H8.MAA000531.3_8_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_8_M,11.517543597438856,-13.469896033653612,MAA000531,FALSE,NA
H8.MAA000554.3_8_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_8_M,23.135317694408066,-14.998002372921285,MAA000554,FALSE,NA
H8.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,20.06235630998314,-11.00693787630001,MAA000877,FALSE,NA
H8.MAA000913.3_9_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_9_M,-6.572545297306656,-24.999683399489946,MAA000913,FALSE,NA
H8.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,12.366530928509455,-3.964695180956596,MAA000914,FALSE,NA
H8.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,6.59382086146647,-16.06712290215997,MAA000934,FALSE,NA
H9.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,0.33562739295977806,23.453025278930546,B000127,FALSE,NA
H9.B001216.3_38_F.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,F,3_38_F,3.4426788483110506,-1.1840334191625796,B001216,FALSE,NA
H9.B001960.3_56_F.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,8,F,3_56_F,-26.870863428204032,-24.48219436976749,B001960,FALSE,NA
H9.B002314.3_56_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,14.654873646269513,30.23556273079072,B002314,FALSE,NA
H9.B002955.3_56_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,4.040808441610241,32.49276440742059,B002955,FALSE,NA
H9.D043526.3_39_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,8,F,3_39_F,-28.412053515639005,-25.655984906007895,D043526,FALSE,NA
H9.D045058.3_39_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,5.291592673536989,33.47495476983866,D045058,FALSE,NA
H9.MAA000385.3_10_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_10_M,-20.10610521172735,-6.481759454249285,MAA000385,FALSE,NA
H9.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-14.378278153827479,-39.08566177488099,MAA000386,FALSE,NA
H9.MAA000388.3_11_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_11_M,2.8507741278975716,29.03410468811496,MAA000388,FALSE,NA
H9.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,-19.071186705485644,-22.48324463906388,MAA000439,FALSE,NA
H9.MAA000510.3_8_M.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_8_M,-16.655874021278045,17.38533322287001,MAA000510,FALSE,NA
H9.MAA000531.3_8_M.1.1,Fat,MAT,T cell,CL:0000084,NA,5,M,3_8_M,-40.39255693948453,-6.084345682026336,MAA000531,TRUE,1
H9.MAA000554.3_8_M.1.1,Fat,GAT,T cell,CL:0000084,NA,5,M,3_8_M,-33.7272383093533,1.2085955306029617,MAA000554,TRUE,2
H9.MAA000556.3_9_M.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,M,3_9_M,-11.862549040429244,-7.024763789461767,MAA000556,FALSE,NA
H9.MAA000877.3_11_M.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,M,3_11_M,-26.87822883446077,-12.206955918205248,MAA000877,FALSE,NA
H9.MAA000913.3_9_M.1.1,Fat,GAT,T cell,CL:0000084,NA,5,M,3_9_M,-45.40132737509163,0.20997853668387903,MAA000913,TRUE,6
H9.MAA000934.3_9_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_9_M,-9.071926176142087,-2.7846447142190365,MAA000934,FALSE,NA
I1.B000127.3_38_F.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,F,3_38_F,-15.601457239429338,22.29631828462998,B000127,FALSE,NA
I1.B002954.3_56_F.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,F,3_56_F,-16.76338285891747,16.2590673364302,B002954,FALSE,NA
I1.B002955.3_56_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,7,F,3_56_F,34.35604350638829,19.488317499762086,B002955,FALSE,NA
I1.D043520.3_39_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_39_F,9.415316630031633,-13.603483562934487,D043520,FALSE,NA
I1.D043526.3_39_F.1.1,Fat,SCAT,endothelial cell,CL:0000115,endothelial cell,2,F,3_39_F,-25.76484867720897,16.16624977708893,D043526,FALSE,NA
I1.D045058.3_39_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,F,3_39_F,5.586279281464324,-24.380254841239125,D045058,FALSE,NA
I1.D045064.3_38_F.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,7,F,3_38_F,34.49502394566371,14.400430926045205,D045064,FALSE,NA
I1.D045067.3_38_F.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,F,3_38_F,31.56871761826942,-4.4650733661386175,D045067,FALSE,NA
I1.MAA000388.3_11_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,20.94789259991144,-22.80856990855493,MAA000388,FALSE,NA
I1.MAA000439.3_10_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_10_M,-12.115618869366184,-31.430396021331887,MAA000439,FALSE,NA
I1.MAA000442.3_11_M.1.1,Fat,BAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_11_M,-14.739567224447784,15.013962326792395,MAA000442,FALSE,NA
I1.MAA000510.3_8_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_8_M,-13.08084107996452,-8.452532596346067,MAA000510,FALSE,NA
I1.MAA000531.3_8_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_8_M,20.12163402658909,-13.707898582667879,MAA000531,FALSE,NA
I1.MAA000554.3_8_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_8_M,-4.0760948163813815,-28.761177759548442,MAA000554,FALSE,NA
I1.MAA000556.3_9_M.1.1,Fat,BAT,endothelial cell,CL:0000115,endothelial cell,2,M,3_9_M,-10.132566888924513,19.024422203790042,MAA000556,FALSE,NA
I1.MAA000877.3_11_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,22.593524595729914,-0.6328668193735334,MAA000877,FALSE,NA
I1.MAA000913.3_9_M.1.1,Fat,GAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_9_M,-9.983794985064188,-32.574860456059575,MAA000913,FALSE,NA
I1.MAA000914.3_9_M.1.1,Fat,MAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,25.77126545772254,2.9698391169564893,MAA000914,FALSE,NA
I1.MAA000934.3_9_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_9_M,12.415023884875481,-9.307829457866287,MAA000934,FALSE,NA
I10.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,18.181927642947358,35.87502231784438,B000127,FALSE,NA
I10.B002314.3_56_F.1.1,Fat,MAT,T cell,CL:0000084,NA,5,F,3_56_F,-32.68100686488317,2.5026537183906448,B002314,TRUE,2
I10.B002955.3_56_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,-4.582764840338703,34.718468352862594,B002955,FALSE,NA
I10.D043526.3_39_F.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,F,3_39_F,-37.780032759788405,-0.6789338242543365,D043526,TRUE,2
I10.D045058.3_39_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,8,F,3_39_F,-29.438228580406285,-26.730361445899113,D045058,FALSE,NA
I10.D045064.3_38_F.1.1,Fat,MAT,T cell,CL:0000084,NA,5,F,3_38_F,-46.34117726206072,-10.779932014010326,D045064,TRUE,1
I10.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,18.429299627224456,31.34832123646148,D045067,FALSE,NA
I10.MAA000385.3_10_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,9.197382888600275,13.852351919958366,MAA000385,FALSE,NA
I10.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-5.659772463371275,-36.290327821578806,MAA000386,FALSE,NA
I10.MAA000531.3_8_M.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_8_M,-5.423783086168397,34.53702140922144,MAA000531,FALSE,NA
I10.MAA000554.3_8_M.1.1,Fat,GAT,natural killer cell,CL:0000623,NA,5,M,3_8_M,-36.664621243606376,7.557061085145985,MAA000554,TRUE,3
I10.MAA000877.3_11_M.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,M,3_11_M,-26.579268940458345,-12.236378981638815,MAA000877,FALSE,NA
I10.MAA000913.3_9_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,5.6226176294188575,33.39507217730424,MAA000913,FALSE,NA
I10.MAA000934.3_9_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_9_M,-16.253740248047055,-5.609784878116505,MAA000934,FALSE,NA
I11.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,2.5708888419751914,31.127458779522765,B000127,FALSE,NA
I11.B001960.3_56_F.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,F,3_56_F,-5.925587774114018,-1.2200699099086365,B001960,FALSE,NA
I11.B002314.3_56_F.1.1,Fat,MAT,natural killer cell,CL:0000623,NA,5,F,3_56_F,-40.64475594995503,5.949563281209832,B002314,TRUE,3
I11.B002955.3_56_F.1.1,Fat,GAT,B cell,CL:0000236,B cell,4,F,3_56_F,-10.755600391080856,-5.065408173232016,B002955,FALSE,NA
I11.D043526.3_39_F.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,F,3_39_F,-33.76149305002413,4.367489473721478,D043526,TRUE,2
I11.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,4.983678095720815,22.37452666882904,D045067,FALSE,NA
I11.MAA000385.3_10_M.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,M,3_10_M,-22.30952629708382,-11.50041856348745,MAA000385,FALSE,NA
I11.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-3.6223446726348647,-34.26243936267684,MAA000386,FALSE,NA
I11.MAA000554.3_8_M.1.1,Fat,GAT,T cell,CL:0000084,NA,5,M,3_8_M,-45.347749947125756,-1.8684918682354315,MAA000554,TRUE,6
I11.MAA000913.3_9_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,10.38111087199396,34.950388406156144,MAA000913,FALSE,NA
I11.MAA000934.3_9_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_9_M,-28.287713786705023,3.6767994834702646,MAA000934,TRUE,2
I12.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,4.4374536895396215,28.245309745878412,B000127,FALSE,NA
I12.B002314.3_56_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,8,F,3_56_F,-25.536725223095477,-23.393105448604004,B002314,FALSE,NA
I12.B002955.3_56_F.1.1,Fat,GAT,B cell,CL:0000236,B cell,4,F,3_56_F,-16.061348353198095,-5.590795925457374,B002955,FALSE,NA
I12.D043526.3_39_F.1.1,Fat,SCAT,B cell,CL:0000236,B cell,4,F,3_39_F,-13.196112380027296,-4.081647218344931,D043526,FALSE,NA
I12.D045058.3_39_F.1.1,Fat,GAT,B cell,CL:0000236,B cell,4,F,3_39_F,-6.742016043271864,-3.380628537515309,D045058,FALSE,NA
I12.D045064.3_38_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,4.989126351757965,22.104969134562978,D045064,FALSE,NA
I12.MAA000385.3_10_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,8,M,3_10_M,-24.232971622422678,-22.611881623049484,MAA000385,FALSE,NA
I12.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,3,M,3_11_M,-14.042328303929423,-38.55358575142013,MAA000386,FALSE,NA
I12.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,19.63813999245134,18.876357846633187,MAA000439,FALSE,NA
I12.MAA000554.3_8_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_8_M,7.158991773535713,26.95955988267448,MAA000554,FALSE,NA
I12.MAA000877.3_11_M.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,M,3_11_M,-7.662850405588974,-4.460211606979734,MAA000877,FALSE,NA
I12.MAA000913.3_9_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,5.0347179245988745,23.43573738869849,MAA000913,FALSE,NA
I13.B000127.3_38_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,5.509500270742933,23.163578389794093,B000127,FALSE,NA
I13.B001216.3_38_F.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,8,F,3_38_F,-30.56282040329578,-27.844498410145487,B001216,FALSE,NA
I13.B002314.3_56_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_56_F,1.786194742726867,30.640268472718997,B002314,FALSE,NA
I13.B002954.3_56_F.1.1,Fat,SCAT,NA,NA,NA,5,F,3_56_F,-44.273321801490745,-0.285660620489569,B002954,TRUE,5
I13.B002955.3_56_F.1.1,Fat,GAT,T cell,CL:0000084,NA,5,F,3_56_F,-40.213014416476284,-5.386313275436158,B002955,TRUE,2
I13.D043520.3_39_F.1.1,Fat,MAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,-1.7324385686525687,24.779282747829846,D043520,FALSE,NA
I13.D043526.3_39_F.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_39_F,3.4869428090790815,27.98664663255017,D043526,FALSE,NA
I13.D045064.3_38_F.1.1,Fat,MAT,NA,NA,NA,5,F,3_38_F,-46.971895132462485,-10.376403073925765,D045064,TRUE,5
I13.D045067.3_38_F.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,1,F,3_38_F,16.31000611591177,32.79031255589503,D045067,FALSE,NA
I13.MAA000385.3_10_M.1.1,Fat,SCAT,T cell,CL:0000084,NA,5,M,3_10_M,-32.1339109648248,2.4917398890213773,MAA000385,TRUE,2
I13.MAA000386.3_11_M.1.1,Fat,SCAT,mesenchymal stem cell of adipose,CL:0002570,mesenchymal progenitor,0,M,3_11_M,32.1837339444887,-9.980809510428848,MAA000386,FALSE,NA
I13.MAA000388.3_11_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_11_M,10.567041082037207,9.960635717624925,MAA000388,FALSE,NA
I13.MAA000439.3_10_M.1.1,Fat,GAT,myeloid cell,CL:0000763,myeloid cell,6,M,3_10_M,11.74293261378096,7.357325909395047,MAA000439,FALSE,NA
I13.MAA000441.3_10_M.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,8,M,3_10_M,-24.351817842788964,-22.79076951949221,MAA000441,FALSE,NA
I13.MAA000554.3_8_M.1.1,Fat,GAT,NA,NA,NA,5,M,3_8_M,-47.394013781242315,-7.08617189808008,MAA000554,TRUE,5
I13.MAA000556.3_9_M.1.1,Fat,BAT,B cell,CL:0000236,B cell,4,M,3_9_M,-5.958771051495436,-6.544801253729037,MAA000556,FALSE,NA
I13.MAA000877.3_11_M.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,M,3_11_M,-26.436579902035152,-11.279643356032631,MAA000877,FALSE,NA
I13.MAA000934.3_9_M.1.1,Fat,SCAT,myeloid cell,CL:0000763,myeloid cell,1,M,3_9_M,1.4568074071048325,24.865785881820866,MAA000934,FALSE,NA
I14.B000127.3_38_F.1.1,Fat,SCAT,NA,NA,"NA",9,F,3_38_F,9.240379096902892,-55.63456297420261,B000127,FALSE,NA
I14.B001216.3_38_F.1.1,Fat,BAT,myeloid cell,CL:0000763,myeloid cell,6,F,3_38_F,18.635438452885104,17.71058348877824,B001216,FALSE,NA
I14.B002314.3_56_F.1.1,Fat,MAT,B cell,CL:0000236,B cell,4,F,3_56_F,-16.20004677767879,-4.53698518852945,B002314,FALSE,NA
