"","plate.barcode","annotation","cell_ontology_id"
"H6.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"H7.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"C8.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"D8.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"E8.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"F8.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"G8.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"C9.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"E9.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"F9.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"H9.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"C10.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"D10.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"E10.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"F10.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"G10.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"C11.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"D11.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"E11.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"G11.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"H11.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"C12.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"D12.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"E12.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A4.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B4.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A5.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B5.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A6.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B6.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A8.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A9.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B9.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A11.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A12.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B12.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A7.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A2.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B2.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A3.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B3.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"H12.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"A1.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
"B1.MAA100140.3_57_F.1.1","MAA100140","hepatocyte","CL:0000182"
