"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation","tSNE_1","tSNE_2"
"A12.B002314.3_56_F.1.1","B002314","natural killer cell","CL:0000623","natural killer cell",-39.9741335417942,6.90119963064348
"A12.B002707.3_39_F.1.1","B002707","myeloid cell","CL:0000763","myeloid cell",-0.761148876369109,23.2157678331018
"A12.B002954.3_56_F.1.1","B002954","myeloid cell","CL:0000763","myeloid cell",17.2463159433005,38.6575193688949
"A12.D045067.3_38_F.1.1","D045067","myeloid cell","CL:0000763","myeloid cell",14.5300858525017,37.4688656951891
"A12.MAA000386.3_11_M.1.1","MAA000386","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",20.3805325302548,-21.7014450426058
"A12.MAA000388.3_11_M.1.1","MAA000388","myeloid cell","CL:0000763","myeloid cell",4.0905581759461,30.185927849433
"A12.MAA000439.3_10_M.1.1","MAA000439","myeloid cell","CL:0000763","myeloid cell",-3.33204041562803,26.4546375006635
"A12.MAA000441.3_10_M.1.1","MAA000441","myeloid cell","CL:0000763","myeloid cell",12.1534849986131,7.36668676234501
"A12.MAA000556.3_9_M.1.1","MAA000556","T cell","CL:0000084","T cell",-40.6659727603448,-6.9653761933838
"A12.MAA000877.3_11_M.1.1","MAA000877","myeloid cell","CL:0000763","myeloid cell",17.4163323703269,18.3646025547738
"A13.B000127.3_38_F.1.1","B000127","myeloid cell","CL:0000763","myeloid cell",18.6447467421228,31.0458057754717
"A13.B001216.3_38_F.1.1","B001216","B cell","CL:0000236","B cell",1.6989736773322,-2.45690414087368
"A13.B002314.3_56_F.1.1","B002314","myeloid cell","CL:0000763","myeloid cell",13.2519995020007,9.61640511674585
"A13.B002707.3_39_F.1.1","B002707","B cell","CL:0000236","B cell",-0.46842036073108,-3.07852969317577
"A13.B002954.3_56_F.1.1","B002954","myeloid cell","CL:0000763","myeloid cell",2.39786620512092,26.9906495678252
"A13.B002955.3_56_F.1.1","B002955","myeloid cell","CL:0000763","myeloid cell",11.7516759307433,41.4493883521522
"A13.D043520.3_39_F.1.1","D043520","myeloid cell","CL:0000763","myeloid cell",13.6296005168818,33.4911368533249
"A13.D043526.3_39_F.1.1","D043526","B cell","CL:0000236","B cell",-9.56622317684255,-4.41510416324577
"A13.D045064.3_38_F.1.1","D045064",NA,NA,"NA",-49.2852841112804,-9.64869163143101
"A13.D045067.3_38_F.1.1","D045067","myeloid cell","CL:0000763","myeloid cell",17.7323778177514,18.782118125324
"A13.MAA000385.3_10_M.1.1","MAA000385","myeloid cell","CL:0000763","myeloid cell",9.97550639935572,9.33378550646225
"A13.MAA000386.3_11_M.1.1","MAA000386","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-9.06393199198157,-34.4674572586686
"A13.MAA000439.3_10_M.1.1","MAA000439","myeloid cell","CL:0000763","myeloid cell",-21.4873638611134,-22.3383710504359
"A13.MAA000441.3_10_M.1.1","MAA000441","myeloid cell","CL:0000763","myeloid cell",12.4758600347297,7.01682848160908
"A13.MAA000442.3_11_M.1.1","MAA000442","T cell","CL:0000084","T cell",-43.9482190445079,-9.12483224140191
"A13.MAA000877.3_11_M.1.1","MAA000877","myeloid cell","CL:0000763","myeloid cell",12.587856403399,13.7076118103955
"A13.MAA000934.3_9_M.1.1","MAA000934","B cell","CL:0000236","B cell",-19.1599501588691,-7.28943896490174
"A14.B000127.3_38_F.1.1","B000127","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",28.7446243043613,5.19818446267106
"A14.B001216.3_38_F.1.1","B001216","B cell","CL:0000236","B cell",4.15085312990325,-1.26716269913066
"A14.B002314.3_56_F.1.1","B002314","B cell","CL:0000236","B cell",-11.7207529745182,-4.24284129134347
"A14.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",33.0033291757924,-0.89516376090575
"A14.D043520.3_39_F.1.1","D043520","myeloid cell","CL:0000763","myeloid cell",16.1154769513207,14.7776706606976
"A14.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",25.9324231049957,-17.4347814987683
"A14.D045058.3_39_F.1.1","D045058","myeloid cell","CL:0000763","myeloid cell",-24.2872842721301,-25.0764725867155
"A14.D045064.3_38_F.1.1","D045064","natural killer cell","CL:0000623","natural killer cell",-51.8067594866977,-7.05716805769585
"A14.MAA000385.3_10_M.1.1","MAA000385","myeloid cell","CL:0000763","myeloid cell",9.91978391547261,11.5279068240566
"A14.MAA000386.3_11_M.1.1","MAA000386","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",0.846224915812189,-21.5122668624511
"A14.MAA000388.3_11_M.1.1","MAA000388","myeloid cell","CL:0000763","myeloid cell",12.5269481243008,8.39503835405601
"A14.MAA000441.3_10_M.1.1","MAA000441","B cell","CL:0000236","B cell",-16.671076235084,-9.16856884436876
"A14.MAA000599.3_8_M.1.1","MAA000599","B cell","CL:0000236","B cell",-10.8394986145059,-4.0053964288667
"A14.MAA000877.3_11_M.1.1","MAA000877","T cell","CL:0000084","T cell",-45.9782602054581,-10.0548032605682
"A14.MAA000913.3_9_M.1.1","MAA000913","myeloid cell","CL:0000763","myeloid cell",-30.2763845329737,-28.8054837782722
"A14.MAA000914.3_9_M.1.1","MAA000914","B cell","CL:0000236","B cell",-4.95739886425446,-6.00942336404219
"A14.MAA000934.3_9_M.1.1","MAA000934","myeloid cell","CL:0000763","myeloid cell",13.3202901068944,15.3175242968045
"A15.B000127.3_38_F.1.1","B000127",NA,NA,"NA",10.7108568474137,-54.0902037615228
"A15.B001960.3_56_F.1.1","B001960","T cell","CL:0000084","T cell",-1.5926314934426,29.3974399648343
"A15.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",17.7361108448804,-17.1127765825894
"A15.B002955.3_56_F.1.1","B002955","myeloid cell","CL:0000763","myeloid cell",6.12940352036185,37.0911089970362
"A15.D043520.3_39_F.1.1","D043520","myeloid cell","CL:0000763","myeloid cell",8.98295177528721,27.9639189819346
"A15.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",21.6005111110545,-21.6266334310244
"A15.D045067.3_38_F.1.1","D045067","myeloid cell","CL:0000763","myeloid cell",-30.7522853572153,-29.1702203967893
"A15.MAA000386.3_11_M.1.1","MAA000386","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-11.9488781042288,-36.1266689368056
"A15.MAA000388.3_11_M.1.1","MAA000388","myeloid cell","CL:0000763","myeloid cell",12.127994935801,40.9671207288118
"A15.MAA000531.3_8_M.1.1","MAA000531","T cell","CL:0000084","T cell",-43.4597294676377,1.64509890820769
"A15.MAA000554.3_8_M.1.1","MAA000554","myeloid cell","CL:0000763","myeloid cell",17.2776694730925,32.5306291718016
"A15.MAA000877.3_11_M.1.1","MAA000877","T cell","CL:0000084","T cell",-35.5384026407976,5.16746086235855
"A15.MAA000913.3_9_M.1.1","MAA000913","myeloid cell","CL:0000763","myeloid cell",-0.454379475864847,19.4280570886402
"A15.MAA000914.3_9_M.1.1","MAA000914","B cell","CL:0000236","B cell",-8.12879989693327,-3.14702721551946
"A15.MAA000934.3_9_M.1.1","MAA000934","B cell","CL:0000236","B cell",-13.0221707280983,-6.91739745423837
"A16.B000127.3_38_F.1.1","B000127","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",31.1406976971192,-5.06251892425713
"A16.B001960.3_56_F.1.1","B001960","myeloid cell","CL:0000763","myeloid cell",-0.754384030264167,25.718463900872
"A16.B002314.3_56_F.1.1","B002314","B cell","CL:0000236","B cell",-8.94365832992628,-6.40610911644051
"A16.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",30.0514289027812,-1.26386007492046
"A16.B002955.3_56_F.1.1","B002955","myeloid cell","CL:0000763","myeloid cell",15.831778335991,37.4197669958854
"A16.D043520.3_39_F.1.1","D043520","myeloid cell","CL:0000763","myeloid cell",8.90893853874882,27.8265603123313
"A16.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",3.00573981857349,-31.948696825583
"A16.D045058.3_39_F.1.1","D045058","myeloid cell","CL:0000763","myeloid cell",11.6781607807409,40.1888639104992
"A16.D045067.3_38_F.1.1","D045067","myeloid cell","CL:0000763","myeloid cell",-1.26074007277438,29.1784036322955
"A16.MAA000385.3_10_M.1.1","MAA000385","myeloid cell","CL:0000763","myeloid cell",16.8724615109983,16.1380928840715
"A16.MAA000388.3_11_M.1.1","MAA000388","myeloid cell","CL:0000763","myeloid cell",-5.35963587057745,28.6682806693139
"A16.MAA000439.3_10_M.1.1","MAA000439","T cell","CL:0000084","T cell",-32.9094733628807,3.93273499581376
"A16.MAA000441.3_10_M.1.1","MAA000441","B cell","CL:0000236","B cell",-19.072961156591,-6.25856795715864
"A16.MAA000510.3_8_M.1.1","MAA000510","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",36.3447929987613,0.795596847564649
"A16.MAA000554.3_8_M.1.1","MAA000554","myeloid cell","CL:0000763","myeloid cell",-27.111065657527,-26.5845359450736
"A16.MAA000913.3_9_M.1.1","MAA000913","myeloid cell","CL:0000763","myeloid cell",14.678580193763,15.2298841083823
"A16.MAA000934.3_9_M.1.1","MAA000934","B cell","CL:0000236","B cell",-12.8944258576909,-6.10200894002908
"A17.B000127.3_38_F.1.1","B000127",NA,NA,"NA",10.7400478460551,-54.1303880805466
"A17.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",36.7520420518601,6.46943416728789
"A17.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",33.2758546164402,-8.64414836036133
"A17.D045067.3_38_F.1.1","D045067","endothelial cell","CL:0000115","endothelial cell",-5.22988121720791,9.02109833671313
"A17.MAA000441.3_10_M.1.1","MAA000441","endothelial cell","CL:0000115","endothelial cell",-13.8428861619341,19.2122286135915
"A17.MAA000510.3_8_M.1.1","MAA000510","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",12.0443221000248,-10.7240441954605
"A17.MAA000877.3_11_M.1.1","MAA000877","endothelial cell","CL:0000115","endothelial cell",-9.92658143586259,12.2938659437343
"A18.B000127.3_38_F.1.1","B000127","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",33.6401291587044,11.703258178663
"A18.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",25.5962170723171,-1.56795869443451
"A18.D045064.3_38_F.1.1","D045064","endothelial cell","CL:0000115","endothelial cell",-0.855693390784342,7.68772800329761
"A18.MAA000388.3_11_M.1.1","MAA000388","endothelial cell","CL:0000115","endothelial cell",-26.1217219626071,23.6455056647368
"A19.B000127.3_38_F.1.1","B000127","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",37.0882808200686,14.6319682590552
"A19.B002314.3_56_F.1.1","B002314","endothelial cell","CL:0000115","endothelial cell",-13.7793056680301,17.0203305314848
"A19.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",25.5521580227066,-17.482099220512
"A19.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",10.1718233176491,-20.9280814971105
"A19.MAA000439.3_10_M.1.1","MAA000439","endothelial cell","CL:0000115","endothelial cell",-21.9957412530189,14.3344748443372
"A19.MAA000510.3_8_M.1.1","MAA000510","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",16.3526113336034,-24.8275203632199
"A19.MAA000877.3_11_M.1.1","MAA000877","endothelial cell","CL:0000115","endothelial cell",-15.7097680553797,11.374186465379
"A19.MAA000913.3_9_M.1.1","MAA000913","endothelial cell","CL:0000115","endothelial cell",-5.02800189077602,10.4798394031524
"A19.MAA000934.3_9_M.1.1","MAA000934","endothelial cell","CL:0000115","endothelial cell",-25.6710641602579,24.1343428660485
"A2.B002955.3_56_F.1.1","B002955","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",5.87615350258448,-10.1232842720956
"A2.D043520.3_39_F.1.1","D043520","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",6.81735020934578,-23.9170455539506
"A2.MAA000388.3_11_M.1.1","MAA000388","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",21.3419173365139,-7.67292020215024
"A2.MAA000439.3_10_M.1.1","MAA000439","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-5.26658217833918,-31.3651032125752
"A2.MAA000531.3_8_M.1.1","MAA000531","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",34.9149730497846,7.45721287132726
"A2.MAA000554.3_8_M.1.1","MAA000554","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",8.98475842966042,-23.1872554326713
"A2.MAA000877.3_11_M.1.1","MAA000877","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",31.4561122011113,-3.84389717437402
"A2.MAA000913.3_9_M.1.1","MAA000913","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-3.20590317682534,-24.6197003291791
"A2.MAA000914.3_9_M.1.1","MAA000914","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",29.7422525566566,1.6395747377333
"A2.MAA000934.3_9_M.1.1","MAA000934","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",4.18315826308255,-18.0985772003908
"A20.B000127.3_38_F.1.1","B000127",NA,NA,"NA",9.85814641615985,-52.8336122153113
"A20.B001216.3_38_F.1.1","B001216","endothelial cell","CL:0000115","endothelial cell",-8.04509302594569,13.5301887248377
"A20.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",2.88652018992179,-30.9182044590411
"A20.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",14.5672022854025,-21.9910476395339
"A20.MAA000385.3_10_M.1.1","MAA000385","endothelial cell","CL:0000115","endothelial cell",-21.8822282567883,25.3705327257269
"A20.MAA000439.3_10_M.1.1","MAA000439","endothelial cell","CL:0000115","endothelial cell",-16.7740005623417,4.65370348162799
"A20.MAA000442.3_11_M.1.1","MAA000442","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",21.6846325689908,3.22231040565012
"A20.MAA000510.3_8_M.1.1","MAA000510","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",31.588026359289,3.46705815382494
"A20.MAA000554.3_8_M.1.1","MAA000554","endothelial cell","CL:0000115","endothelial cell",-16.4776460693014,10.3035303360851
"A20.MAA000913.3_9_M.1.1","MAA000913","endothelial cell","CL:0000115","endothelial cell",-1.4868460753867,6.14935444213787
"A21.B000127.3_38_F.1.1","B000127","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",35.830257017707,14.2948636129096
"A21.B001960.3_56_F.1.1","B001960","endothelial cell","CL:0000115","endothelial cell",-10.3792079124226,20.1855788594675
"A21.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",1.91643870972615,-24.5810695860477
"A21.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",27.715735214762,-16.8125738359003
"A21.MAA000442.3_11_M.1.1","MAA000442","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",20.8901128663636,-15.014755249672
"A21.MAA000877.3_11_M.1.1","MAA000877","endothelial cell","CL:0000115","endothelial cell",-0.792119423987556,3.72344903083798
"A21.MAA000914.3_9_M.1.1","MAA000914","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",27.247399711031,-0.10287801281258
"A21.MAA000934.3_9_M.1.1","MAA000934","endothelial cell","CL:0000115","endothelial cell",-12.2351926593906,19.8494200460158
"A22.B000127.3_38_F.1.1","B000127","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",35.3327515728522,14.5145308267782
"A22.B002954.3_56_F.1.1","B002954","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",17.6536375393683,-23.1041962689508
"A22.D043526.3_39_F.1.1","D043526","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",9.70645557445632,-27.3738675149797
"A22.MAA000439.3_10_M.1.1","MAA000439","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-4.41485161409654,-27.1402697202354
"A22.MAA000877.3_11_M.1.1","MAA000877","endothelial cell","CL:0000115","endothelial cell",-16.1613412150962,12.297143302944
"A22.MAA000913.3_9_M.1.1","MAA000913","endothelial cell","CL:0000115","endothelial cell",-19.1525436494927,24.398411685575
"A22.MAA000914.3_9_M.1.1","MAA000914","endothelial cell","CL:0000115","endothelial cell",-22.0262086287682,20.3064029777429
"A22.MAA000934.3_9_M.1.1","MAA000934","endothelial cell","CL:0000115","endothelial cell",-24.8848609342288,21.9927778847118
"A3.B002314.3_56_F.1.1","B002314","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",20.3020326524621,-19.3539766968949
"A3.B002955.3_56_F.1.1","B002955","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-3.28179166837865,-27.5726838519168
"A3.D043520.3_39_F.1.1","D043520","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",21.2402837772418,-11.2859567871817
"A3.D045058.3_39_F.1.1","D045058","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",25.0666178377984,-0.20280856836524
"A3.MAA000388.3_11_M.1.1","MAA000388","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",1.26410683139275,-25.1352137325352
"A3.MAA000439.3_10_M.1.1","MAA000439","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-11.4503186671405,-28.9120558028002
"A3.MAA000531.3_8_M.1.1","MAA000531","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",22.35610615085,-6.83011084412213
"A3.MAA000554.3_8_M.1.1","MAA000554","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-9.91234628520998,-32.6424655507198
"A3.MAA000877.3_11_M.1.1","MAA000877","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",22.6218752244585,-11.6288619657066
"A3.MAA000913.3_9_M.1.1","MAA000913","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",21.865477002541,3.43428775897665
"A3.MAA000914.3_9_M.1.1","MAA000914","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",34.4138356541662,8.83843524413394
"A3.MAA000934.3_9_M.1.1","MAA000934","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",9.06118290088296,-14.0369093152456
"A4.B002955.3_56_F.1.1","B002955","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",15.643566309736,-9.21542801878227
"A4.D045058.3_39_F.1.1","D045058","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-2.36710735806384,-33.4466445995564
"A4.MAA000385.3_10_M.1.1","MAA000385","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-4.41270522837109,-23.494371481728
"A4.MAA000388.3_11_M.1.1","MAA000388","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-8.34693301264803,-28.6403714017501
"A4.MAA000439.3_10_M.1.1","MAA000439","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-2.67704042798476,-18.5562169820188
"A4.MAA000441.3_10_M.1.1","MAA000441","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",3.03814512495216,-14.9608977179363
"A4.MAA000510.3_8_M.1.1","MAA000510","B cell","CL:0000236","B cell",-15.0987693134323,-7.58867616117606
"A4.MAA000554.3_8_M.1.1","MAA000554","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-2.33229844582534,-30.0309032223969
"A4.MAA000877.3_11_M.1.1","MAA000877","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",34.7524659728309,2.88093031960985
"A4.MAA000913.3_9_M.1.1","MAA000913","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-1.04140563339404,-24.8946107587901
"A4.MAA000934.3_9_M.1.1","MAA000934","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",21.2635091752129,-18.3759963570883
"A5.B000127.3_38_F.1.1","B000127","endothelial cell","CL:0000115","endothelial cell",-5.90152593405722,9.69378102286457
"A5.B002314.3_56_F.1.1","B002314","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",32.0809699769383,-1.5405087280633
"A5.B002954.3_56_F.1.1","B002954","endothelial cell","CL:0000115","endothelial cell",-8.63588579806532,12.2044376912627
"A5.D043520.3_39_F.1.1","D043520","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",26.4386954048364,0.573849680882746
"A5.D043526.3_39_F.1.1","D043526","endothelial cell","CL:0000115","endothelial cell",-12.6136081099116,18.2449604690954
"A5.D045058.3_39_F.1.1","D045058","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",14.3985720697655,-13.4371890039862
"A5.D045064.3_38_F.1.1","D045064","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",36.4950027979947,11.249209413169
"A5.MAA000388.3_11_M.1.1","MAA000388","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",6.24426240221514,-17.5743716111412
"A5.MAA000439.3_10_M.1.1","MAA000439","mesenchymal stem cell of adipose","CL:0002570","mesenchymal progenitor",-8.87631873293915,-36.0533499387346
