cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode
A1.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,3.9803113933306755,-6.117880216135895,B002762
A1.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-23.665230329105846,-7.736315813085889,D042105
A10.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,1.4095319128897459,-9.234418480910334,B002762
A10.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-10.149968247929497,-3.688380443367414,D042105
A11.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,0.7765647427461009,-13.869122697792797,B002762
A11.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-10.31437303258092,-10.843310795575317,D042105
A11.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,-19.001432537917655,-0.726333067637673,D042180
A12.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-5.310324153880574,-6.96513058935277,B002762
A12.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-14.978753192796843,-2.553714348511685,D042105
A13.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-0.9800502590254035,-11.56097125666204,B002762
A13.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,0.7524216991084931,-1.494560841505661,D042105
A13.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,-23.211733363196533,-12.19381816440878,D042180
A14.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-0.8669034938725705,-12.13226180549428,B002762
A14.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-8.631368800198622,-3.670235707856347,D042105
A14.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,-15.200513384578523,-11.38290177934288,D042180
A15.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-3.829688448751938,-2.2460092761202555,B002762
A15.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-6.530654794548023,-12.439883847583936,D042105
A15.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,-10.05204869327807,-12.779636664707532,D042180
A16.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,5.133703569888901,-10.355978312051418,B002762
A16.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-0.18976351737195246,-5.696422589145024,D042105
A16.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,-15.13136307878182,-15.376225959769071,D042180
A16.MAA001454.3_38_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_38_F,0.7601832950155061,9.694506255259123,MAA001454
A17.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,0.4444879972634845,1.4963856454406865,B002762
A17.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-6.047677470761717,-13.407417118654813,D042105
A18.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-9.661166475452164,-16.4573521209491,B002762
A18.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-18.008192304018845,-6.196170481619162,D042105
A18.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,1.5630092010976557,-12.26727164836934,D042180
A19.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,6.131085896990737,-2.459449910175776,B002762
A19.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-8.435393027001581,-3.7263520827017245,D042105
A19.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,-12.683372115838246,-4.440174903566463,D042180
A2.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-5.4435845951347455,-8.385619751789163,B002762
A2.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-5.137870866147594,-14.434337407588611,D042105
A2.D042180.3_10_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_10_M,-21.747768677094044,-4.462806556049553,D042180
A20.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-14.72786272798649,-12.599657530879048,B002762
A20.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-5.93210666653925,-11.667768775969135,D042105
A20.MAA001454.3_38_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_38_F,1.6799858238202718,-2.383698400357285,MAA001454
A21.B002762.3_39_F.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,F,3_39_F,-5.954720644987379,-11.843450112691693,B002762
A21.D042105.3_11_M.1.1,Limb_Muscle,Diaphragm,skeletal muscle satellite stem cell,CL:0008011,NA,0,M,3_11_M,-1.1793663107933656,-9.555003093764912,D042105
