"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"L4.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"L4.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L4.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L4.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"L4.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"L4.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"L4.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L5.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_56_F"
"L5.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"L5.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"L5.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"L5.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L5.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"L5.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"L5.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L6.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"L6.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"L6.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L6.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L6.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"L6.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"L6.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L7.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"L7.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"L7.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L7.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_39_F"
"L7.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"L8.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"L8.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L8.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"L8.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"L8.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"L9.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"L9.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"L9.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"L9.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"L9.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"L9.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M10.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_57_F"
"M10.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M10.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M10.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M10.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M10.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M10.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"M11.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"M11.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_57_F"
"M11.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M11.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M11.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M11.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"M11.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M11.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M12.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"M12.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"M12.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"M12.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M12.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M12.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M12.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M12.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"M13.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"M13.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"M13.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"M13.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M13.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M13.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"M14.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_56_F"
"M14.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_56_F"
"M14.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"M14.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_57_F"
"M14.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M14.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"M14.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M14.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M14.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"M14.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"M15.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_56_F"
"M15.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_57_F"
"M15.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_57_F"
"M15.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M15.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_38_F"
"M15.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_39_F"
"M15.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"M15.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_39_F"
"M15.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell","5","F","3_38_F"
"M16.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M16.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M16.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"M16.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M16.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"M16.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"M16.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"M16.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"M17.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","3","F","3_57_F"
"M17.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"M17.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"M17.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"M17.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"M17.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M18.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M18.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M18.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M18.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"M18.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M18.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M18.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"M18.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M19.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","0","F","3_56_F"
"M19.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M19.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"M19.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"M19.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_38_F"
"M19.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"M19.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_39_F"
"M19.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M1.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M1.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"M1.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M1.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M1.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M1.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M1.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M20.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M20.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M20.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"M20.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","0","F","3_57_F"
"M20.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M20.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M20.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"M20.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_39_F"
"M20.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_38_F"
"M21.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_56_F"
"M21.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","stromal cell","CL:0000499","stromal cell","6","F","3_57_F"
"M21.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"M21.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","3","F","3_38_F"
"M21.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M21.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M21.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M22.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_56_F"
"M22.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","stromal cell","CL:0000499","stromal cell","4","F","3_57_F"
"M22.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M22.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M22.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M2.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M2.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M2.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M2.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M2.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M2.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M2.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M3.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M3.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M3.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M3.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M3.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M3.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M3.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M4.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","0","F","3_56_F"
"M4.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M4.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M4.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M4.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M4.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","2","F","3_39_F"
"M4.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"M5.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M5.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M5.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","3","F","3_57_F"
"M5.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M5.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M5.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M5.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M5.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M5.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M6.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","endothelial cell","CL:0000115","endothelial cell","7","F","3_38_F"
"M6.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M6.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M6.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M6.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M6.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M7.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M7.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","2","F","3_38_F"
"M7.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M7.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M7.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M7.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M7.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M8.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"M8.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M8.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M8.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M8.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"M8.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"M8.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M9.B002309.3_57_F.1.1","Mammary_Gland","B002309","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"M9.B002432.3_38_F.1.1","Mammary_Gland","B002432","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M9.B002433.3_38_F.1.1","Mammary_Gland","B002433","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"M9.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","8","F","3_38_F"
"N10.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","basal cell","CL:0000646","basal cell","2","F","3_56_F"
"N10.B000168.3_57_F.1.1","Mammary_Gland","B000168","Multiple","basal cell","CL:0000646","basal cell","2","F","3_57_F"
"N10.B002435.3_39_F.1.1","Mammary_Gland","B002435","Multiple","basal cell","CL:0000646","basal cell","3","F","3_39_F"
"N10.B002436.3_39_F.1.1","Mammary_Gland","B002436","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"N10.B002437.3_39_F.1.1","Mammary_Gland","B002437","Multiple","basal cell","CL:0000646","basal cell","0","F","3_39_F"
"N10.B002438.3_38_F.1.1","Mammary_Gland","B002438","Multiple","basal cell","CL:0000646","basal cell","0","F","3_38_F"
"N11.B000166.3_56_F.1.1","Mammary_Gland","B000166","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
"N11.B000167.3_56_F.1.1","Mammary_Gland","B000167","Multiple","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor","1","F","3_56_F"
