"","plate.barcode","annotation","cell_ontology_id"
"J15.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"J16.MAA000571.3_9_M.1.1","MAA000571","macrophage","CL:0000235"
"A10.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"M16.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O14.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"J20.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"M18.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O15.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"C9.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"J21.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"M19.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O16.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"J22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O17.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"M20.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"M22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O18.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"D11.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O19.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"F11.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N10.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O20.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"F14.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"K9.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"F18.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"K21.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N11.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O21.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"F22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"K22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N12.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"O22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"G17.MAA000571.3_9_M.1.1","MAA000571","macrophage","CL:0000235"
"L9.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N13.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"H9.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"L10.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N14.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P8.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"L11.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N15.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P9.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"H18.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"L15.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N16.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P10.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"H21.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"L19.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N17.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P11.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"L20.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"I20.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"L21.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N20.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N19.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P12.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P14.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"I21.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"L22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N21.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P15.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"I22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"N22.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"P16.MAA000571.3_9_M.1.1","MAA000571","microglial cell","CL:0000129"
"B16.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"E18.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"G19.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I13.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L9.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M14.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N17.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L10.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M15.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N18.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F1.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"G22.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I15.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K3.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C1.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H1.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I17.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K5.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L11.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M16.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N19.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F3.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I18.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K6.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L13.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M17.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C3.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F4.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H3.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I19.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N20.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K7.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L14.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C11.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F5.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H4.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I20.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K8.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M18.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L15.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M19.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N21.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"A2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C12.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F11.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I21.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K9.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L17.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H5.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M20.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"A3.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C14.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F13.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H8.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"I22.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K10.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L18.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M21.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C16.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H11.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"J1.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K11.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L19.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M22.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F15.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"A6.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"C21.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F16.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H16.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"J2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K12.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L20.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N1.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"A7.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"D1.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F17.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H17.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K14.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L21.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"A10.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"D2.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F18.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H18.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"J4.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K16.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"L22.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N3.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"A11.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"D3.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"F21.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"H19.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"J5.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"K17.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"M1.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
"N4.MAA000572.3_8_M.1.1","MAA000572","microglial cell","CL:0000129"
