cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode,subsetA,subsetA_cluster.ids
B18.B003275.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,brain pericyte,CL:2000043,NA,8,F,3_38_F,9.27636341823522,27.335801562815792,B003275,FALSE,NA
B18.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_56_F,7.3056120694677915,3.665219867958364,B003728,TRUE,2
B18.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_10_M,14.743885437761833,-21.434598648211484,MAA000560,FALSE,NA
B18.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,M,3_10_M,8.370759773435275,24.578344582335195,MAA000561,FALSE,NA
B18.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-9.566195295728749,0.7675972941511918,MAA000564,FALSE,NA
B18.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,brain pericyte,CL:2000043,NA,8,M,3_10_M,6.968887883680224,23.58836453583429,MAA000581,FALSE,NA
B18.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,M,3_9_M,41.5903556406585,2.3257463189367904,MAA000925,FALSE,NA
B18.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-5.911466308187585,-27.072740277083174,MAA000926,FALSE,NA
B18.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-9.892867480978813,-20.845555160775294,MAA000942,FALSE,NA
B18.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_9_M,-10.03816895026034,25.27245953760627,MAA000944,FALSE,NA
B19.B003275.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,5,F,3_38_F,-5.0153456170261395,35.136616050271805,B003275,FALSE,NA
B19.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_56_F,15.077399340881952,9.65605201548394,B003728,TRUE,1
B19.MAA000424.3_11_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_11_M,-22.19169328051579,13.93285796885775,MAA000424,FALSE,NA
B19.MAA000550.3_10_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-19.868466893569167,-9.121491792740391,MAA000550,FALSE,NA
B19.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,14.86276390677161,15.664066210269969,MAA000560,TRUE,1
B19.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,M,3_10_M,5.076800512090491,22.539238227518634,MAA000561,FALSE,NA
B19.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,7.54625885137006,-27.374210096246422,MAA000564,FALSE,NA
B19.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,brain pericyte,CL:2000043,NA,8,M,3_10_M,5.451521516441183,22.23229870295169,MAA000581,FALSE,NA
B19.MAA000923.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-18.05020747193618,-14.22512032877782,MAA000923,FALSE,NA
B19.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-11.948003305459274,-16.708474387929215,MAA000926,FALSE,NA
B19.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_11_M,19.263107455816094,-17.07217328737082,MAA000932,FALSE,NA
B19.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-14.890003029654222,-21.338667452388524,MAA000935,FALSE,NA
B19.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,8.001439502640844,6.009107083270985,MAA000944,TRUE,2
B19.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,F,3_39_F,-2.9402498956094605,-20.239648914929006,MAA001894,FALSE,NA
B2.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,F,3_38_F,-21.38300259057258,15.67469791969257,B003290,FALSE,NA
B2.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_56_F,9.766823853705118,5.759636236524951,B003728,TRUE,2
B2.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-13.000931520961693,-5.9328818470565,MAA000560,FALSE,NA
B2.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,8.799430098422555,6.599993575947129,MAA000930,TRUE,2
B2.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-16.99574825882558,22.733867830148252,MAA000932,FALSE,NA
B2.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-4.948337106164609,3.0023568628511934,MAA000935,FALSE,NA
B2.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-10.81625260163411,-14.90807511380466,MAA000941,FALSE,NA
B2.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-10.618881656233482,-0.7613095056042323,MAA000942,FALSE,NA
B2.MAA001845.3_39_F.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,F,3_39_F,-14.562532650428382,15.171851151889173,MAA001845,FALSE,NA
B2.MAA001854.3_38_F.1.1,Brain_Non-Myeloid,Cerebellum,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,F,3_38_F,30.20377719276633,-6.673834304008351,MAA001854,FALSE,NA
B2.MAA001895.3_38_F.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,F,3_38_F,-17.493432875738467,15.171093941248413,MAA001895,FALSE,NA
B20.B003274.3_38_F.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,F,3_38_F,-4.039579932488368,2.662845845948848,B003274,FALSE,NA
B20.B003275.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,5,F,3_38_F,-5.2824672348283235,32.84059228781575,B003275,FALSE,NA
B20.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,F,3_38_F,-10.833302196899519,22.41786064776117,B003290,FALSE,NA
B20.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,F,3_56_F,-7.806361094937603,1.9456829279643477,B003728,FALSE,NA
B20.MAA000424.3_11_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,5,M,3_11_M,-10.77458510694976,28.826636407935812,MAA000424,FALSE,NA
B20.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,M,3_10_M,5.077599429357855,23.373039236779,MAA000561,FALSE,NA
B20.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-17.48738472890321,15.213388495650804,MAA000564,FALSE,NA
B20.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,brain pericyte,CL:2000043,NA,8,M,3_10_M,4.89397204869201,22.052099268114365,MAA000581,FALSE,NA
B20.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,M,3_9_M,43.959384716092195,1.9682623243589186,MAA000925,FALSE,NA
B20.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,5,M,3_8_M,-5.957255222138705,31.43083002612374,MAA000930,FALSE,NA
B20.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-9.046997303843888,14.660799483999133,MAA000932,FALSE,NA
B20.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,18.008109738728518,17.98476038241014,MAA000944,TRUE,3
B20.MAA001895.3_38_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,7,F,3_38_F,2.039171335343201,-6.274776143468347,MAA001895,FALSE,NA
B21.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,F,3_38_F,41.07654182097415,3.2025238533674445,B003290,FALSE,NA
B21.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,7,F,3_56_F,3.0075313080161328,0.25652267727907485,B003728,FALSE,NA
B21.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_10_M,16.80463565040808,-6.876042775164422,MAA000560,FALSE,NA
B21.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_10_M,29.34136922468962,-5.101936395089882,MAA000581,FALSE,NA
B21.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,11.95387951854566,6.664566962502943,MAA000925,TRUE,4
B21.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-11.105889506654494,-20.181020741144977,MAA000926,FALSE,NA
B21.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,15.078733723235048,13.097546067085155,MAA000930,TRUE,1
B21.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-4.571385320994244,-18.45382790773237,MAA000941,FALSE,NA
B21.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-17.111733747761807,-12.90802898272549,MAA000944,FALSE,NA
B22.B003275.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,F,3_38_F,-12.603088698090408,22.95960888869377,B003275,FALSE,NA
B22.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,F,3_38_F,41.43798563058051,2.94420158097978,B003290,FALSE,NA
B22.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_56_F,13.65280837333918,10.759373458403848,B003728,TRUE,1
B22.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-12.051570925067686,-1.745629471228179,MAA000564,FALSE,NA
B22.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-20.88262828024771,17.167593161166813,MAA000581,FALSE,NA
B22.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,7.795301281714123,4.5423724755524555,MAA000925,TRUE,2
B22.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-8.433906740955909,-19.5389682642754,MAA000926,FALSE,NA
B22.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_8_M,-0.3117191898174998,-27.92936771147313,MAA000930,FALSE,NA
B22.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_11_M,-19.203353778375156,-14.344231061908722,MAA000932,FALSE,NA
B22.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,16.332220153301254,14.30745748797681,MAA000935,TRUE,1
B22.MAA000940.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-1.897154432572594,-10.766953355944198,MAA000940,FALSE,NA
B22.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_9_M,-20.768340904763456,21.66566326692265,MAA000944,FALSE,NA
B22.MAA001895.3_38_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,7,F,3_38_F,1.5519175807073076,-5.166312767403036,MAA001895,FALSE,NA
B3.B003277.3_39_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,7,F,3_39_F,3.501526076821869,0.24748849526854835,B003277,FALSE,NA
B3.MAA000550.3_10_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,-4.641231067343186,-27.24200961272004,MAA000550,FALSE,NA
B3.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,20.795705480593696,18.93008955362629,MAA000560,TRUE,3
B3.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-6.437608017772795,-18.6168566216606,MAA000564,FALSE,NA
B3.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-15.393999337823125,-6.705143740830929,MAA000581,FALSE,NA
B3.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_8_M,-23.511404564380754,11.024500583168752,MAA000930,FALSE,NA
B3.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,7,M,3_11_M,4.841279227759509,-0.9120663033699635,MAA000932,FALSE,NA
B3.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,25.13071710616245,19.309874972572697,MAA000935,TRUE,3
B3.MAA001856.3_39_F.1.1,Brain_Non-Myeloid,Cerebellum,Bergmann glial cell,CL:0000644,NA,2,F,3_39_F,6.890901107271398,4.105475048692231,MAA001856,TRUE,5
B3.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,F,3_39_F,-7.6081677754194965,-27.92055617620336,MAA001894,FALSE,NA
B3.MAA001895.3_38_F.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,F,3_38_F,3.6894504629390417,21.88585118446622,MAA001895,FALSE,NA
B4.B003275.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,brain pericyte,CL:2000043,NA,8,F,3_38_F,-4.283446453968776,24.117862583492023,B003275,FALSE,NA
B4.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,F,3_38_F,-19.299174508042604,17.547126490924157,B003290,FALSE,NA
B4.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,5,M,3_10_M,-1.5008397468374413,34.958711078386536,MAA000560,FALSE,NA
B4.MAA000563.3_10_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-11.92304921687034,-1.237048242217259,MAA000563,FALSE,NA
B4.MAA000615.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-9.417321497957179,1.9530832522271082,MAA000615,FALSE,NA
B4.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,10.457029354214024,8.010375072412785,MAA000926,TRUE,2
B4.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,21.54427911210917,19.408291213076367,MAA000930,TRUE,3
B4.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-15.516420070617126,24.271252623524138,MAA000932,FALSE,NA
B4.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,24.915902246284805,19.716828221892047,MAA000935,TRUE,3
B4.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,8.83851169202301,6.080049672734631,MAA000941,TRUE,2
B4.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-3.9912966239609227,-28.082165462750087,MAA000944,FALSE,NA
B4.MAA001845.3_39_F.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,F,3_39_F,-14.85519349722458,16.43666732285839,MAA001845,FALSE,NA
B4.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,F,3_39_F,-11.830764167200691,-16.558503601397927,MAA001894,FALSE,NA
B5.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,5,F,3_38_F,-7.6957929486114836,34.057813988511825,B003290,FALSE,NA
B5.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-12.630914139575271,-0.575120060783828,MAA000560,FALSE,NA
B5.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-13.615392264001482,-15.001134032228814,MAA000564,FALSE,NA
B5.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,18.986004070041748,3.8280383602820103,MAA000581,TRUE,4
B5.MAA000641.3_9_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte,CL:0000128,NA,7,M,3_9_M,3.7494405300538745,-0.032530407010431986,MAA000641,FALSE,NA
B5.MAA000923.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-8.968188214075285,-25.786036101481663,MAA000923,FALSE,NA
B5.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,9.4671143296666,6.8357605186895825,MAA000926,TRUE,2
B5.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-22.270194636193946,15.650615857577122,MAA000932,FALSE,NA
B5.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-7.661895636439506,-10.409769291067027,MAA000942,FALSE,NA
B5.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,14.125106156070013,10.563652321637848,MAA000944,TRUE,1
B5.MAA001845.3_39_F.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,F,3_39_F,-8.939317922983339,14.690712658813599,MAA001845,FALSE,NA
B5.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,F,3_39_F,-2.898484182807831,-18.479200244622334,MAA001894,FALSE,NA
B5.MAA001895.3_38_F.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,F,3_38_F,-10.743965015877214,22.121541955393305,MAA001895,FALSE,NA
B6.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,-1.2104098578159486,-25.643505081278114,MAA000560,FALSE,NA
B6.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,Bergmann glial cell,CL:0000644,NA,2,M,3_10_M,13.963968479339998,3.920203248181117,MAA000564,TRUE,5
B6.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_10_M,14.077320763269224,-16.634435314381882,MAA000581,FALSE,NA
B6.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,8.646429764029328,5.797004094954101,MAA000926,TRUE,2
B6.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,21.15557722274149,12.373871632410928,MAA000930,TRUE,4
B6.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,5,M,3_11_M,-4.078779622376507,36.247624964636536,MAA000932,FALSE,NA
B6.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-18.045255215824913,-7.7128901271956405,MAA000941,FALSE,NA
B6.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-18.061487430042103,-2.8167595472756526,MAA000944,FALSE,NA
B6.MAA001845.3_39_F.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,F,3_39_F,-13.44434081460237,13.531739933190966,MAA001845,FALSE,NA
B6.MAA001895.3_38_F.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,F,3_38_F,-12.057266401765165,19.411365141334414,MAA001895,FALSE,NA
B7.B003274.3_38_F.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_38_F,14.313039501217977,4.110781943734425,B003274,TRUE,4
B7.B003277.3_39_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,F,3_39_F,19.79652783570815,-15.93456184764981,B003277,FALSE,NA
B7.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,F,3_38_F,-22.2148635973542,11.905484161602939,B003290,FALSE,NA
B7.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,23.030542556358366,19.244262825294022,MAA000560,TRUE,3
B7.MAA000563.3_10_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-13.999069749623187,-10.25024987311044,MAA000563,FALSE,NA
B7.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-9.943548492128965,-0.6988123721815529,MAA000564,FALSE,NA
B7.MAA000615.3_10_M.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,14.929310779700826,13.006759039709024,MAA000615,TRUE,1
B7.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-3.2609174506498584,-30.13714117570647,MAA000926,FALSE,NA
B7.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_11_M,16.014703090958182,-17.486260185517242,MAA000932,FALSE,NA
B7.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_8_M,-13.225915715342694,27.90756035201806,MAA000935,FALSE,NA
B7.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-9.61547466014457,-22.846520344235564,MAA000941,FALSE,NA
B7.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,M,3_8_M,41.66006572236955,2.4989879491043503,MAA000942,FALSE,NA
B7.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,10.756188826465204,6.933809768235959,MAA000944,TRUE,1
B7.MAA001845.3_39_F.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,F,3_39_F,-13.170622397741958,15.40530535143357,MAA001845,FALSE,NA
B7.MAA001895.3_38_F.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,F,3_38_F,-15.87883467544532,15.118025658728984,MAA001895,FALSE,NA
B8.B003274.3_38_F.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_38_F,18.335449772940137,3.66152455144635,B003274,TRUE,4
B8.B003275.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,F,3_38_F,-15.054713951032852,23.1514859955294,B003275,FALSE,NA
B8.B003290.3_38_F.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,F,3_38_F,-18.02607676991838,18.531488117675973,B003290,FALSE,NA
B8.MAA000424.3_11_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte,CL:0000128,NA,3,M,3_11_M,1.0636158798088458,-27.066675056745133,MAA000424,FALSE,NA
B8.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-16.762782051190083,-5.327828596020246,MAA000560,FALSE,NA
B8.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-11.58510864266058,-6.247021541850821,MAA000564,FALSE,NA
B8.MAA000615.3_10_M.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,5,M,3_10_M,-10.74437256179159,29.910880494878178,MAA000615,FALSE,NA
B8.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-10.686988496769532,-21.5929429492129,MAA000926,FALSE,NA
B8.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-13.10370295287561,-8.033310548434152,MAA000930,FALSE,NA
