cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode,subsetA,subsetA_cluster.ids
J12.MAA000923.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-18.18043425265635,-3.6844867707845292,MAA000923,FALSE,NA
J12.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,3,M,3_8_M,-6.109531511577894,-24.09752357410553,MAA000941,FALSE,NA
J12.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,M,3_8_M,45.57579412003932,1.8687291640805925,MAA000942,FALSE,NA
J12.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-9.959862494599337,-13.06196641425022,MAA000944,FALSE,NA
J12.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_9_M,22.037723994568253,-17.023874696791605,MAA000947,FALSE,NA
J13.B001688.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,F,3_38_F,-8.485396809098473,2.1249156168381638,B001688,FALSE,NA
J13.B003274.3_38_F.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,7,F,3_38_F,4.5507283402388445,-1.4162484331496554,B003274,FALSE,NA
J13.MAA000424.3_11_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,5,M,3_11_M,-7.978165334842371,33.50609558853746,MAA000424,FALSE,NA
J13.MAA000550.3_10_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,12.205315948593315,5.379638877158594,MAA000550,TRUE,1
J13.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-15.554130141759465,-15.64366349339737,MAA000560,FALSE,NA
J13.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-22.19093290666355,16.645517126975353,MAA000581,FALSE,NA
J13.MAA000615.3_10_M.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_10_M,16.75395396827729,-6.93314596510957,MAA000615,FALSE,NA
J13.MAA000923.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-19.17590741913609,-10.486542122095823,MAA000923,FALSE,NA
J13.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_9_M,-16.617660414965925,25.65909440113495,MAA000926,FALSE,NA
J13.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,brain pericyte,CL:2000043,NA,8,M,3_8_M,9.47866683439713,27.608947435928048,MAA000941,FALSE,NA
J14.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,13.528651252049391,9.908578477694146,MAA000560,TRUE,2
J14.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-21.85717996008449,16.734879368137673,MAA000581,FALSE,NA
J14.MAA000641.3_9_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-9.51153497368223,-27.592396499946908,MAA000641,FALSE,NA
J14.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-7.377194895004766,-8.194919476027321,MAA000925,FALSE,NA
J14.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_9_M,-17.41699504527237,26.154128527689505,MAA000926,FALSE,NA
J14.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,5,M,3_8_M,-4.893580962415037,31.58918813396668,MAA000941,FALSE,NA
J14.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,9.938924685056138,9.978353604773314,MAA000942,TRUE,2
J14.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_9_M,30.68963934528121,-0.20692254918125713,MAA000947,FALSE,NA
J15.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-15.475965936060646,-18.018066045619257,MAA000560,FALSE,NA
J15.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_10_M,35.30321953619706,1.4097843334770346,MAA000561,FALSE,NA
J15.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,brain pericyte,CL:2000043,NA,8,M,3_10_M,5.544481860585133,22.15805425615849,MAA000581,FALSE,NA
J15.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-8.9575779615153035,-9.333849490333753,MAA000925,FALSE,NA
J15.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_9_M,-14.610253549498935,24.99411651972386,MAA000926,FALSE,NA
J15.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_8_M,2.7742176243802787,-20.723129842074155,MAA000930,FALSE,NA
J15.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_8_M,23.19939111730271,-18.57434777395043,MAA000942,FALSE,NA
J15.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-7.197214312035724,-27.546618206845228,MAA000947,FALSE,NA
J15.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,F,3_39_F,-5.166001518426605,-11.269530676588314,MAA001894,FALSE,NA
J16.B001688.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,F,3_38_F,-1.7373056418812323,-16.998265777175032,B001688,FALSE,NA
J16.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,6.727016700297237,-28.81407529773353,MAA000560,FALSE,NA
J16.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_10_M,35.247410721834584,1.2596836145285213,MAA000561,FALSE,NA
J16.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-17.374867389511675,24.378100217428557,MAA000564,FALSE,NA
J16.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-17.246954599328827,13.47501789101803,MAA000581,FALSE,NA
J16.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,11.924381067944699,9.449898521296753,MAA000925,TRUE,1
J16.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_8_M,21.105878670626222,-17.9209646355261,MAA000941,FALSE,NA
J16.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,M,3_8_M,43.03301264790135,1.6552505449544623,MAA000942,FALSE,NA
J16.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-7.754429047169841,-24.573737682910767,MAA000947,FALSE,NA
J16.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_39_F,9.613962410699601,6.795617901332827,MAA001894,TRUE,2
J17.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,F,3_56_F,-4.483750458526705,2.712854378298148,B003728,FALSE,NA
J17.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_10_M,-14.419494084000824,23.993329009656975,MAA000560,FALSE,NA
J17.MAA000578.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,Bergmann glial cell,CL:0000644,NA,2,M,3_10_M,24.52372708755677,16.517221468939063,MAA000578,TRUE,5
J17.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte,CL:0000128,NA,7,M,3_10_M,1.9286818709254603,-0.963903798167832,MAA000581,FALSE,NA
J17.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-2.7979967428477974,-27.800612766762754,MAA000925,FALSE,NA
J17.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-2.1252759349888546,-30.926613593601196,MAA000926,FALSE,NA
J17.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-16.863318229775235,-19.06358168932354,MAA000935,FALSE,NA
J17.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-6.8433918760907755,-10.983438540748837,MAA000941,FALSE,NA
J17.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-3.7349458803178757,-13.517917497400084,MAA000942,FALSE,NA
J17.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_9_M,-20.928077388742476,15.908964678301631,MAA000944,FALSE,NA
J17.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_9_M,21.988763438874084,-17.15187641760034,MAA000947,FALSE,NA
J17.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,F,3_39_F,9.779995630369525,-29.07229450376181,MAA001894,FALSE,NA
J18.B001688.3_38_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,F,3_38_F,-13.927884926359582,-2.7328388205382947,B001688,FALSE,NA
J18.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-16.650108990853184,-9.903620584204855,MAA000560,FALSE,NA
J18.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,M,3_10_M,8.468287581855012,26.075529818410345,MAA000561,FALSE,NA
J18.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-23.834305079165233,10.227499654349693,MAA000581,FALSE,NA
J18.MAA000923.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,18.010415158962935,15.477831931458834,MAA000923,TRUE,1
J18.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-9.509119747337309,1.5891456014475962,MAA000925,FALSE,NA
J18.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,2.908907227664234,-21.0434305320917,MAA000926,FALSE,NA
J18.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_11_M,10.344864427818013,6.388973448146348,MAA000932,TRUE,2
J18.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,7,M,3_8_M,5.896826238613647,0.5145814571647002,MAA000935,FALSE,NA
J18.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-6.301840692866656,-11.749711174724363,MAA000942,FALSE,NA
J18.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-7.320459699381022,-19.933854848847606,MAA000947,FALSE,NA
J19.B003277.3_39_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,7,F,3_39_F,1.3278092022152337,0.613164656952964,B003277,FALSE,NA
J19.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-6.216582567698848,1.0234172645267319,MAA000560,FALSE,NA
J19.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_10_M,18.080615866456967,-4.233981406433006,MAA000561,FALSE,NA
J19.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-17.26001617046385,-10.333396886748176,MAA000564,FALSE,NA
J19.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-17.19498258285349,13.50555922191997,MAA000581,FALSE,NA
J19.MAA000902.3_11_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_11_M,-16.509569304008693,-2.0812315880070895,MAA000902,FALSE,NA
J19.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-2.492599157947545,-29.07586444946008,MAA000925,FALSE,NA
J19.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,7,M,3_8_M,6.392459063476424,1.0995228089712388,MAA000935,FALSE,NA
J19.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,F,3_39_F,-12.765920646942089,-11.002476075054386,MAA001894,FALSE,NA
J2.B003277.3_39_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,F,3_39_F,20.848811722040697,-17.39650444313031,B003277,FALSE,NA
J2.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,2.54443923233385,-20.45240948803042,MAA000560,FALSE,NA
J2.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-22.401653289705617,11.459539585346436,MAA000932,FALSE,NA
J2.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-3.280957252509252,-25.187879023062152,MAA000944,FALSE,NA
J2.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,5,F,3_39_F,-7.655910160145757,34.46017052046611,MAA001894,FALSE,NA
J20.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,7,F,3_56_F,2.145100515820186,-0.5714890019216079,B003728,FALSE,NA
J20.MAA000553.3_10_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-4.902935147233805,2.7413271648095394,MAA000553,FALSE,NA
J20.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-16.106545417481865,-5.204432242606538,MAA000560,FALSE,NA
J20.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,M,3_10_M,5.7957269952346735,25.34415459909816,MAA000561,FALSE,NA
J20.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,-2.1028047907752243,-28.48141836224862,MAA000564,FALSE,NA
J20.MAA000581.3_10_M.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-23.617335090995166,11.530793399056662,MAA000581,FALSE,NA
J20.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,6.3791877078871035,-29.16376257224555,MAA000925,FALSE,NA
J20.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,7.45154058473224,-29.70421386089255,MAA000926,FALSE,NA
J20.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-16.68885404501741,25.5679371133775,MAA000932,FALSE,NA
J20.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-16.49552446901435,-17.96524280590812,MAA000935,FALSE,NA
J20.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-7.376727225130452,0.5690477942036615,MAA000941,FALSE,NA
J20.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,20.591898006063055,21.83197295823015,MAA000944,TRUE,3
J21.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,5.7915320935491446,-28.984498270481208,MAA000560,FALSE,NA
J21.MAA000641.3_9_M.1.1,Brain_Non-Myeloid,Cerebellum,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_9_M,31.541351415195642,-7.779871008552012,MAA000641,FALSE,NA
J21.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,10.124032124205435,-28.342205796048447,MAA000925,FALSE,NA
J21.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_9_M,19.318245726706344,-14.498439095015087,MAA000926,FALSE,NA
J21.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-17.592912434839725,-19.015458512735773,MAA000935,FALSE,NA
J21.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-20.21978553129199,-10.33645039430619,MAA000944,FALSE,NA
J21.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_9_M,21.516522728214373,-16.97198052129387,MAA000947,FALSE,NA
J22.B000404.3_56_F.1.1,Brain_Non-Myeloid,Cerebellum,Bergmann glial cell,CL:0000644,NA,2,F,3_56_F,8.704202747867738,9.410447007449015,B000404,TRUE,5
J22.MAA000424.3_11_M.1.1,Brain_Non-Myeloid,Cerebellum,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_11_M,30.712013933898746,-7.276440101097226,MAA000424,FALSE,NA
J22.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,10.243602637968229,7.73284322665013,MAA000560,TRUE,2
J22.MAA000561.3_10_M.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,M,3_10_M,5.727518332057139,22.425392794767223,MAA000561,FALSE,NA
J22.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-17.304079031032952,-9.849548429632799,MAA000564,FALSE,NA
J22.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,22.321689383773386,20.240449118380567,MAA000926,TRUE,3
J22.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_8_M,-9.506412814462923,-10.523578389419354,MAA000930,FALSE,NA
J22.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_9_M,24.265390841689182,19.47498626639407,MAA000944,TRUE,3
J22.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,F,3_39_F,-3.8551322936051617,2.6392402816703173,MAA001894,FALSE,NA
J3.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,17.203694218587323,16.842536263220058,MAA000560,TRUE,1
J3.MAA000615.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-14.944416915171326,-5.721770600313604,MAA000615,FALSE,NA
J3.MAA000925.3_9_M.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,5,M,3_9_M,-1.61856877888438,34.8093932022868,MAA000925,FALSE,NA
J3.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-14.297734923916577,24.91505173338675,MAA000932,FALSE,NA
J3.MAA000942.3_8_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte precursor cell,CL:0002453,NA,4,M,3_8_M,21.056352356341858,-19.36474292535971,MAA000942,FALSE,NA
J3.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,1,M,3_9_M,-8.550314883745548,14.699155759362265,MAA000944,FALSE,NA
J3.MAA001853.3_38_F.1.1,Brain_Non-Myeloid,Cerebellum,endothelial cell,CL:0000115,NA,1,F,3_38_F,-12.11247646891741,18.191151156774993,MAA001853,FALSE,NA
J3.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,astrocyte of the cerebral cortex,CL:0002605,NA,2,F,3_39_F,12.520481358216074,8.142382414862972,MAA001894,TRUE,2
J4.B003277.3_39_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,7,F,3_39_F,1.7573910096884502,-3.5962580335265457,B003277,FALSE,NA
J4.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,-6.889137222939494,-22.06990733345291,MAA000560,FALSE,NA
J4.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,endothelial cell,CL:0000115,NA,1,M,3_10_M,-18.871316385149395,19.87102736685573,MAA000564,FALSE,NA
J4.MAA000615.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,M,3_10_M,11.062200028054088,-23.596150187852842,MAA000615,FALSE,NA
J4.MAA000641.3_9_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte,CL:0000128,NA,3,M,3_9_M,-5.574348806265241,-27.478627214760806,MAA000641,FALSE,NA
J4.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,brain pericyte,CL:2000043,NA,8,M,3_9_M,8.573918243453443,25.880722786919243,MAA000926,FALSE,NA
J4.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,5,M,3_11_M,-9.84129948543948,31.787609837205462,MAA000932,FALSE,NA
J4.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,3,M,3_8_M,-3.0675245412482313,-15.34340525285148,MAA000941,FALSE,NA
J5.B003277.3_39_F.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,7,F,3_39_F,1.913042686564931,-2.5835668603885535,B003277,FALSE,NA
J5.B003728.3_56_F.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,3,F,3_56_F,-7.541683498878542,-25.31099181941201,B003728,FALSE,NA
J5.MAA000424.3_11_M.1.1,Brain_Non-Myeloid,Cerebellum,oligodendrocyte,CL:0000128,NA,3,M,3_11_M,9.749017860570214,-29.073401311437234,MAA000424,FALSE,NA
J5.MAA000560.3_10_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-13.8953650614168,-7.293112723441995,MAA000560,FALSE,NA
J5.MAA000615.3_10_M.1.1,Brain_Non-Myeloid,Striatum,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_10_M,19.1282607892837,18.028862954171576,MAA000615,TRUE,3
J5.MAA000923.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-12.140351387784866,-22.69351194866717,MAA000923,FALSE,NA
J5.MAA000926.3_9_M.1.1,Brain_Non-Myeloid,Cortex,neuron,CL:0000540,excitatory neurons and some neuronal stem cells,6,M,3_9_M,35.552482747845445,1.486088411301427,MAA000926,FALSE,NA
J5.MAA000930.3_8_M.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,M,3_8_M,-0.5313934453609523,-29.30928288681681,MAA000930,FALSE,NA
J5.MAA000932.3_11_M.1.1,Brain_Non-Myeloid,Hippocampus,endothelial cell,CL:0000115,NA,1,M,3_11_M,-14.821708768014359,24.565234881501112,MAA000932,FALSE,NA
J5.MAA000935.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,3,M,3_8_M,1.5889405038359063,-22.702700642106578,MAA000935,FALSE,NA
J5.MAA000940.3_8_M.1.1,Brain_Non-Myeloid,Striatum,neuron,CL:0000540,inhibitory neurons,9,M,3_8_M,43.596464764509584,2.694835981253476,MAA000940,FALSE,NA
J5.MAA000941.3_8_M.1.1,Brain_Non-Myeloid,Hippocampus,astrocyte of the cerebral cortex,CL:0002605,NA,2,M,3_8_M,14.97399229501463,16.268553120121307,MAA000941,TRUE,1
J5.MAA000944.3_9_M.1.1,Brain_Non-Myeloid,Cortex,endothelial cell,CL:0000115,NA,5,M,3_9_M,-6.1558805871719375,35.04389364588921,MAA000944,FALSE,NA
J5.MAA000947.3_9_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_9_M,-13.146193831378714,-10.011610511169133,MAA000947,FALSE,NA
J5.MAA001894.3_39_F.1.1,Brain_Non-Myeloid,Cortex,oligodendrocyte,CL:0000128,NA,3,F,3_39_F,10.135082744357504,-28.32458750651575,MAA001894,FALSE,NA
J6.MAA000563.3_10_M.1.1,Brain_Non-Myeloid,Hippocampus,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-16.3363102741482,-0.7579510858247881,MAA000563,FALSE,NA
J6.MAA000564.3_10_M.1.1,Brain_Non-Myeloid,Striatum,oligodendrocyte,CL:0000128,NA,0,M,3_10_M,-11.856749829827493,-2.6014982870775567,MAA000564,FALSE,NA
