"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation"
"E1.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E1.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E1.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E10.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E11.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E12.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E12.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E13.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E14.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E15.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E15.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E15.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E16.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E16.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E17.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E18.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E19.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E19.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E2.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E2.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E2.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E2.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E20.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E20.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E21.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E21.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E21.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E21.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E22.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E22.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E22.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E3.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E3.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E4.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E4.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E4.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E5.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E5.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E6.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E7.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E7.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E7.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E8.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E8.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E8.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"E9.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F1.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F1.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F1.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F10.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F11.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F11.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F11.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F12.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F12.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F13.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F14.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F15.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F15.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F16.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F17.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F17.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F18.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F19.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F19.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F2.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F2.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F2.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F20.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F20.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F20.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"F21.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F21.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F21.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F22.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F22.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F3.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F3.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F3.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F4.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F4.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F4.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F4.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F5.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F5.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F5.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F6.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F6.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F6.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F7.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F8.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F8.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"F9.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G1.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G1.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G1.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G10.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G10.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G10.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G11.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G11.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G12.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G13.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G13.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G13.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G14.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G14.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G15.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G15.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G15.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G16.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G16.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G17.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G17.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G18.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G18.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G18.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G19.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G2.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G2.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G2.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G2.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G20.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G20.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G21.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G21.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G21.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G22.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G22.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G22.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G3.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G3.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G3.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G4.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G4.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G5.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G5.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G5.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G6.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G6.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G6.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G7.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G7.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G8.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G8.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G8.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G9.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G9.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"G9.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H1.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H1.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H1.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H1.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H10.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H10.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H10.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H10.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H11.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H12.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H12.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H13.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H13.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H14.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H14.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H15.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H15.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H16.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H16.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H17.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H17.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H18.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H18.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H18.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H19.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H19.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H2.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H2.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H2.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H2.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H20.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H20.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H21.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H21.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H21.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H21.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H22.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H22.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H22.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H22.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H3.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H3.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H3.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H4.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H4.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H4.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H5.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H5.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H5.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H6.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H6.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H7.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H7.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H7.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H8.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H9.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H9.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"H9.MAA001454.3_38_F.1.1","MAA001454","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"I1.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I1.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I1.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I10.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I10.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I10.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I11.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I11.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite stem cell"
"I11.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I11.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I12.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I12.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I13.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I13.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I13.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I13.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I14.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I14.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I14.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I15.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I15.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I15.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I16.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I16.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I17.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I17.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I18.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I18.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I19.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I19.MAA001454.3_38_F.1.1","MAA001454","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I2.B002762.3_39_F.1.1","B002762","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I2.D042105.3_11_M.1.1","D042105","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
"I2.D042180.3_10_M.1.1","D042180","mesenchymal stem cell","CL:0000134","mesenchymal stem cell"
