"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation","tSNE_1","tSNE_2"
"B10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",13.0521560078153,10.5840800867514
"B15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-20.2295525698878,-0.984114512974208
"B11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-22.4878534248951,0.594011112059979
"B16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",13.5254252269861,10.3068299793559
"B17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",23.2328746946883,-4.91650128371808
"B20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.2420672524557,15.5045936626892
"B18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",8.91002493475786,15.5579521769168
"B21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-3.54339659824399,-35.4585439287246
"C9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",18.8907185949256,10.1490032472663
"B22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-4.99170177413927,-31.943813237796
"C10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.467155074419,19.4740881413231
"C12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-18.6267133287903,1.82146229662744
"E13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-15.9347700720505,28.5401793041225
"G10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.5351420819419,19.8357151208976
"K22.B000166.3_56_F.1.1","B000166","endothelial cell","CL:0000115","endothelial cell",18.1796313289193,-29.2334326993341
"P12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-20.8319913070835,-1.42720723222534
"I15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-19.7915029109628,0.263368959077077
"E14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-20.8647136692802,-2.21039991398744
"G11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-13.8042364191061,1.91970105745368
"I16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.7806313187365,13.0875481669339
"L9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.74431287247747,20.8841102775533
"N11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-24.21623940175,-3.07160571256737
"P13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-28.2151952798567,4.8211258779276
"E15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-25.3587257214522,-3.98384766279145
"G12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-14.8409003572607,1.38203736155868
"I17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",10.9066846725944,9.23468423824874
"L10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",24.7989339082391,15.8058437314148
"N12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-15.3085223781282,3.08713537757009
"P14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-19.7430365443798,-1.12136746790458
"E16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.6902288879401,19.40991154611
"G13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-28.3473870678671,6.40243548870922
"I18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",-1.38875122730944,20.3932450114216
"L11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-13.4970307655207,1.77707327657442
"N14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-19.7155447674886,22.961366866046
"P15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-22.3595168145376,-1.49892417774377
"E17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.5164878056834,15.3674417470514
"G14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-18.9987218527991,1.38447320713623
"I20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",8.77003162635657,13.2589059170767
"L13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-25.5442285784184,-4.00134596829113
"N16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",20.8473250805968,10.5538927604487
"P16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",22.0264255434863,13.8197490480258
"E18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",23.468964128344,4.8864141496838
"G15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-15.5686914624623,2.54227047667294
"I21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",1.83743202449671,-31.6896896982941
"L15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-16.5688860648458,27.1754065407797
"N17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",13.4342908080291,10.0217590803046
"P17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",8.11747522295494,4.07384396373731
"E19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",12.5965829058383,21.9334775340503
"G16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.6153199098229,21.0491670857414
"I22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",0.243543423397011,-31.3582943797715
"N18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.696864419199,19.9150491212886
"P18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",16.7314751863542,6.92880203952603
"L16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.3704250487008,9.55052885051793
"E20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",13.253230120455,7.70797887676537
"G18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",16.3333283634209,9.31347277230142
"J10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.8177136819657,6.32360231189253
"L17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.7817263469623,19.2578304392847
"N19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.78510969366939,20.4062825317172
"P19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",10.6065741193297,12.1075647058274
"E22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-5.38863250455884,-33.7182104786635
"G19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.625036248736,14.0822220076752
"J11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-23.0920814006997,-2.52145647542819
"L19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.0661405749873,14.5226981158422
"P20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.6472984002634,8.27594592260679
"C21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-9.17220777022276,-28.7360571715601
"N20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",12.2889765577249,13.1394238412771
"F9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",18.6653912888523,12.9566281766187
"C22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-9.84610735323222,-28.2595572936524
"F10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.2792960806499,15.1811662248357
"G20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.799886578547,20.6078357482779
"H11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-14.8369667981202,-0.280865393101299
"J16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",12.9903809368156,20.1189356733938
"J12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-19.8925334490627,31.9103533419242
"L20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",15.8497521400415,16.9432695868666
"N21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-1.95898448751514,-34.7044958836704
"P21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",2.31240773833626,-31.9282488731058
"L21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",0.805854719368765,-32.3168757763657
"D9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",-3.07091690509496,21.6581584741227
"F11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-16.6122506112714,28.6757443855391
"H12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-18.9479920579844,2.7078466973864
"J17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",15.2711202233697,12.9024496651232
"N22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",0.562924975788796,-34.647141159964
"L22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-8.80905649410236,-28.8608757210709
"O8.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",18.5682406401338,11.1308507518692
"D10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",15.3223156462584,14.2622698657273
"F12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-19.6648253900975,-1.14665104458167
"H13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-29.8356141951497,-1.44996182042593
"J19.B000166.3_56_F.1.1","B000166",NA,NA,"Krt negative Itgb3+ Vim+",20.6398033114042,-18.2404296371618
"D11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-22.1420698670591,-0.376140896282919
"F13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-15.8579609682185,30.0732573095567
"H15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-19.0805915626575,-2.30384700474674
"M8.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.246586804001,14.1689694153711
"J20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.9437770094474,18.7296753956366
"M13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-21.03932442924,0.855803456902426
"O11.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",-6.274074797629,25.6012200482882
"O13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-15.8925268500005,30.1760396569084
"D12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-17.0087616998844,28.5697057379327
"F14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-15.5067842217366,0.241396194810846
"H16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.3519583630752,22.3029614346418
"K9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",8.12565940058381,14.5090787020262
"M14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-15.6858333633723,30.823377016367
"O15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-16.3503616885451,1.61393558782974
"D15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-15.5228442982132,0.933553420613858
"F15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-17.3391288860384,-0.602659641451097
"H17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.0135475893879,19.8889564285784
"K10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",23.7670860243659,16.8768118507002
"M15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-18.3457396744936,23.3386373474304
"O16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.85812671736078,14.7050658360481
"K12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-15.4526166518464,3.19633135244559
"M16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",8.42253351682466,15.1684772541844
"O17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",25.358958041661,10.627280114663
"D16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",16.0957407896774,16.7856969934345
"F16.B000166.3_56_F.1.1","B000166","endothelial cell","CL:0000115","endothelial cell",19.1272905274025,-28.8735428524146
"H18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",27.3374713255452,13.6824706326582
"K13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-27.4657918485541,3.69703313194363
"M18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.0139513258865,20.7477364682858
"O18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",10.3648351052619,13.0881041874269
"D18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",16.9192581398217,15.417516583623
"F17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",10.9329041372837,17.0402021714023
"H20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",22.8116245118255,13.5491191358376
"F18.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.37941773168716,10.9556857634789
"H21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-0.286152699832517,-37.1440236951994
"K14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-14.8293977052888,1.04203820835676
"M19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",28.9353193472786,0.867100936375883
"O19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.06477936415938,20.7942387461542
"D19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.48555324494007,23.067263798877
"D20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",9.38719151308471,14.0916089013263
"F19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",13.8804850692605,17.7656929155473
"H22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-1.89224131794608,-32.8282302251197
"K15.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-13.8287450578086,1.75571596215283
"M20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",15.7784247688374,20.6888776398681
"O20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",5.20175540890535,5.85848054960144
"E8.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",7.66657720501894,8.23624043522192
"F20.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",11.2958038593748,12.5685149198541
"I9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",5.26668080350814,11.3289382392898
"K16.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",15.0532878577876,18.4699652676509
"M21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-17.9487184021115,-17.3746888236046
"O21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-13.6746603624421,-25.0930181523867
"E9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",10.1376006124637,22.7678427616647
"F21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-3.09629839743813,-36.30594630189
"I12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-15.0919376247215,1.31460672095672
"K17.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.0847075655734,19.911428323216
"M22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-0.611011300081489,-24.6458731043342
"E11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-21.0747691321258,2.40214776717831
"P8.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",25.8705944641973,10.0499666705019
"F22.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-14.0831797275299,-23.1886349058782
"I13.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-18.1506167373333,24.1595914782264
"K19.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.696593551842,19.6156164152737
"N8.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",14.6895955615773,14.2635022785583
"E12.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-14.541014130419,-0.65437110804464
"P10.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",16.3035175609134,15.8062472524697
"G8.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",-5.64412008207923,25.4558471949143
"I14.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-21.1746893968931,-2.94444471544786
"K21.B000166.3_56_F.1.1","B000166","stromal cell","CL:0000499","stromal cell",-3.74594715263396,-33.9194504900024
"N9.B000166.3_56_F.1.1","B000166","basal cell","CL:0000646","basal cell",17.5665868860216,14.8365477654205
"P11.B000166.3_56_F.1.1","B000166","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-30.3806001537385,-2.14911734869176
"A17.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",8.57214828136347,13.0977337523553
"C5.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",19.4030931796631,14.840258390265
"D16.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",13.428654921278,8.69769720845736
"F12.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-20.3035715805633,-0.0547331624742872
"H3.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",11.107273453128,15.5835085915067
"M1.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",11.8073633689573,13.246362079519
"N16.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",8.20691609428741,14.1498076807836
"A18.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",12.8896544391658,17.2333804281005
"C9.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",14.1974915294786,8.85103619788738
"I18.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",15.9984763692877,21.9157999714736
"K10.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",20.5643711537493,14.688709596681
"F14.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-22.2968706103088,1.11890191706778
"H7.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",16.342107356938,20.2146594423615
"I19.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",8.60177344061593,12.5131813085433
"K11.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-21.8986938958581,-3.16255582914329
"M2.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",17.8218376751302,12.2470369417761
"N17.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",15.7865760064601,15.7184000102015
"P8.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",10.6312874275107,16.5158339893054
"D17.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",15.6020285525913,11.5785937099185
"C10.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",9.63505422468496,14.2625696485683
"D18.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",17.960663290737,13.1214029301557
"F15.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-20.2192823890965,-0.117585169150086
"H8.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",14.3438371840416,14.7462335112043
"I20.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",5.06957426611249,20.709719647418
"K12.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-20.9209355946449,0.35343379464264
"M3.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",18.4853961256691,15.1587135648056
"N21.B000167.3_56_F.1.1","B000167","stromal cell","CL:0000499","stromal cell",2.30128120191105,-32.8297857652279
"P9.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",7.89522291184984,15.0916550942549
"A19.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",13.47522676694,8.28334756622005
"A20.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",10.9071509144156,9.52077834689252
"C11.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-14.657425797705,1.71913823385884
"D19.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",8.90271246433236,14.1673547943086
"F16.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",12.6435696123369,17.2941672742085
"H9.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",15.2934019552115,13.6050949519193
"K14.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","mature luminal cell",-16.2715551836529,29.9654187428858
"M4.B000167.3_56_F.1.1","B000167",NA,NA,"Krt negative Itgb3+ Vim+",20.7888874928615,-18.2899103666973
"N22.B000167.3_56_F.1.1","B000167","stromal cell","CL:0000499","stromal cell",-0.158527812014734,-29.6722028792466
"P10.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",11.1841312243178,26.084004725055
"I21.B000167.3_56_F.1.1","B000167","stromal cell","CL:0000499","stromal cell",-3.99050113263065,-36.25774495065
"C12.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-18.9968873466574,1.2990552518163
"D20.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",26.0387641314989,3.45973119377394
"F19.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",8.13099975291459,4.35123580594205
"H10.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",26.5692371317938,12.6157262806608
"I22.B000167.3_56_F.1.1","B000167","stromal cell","CL:0000499","stromal cell",0.201055401346082,-31.4628155886039
"K15.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-18.3847752459579,2.20211935397245
"O1.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",3.55712622663666,8.21140057070251
"P11.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-20.3008125772709,0.106796441607714
"B1.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",17.7094816865997,11.285934215124
"C13.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-19.0453209877713,-0.676512837783832
"M5.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",13.7690495522182,16.6980531877371
"F20.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",14.5833129050317,8.93310922016618
"H11.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-19.3808047064505,-1.13583114587767
"K16.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",22.7506563917682,5.95797237957947
"M11.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-19.5479530619049,1.62685385603046
"O2.B000167.3_56_F.1.1","B000167","basal cell","CL:0000646","basal cell",16.6779994489245,14.8244116038377
"P12.B000167.3_56_F.1.1","B000167","luminal epithelial cell of mammary gland","CL:0002326","luminal progenitor",-23.8588403421383,0.817851713494762
"D21.B000167.3_56_F.1.1","B000167","stromal cell","CL:0000499","stromal cell",-0.250060064664765,-31.4483700867517
