cell,tissue,subtissue,FACS.selection,plate.barcode,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids
E10.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,hematopoietic precursor cell,CL:0008001,NA,9,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
E10.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E10.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,hematopoietic precursor cell,CL:0008001,NA,9,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,4,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.MAA001842.3_38_F.1.1,Marrow,T-cells,Multiple,MAA001842,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E10.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E11.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E11.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E11.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,hematopoietic precursor cell,CL:0008001,NA,9,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E11.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA,FALSE,NA
E11.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,monocyte,CL:0000576,NA,7,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4
E11.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
E11.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
E11.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E11.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,macrophage,CL:0000235,NA,10,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E11.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,megakaryocyte-erythroid progenitor cell,CL:0000050,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,7,FALSE,NA
E11.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E11.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E12.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,monocyte,CL:0000576,NA,7,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
E12.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA,FALSE,NA
E12.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E12.D042467.3_9_M.1.1,Marrow,T-cells,Multiple,D042467,immature B cell,CL:0000816,NA,6,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E12.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA,FALSE,NA
E12.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,monocyte,CL:0000576,NA,7,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2
E12.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E12.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,common lymphoid progenitor,CL:0000051,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
E12.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
E12.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_10_M,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA,FALSE,NA
E12.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
E12.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E12.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,macrophage,CL:0000235,NA,10,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.D042467.3_9_M.1.1,Marrow,T-cells,Multiple,D042467,naive B cell,CL:0000788,NA,1,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,immature NK T cell,CL:0000914,immature NK T cell,11,M,3_8_M,TRUE,4,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,5,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
E13.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E13.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
E13.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,immature B cell,CL:0000816,NA,6,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E13.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E14.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte,CL:0000094,NA,5,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E14.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E14.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E14.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
E14.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E14.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E14.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E14.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
E14.MAA001883.3_39_F.1.1,Marrow,B-cells,Multiple,MAA001883,immature B cell,CL:0000816,NA,6,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E14.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E15.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E15.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E15.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E15.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E15.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E15.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
E15.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E15.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,naive B cell,CL:0000788,NA,1,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E15.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
E15.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E16.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,macrophage,CL:0000235,NA,10,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E16.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E16.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E16.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,common lymphoid progenitor,CL:0000051,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
E16.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E16.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E16.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,macrophage,CL:0000235,NA,10,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E16.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,Slamf1-positive multipotent progenitor cell,CL:0002036,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA
E16.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E16.MAA001887.3_39_F.1.1,Marrow,KLS,Multiple,MAA001887,hematopoietic precursor cell,CL:0008001,NA,4,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E17.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,monocyte,CL:0000576,NA,7,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
E17.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,naive B cell,CL:0000788,NA,1,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E17.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,mature natural killer cell,CL:0000824,mature natural killer cell,12,M,3_8_M,TRUE,2,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E17.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA,FALSE,NA
E17.D045139.3_39_F.1.1,Marrow,Granulocytes,Multiple,D045139,monocyte,CL:0000576,NA,7,F,3_39_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1
E17.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,3,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E17.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E17.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,common lymphoid progenitor,CL:0000051,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
E17.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
E17.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E17.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_10_M,FALSE,NA,FALSE,NA,TRUE,5,FALSE,NA,FALSE,NA
E17.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
E17.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,naive B cell,CL:0000788,NA,1,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E18.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,naive B cell,CL:0000788,NA,1,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E18.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E18.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,monocyte,CL:0000576,NA,7,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4
E18.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,3,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E18.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E18.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E18.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,common lymphoid progenitor,CL:0000051,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
E18.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,granulocyte,CL:0000094,NA,5,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E18.MAA000844.3_10_M.1.1,Marrow,T-cells,Multiple,MAA000844,immature T cell,CL:0002420,immature T cell,11,M,3_10_M,TRUE,1,TRUE,1,FALSE,NA,FALSE,NA,FALSE,NA
E18.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,granulocyte monocyte progenitor cell,CL:0000557,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,6,FALSE,NA
E18.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E18.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E19.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,late pro-B cell,CL:0002048,Dntt- late pro-B cell,8,M,3_9_M,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA,FALSE,NA
E19.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E19.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,M,3_8_M,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA,FALSE,NA
E19.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,3,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E19.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,granulocyte monocyte progenitor cell,CL:0000557,NA,7,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3
E19.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3,FALSE,NA
E19.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E19.MAA000639.3_9_M.1.1,Marrow,Granulocytes,Multiple,MAA000639,monocyte,CL:0000576,NA,7,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2
E19.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,granulocyte,CL:0000094,NA,3,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E19.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,hematopoietic precursor cell,CL:0008001,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,2,FALSE,NA
E19.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E19.MAA001884.3_38_F.1.1,Marrow,B-cells,Multiple,MAA001884,late pro-B cell,CL:0002048,Dntt+ late pro-B cell,8,F,3_38_F,FALSE,NA,FALSE,NA,TRUE,6,FALSE,NA,FALSE,NA
E2.D041912.3_8_M.1.1,Marrow,Granulocytes,Multiple,D041912,granulocyte monocyte progenitor cell,CL:0000557,NA,7,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,3
E2.D042044.3_9_M.1.1,Marrow,B-cells,Multiple,D042044,macrophage,CL:0000235,NA,10,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E2.D042193.3_8_M.1.1,Marrow,T-cells,Multiple,D042193,immature B cell,CL:0000816,NA,6,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E2.D042467.3_9_M.1.1,Marrow,T-cells,Multiple,D042467,immature T cell,CL:0002420,immature T cell,11,M,3_9_M,TRUE,1,TRUE,1,FALSE,NA,FALSE,NA,FALSE,NA
E2.D042479.3_8_M.1.1,Marrow,B-cells,Multiple,D042479,naive B cell,CL:0000788,NA,1,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E2.D045140.3_38_F.1.1,Marrow,Granulocytes,Multiple,D045140,granulocyte,CL:0000094,NA,5,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E2.MAA000409.3_10_M.1.1,Marrow,Granulocytes,Multiple,MAA000409,hematopoietic precursor cell,CL:0008001,NA,9,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E2.MAA000596.3_9_M.1.1,Marrow,KLS,Multiple,MAA000596,Slamf1-negative multipotent progenitor cell,CL:0002035,NA,0,M,3_9_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,1,FALSE,NA
E2.MAA000600.3_8_M.1.1,Marrow,KLS,Multiple,MAA000600,common lymphoid progenitor,CL:0000051,NA,0,M,3_8_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
E2.MAA000652.3_10_M.1.1,Marrow,B-cells,Multiple,MAA000652,pro-B cell,CL:0000826,pre-B cell (Philadelphia nomenclature),2,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
E2.MAA000848.3_10_M.1.1,Marrow,KLS,Multiple,MAA000848,common lymphoid progenitor,CL:0000051,NA,0,M,3_10_M,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,4,FALSE,NA
E2.MAA001844.3_38_F.1.1,Marrow,KLS,Multiple,MAA001844,hematopoietic precursor cell,CL:0008001,NA,4,F,3_38_F,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA
