"","plate.barcode","annotation","cell_ontology_id"
"C5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"D18.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"F8.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"G21.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"I9.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"J19.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"M13.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"O4.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"B2.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"C8.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"D19.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"F10.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"H1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I10.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"J20.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L6.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"M14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"O5.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"P13.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B3.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"C9.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"D20.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"F12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H2.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"J21.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"L7.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"M16.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O6.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"P14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"A2.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"A1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"C11.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"F13.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H3.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"I13.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"B5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L8.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"M17.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"O7.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"P15.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"C13.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"A3.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B6.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"E2.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"F14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"K1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"C15.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O8.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"A4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B8.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"E3.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"C16.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"E4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"F15.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I15.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"K2.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L10.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"M18.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"F18.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"P17.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"A5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B10.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"C18.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"E5.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H6.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"F20.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H7.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I18.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"K4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L11.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"M19.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O9.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I19.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"A6.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B11.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"C19.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"E6.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"F22.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"K5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O10.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"P18.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"H13.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"A7.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"C20.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"E7.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"I20.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"K6.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L13.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N3.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"P19.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"G1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"A8.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B13.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"C21.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"E8.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"G2.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H15.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I21.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"K7.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"P20.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"I22.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"A9.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B14.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"C22.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"E10.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"G3.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"H17.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"J1.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"K8.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"K9.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L16.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N6.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"L15.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"P21.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O16.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"A10.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"P22.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"B15.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"D2.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"E12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"K10.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"L17.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N7.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O18.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"G4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"H18.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"J2.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"D3.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"E13.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"G5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"H20.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"A11.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"B16.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"J3.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O19.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"K11.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"L19.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N9.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"A12.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"B17.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"D5.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"E16.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"G7.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"H21.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"J4.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"K13.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"L20.B002777.3_39_F.1.1","B002777","basal cell of epidermis","CL:0000312"
"N10.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"O20.B002777.3_39_F.1.1","B002777","keratinocyte","CL:0000312"
"A6.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"C20.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"A14.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"D1.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"A18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"D2.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"A20.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"D7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"A19.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"D3.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"A21.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"D15.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"A22.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"D16.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"B3.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"D19.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"B7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"D21.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"B8.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"B12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"E5.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"B13.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"E14.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"B15.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"E16.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"E17.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"B18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"E19.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"B20.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"E21.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"C1.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"F3.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"C5.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"F4.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"C7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"F5.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"A1.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"C12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"F9.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"A2.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"C18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"A5.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"C19.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"I7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"L7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"O5.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"I9.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"L8.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"O7.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"L12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"O11.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"I11.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"G4.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"I12.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"L13.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"O12.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"G7.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"I16.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"L14.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"O15.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"L16.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"O18.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"G12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"I19.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"I20.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"M1.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"G13.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"P3.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"G17.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"J1.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"M2.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"G18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"M4.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"G20.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"G22.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"J3.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"M7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"P6.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"M12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"P7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"J6.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"M14.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"P9.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"J10.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"M18.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"P11.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"J12.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"N1.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"P12.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"H7.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"J13.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"P13.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"H15.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"J16.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"P16.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
"H16.B002780.3_38_F.1.1","B002780","basal cell of epidermis","CL:0000312"
"N6.B002780.3_38_F.1.1","B002780","keratinocyte","CL:0000312"
