"","plate.barcode","annotation","cell_ontology_id"
"N3.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"O9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P11.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G16.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"M1.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O10.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P13.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G17.B000971.3_39_F.1.1","B000971","myeloid cell","CL:0000763"
"I2.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K15.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O11.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"P14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I3.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J8.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K16.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M2.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O12.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P15.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G21.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"G20.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"I4.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"J9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K18.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"M3.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N6.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"I5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G22.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"I6.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J11.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J10.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L1.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M5.B000971.3_39_F.1.1","B000971","myeloid cell","CL:0000763"
"N8.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"K21.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O13.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P16.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H1.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"I7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J12.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L2.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M6.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"P18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O15.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P19.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I8.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L3.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N10.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O16.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P20.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H2.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O17.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P21.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"F22.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"F21.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H3.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M8.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N13.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I10.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G1.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I11.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L6.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J16.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M10.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N15.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"O19.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P22.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G2.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H6.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I13.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J20.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"L7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M11.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G3.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"H7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N17.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"I14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K1.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O20.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L8.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M12.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O21.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"G4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N20.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O22.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H8.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"I15.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K2.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"L9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M13.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L10.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"N21.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"P1.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I16.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K3.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G6.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"H11.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L11.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M16.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"N22.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"P2.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H12.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I20.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L12.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M17.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O1.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P3.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G8.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O2.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"P4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I21.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"K6.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L14.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M19.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O3.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G9.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H16.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"I22.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L15.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"O4.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P6.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G10.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"G11.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H18.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"H17.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"J1.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"K8.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"L16.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M20.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"J2.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"K9.B000971.3_39_F.1.1","B000971","T cell","CL:0000084"
"L17.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"M21.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"O5.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"P7.B000971.3_39_F.1.1","B000971","B cell","CL:0000236"
"A5.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"A7.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"A6.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"A8.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"A9.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"A10.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"A11.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"A1.B001750.3_38_F.1.1","B001750","myeloid cell","CL:0000763"
"A2.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"A3.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"B6.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"C8.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"D10.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"E21.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"G6.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"H11.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"I19.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"K7.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"L11.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"M17.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"N19.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"F1.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"G7.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"H12.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"I20.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"K8.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"L12.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"M18.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"N20.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"P3.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"P2.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"B7.B001750.3_38_F.1.1","B001750","myeloid cell","CL:0000763"
"C9.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"D12.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"B8.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"M19.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"N21.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"P4.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"B9.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"C11.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"D16.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"C10.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"F3.B001750.3_38_F.1.1","B001750","myeloid cell","CL:0000763"
"G9.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"H14.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"D13.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"F2.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"G8.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"H13.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"J1.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"K9.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"L14.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"J2.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"B10.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"C12.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"D17.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"F4.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"G10.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"H15.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"K10.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"J3.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"K11.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"L16.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"L15.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"M20.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"N22.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"P5.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"M21.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"B11.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"C13.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"D18.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"F5.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"G11.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"H16.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"O1.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"J4.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"K12.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"P6.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"L17.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"C14.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"D19.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"F6.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"G12.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"H17.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"J6.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"K13.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"M22.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"L18.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"N1.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"O3.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"O2.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"P7.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"B12.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"P8.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"F7.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
"G13.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"H18.B001750.3_38_F.1.1","B001750","B cell","CL:0000236"
"J7.B001750.3_38_F.1.1","B001750","T cell","CL:0000084"
