"","plate.barcode","annotation","cell_ontology_id"
"L8.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"N5.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"A16.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"C11.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"A17.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"C12.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"E5.D042474.3_8_M.1.1","D042474","8","8"
"G10.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"I6.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"J21.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"L9.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"N7.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"A18.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"C13.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"E6.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"J22.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"L10.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"N8.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"G15.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"A19.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"I7.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"I9.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"K1.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"L11.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"N9.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"C14.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"E11.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"G16.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"A20.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"C16.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"E13.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"G17.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"I12.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"K3.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"L13.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"N10.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"A21.D042474.3_8_M.1.1","D042474","8","8"
"C17.D042474.3_8_M.1.1","D042474","8","8"
"E14.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"G19.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"I14.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"K5.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"L14.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"B4.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"C21.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"E15.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"N11.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"H1.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"I15.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"B5.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"C22.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"E16.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"K8.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"L15.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"N12.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"H2.D042474.3_8_M.1.1","D042474","8","8"
"I17.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"B7.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"K9.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"L16.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"N13.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"K10.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"L18.D042474.3_8_M.1.1","D042474","8","8"
"N14.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"D6.D042474.3_8_M.1.1","D042474","8","8"
"E17.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"H3.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"I19.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"B11.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"D8.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"E18.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"H4.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"B15.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"I20.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"D9.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"E20.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"H5.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"K11.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"M1.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"N15.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"I22.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"K16.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"M3.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"N17.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"K17.D042474.3_8_M.1.1","D042474","8","8"
"M4.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"B16.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"D10.D042474.3_8_M.1.1","D042474","8","8"
"E22.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"H7.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"J2.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"J3.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"K18.D042474.3_8_M.1.1","D042474","8","8"
"M6.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"B17.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"D11.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"F2.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"H8.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"M8.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"B18.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"D13.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"F4.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"H10.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"J4.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"K19.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"H11.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"J7.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"K20.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"M9.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"A5.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"B19.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"D14.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"F5.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"B20.D042474.3_8_M.1.1","D042474","endothelial cell","CL:0000115"
"D15.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"F8.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"H12.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"J8.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"K21.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"M13.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O4.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P16.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"A6.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O5.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"P17.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O6.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P18.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O7.D042474.3_8_M.1.1","D042474","8","8"
"P20.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O8.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"P21.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O9.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"P22.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"O10.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O14.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O15.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O16.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"O18.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"O19.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"O22.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"O21.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P2.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P4.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"P5.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P6.D042474.3_8_M.1.1","D042474","leukocyte","CL:0000738"
"P7.D042474.3_8_M.1.1","D042474","epithelial cell","CL:0000066"
"N19.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P8.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P9.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"N20.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P10.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O1.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"P11.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"O3.D042474.3_8_M.1.1","D042474","8","8"
"P13.D042474.3_8_M.1.1","D042474","stromal cell","CL:0000499"
"B3.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"L20.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N8.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"O16.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"P18.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"C14.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"D19.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"F5.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"G14.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"H19.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"J8.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"K12.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"K13.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"L22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N10.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"O17.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"P19.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"B4.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"C15.D042475.3_9_M.1.1","D042475","8","8"
"D20.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"F8.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G15.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"H20.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"J9.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"B5.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"N13.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"O18.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"C16.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"D21.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"F9.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"G16.D042475.3_9_M.1.1","D042475","8","8"
"H21.D042475.3_9_M.1.1","D042475","8","8"
"J10.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"K14.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"M1.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"B6.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N14.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"O19.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"P21.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"C17.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"B7.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"D22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"F10.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"G17.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"H22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"J13.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"K15.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"C18.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"M4.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"N15.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"O20.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"P22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"B8.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"C19.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"E2.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"E1.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"F11.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G18.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"I1.D042475.3_9_M.1.1","D042475","8","8"
"J14.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"F12.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"A1.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"B9.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"C20.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"E3.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G19.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"F13.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"G20.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"I5.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"I3.D042475.3_9_M.1.1","D042475","8","8"
"J15.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"K18.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"M6.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N16.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"O21.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"J16.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"A2.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"B10.D042475.3_9_M.1.1","D042475","8","8"
"C21.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"E4.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"F15.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"G21.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"K19.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"I6.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"J17.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"M7.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N17.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"O22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"K20.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"A3.D042475.3_9_M.1.1","D042475","8","8"
"B12.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"C22.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"F16.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"M8.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"I8.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"J18.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N18.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"P1.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"K22.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"B13.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"D1.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"E6.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"F17.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"H1.D042475.3_9_M.1.1","D042475","8","8"
"I11.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"J19.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"L1.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"M9.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"M11.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N20.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"P3.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N19.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"P2.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"A4.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"E8.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"F20.D042475.3_9_M.1.1","D042475","8","8"
"H2.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"I12.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"J20.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"L2.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"M13.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"N21.D042475.3_9_M.1.1","D042475","8","8"
"P4.D042475.3_9_M.1.1","D042475","8","8"
"A5.D042475.3_9_M.1.1","D042475","8","8"
"B14.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"D2.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"F21.D042475.3_9_M.1.1","D042475","8","8"
"H3.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"I13.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"J21.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"L3.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"M14.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"N22.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"P5.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"A6.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"B15.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"D3.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"E11.D042475.3_9_M.1.1","D042475","8","8"
"H6.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"I14.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"J22.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"L4.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"O1.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"P6.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"A7.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"B16.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"D4.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"E12.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"F22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"A8.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"M16.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"O2.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"P7.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"A9.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"B22.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"B21.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"D6.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"E14.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"D5.D042475.3_9_M.1.1","D042475","8","8"
"E13.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"G1.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"H7.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"I16.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"K1.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"G2.D042475.3_9_M.1.1","D042475","8","8"
"P8.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"A10.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
"C1.D042475.3_9_M.1.1","D042475","stromal cell","CL:0000499"
"D7.D042475.3_9_M.1.1","D042475","leukocyte","CL:0000738"
