"","plate.barcode","cell_ontology_class","cell_ontology_id"
"I11.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"I11.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I11.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"I11.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"I11.B002428.3_38_F.1.1","B002428","endocardial cell","CL:0002350"
"I11.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"I11.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I11.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I12.B000634.3_56_F.1.1","B000634","endocardial cell","CL:0002350"
"I12.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I12.B002421.3_39_F.1.1","B002421","cardiac muscle cell","CL:0000746"
"I12.B002423.3_39_F.1.1","B002423","smooth muscle cell","CL:0000192"
"I12.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I12.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I12.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"I12.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"I12.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I12.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"I12.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"I12.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"I13.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"I13.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I13.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I13.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"I13.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"I13.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I13.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"I13.MAA000901.3_10_M.1.1","MAA000901","endothelial cell","CL:0000115"
"I13.MAA000903.3_11_M.1.1","MAA000903","smooth muscle cell","CL:0000192"
"I13.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"I13.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"I14.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"I14.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I14.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I14.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I14.B002428.3_38_F.1.1","B002428","leukocyte","CL:0000738"
"I14.MAA000589.3_9_M.1.1","MAA000589","smooth muscle cell","CL:0000192"
"I14.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"I14.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"I15.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"I15.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"I15.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I15.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"I15.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I15.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I15.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"I15.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"I15.MAA000399.3_9_M.1.1","MAA000399","fibroblast","CL:0000057"
"I15.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I15.MAA000587.3_8_M.1.1","MAA000587","endothelial cell","CL:0000115"
"I15.MAA000901.3_10_M.1.1","MAA000901","leukocyte","CL:0000738"
"I15.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"I15.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"I15.MAA000918.3_10_M.1.1","MAA000918","fibroblast","CL:0000057"
"I16.B000633.3_56_F.1.1","B000633","smooth muscle cell","CL:0000192"
"I16.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I16.B002010.3_39_F.1.1","B002010","endocardial cell","CL:0002350"
"I16.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"I16.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"I16.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I16.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"I16.MAA000452.3_8_M.1.1","MAA000452","smooth muscle cell","CL:0000192"
"I16.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"I16.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"I16.MAA000936.3_9_M.1.1","MAA000936","smooth muscle cell","CL:0000192"
"I17.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"I17.B000633.3_56_F.1.1","B000633","leukocyte","CL:0000738"
"I17.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I17.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"I17.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"I17.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"I17.B002427.3_39_F.1.1","B002427","cardiac muscle cell","CL:0000746"
"I17.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I17.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"I17.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"I17.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I17.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"I17.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"I17.MAA000919.3_10_M.1.1","MAA000919","endocardial cell","CL:0002350"
"I17.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"I18.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"I18.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"I18.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I18.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"I18.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"I18.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"I18.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I18.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I18.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"I18.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I18.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"I18.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"I19.B000412.3_56_F.1.1","B000412","leukocyte","CL:0000738"
"I19.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"I19.B002010.3_39_F.1.1","B002010","endothelial cell","CL:0000115"
"I19.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"I19.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"I19.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"I19.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I19.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I19.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"I19.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I19.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I19.MAA000899.3_10_M.1.1","MAA000899","endocardial cell","CL:0002350"
"I19.MAA000917.3_11_M.1.1","MAA000917","leukocyte","CL:0000738"
"I19.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"I19.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"I19.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"I2.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"I2.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"I2.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"I2.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"I2.MAA000400.3_8_M.1.1","MAA000400","cardiac muscle cell","CL:0000746"
"I2.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"I2.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"I2.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"I20.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"I20.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I20.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I20.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"I20.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"I20.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I20.B002429.3_38_F.1.1","B002429","fibroblast","CL:0000057"
"I20.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"I20.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"I20.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I20.MAA000587.3_8_M.1.1","MAA000587","smooth muscle cell","CL:0000192"
"I20.MAA000901.3_10_M.1.1","MAA000901","fibroblast","CL:0000057"
"I20.MAA000903.3_11_M.1.1","MAA000903","smooth muscle cell","CL:0000192"
"I20.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"I21.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"I21.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I21.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I21.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"I21.B002421.3_39_F.1.1","B002421","fibroblast","CL:0000057"
"I21.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"I21.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I21.MAA000399.3_9_M.1.1","MAA000399","smooth muscle cell","CL:0000192"
"I21.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"I21.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"I21.MAA000899.3_10_M.1.1","MAA000899","leukocyte","CL:0000738"
"I21.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"I21.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"I21.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"I22.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"I22.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"I22.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I22.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"I22.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"I22.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I22.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I22.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"I22.MAA000398.3_9_M.1.1","MAA000398","smooth muscle cell","CL:0000192"
"I22.MAA000399.3_9_M.1.1","MAA000399","smooth muscle cell","CL:0000192"
"I22.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"I22.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I22.MAA000586.3_8_M.1.1","MAA000586","endothelial cell","CL:0000115"
"I22.MAA000899.3_10_M.1.1","MAA000899","leukocyte","CL:0000738"
"I22.MAA000918.3_10_M.1.1","MAA000918","fibroblast","CL:0000057"
"I3.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"I3.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I3.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"I3.B002427.3_39_F.1.1","B002427","endocardial cell","CL:0002350"
"I3.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I3.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"I3.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I3.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I3.MAA000898.3_11_M.1.1","MAA000898","endothelial cell","CL:0000115"
"I3.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"I3.MAA000920.3_11_M.1.1","MAA000920","fibroblast","CL:0000057"
"I4.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"I4.B000633.3_56_F.1.1","B000633","cardiac muscle cell","CL:0000746"
"I4.B000634.3_56_F.1.1","B000634","leukocyte","CL:0000738"
"I4.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I4.B002421.3_39_F.1.1","B002421","fibroblast","CL:0000057"
"I4.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"I4.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I4.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"I4.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I4.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I4.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"I5.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"I5.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I5.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"I5.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I5.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"I5.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"I5.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I5.MAA000399.3_9_M.1.1","MAA000399","NA","NA"
"I5.MAA000400.3_8_M.1.1","MAA000400","NA","NA"
"I5.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I5.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I5.MAA000899.3_10_M.1.1","MAA000899","fibroblast","CL:0000057"
"I5.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"I5.MAA000918.3_10_M.1.1","MAA000918","endothelial cell","CL:0000115"
"I6.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"I6.B000636.3_56_F.1.1","B000636","leukocyte","CL:0000738"
"I6.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I6.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"I6.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"I6.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"I6.MAA000452.3_8_M.1.1","MAA000452","leukocyte","CL:0000738"
"I6.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"I6.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"I6.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"I7.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"I7.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"I7.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"I7.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I7.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"I7.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"I7.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"I7.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I7.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"I7.MAA000936.3_9_M.1.1","MAA000936","smooth muscle cell","CL:0000192"
"I8.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I8.B002011.3_38_F.1.1","B002011","leukocyte","CL:0000738"
"I8.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"I8.B002427.3_39_F.1.1","B002427","cardiac muscle cell","CL:0000746"
"I8.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I8.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"I8.MAA000452.3_8_M.1.1","MAA000452","smooth muscle cell","CL:0000192"
"I8.MAA000586.3_8_M.1.1","MAA000586","cardiac muscle cell","CL:0000746"
"I8.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"I8.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"I8.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"I8.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"I9.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"I9.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"I9.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"I9.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"I9.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"I9.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"I9.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"I9.MAA000920.3_11_M.1.1","MAA000920","cardiac muscle cell","CL:0000746"
"J1.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"J1.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"J1.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"J1.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"J1.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"J1.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J1.MAA000399.3_9_M.1.1","MAA000399","endothelial cell","CL:0000115"
"J1.MAA000400.3_8_M.1.1","MAA000400","fibroblast","CL:0000057"
"J1.MAA000920.3_11_M.1.1","MAA000920","cardiac muscle cell","CL:0000746"
"J10.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"J10.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
"J10.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"J10.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"J10.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"J10.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J10.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"J10.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"J10.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"J10.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"J11.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"J11.B000636.3_56_F.1.1","B000636","leukocyte","CL:0000738"
"J11.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"J11.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"J11.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"J11.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"J11.B002427.3_39_F.1.1","B002427","endothelial cell","CL:0000115"
"J11.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J11.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"J11.MAA000903.3_11_M.1.1","MAA000903","endothelial cell","CL:0000115"
"J11.MAA000936.3_9_M.1.1","MAA000936","leukocyte","CL:0000738"
"J12.B000633.3_56_F.1.1","B000633","endothelial cell","CL:0000115"
"J12.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"J12.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"J12.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"J12.B002421.3_39_F.1.1","B002421","endothelial cell","CL:0000115"
"J12.B002423.3_39_F.1.1","B002423","leukocyte","CL:0000738"
"J12.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"J12.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J12.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"J12.MAA000589.3_9_M.1.1","MAA000589","endothelial cell","CL:0000115"
"J12.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"J12.MAA000919.3_10_M.1.1","MAA000919","fibroblast","CL:0000057"
"J12.MAA000936.3_9_M.1.1","MAA000936","fibroblast","CL:0000057"
"J13.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"J13.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"J13.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"J13.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"J13.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"J13.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"J13.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"J13.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J13.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"J13.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"J13.MAA000399.3_9_M.1.1","MAA000399","leukocyte","CL:0000738"
"J13.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"J13.MAA000587.3_8_M.1.1","MAA000587","smooth muscle cell","CL:0000192"
"J13.MAA000936.3_9_M.1.1","MAA000936","smooth muscle cell","CL:0000192"
"J14.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"J14.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"J14.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"J14.B002011.3_38_F.1.1","B002011","fibroblast","CL:0000057"
"J14.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"J14.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"J14.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J14.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"J14.MAA000398.3_9_M.1.1","MAA000398","leukocyte","CL:0000738"
"J14.MAA000452.3_8_M.1.1","MAA000452","fibroblast","CL:0000057"
"J14.MAA000901.3_10_M.1.1","MAA000901","smooth muscle cell","CL:0000192"
"J14.MAA000903.3_11_M.1.1","MAA000903","fibroblast","CL:0000057"
"J14.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"J14.MAA000936.3_9_M.1.1","MAA000936","smooth muscle cell","CL:0000192"
"J15.B000412.3_56_F.1.1","B000412","fibroblast","CL:0000057"
"J15.B000633.3_56_F.1.1","B000633","endocardial cell","CL:0002350"
"J15.B000634.3_56_F.1.1","B000634","NA","NA"
"J15.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"J15.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"J15.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"J15.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J15.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"J15.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"J15.MAA000399.3_9_M.1.1","MAA000399","leukocyte","CL:0000738"
"J15.MAA000586.3_8_M.1.1","MAA000586","cardiac muscle cell","CL:0000746"
"J15.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"J15.MAA000919.3_10_M.1.1","MAA000919","leukocyte","CL:0000738"
"J16.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"J16.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"J16.B000636.3_56_F.1.1","B000636","endothelial cell","CL:0000115"
"J16.B002010.3_39_F.1.1","B002010","leukocyte","CL:0000738"
"J16.B002421.3_39_F.1.1","B002421","fibroblast","CL:0000057"
"J16.B002423.3_39_F.1.1","B002423","fibroblast","CL:0000057"
"J16.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"J16.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J16.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"J16.MAA000398.3_9_M.1.1","MAA000398","fibroblast","CL:0000057"
"J16.MAA000400.3_8_M.1.1","MAA000400","endothelial cell","CL:0000115"
"J16.MAA000452.3_8_M.1.1","MAA000452","leukocyte","CL:0000738"
"J16.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"J16.MAA000587.3_8_M.1.1","MAA000587","leukocyte","CL:0000738"
"J16.MAA000903.3_11_M.1.1","MAA000903","leukocyte","CL:0000738"
"J16.MAA000920.3_11_M.1.1","MAA000920","endocardial cell","CL:0002350"
"J16.MAA000936.3_9_M.1.1","MAA000936","endocardial cell","CL:0002350"
"J17.B000634.3_56_F.1.1","B000634","endothelial cell","CL:0000115"
"J17.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"J17.B002011.3_38_F.1.1","B002011","leukocyte","CL:0000738"
"J17.B002427.3_39_F.1.1","B002427","endocardial cell","CL:0002350"
"J17.B002428.3_38_F.1.1","B002428","fibroblast","CL:0000057"
"J17.MAA000398.3_9_M.1.1","MAA000398","endothelial cell","CL:0000115"
"J17.MAA000400.3_8_M.1.1","MAA000400","smooth muscle cell","CL:0000192"
"J17.MAA000452.3_8_M.1.1","MAA000452","endothelial cell","CL:0000115"
"J17.MAA000586.3_8_M.1.1","MAA000586","fibroblast","CL:0000057"
"J17.MAA000587.3_8_M.1.1","MAA000587","fibroblast","CL:0000057"
"J17.MAA000903.3_11_M.1.1","MAA000903","smooth muscle cell","CL:0000192"
"J17.MAA000920.3_11_M.1.1","MAA000920","endothelial cell","CL:0000115"
"J18.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"J18.B000634.3_56_F.1.1","B000634","smooth muscle cell","CL:0000192"
"J18.B002010.3_39_F.1.1","B002010","fibroblast","CL:0000057"
"J18.B002011.3_38_F.1.1","B002011","leukocyte","CL:0000738"
"J18.B002423.3_39_F.1.1","B002423","endothelial cell","CL:0000115"
"J18.B002427.3_39_F.1.1","B002427","fibroblast","CL:0000057"
"J18.B002428.3_38_F.1.1","B002428","endocardial cell","CL:0002350"
"J18.B002429.3_38_F.1.1","B002429","endothelial cell","CL:0000115"
"J18.MAA000400.3_8_M.1.1","MAA000400","leukocyte","CL:0000738"
"J18.MAA000452.3_8_M.1.1","MAA000452","leukocyte","CL:0000738"
"J18.MAA000586.3_8_M.1.1","MAA000586","leukocyte","CL:0000738"
"J18.MAA000587.3_8_M.1.1","MAA000587","leukocyte","CL:0000738"
"J18.MAA000589.3_9_M.1.1","MAA000589","fibroblast","CL:0000057"
"J18.MAA000917.3_11_M.1.1","MAA000917","endothelial cell","CL:0000115"
"J19.B000412.3_56_F.1.1","B000412","endothelial cell","CL:0000115"
"J19.B000633.3_56_F.1.1","B000633","fibroblast","CL:0000057"
"J19.B000634.3_56_F.1.1","B000634","fibroblast","CL:0000057"
