"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation","tSNE_1","tSNE_2"
"A1.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",-2.26876497601558,-1.30506515206074
"A1.B002765.3_38_F.1.1","B002765","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",-0.726448894697581,18.4992621427881
"A1.D042103.3_11_M.1","D042103","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",-4.13206313895854,2.27512006515342
"A1.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",17.6862481228933,8.26103465455062
"A1.D042186.3_8_M.1.1","D042186","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",24.7759908016236,20.2938548842434
"A10.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",-3.63106718127153,1.95277619947553
"A10.B002765.3_38_F.1.1","B002765","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",7.72804564071378,13.6239697140673
"A10.B002769.3_39_F.1.1","B002769","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",22.8558074699205,5.37468484618056
"A10.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",16.6773209790823,2.99180123999693
"A10.D042186.3_8_M.1.1","D042186","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",20.0669289236741,5.37554800256345
"A11.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",0.288974732576756,-1.98344367641977
"A11.B002765.3_38_F.1.1","B002765","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",2.13045338001346,14.7150432009994
"A11.B002769.3_39_F.1.1","B002769","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",18.3202685100124,17.1724416726679
"A11.D042105.3_11_M.1.1","D042105","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",5.57652010446831,13.2695183179775
"A11.D042180.3_10_M.1.1","D042180","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",26.9663576533024,1.1755493412862
"A11.D042186.3_8_M.1.1","D042186","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",31.4372427701439,10.8805946112985
"A12.B002762.3_39_F.1.1","B002762","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",8.02567599834661,4.0811397190942
"A12.B002765.3_38_F.1.1","B002765","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell",0.0359621560073628,18.0697649641307
"A12.B002769.3_39_F.1.1","B002769","macrophage","CL:0000235","macrophage",20.1869687443709,-16.3935684154511
