cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode
A1.MAA000526.3_9_M.1.1,Lung,,stromal cell,CL:0000499,NA,6,M,3_9_M,1.5780147255740034,-35.27134633660377,MAA000526
A1.MAA000530.3_8_M.1.1,Lung,,lung endothelial cell,CL:1001567,NA,0,M,3_8_M,-4.443078726724304,10.761471373830995,MAA000530
A1.MAA001847.3_39_F.1.1,Lung,EPCAM,lung endothelial cell,CL:1001567,NA,3,F,3_39_F,-4.182155468135448,-3.40787083651365,MAA001847
A1.MAA001889.3_38_F.1.1,Lung,EPCAM,stromal cell,CL:0000499,NA,9,F,3_38_F,5.245528957353386,-26.02312859198348,MAA001889
A1.MAA001892.3_38_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,1,F,3_38_F,4.722482894539947,5.732483699775519,MAA001892
A10.D043522.3_39_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,4,F,3_39_F,5.3516696072943155,-2.2508334882209375,D043522
A10.MAA000526.3_9_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_9_M,-21.34610392896713,-20.762233044613613,MAA000526
A10.MAA000530.3_8_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_8_M,-22.96496768680441,-22.568114677489422,MAA000530
A10.MAA000839.3_11_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_11_M,-21.873961914569332,-23.262111863607807,MAA000839
A10.MAA001847.3_39_F.1.1,Lung,EPCAM,stromal cell,CL:0000499,NA,21,F,3_39_F,-24.18093759429799,-5.946742433915361,MAA001847
A10.MAA001889.3_38_F.1.1,Lung,EPCAM,myeloid cell,CL:0000763,"dendritic cells, alveolar macrophages, and interstital macrophages",8,F,3_38_F,22.736816588840625,4.029542141775542,MAA001889
A10.MAA001892.3_38_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,1,F,3_38_F,-2.055578681111652,9.782380735501686,MAA001892
A11.MAA000526.3_9_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_9_M,-20.253423503795894,-21.874565343779555,MAA000526
A11.MAA000530.3_8_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_8_M,-14.903247582806037,-20.67477184671028,MAA000530
A11.MAA001892.3_38_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,4,F,3_38_F,11.114800665930826,-7.9155812350510795,MAA001892
A12.D043522.3_39_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,1,F,3_39_F,3.327141803457764,9.071460680863192,D043522
A12.MAA000526.3_9_M.1.1,Lung,,stromal cell,CL:0000499,NA,15,M,3_9_M,-15.875910422722388,-26.899310887764646,MAA000526
A12.MAA000530.3_8_M.1.1,Lung,,stromal cell,CL:0000499,NA,15,M,3_8_M,-15.561785494791748,-27.29189257836033,MAA000530
A12.MAA000839.3_11_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_11_M,-14.565272974156708,-20.399891546735457,MAA000839
A12.MAA000891.3_10_M.1.1,Lung,,stromal cell,CL:0000499,NA,16,M,3_10_M,-22.877199575817148,3.9369612969089713,MAA000891
A12.MAA001889.3_38_F.1.1,Lung,EPCAM,myeloid cell,CL:0000763,"dendritic cells, alveolar macrophages, and interstital macrophages",8,F,3_38_F,25.936752524095734,-1.3171524152284741,MAA001889
A12.MAA001892.3_38_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,1,F,3_38_F,5.151012075090706,8.373196665462121,MAA001892
A13.MAA000526.3_9_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_9_M,-21.753975809431047,-24.76587818198848,MAA000526
A13.MAA000530.3_8_M.1.1,Lung,,stromal cell,CL:0000499,NA,15,M,3_8_M,-14.758874055330509,-24.53070750747737,MAA000530
A13.MAA000839.3_11_M.1.1,Lung,,stromal cell,CL:0000499,NA,15,M,3_11_M,-13.547502557344362,-24.239700794942312,MAA000839
A13.MAA000891.3_10_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_10_M,-15.298180208061526,-20.765561512425574,MAA000891
A13.MAA001889.3_38_F.1.1,Lung,EPCAM,myeloid cell,CL:0000763,"dendritic cells, alveolar macrophages, and interstital macrophages",8,F,3_38_F,22.912537740766314,2.053222592409752,MAA001889
A13.MAA001892.3_38_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,12,F,3_38_F,-0.8474929169033915,32.33124902768588,MAA001892
A14.D043522.3_39_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,3,F,3_39_F,-3.258476987011805,-1.3245573483313642,D043522
A14.MAA000526.3_9_M.1.1,Lung,,stromal cell,CL:0000499,NA,6,M,3_9_M,6.172173138372567,-31.004465133798465,MAA000526
A14.MAA000530.3_8_M.1.1,Lung,,stromal cell,CL:0000499,NA,2,M,3_8_M,-19.57326520683246,-21.91448228108051,MAA000530
A14.MAA000891.3_10_M.1.1,Lung,,stromal cell,CL:0000499,NA,16,M,3_10_M,-22.876451846546953,3.846839522464461,MAA000891
A14.MAA001889.3_38_F.1.1,Lung,EPCAM,myeloid cell,CL:0000763,"dendritic cells, alveolar macrophages, and interstital macrophages",8,F,3_38_F,20.029934222999668,3.433663839159023,MAA001889
A14.MAA001892.3_38_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,1,F,3_38_F,4.058918679496216,10.34678147343278,MAA001892
A15.D043522.3_39_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,12,F,3_39_F,-1.7500614226095237,31.461252731902647,D043522
A15.MAA000891.3_10_M.1.1,Lung,,NA,NA,lung neuroendocrine cells and unknown cells,17,M,3_10_M,11.551560733208769,10.986137270534382,MAA000891
A16.D043522.3_39_F.1.1,Lung,Endomucin,lung endothelial cell,CL:1001567,NA,1,F,3_39_F,8.788925815196624,4.795716333881355,D043522
