"","plate.barcode","cell_ontology_class","cell_ontology_id"
"G19.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"G2.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"G2.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"G2.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"G2.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"G20.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"G20.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"G21.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"G21.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"G22.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"G22.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"G22.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"G22.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"G3.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"G3.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"G3.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"G3.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"G4.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"G4.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"G4.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"G5.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"G5.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"G5.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"G6.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"G6.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"G7.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"G7.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"G7.MAA000597.3_9_M.1.1","MAA000597","epidermal cell","CL:0000362"
"G8.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"G8.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"G9.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H1.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"H1.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"H1.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"H10.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H10.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"H11.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H11.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"H12.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H12.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"H13.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H14.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H15.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H16.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H16.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"H17.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H17.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"H18.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H18.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"H18.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"H19.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"H2.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"H2.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"H2.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"H2.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"H20.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H20.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"H21.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H22.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H22.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"H22.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"H22.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"H3.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H3.MAA000435.3_10_M.1.1","MAA000435","epidermal cell","CL:0000362"
"H3.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"H3.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"H4.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"H4.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"H4.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"H5.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"H5.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"H6.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"H6.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"H6.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"H6.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"H7.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"H7.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"H8.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H9.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"H9.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"I1.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"I1.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"I1.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"I1.MAA000597.3_9_M.1.1","MAA000597","epidermal cell","CL:0000362"
"I10.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I11.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I12.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I12.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"I12.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"I13.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I13.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"I14.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I14.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"I15.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I16.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I16.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"I17.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I18.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I19.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I2.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"I2.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"I2.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"I20.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I20.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"I21.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I21.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"I22.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I3.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"I3.MAA000435.3_10_M.1.1","MAA000435","epidermal cell","CL:0000362"
"I4.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"I4.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"I4.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"I4.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"I5.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"I5.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"I5.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"I5.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"I6.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"I6.MAA000435.3_10_M.1.1","MAA000435","epidermal cell","CL:0000362"
"I6.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"I7.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"I7.MAA000435.3_10_M.1.1","MAA000435","epidermal cell","CL:0000362"
"I7.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"I8.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I8.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"I9.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"I9.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J1.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J1.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"J1.MAA000597.3_9_M.1.1","MAA000597","epidermal cell","CL:0000362"
"J10.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J10.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J11.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J11.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J12.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J12.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J13.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J13.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"J14.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J15.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J15.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"J16.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J17.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J17.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J17.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"J18.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J18.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"J19.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J19.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"J19.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"J2.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J2.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J2.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"J2.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"J20.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J20.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J20.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"J21.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J22.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J3.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"J3.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"J4.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J4.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J4.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"J4.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"J5.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"J5.MAA000435.3_10_M.1.1","MAA000435","epidermal cell","CL:0000362"
"J5.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"J5.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"J6.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"J6.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"J6.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"J7.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"J7.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"J8.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J8.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"J9.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"J9.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K1.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K1.MAA000597.3_9_M.1.1","MAA000597","epidermal cell","CL:0000362"
"K10.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K10.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K10.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"K10.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"K11.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K11.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K11.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"K12.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K12.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K12.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"K12.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"K13.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K14.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K14.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"K14.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"K15.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K15.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"K16.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K17.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K17.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K17.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"K18.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K18.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"K19.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K19.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K19.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"K2.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"K2.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"K20.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K20.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K21.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K21.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"K22.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K22.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"K22.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"K3.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"K3.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"K4.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"K4.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"K4.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"K4.MAA000597.3_9_M.1.1","MAA000597","epidermal cell","CL:0000362"
"K5.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"K5.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"K5.MAA000597.3_9_M.1.1","MAA000597","epidermal cell","CL:0000362"
"K6.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"K6.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"K6.MAA000597.3_9_M.1.1","MAA000597","epidermal cell","CL:0000362"
"K7.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"K8.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K8.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"K9.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"K9.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L1.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L1.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"L1.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"L10.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L10.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L10.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"L10.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L11.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L11.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L11.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"L12.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"L12.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L12.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L13.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L13.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L13.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L14.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L14.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L14.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L15.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L15.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L15.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L16.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L16.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L17.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L17.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L17.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L18.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L18.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L19.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L2.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"L2.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"L2.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"L20.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L21.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L21.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L21.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"L22.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L22.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L22.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L3.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"L4.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L4.MAA000435.3_10_M.1.1","MAA000435","epidermal cell","CL:0000362"
"L4.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"L4.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"L5.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"L5.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"L5.MAA000549.3_8_M.1.1","MAA000549","epidermal cell","CL:0000362"
"L5.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"L6.MAA000427.3_11_M.1.1","MAA000427","epidermal cell","CL:0000362"
"L6.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"L6.MAA000549.3_8_M.1.1","MAA000549","basal cell of epidermis","CL:0002187"
"L7.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L7.MAA000435.3_10_M.1.1","MAA000435","basal cell of epidermis","CL:0002187"
"L7.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"L8.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L8.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L8.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"L9.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"L9.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"L9.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"L9.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"M1.MAA000427.3_11_M.1.1","MAA000427","basal cell of epidermis","CL:0002187"
"M1.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"M1.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"M1.MAA000597.3_9_M.1.1","MAA000597","basal cell of epidermis","CL:0002187"
"M10.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"M10.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"M10.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"M11.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"M11.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"M11.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"M12.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"M12.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"M12.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"M12.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"M13.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"M13.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"M13.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
"M13.MAA000597.3_9_M.1.1","MAA000597","keratinocyte stem cell","CL:0002337"
"M14.MAA000427.3_11_M.1.1","MAA000427","keratinocyte stem cell","CL:0002337"
"M14.MAA000435.3_10_M.1.1","MAA000435","keratinocyte stem cell","CL:0002337"
"M14.MAA000549.3_8_M.1.1","MAA000549","keratinocyte stem cell","CL:0002337"
