"","plate.barcode","cell_ontology_class","cell_ontology_id","free_annotation","tSNE_1","tSNE_2"
"A1.MAA000884.3_10_M.1.1","MAA000884","pancreatic A cell","CL:0000171","pancreatic A cell",-8.29899504922938,12.923551974203
"A1.MAA001862.3_39_F.1.1","MAA001862","pancreatic A cell","CL:0000171","pancreatic A cell",15.618306466818,5.72391442051805
"A10.MAA000884.3_10_M.1.1","MAA000884","type B pancreatic cell","CL:0000169","beta cell",7.29982941026767,-9.82972178266814
"A10.MAA001857.3_38_F.1.1","MAA001857","pancreatic A cell","CL:0000171","pancreatic A cell",4.80256984091497,8.48117592800941
"A11.MAA000577.3_8_M.1.1","MAA000577","pancreatic A cell","CL:0000171","pancreatic A cell",-9.06899715230446,13.5568568568642
"A11.MAA000884.3_10_M.1.1","MAA000884","leukocyte","CL:0000738","immune cell",-7.2760282147838,-8.55455165235168
"A11.MAA001861.3_39_F.1.1","MAA001861","type B pancreatic cell","CL:0000169","beta cell",16.5983260047228,-18.1125422950457
"A11.MAA001862.3_39_F.1.1","MAA001862","pancreatic A cell","CL:0000171","pancreatic A cell",13.5446187102934,7.49981056283955
"A12.MAA000577.3_8_M.1.1","MAA000577","pancreatic A cell","CL:0000171","pancreatic A cell",3.02527398525823,10.5494753040529
"A12.MAA000884.3_10_M.1.1","MAA000884","type B pancreatic cell","CL:0000169","beta cell",24.5392801726037,-12.7578197427194
"A12.MAA001862.3_39_F.1.1","MAA001862","leukocyte","CL:0000738","immune cell",-6.72306965424094,-8.94140625897865
"A12.MAA001868.3_38_F.1.1","MAA001868","pancreatic acinar cell","CL:0002064","acinar cell",-12.6227218170408,29.5807718162443
"A13.MAA000577.3_8_M.1.1","MAA000577","type B pancreatic cell","CL:0000169","beta cell",13.2050546565375,-12.2191611545897
"A13.MAA000884.3_10_M.1.1","MAA000884","leukocyte","CL:0000738","immune cell",-7.01443298136776,-8.32226155199495
"A13.MAA001857.3_38_F.1.1","MAA001857","pancreatic PP cell","CL:0002275","pancreatic PP cell",-1.19509910881174,4.81553447426557
"A14.MAA000577.3_8_M.1.1","MAA000577","type B pancreatic cell","CL:0000169","beta cell",24.1752160353233,-14.6636371830866
"A14.MAA000884.3_10_M.1.1","MAA000884","type B pancreatic cell","CL:0000169","beta cell",25.0875099048967,-11.0222465280614
"A14.MAA000910.3_10_M.1.1","MAA000910","pancreatic acinar cell","CL:0002064","acinar cell",-16.8386797759615,25.9575987609299
"A14.MAA001857.3_38_F.1.1","MAA001857","type B pancreatic cell","CL:0000169","beta cell",9.28684230406579,-14.1140792742676
"A14.MAA001862.3_39_F.1.1","MAA001862","type B pancreatic cell","CL:0000169","beta cell",4.2088382999568,-27.5078192501497
"A14.MAA001868.3_38_F.1.1","MAA001868","pancreatic acinar cell","CL:0002064","acinar cell",-10.2887560661986,30.2471487689583
"A15.MAA000577.3_8_M.1.1","MAA000577","type B pancreatic cell","CL:0000169","beta cell",12.3503442858843,-16.6290366878181
"A15.MAA000884.3_10_M.1.1","MAA000884","pancreatic A cell","CL:0000171","pancreatic A cell",2.4065092734072,9.59588840112739
"A15.MAA001857.3_38_F.1.1","MAA001857","type B pancreatic cell","CL:0000169","beta cell",20.9829993670362,-11.2105816388636
"A15.MAA001862.3_39_F.1.1","MAA001862","pancreatic ductal cell","CL:0002079","ductal cell",-18.5514387045386,-17.2352291236309
"A16.MAA000577.3_8_M.1.1","MAA000577","pancreatic A cell","CL:0000171","pancreatic A cell",5.7441673637367,13.4963011892442
"A16.MAA000884.3_10_M.1.1","MAA000884","pancreatic A cell","CL:0000171","pancreatic A cell",1.57555363743484,8.85031439695193
"A16.MAA000910.3_10_M.1.1","MAA000910","pancreatic ductal cell","CL:0002079","ductal cell",-20.9280245722242,-10.3906422139789
"A16.MAA001857.3_38_F.1.1","MAA001857","endothelial cell","CL:0000115","endothelial cell",-45.308093789654,5.43919304567722
"A17.MAA001857.3_38_F.1.1","MAA001857","type B pancreatic cell","CL:0000169","beta cell",11.9994936831053,-20.0494779583469
"A18.MAA000884.3_10_M.1.1","MAA000884","pancreatic A cell","CL:0000171","pancreatic A cell",-9.82401671950902,9.84171007564258
"A18.MAA001857.3_38_F.1.1","MAA001857","pancreatic A cell","CL:0000171","pancreatic A cell",10.6175319622962,6.0728993223188
"A19.MAA000577.3_8_M.1.1","MAA000577","type B pancreatic cell","CL:0000169","beta cell",10.2627668455676,-26.4774915106452
"A19.MAA000884.3_10_M.1.1","MAA000884","pancreatic D cell","CL:0000173","pancreatic D cell",34.9092386566037,21.7275312812921
"A2.MAA000884.3_10_M.1.1","MAA000884","endothelial cell","CL:0000115","endothelial cell",-44.5464307297636,5.31789824015154
"A2.MAA001857.3_38_F.1.1","MAA001857","pancreatic A cell","CL:0000171","pancreatic A cell",-8.72566962568664,13.4853606766155
"A20.MAA000577.3_8_M.1.1","MAA000577","type B pancreatic cell","CL:0000169","beta cell",12.5859050246392,-16.3750443392053
"A20.MAA000884.3_10_M.1.1","MAA000884","pancreatic A cell","CL:0000171","pancreatic A cell",-11.1172227347517,7.48133707036372
"A20.MAA000910.3_10_M.1.1","MAA000910","pancreatic ductal cell","CL:0002079","ductal cell",-20.5557556422702,-13.6533569886726
"A20.MAA001857.3_38_F.1.1","MAA001857","type B pancreatic cell","CL:0000169","beta cell",9.50804987002502,-12.3536699035052
"A20.MAA001868.3_38_F.1.1","MAA001868","pancreatic ductal cell","CL:0002079","ductal cell",-21.3231087343588,-16.1788672909557
"A21.MAA000577.3_8_M.1.1","MAA000577","leukocyte","CL:0000738","immune cell",-3.89888100565733,-3.77051484564869
"A21.MAA000884.3_10_M.1.1","MAA000884","pancreatic A cell","CL:0000171","pancreatic A cell",-4.20255292626036,14.8177088471275
