cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode
A1.B001717.3_38_F.1.1,Kidney,,macrophage,CL:0000235,NA,8,F,3_38_F,-21.02903130918095,-1.5968717900241431,B001717
A10.B002775.3_39_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,0,F,3_39_F,-2.404816063015086,-16.146999092581808,B002775
A10.MAA000752.3_10_M.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,M,3_10_M,-3.0666794035553417,-13.670210191849979,MAA000752
A11.MAA000801.3_11_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,1,M,3_11_M,11.566741764633743,-3.72195160709313,MAA000801
A12.B001717.3_38_F.1.1,Kidney,,macrophage,CL:0000235,NA,8,F,3_38_F,-21.595880509730627,-1.7312213383111936,B001717
A12.MAA000801.3_11_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,4,M,3_11_M,16.484011873283233,-1.9463545919010052,MAA000801
A12.MAA000922.3_9_M.1.1,Kidney,,macrophage,CL:0000235,NA,8,M,3_9_M,-22.1854782974683,-2.612142263145977,MAA000922
A13.B001717.3_38_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,0,F,3_38_F,0.8721958733015576,-7.087056589501859,B001717
A13.MAA000545.3_8_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,6,M,3_8_M,0.7239525473499643,18.43142204468517,MAA000545
A14.B001717.3_38_F.1.1,Kidney,,macrophage,CL:0000235,NA,8,F,3_38_F,-21.17366166312369,0.23119518386063959,B001717
A14.B002775.3_39_F.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,F,3_39_F,-5.265567338223554,0.13470816878134462,B002775
A14.MAA000545.3_8_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,4,M,3_8_M,16.75498320010168,-3.218600127087115,MAA000545
A14.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,6,M,3_11_M,2.178222824781021,17.943307918953902,MAA000801
A15.B001717.3_38_F.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,2,F,3_38_F,-6.768690794035191,7.414389578683485,B001717
A15.B002775.3_39_F.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,7,F,3_39_F,0.20101688847611857,6.889602899238151,B002775
A15.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,M,3_11_M,-5.955888836346872,1.930030436283434,MAA000801
A16.MAA000545.3_8_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,4,M,3_8_M,17.245749855897603,-3.356247771372945,MAA000545
A16.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,2,M,3_11_M,-5.000957850518443,9.139709008436553,MAA000801
A17.MAA000801.3_11_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,4,M,3_11_M,11.277248595685766,5.4785290502735,MAA000801
A18.MAA000545.3_8_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,4,M,3_8_M,17.62606788665105,-4.771926013312072,MAA000545
A18.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,7,M,3_11_M,0.825914408884329,14.282194667936135,MAA000801
A2.B001717.3_38_F.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,7,F,3_38_F,1.0555584842357881,16.020858289444256,B001717
A2.B002775.3_39_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,0,F,3_39_F,-1.203092747400586,-18.297848529177013,B002775
A2.MAA000801.3_11_M.1.1,Kidney,,endothelial cell,CL:0000115,NA,0,M,3_11_M,1.5552854767301347,-21.08727194426849,MAA000801
A21.MAA000545.3_8_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,6,M,3_8_M,1.3518337209189355,19.866922422817964,MAA000545
A22.B001717.3_38_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,F,3_38_F,-3.987091319513772,-11.37581504489907,B001717
A22.MAA000545.3_8_M.1.1,Kidney,,endothelial cell,CL:0000115,NA,0,M,3_8_M,-1.6528441951798425,-20.25193345453198,MAA000545
A22.MAA000801.3_11_M.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,M,3_11_M,-2.8873986687198854,-14.973849597905007,MAA000801
A3.MAA000922.3_9_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,1,M,3_9_M,9.123875486324016,-0.527181353748182,MAA000922
A4.MAA000752.3_10_M.1.1,Kidney,,macrophage,CL:0000235,NA,8,M,3_10_M,-19.21684557468414,-0.5264204310672942,MAA000752
A4.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,M,3_11_M,-6.4672025230358745,1.7952198980257694,MAA000801
A4.MAA000922.3_9_M.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,M,3_9_M,-0.9451581893729183,-14.247703897986929,MAA000922
A5.B001717.3_38_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,F,3_38_F,-3.3075371322999914,-10.309533999893924,B001717
A5.MAA000545.3_8_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,2,M,3_8_M,-2.2214165384046893,8.83709340565662,MAA000545
A5.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,2,M,3_11_M,-1.969694163407376,9.679249450078135,MAA000801
A6.B002775.3_39_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,0,F,3_39_F,-0.7589781037055093,-18.47181391153494,B002775
A7.B002775.3_39_F.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,F,3_39_F,-4.486903719281662,2.8599711249759596,B002775
A7.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,7,M,3_11_M,0.9416196170222788,13.955562775420187,MAA000801
A8.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,M,3_11_M,-6.476332795537739,0.48328781162254153,MAA000801
A9.B001717.3_38_F.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,F,3_38_F,-5.974036312417254,4.070149406162138,B001717
A9.B002775.3_39_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,F,3_39_F,-3.7491842765119348,-10.85723617058009,B002775
A9.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,M,3_11_M,-5.343095205396662,3.624130284571412,MAA000801
B1.B001717.3_38_F.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,6,F,3_38_F,2.0769101622376445,19.443286601879173,B001717
B10.MAA000545.3_8_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,7,M,3_8_M,-0.5067660989662345,13.515198978061132,MAA000545
B11.B001717.3_38_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,F,3_38_F,-2.85872539337366,-12.585159349097879,B001717
B11.MAA000801.3_11_M.1.1,Kidney,,epithelial cell of proximal tubule,CL:0002306,NA,3,M,3_11_M,-6.143545265192433,0.8937205293558343,MAA000801
B13.B001717.3_38_F.1.1,Kidney,,natural killer cell,CL:0000623,NA,9,F,3_38_F,-13.837351814726091,-1.4035517736448855,B001717
B15.B001717.3_38_F.1.1,Kidney,,endothelial cell,CL:0000115,NA,5,F,3_38_F,-3.518929708686913,-12.10867542403983,B001717
B15.B002775.3_39_F.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,4,F,3_39_F,15.91070189686402,-1.1519491237878159,B002775
B15.MAA000801.3_11_M.1.1,Kidney,,kidney collecting duct epithelial cell,CL:1000454,NA,4,M,3_11_M,18.632229162744043,-6.123572026930773,MAA000801
