cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode
A1.B000826.3_39_F.1.1,Brain_Myeloid,Cortex,microglial cell,CL:0000129,NA,2,F,3_39_F,-25.31129631627456,8.831925278933959,B000826
A1.B001176.3_56_F.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,1,F,3_56_F,3.090073635353528,28.134986706533265,B001176
A1.B003279.3_38_F.1.1,Brain_Myeloid,Cerebellum,microglial cell,CL:0000129,NA,2,F,3_38_F,-31.706523199886597,-17.767819603764167,B003279
A1.B003281.3_39_F.1.1,Brain_Myeloid,Hippocampus,microglial cell,CL:0000129,NA,2,F,3_39_F,-24.270665867068303,10.755486893468724,B003281
A1.B003292.3_39_F.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,2,F,3_39_F,-25.795739166330772,9.690458375754151,B003292
A1.MAA000570.3_8_M.1.1,Brain_Myeloid,Cerebellum,microglial cell,CL:0000129,NA,3,M,3_8_M,-0.10396489437785794,-32.06310212572086,MAA000570
A1.MAA000593.3_8_M.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,0,M,3_8_M,7.341170661589145,-11.639179687174988,MAA000593
A1.MAA000603.3_10_M.1.1,Brain_Myeloid,Hippocampus,microglial cell,CL:0000129,NA,3,M,3_10_M,-0.2262839023246174,-29.49125515767095,MAA000603
A1.MAA000604.3_10_M.1.1,Brain_Myeloid,Cortex,microglial cell,CL:0000129,NA,0,M,3_10_M,16.737708783984274,-7.213016902471164,MAA000604
A1.MAA000617.3_10_M.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,0,M,3_10_M,9.122950886520739,3.939544821441696,MAA000617
A10.B000825.3_38_F.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,2,F,3_38_F,-32.73751647045189,-19.41109450961325,B000825
A10.B001176.3_56_F.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,2,F,3_56_F,-24.90123129318055,7.844709867929518,B001176
A10.B001689.3_38_F.1.1,Brain_Myeloid,Hippocampus,microglial cell,CL:0000129,NA,2,F,3_38_F,-35.90122978969721,-6.601384487996009,B001689
A10.B003281.3_39_F.1.1,Brain_Myeloid,Hippocampus,microglial cell,CL:0000129,NA,1,F,3_39_F,-18.337294357396477,12.851613608431832,B003281
A10.B003292.3_39_F.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,1,F,3_39_F,-12.912357932650927,8.127369254834038,B003292
A10.MAA000571.3_9_M.1.1,Brain_Myeloid,Cerebellum,microglial cell,CL:0000129,NA,3,M,3_9_M,-1.503835080293993,-26.509160158564434,MAA000571
A10.MAA000572.3_8_M.1.1,Brain_Myeloid,Cortex,microglial cell,CL:0000129,NA,0,M,3_8_M,27.018476353652233,9.723496667741156,MAA000572
A10.MAA000590.3_9_M.1.1,Brain_Myeloid,Striatum,microglial cell,CL:0000129,NA,0,M,3_9_M,19.354649251584682,-13.240333701231895,MAA000590
