"","plate.barcode","annotation","cell_ontology_id"
"O2.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"E13.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"H4.B001717.3_38_F.1.1","B001717","endothelial cell","CL:0000115"
"K11.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"M3.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"P9.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"K12.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"K14.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"A12.B001717.3_38_F.1.1","B001717","leukocyte","CL:0000738"
"B15.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"D5.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"F2.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"A13.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"D7.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"F3.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"A14.B001717.3_38_F.1.1","B001717","leukocyte","CL:0000738"
"I17.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"H7.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"K18.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"O6.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"K20.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"A15.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"B19.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"M7.B001717.3_38_F.1.1","B001717","leukocyte","CL:0000738"
"D9.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"O7.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"H8.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"K22.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"O8.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"M14.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"O9.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"D10.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"H9.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"J2.B001717.3_38_F.1.1","B001717","leukocyte","CL:0000738"
"J3.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"L2.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"M16.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"B21.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"F12.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"H12.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"L3.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"D12.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"F15.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"M20.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"C1.B001717.3_38_F.1.1","B001717","leukocyte","CL:0000738"
"D13.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"F18.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"H14.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"F21.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"H15.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"J6.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"L5.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"N1.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"O14.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"P20.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"L6.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"A22.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"D15.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"H16.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"N3.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"O17.B001717.3_38_F.1.1","B001717","kidney collecting duct cell","CL:1001225"
"P22.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"B1.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"D17.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"H17.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"O18.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"B2.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"H18.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"J12.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"B3.B001717.3_38_F.1.1","B001717","leukocyte","CL:0000738"
"C7.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"G4.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"L10.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"A1.B001717.3_38_F.1.1","B001717","leukocyte","CL:0000738"
"B4.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"C9.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"G5.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"J19.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"L11.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"N8.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"G8.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"I1.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"L12.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"A2.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"E2.B001717.3_38_F.1.1","B001717","fenestrated cell","CL:0000666"
"N9.B001717.3_38_F.1.1","B001717","kidney tubule cell","CL:1000507"
"P1.B001717.3_38_F.1.1","B001717","fibroblast","CL:0000057"
"F9.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"J8.B002775.3_39_F.1.1","B002775","kidney collecting duct cell","CL:1001225"
"C20.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"F17.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"J17.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"D2.B002775.3_39_F.1.1","B002775","kidney collecting duct cell","CL:1001225"
"F18.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"B3.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"D4.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"G1.B002775.3_39_F.1.1","B002775","fibroblast","CL:0000057"
"K2.B002775.3_39_F.1.1","B002775","kidney collecting duct cell","CL:1001225"
"D6.B002775.3_39_F.1.1","B002775","kidney collecting duct cell","CL:1001225"
"A2.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"G7.B002775.3_39_F.1.1","B002775","leukocyte","CL:0000738"
"K6.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"D10.B002775.3_39_F.1.1","B002775","fibroblast","CL:0000057"
"G9.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"K10.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"D11.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"G13.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"A6.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"D14.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"K11.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"A7.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"B15.B002775.3_39_F.1.1","B002775","kidney collecting duct cell","CL:1001225"
"D21.B002775.3_39_F.1.1","B002775","fibroblast","CL:0000057"
"K17.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"A9.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"D22.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"K20.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"A10.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"B18.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"E1.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"H4.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"E2.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"A14.B002775.3_39_F.1.1","B002775","fibroblast","CL:0000057"
"I2.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"L2.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"I3.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"L3.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"A15.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"E16.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"C2.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"E21.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"I15.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"C4.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"F1.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"F2.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"N9.B002775.3_39_F.1.1","B002775","kidney collecting duct cell","CL:1001225"
"L8.B002775.3_39_F.1.1","B002775","fibroblast","CL:0000057"
"L10.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"N14.B002775.3_39_F.1.1","B002775","fibroblast","CL:0000057"
"P11.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"L17.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"N20.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"P12.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"N22.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"L22.B002775.3_39_F.1.1","B002775","leukocyte","CL:0000738"
"O2.B002775.3_39_F.1.1","B002775","fibroblast","CL:0000057"
"P19.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"P21.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"O7.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"M13.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"O8.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"M19.B002775.3_39_F.1.1","B002775","kidney collecting duct cell","CL:1001225"
"M20.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"O20.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"O22.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"N4.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"P3.B002775.3_39_F.1.1","B002775","kidney tubule cell","CL:1000507"
"N7.B002775.3_39_F.1.1","B002775","fenestrated cell","CL:0000666"
"A14.MAA000545.3_8_M.1.1","MAA000545","kidney collecting duct cell","CL:1001225"
"E1.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"M4.MAA000545.3_8_M.1.1","MAA000545","kidney collecting duct cell","CL:1001225"
"O21.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"P4.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"A16.MAA000545.3_8_M.1.1","MAA000545","kidney collecting duct cell","CL:1001225"
"E17.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"M5.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"A21.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"F5.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"A18.MAA000545.3_8_M.1.1","MAA000545","kidney collecting duct cell","CL:1001225"
"M8.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"P5.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"M9.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"P13.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"A22.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"F14.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"M14.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"P18.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"B2.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"F17.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"M18.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"P21.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"F22.MAA000545.3_8_M.1.1","MAA000545","leukocyte","CL:0000738"
"M20.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"B10.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"G1.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"B20.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"G6.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"N1.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"B22.MAA000545.3_8_M.1.1","MAA000545","fibroblast","CL:0000057"
"G11.MAA000545.3_8_M.1.1","MAA000545","fibroblast","CL:0000057"
"N3.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"C2.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"H2.MAA000545.3_8_M.1.1","MAA000545","kidney collecting duct cell","CL:1001225"
"N4.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"I1.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"C5.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"C6.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"J1.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"N6.MAA000545.3_8_M.1.1","MAA000545","fibroblast","CL:0000057"
"C10.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"C12.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"J7.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"N7.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"C13.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"K7.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"N13.MAA000545.3_8_M.1.1","MAA000545","kidney collecting duct cell","CL:1001225"
"N17.MAA000545.3_8_M.1.1","MAA000545","fibroblast","CL:0000057"
"K19.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"C22.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"D1.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"L6.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"O1.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"D2.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"L8.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"O2.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"L9.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"O4.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"D3.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"O6.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"A5.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"D4.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"M2.MAA000545.3_8_M.1.1","MAA000545","fenestrated cell","CL:0000666"
"O13.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"D8.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"A13.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"D18.MAA000545.3_8_M.1.1","MAA000545","endothelial cell","CL:0000115"
"O20.MAA000545.3_8_M.1.1","MAA000545","kidney tubule cell","CL:1000507"
"H21.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"M14.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"I4.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"M15.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"I9.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"M18.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"O4.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"I10.MAA000752.3_10_M.1.1","MAA000752","fenestrated cell","CL:0000666"
"I13.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"P8.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"M20.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"I15.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"M21.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"I17.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"N1.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"N2.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"O9.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"I19.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"J11.MAA000752.3_10_M.1.1","MAA000752","fenestrated cell","CL:0000666"
"J9.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"N3.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"P13.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"A4.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"J15.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"N5.MAA000752.3_10_M.1.1","MAA000752","kidney collecting duct cell","CL:1001225"
"P15.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"O13.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"P16.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"A10.MAA000752.3_10_M.1.1","MAA000752","fenestrated cell","CL:0000666"
"K10.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"B2.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"K11.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"O14.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"K16.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"N9.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"P18.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"N11.MAA000752.3_10_M.1.1","MAA000752","fenestrated cell","CL:0000666"
"O16.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"C9.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"K22.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"N12.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"O17.MAA000752.3_10_M.1.1","MAA000752","kidney collecting duct cell","CL:1001225"
"C16.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"L1.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"O18.MAA000752.3_10_M.1.1","MAA000752","kidney collecting duct cell","CL:1001225"
"C20.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"L14.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"E18.MAA000752.3_10_M.1.1","MAA000752","kidney collecting duct cell","CL:1001225"
"L15.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"N17.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"G3.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"F13.MAA000752.3_10_M.1.1","MAA000752","leukocyte","CL:0000738"
"L18.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"N18.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"L22.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"G20.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"M1.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"N20.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"P1.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"H16.MAA000752.3_10_M.1.1","MAA000752","fibroblast","CL:0000057"
"M9.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"N21.MAA000752.3_10_M.1.1","MAA000752","kidney collecting duct cell","CL:1001225"
"H20.MAA000752.3_10_M.1.1","MAA000752","endothelial cell","CL:0000115"
"M13.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"P3.MAA000752.3_10_M.1.1","MAA000752","kidney tubule cell","CL:1000507"
"A17.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"C1.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"O17.MAA000801.3_11_M.1.1","MAA000801","leukocyte","CL:0000738"
"D7.MAA000801.3_11_M.1.1","MAA000801","fibroblast","CL:0000057"
"F6.MAA000801.3_11_M.1.1","MAA000801","fenestrated cell","CL:0000666"
"H20.MAA000801.3_11_M.1.1","MAA000801","leukocyte","CL:0000738"
"K17.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"M16.MAA000801.3_11_M.1.1","MAA000801","kidney collecting duct cell","CL:1001225"
"A18.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"C2.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"D8.MAA000801.3_11_M.1.1","MAA000801","leukocyte","CL:0000738"
"M17.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"O18.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"F11.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"I1.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"K19.MAA000801.3_11_M.1.1","MAA000801","fibroblast","CL:0000057"
"D11.MAA000801.3_11_M.1.1","MAA000801","kidney tubule cell","CL:1000507"
"F13.MAA000801.3_11_M.1.1","MAA000801","fenestrated cell","CL:0000666"
"M19.MAA000801.3_11_M.1.1","MAA000801","leukocyte","CL:0000738"
