cell,tissue,subtissue,cell_ontology_class,cell_ontology_id,free_annotation,cluster.ids,mouse.sex,mouse.id,tSNE_1,tSNE_2,plate.barcode
A11.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_8_M,-38.18314844983443,-5.630398106577634,D041911
A12.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,14.208164795502656,-11.576849248104779,B002777
A12.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-15.292547065042154,11.518341656118112,D041894
A12.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_10_M,-26.177404388979756,1.5912142847158617,D041904
A12.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_8_M,-36.77794614684126,-5.856422336843448,D041911
A13.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_39_F,-10.764096491914476,5.739812244010089,B002777
A13.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_9_M,-32.08581213626489,-3.480822087861408,D041894
A13.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_10_M,-20.009385146566384,5.673467090056081,D041904
A13.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_8_M,-37.547034853132864,-5.4759015285421855,D041911
A14.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,-1.3389791890836409,7.8267063437457685,B002777
A14.B002780.3_38_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_38_F,2.0234689724995167,-20.179617259339725,B002780
A14.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_9_M,-10.509815256917943,-10.012035835696825,D041894
A14.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_10_M,3.9097857044627777,-18.671437746713163,D041904
A14.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-22.437461758330905,15.948979711255157,D041911
A15.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,F,3_39_F,-28.268942744834337,-1.6754958407752314,B002777
A15.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_9_M,-31.672188665017615,-2.9788276300393073,D041894
A15.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_10_M,-16.4505828562906,10.167970235261983,D041904
A15.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_8_M,3.7465804273648415,20.121023169090122,D041911
A16.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,-5.073908122467039,9.003759359786724,B002777
A16.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,M,3_9_M,40.97443418504843,7.879597351864975,D041894
A16.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_10_M,-15.111714159802103,7.9569045024564895,D041904
A16.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_8_M,-0.9718517583987946,-23.53675005239634,D041911
A17.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,F,3_39_F,-11.186493562824452,-14.616737510101583,B002777
A17.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_9_M,-10.93937386466557,-5.397689264646935,D041894
A17.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_10_M,-16.218949090315213,10.086889393480615,D041904
A17.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-18.041115832464655,16.695248810825767,D041911
A18.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_38_F,-7.799748137171053,-1.5264715645260372,B002780
A18.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,10.506898258133624,3.2775493001858784,D041894
A18.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,M,3_8_M,35.74345074699731,11.652654712938462,D041911
A19.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,26.211329180839822,6.931436753605245,B002777
A19.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_38_F,-13.274083509389065,8.802843939085662,B002780
A19.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,filiform differentiated keratinocytes,7,M,3_9_M,-27.011352964614478,15.8024226377197,D041894
A19.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_10_M,-13.482643916671593,14.844177279252824,D041904
A19.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-20.89236969162773,16.023923516837666,D041911
A2.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,F,3_39_F,-12.404314776832038,-20.335121228512627,B002777
A2.B002780.3_38_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_38_F,7.156413274075837,-25.607217145526786,B002780
A2.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_10_M,-17.206760700522597,-21.49026622802329,D041904
A2.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_8_M,16.513902765180944,0.4761164936053391,D041911
A20.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,F,3_39_F,-28.043562169791354,-1.2890956009551542,B002777
A20.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_38_F,-6.400211721627096,8.519515543771385,B002780
A20.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_9_M,-25.23652746428255,1.9283630249258679,D041894
A20.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,10.766424327569482,-1.1230178608480013,D041904
A20.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,10.118315279139141,11.574391826115768,D041911
A21.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_39_F,-10.393073109460358,5.214109757732857,B002777
A21.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_38_F,24.63319771515472,1.531980228255502,B002780
A21.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_9_M,-29.648527214815328,-1.0223785678928101,D041894
A21.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_10_M,-6.534779626517254,-9.447389662016953,D041904
A21.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-14.146089207660722,20.16882074707389,D041911
A22.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,35.751328693246414,1.8280924218915227,B002777
A22.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,F,3_38_F,-6.022527160807879,21.70125460472485,B002780
A22.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-6.182994392158001,14.928457044368324,D041894
A22.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,10.67711322412346,-10.964269593818385,D041904
A22.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,-2.6969151285954154,-7.506919279934664,D041911
A3.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,41.63132908856973,7.981942246639766,B002777
A3.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_9_M,-30.52548537879224,-2.8962581390600213,D041894
A3.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,-0.6712722483785885,4.7086503172903384,D041904
A3.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-12.298220469317645,12.729581196843514,D041911
A4.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,34.09592371553172,-0.7299073975394288,B002777
A4.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_10_M,2.712819727497168,-30.11563044558495,D041904
A4.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_8_M,4.421623681384281,-23.336541344230216,D041911
A5.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_39_F,-2.2120755486708097,-21.13559447973829,B002777
A5.B002780.3_38_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_38_F,-0.7645983652641631,-32.044002350066215,B002780
A5.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,19.438326184079767,5.93446949954519,D041904
A5.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,7.736093713548358,2.8467659478927936,D041911
A6.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_39_F,-2.0464118948930166,-32.34924220991401,B002777
A6.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_38_F,10.792855980640002,-5.96055443474678,B002780
A6.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,-0.9256437577139767,14.400311273847768,D041894
A6.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,M,3_10_M,30.15820132045924,5.222716501871024,D041904
A6.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_8_M,-9.166042066862724,-16.435054445380946,D041911
A7.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,38.92162404952021,7.637652419437237,B002777
A7.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_9_M,3.2859692681054424,-1.4303203035114223,D041894
A7.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_10_M,3.306740901032973,-23.37392990224432,D041904
A7.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,10.466005328567823,9.252107598738972,D041911
A8.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,35.87384968423403,5.078257349892957,B002777
A8.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_9_M,3.3339152966699954,-23.946820679616383,D041894
A8.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,0.5114938778606226,7.853528606883778,D041904
A8.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_8_M,-0.7902024041858298,-26.6070397025916,D041911
A9.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_39_F,0.6187876968004302,-22.288546858089486,B002777
A9.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,2.1092941609199465,6.185664466943739,D041894
A9.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_10_M,-2.216002245631998,-27.057931029483736,D041904
A9.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_8_M,2.8335715579858896,20.276397571560373,D041911
B1.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_39_F,-2.7591338535979855,-33.294553709852906,B002777
B1.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_10_M,3.706302351787191,-30.306527514275672,D041904
B1.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_8_M,3.1942761517208464,1.8160892968229279,D041911
B10.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_39_F,-9.36941809175328,1.2112750248592024,B002777
B10.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,7.245898450669178,11.420319742430818,D041894
B10.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,M,3_10_M,37.99826742867569,0.9222333855399745,D041904
B10.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,9.699516799330492,6.615566966570551,D041911
B11.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,32.30836079351453,3.7615230290477495,B002777
B11.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-12.100155800766125,9.38069437215589,D041894
B11.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,20.004087781741628,0.21324340065498312,D041904
B11.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_8_M,3.169703519299613,-26.92769143406321,D041911
B12.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,1.2012789641381119,4.661866864713086,B002777
B12.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_38_F,-10.378511909528918,2.8063370198000768,B002780
B12.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_9_M,-17.762730687831915,-19.967239503342558,D041894
B12.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_10_M,-22.509214172471008,12.022643320477192,D041904
B12.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_8_M,-31.416031887388424,-1.785693979446264,D041911
B13.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_39_F,-2.474115468973726,-20.03078286919708,B002777
B13.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_38_F,-6.008727484235608,8.804417272130555,B002780
B13.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-25.119537060502918,14.313597600210093,D041894
B13.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_10_M,4.533205935498169,-1.0624071710565879,D041904
B13.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_8_M,-36.913189064820926,-5.157579676645904,D041911
B14.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,6.7728569793395215,-3.3033801794251563,B002777
B14.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_9_M,4.923471157272211,16.49888636390995,D041894
B14.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_10_M,-31.841542134215594,-2.5334181667263214,D041904
B14.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_8_M,-17.364733060296057,-19.46972148893104,D041911
B15.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,-4.835573660512269,9.106902606176543,B002777
B15.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_38_F,20.40894464191025,4.587351530945205,B002780
B15.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-23.29718749435628,17.512713381607593,D041894
B15.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_10_M,-0.12916066042072644,-21.81173616893231,D041904
B15.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_8_M,3.0523285206142186,19.62605957675433,D041911
B16.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,34.32988266075284,5.871200207642105,B002777
B16.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-21.60466802178334,13.008103764228649,D041894
B16.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,filiform differentiated keratinocytes,7,M,3_10_M,-30.690680852942915,14.997045104823542,D041904
B16.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-16.324355266441227,20.77338058514499,D041911
B17.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_39_F,-6.885760305301274,8.113412595156158,B002777
B17.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,16.28028339658214,-2.078001950569639,D041894
B17.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_10_M,-15.417244145907183,-19.921618599899073,D041904
B17.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,filiform differentiated keratinocytes,7,M,3_8_M,-28.353570935229065,16.2077925804504,D041911
B18.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,F,3_39_F,-25.268627316908564,14.498941717120028,B002777
B18.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_38_F,14.040001066979006,4.005545821243274,B002780
B18.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-11.230062736433007,11.858658029923955,D041894
B18.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,M,3_10_M,33.34807552051161,8.424634697499172,D041904
B18.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_8_M,-34.86549096827404,-6.819203683766248,D041911
B19.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,F,3_39_F,-33.81657798534637,-6.669284693658953,B002777
B19.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,4.880364006474653,13.689970565668874,D041894
B19.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,M,3_10_M,-6.720484917482209,-8.416442641537142,D041904
B19.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,11.483822634698848,8.12712212317405,D041911
B2.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_39_F,-3.0302942400976964,-26.383191103965125,B002777
B2.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,-5.474806094980311,2.8162642498864296,D041904
B2.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,4.2122841810387754,8.855374637664148,D041911
B20.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,differentiating basal cells,4,F,3_39_F,-10.090880299802105,-20.155809674627722,B002777
B20.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_38_F,7.55688270186039,4.9429920840452075,B002780
B20.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,filiform differentiated keratinocytes,7,M,3_9_M,-30.029741925711214,17.149769035470275,D041894
B20.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,11.454729345377627,-1.1330995885048252,D041904
B20.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-20.13132497736351,5.540379781872988,D041911
B21.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,F,3_39_F,-2.6358685778500144,-20.086631618777222,B002777
B21.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_9_M,-31.5343792654119,-1.2891510252925003,D041894
B21.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_10_M,-15.963626012067003,12.9450530433795,D041904
B21.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-14.262158401798185,12.09160255492426,D041911
B22.B002777.3_39_F.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,F,3_39_F,-36.3219495431902,-6.6625082316408175,B002777
B22.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-13.864406028208354,21.239331174370076,D041894
B22.D041904.3_10_M.1.1,Tongue,,keratinocyte,CL:0000312,filiform differentiated keratinocytes,7,M,3_10_M,-30.68247962198412,14.498235739582245,D041904
B22.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-12.895434903773772,16.73416640476657,D041911
B3.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,3.0630379415872855,15.290543582489045,B002777
B3.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_38_F,12.272172595082049,-1.0599072379411119,B002780
B3.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,6.548971216134164,1.4464909758631939,D041894
B3.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,2.9870921561693904,8.551762208563972,D041904
B3.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_8_M,3.6386711825936837,-3.0392862389408766,D041911
B4.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,37.753032403275064,6.685950393578764,B002777
B4.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_9_M,-13.173481832168958,20.14849372020429,D041894
B4.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,8.76852334483722,-5.893911236211629,D041904
B4.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,6,M,3_8_M,-5.1261918960497495,21.768092455700483,D041911
B5.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_39_F,36.74839085672696,7.571209710354091,B002777
B5.D041894.3_9_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_9_M,0.9946509918813141,11.175927997407271,D041894
B5.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,13.810283657635287,1.755262367805727,D041904
B5.D041911.3_8_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_8_M,0.9219049342782908,-28.289406164001786,D041911
B6.B002777.3_39_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,F,3_39_F,9.76326693337377,-11.728245639818354,B002777
B6.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,suprabasal differentiating keratinocytes,5,M,3_9_M,-35.68450693658195,-6.6397300449789185,D041894
B6.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,21.146447998856946,4.110390235594964,D041904
B6.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,1,M,3_8_M,-9.846036481514494,14.698760469682393,D041911
B7.B002780.3_38_F.1.1,Tongue,,basal cell of epidermis,CL:0002187,proliferating,2,F,3_38_F,37.271647838956646,10.502415653020977,B002780
B7.D041894.3_9_M.1.1,Tongue,,keratinocyte,CL:0000312,differentiated keratinocyte,3,M,3_9_M,-2.8428780422370092,-21.19660706639211,D041894
B7.D041904.3_10_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_10_M,20.009496186324974,2.9552330155502053,D041904
B7.D041911.3_8_M.1.1,Tongue,,basal cell of epidermis,CL:0002187,basal cells,0,M,3_8_M,12.088716552131439,7.899562353194478,D041911
