"","plate.barcode","annotation","cell_ontology_id"
"B18.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"B19.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"I14.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"K9.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"L21.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"B20.MAA000594.3_8_M.1.1","MAA000594","hematopoetic cells","CL:0000988"
"D22.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"G3.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"L22.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"B21.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"G5.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"I16.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"M14.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"B22.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"G7.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"I17.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"G12.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"K14.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"M18.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"I20.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"I21.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"M20.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"E18.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"A8.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"I22.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"K18.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"O17.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"M21.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"C17.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"G20.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"M22.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"O18.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"E20.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"G21.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"J4.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"K20.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"A17.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"E21.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"G22.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"K21.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"N9.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"O20.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"C20.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"E22.MAA000594.3_8_M.1.1","MAA000594","fibroblasts","CL:0000057"
"H1.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"K22.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"N10.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"O21.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"C21.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"H7.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"N13.MAA000594.3_8_M.1.1","MAA000594","epicardial adipocyte","CL:1000309"
"P2.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"A20.MAA000594.3_8_M.1.1","MAA000594","smooth muscle cell","CL:0000192"
"C22.MAA000594.3_8_M.1.1","MAA000594",NA,NA
"G18.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"G19.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"O17.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"C21.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"C22.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"G21.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"O19.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"H1.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"H2.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"K20.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"N18.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"K21.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"D17.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"H19.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocyte","CL:1000309"
"N20.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"A10.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"D19.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocyte","CL:1000309"
"D20.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocyte","CL:1000309"
"N22.MAA000595.3_9_M.1.1","MAA000595","endothelial cell","CL:0000115"
"D21.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"L6.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"M19.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"O2.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"A19.MAA000595.3_9_M.1.1","MAA000595",NA,NA
"D22.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"O3.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"A20.MAA000595.3_9_M.1.1","MAA000595",NA,NA
"E15.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"I20.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"A21.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"I21.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"M22.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"E19.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"B17.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"F2.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"J2.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"N2.MAA000595.3_9_M.1.1","MAA000595","endothelial cell","CL:0000115"
"B18.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"F17.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocyte","CL:1000309"
"N4.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"F18.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"L18.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"L19.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocyte","CL:1000309"
"F20.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"J21.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocyte","CL:1000309"
"B22.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"F22.MAA000595.3_9_M.1.1","MAA000595",NA,NA
"J22.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"L21.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"C17.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"L22.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocyte","CL:1000309"
"C19.MAA000595.3_9_M.1.1","MAA000595","hematopoetic cells","CL:0000988"
"G14.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"P18.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"N10.MAA000595.3_9_M.1.1","MAA000595","smooth muscle cell","CL:0000192"
"P20.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"P21.MAA000595.3_9_M.1.1","MAA000595",NA,NA
"P5.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"P8.MAA000595.3_9_M.1.1","MAA000595","epicardial adipocytes","CL:1000309"
"P10.MAA000595.3_9_M.1.1","MAA000595","fibroblasts","CL:0000057"
"H6.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"B13.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"H19.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"H22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"P22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"B17.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"D6.MAA000906.3_11_M.1.1","MAA000906","epicardial adipocyte","CL:1000309"
"B18.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"I17.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"B19.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"D15.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"I18.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"M18.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"O17.MAA000906.3_11_M.1.1","MAA000906","epicardial adipocytes","CL:1000309"
"B20.MAA000906.3_11_M.1.1","MAA000906","fibroblasts","CL:0000057"
"D17.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"I20.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"M19.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"B21.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"D18.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"I22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"M20.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"A17.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"O20.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"B22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"D22.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"M21.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"O21.MAA000906.3_11_M.1.1","MAA000906","endothelial cell","CL:0000115"
"M22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"E4.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"J10.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"J18.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"E20.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"A22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"B3.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"C17.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"F14.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"K20.MAA000906.3_11_M.1.1","MAA000906","endothelial cell","CL:0000115"
"N18.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"F18.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"K21.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"N19.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"C18.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"F22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"C19.MAA000906.3_11_M.1.1","MAA000906","endothelial cell","CL:0000115"
"B7.MAA000906.3_11_M.1.1","MAA000906",NA,NA
"C21.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"N21.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"C22.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"L17.MAA000906.3_11_M.1.1","MAA000906","epicardial adipocytes","CL:1000309"
"P17.MAA000906.3_11_M.1.1","MAA000906","endothelial cells","CL:0000115"
"B18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"B19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"B20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"B21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"B22.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"A17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"A18.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"C17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"A20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"C18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"A21.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"C19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"A22.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"C20.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"C21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"B1.MAA000908.3_10_M.1.1","MAA000908",NA,NA
"C22.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"B17.MAA000908.3_10_M.1.1","MAA000908",NA,NA
"D20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"K20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"D21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"G15.MAA000908.3_10_M.1.1","MAA000908","epicardial adipocyte","CL:1000309"
"J9.MAA000908.3_10_M.1.1","MAA000908","epicardial adipocyte","CL:1000309"
"K21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"D22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"G17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"K22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"G18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"G19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"P17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"G20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"J17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"G21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"J18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"P18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"E17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"G22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"O17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"P20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"P19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"J20.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"O18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"P21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"E18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"P22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"E20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"H17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"J22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"E19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"J21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"N17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"O19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"E21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"H18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"M17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"N19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"N18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"O21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"O20.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"E22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"H20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"M18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"N20.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"O22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"H21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"M19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"N21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"H22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"M20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"L17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"M21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"M22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"F17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"L18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"F18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"I17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"F19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"I18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"L20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"L21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"F20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"I19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"F21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"I20.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"L22.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"K17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"D17.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"F22.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"I21.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"D19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"D18.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"I22.MAA000908.3_10_M.1.1","MAA000908","endothelial cells","CL:0000115"
"K19.MAA000908.3_10_M.1.1","MAA000908","endothelial cell","CL:0000115"
"A22.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"J17.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"F22.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"J21.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"K5.B002430.3_38_F.1.1","B002430",NA,NA
"G18.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"N16.B002430.3_38_F.1.1","B002430",NA,NA
"C19.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"K21.B002430.3_38_F.1.1","B002430","endothelial cells","CL:0000115"
"N17.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"C20.B002430.3_38_F.1.1","B002430",NA,NA
"H21.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"L18.B002430.3_38_F.1.1","B002430","endothelial cells","CL:0000115"
"D17.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"P18.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"D19.B002430.3_38_F.1.1","B002430",NA,NA
"D20.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"E22.B002430.3_38_F.1.1","B002430","epicardial adipocytes","CL:1000309"
"M20.B002430.3_38_F.1.1","B002430",NA,NA
"C15.B002431.3_39_F.1.1","B002431",NA,NA
"D20.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"H18.B002431.3_39_F.1.1","B002431","epicardial adipocyte","CL:1000309"
"K22.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"K21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"P22.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"M9.B002431.3_39_F.1.1","B002431",NA,NA
"N15.B002431.3_39_F.1.1","B002431",NA,NA
"O18.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"H20.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"O21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"D22.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"C18.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"O22.B002431.3_39_F.1.1","B002431",NA,NA
"C19.B002431.3_39_F.1.1","B002431","epicardial adipocyte","CL:1000309"
"H21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"J18.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"J19.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"F20.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"J20.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"M17.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"C21.B002431.3_39_F.1.1","B002431","endothelial cells","CL:0000115"
"F21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"J21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"F22.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"J22.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"L8.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"B21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"M18.B002431.3_39_F.1.1","B002431","epicardial adipocyte","CL:1000309"
"M19.B002431.3_39_F.1.1","B002431","epicardial adipocyte","CL:1000309"
"O1.B002431.3_39_F.1.1","B002431",NA,NA
"A18.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"B22.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"D4.B002431.3_39_F.1.1","B002431",NA,NA
"A21.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"E18.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
"G8.B002431.3_39_F.1.1","B002431","epicardial adipocyte","CL:1000309"
"E20.B002431.3_39_F.1.1","B002431","epicardial adipocytes","CL:1000309"
