"","subtissue","plate.barcode","FACS.selection","cell_ontology_class","cell_ontology_id","free_annotation","cluster.ids","mouse.sex","mouse.id"
"L20.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"L20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L21.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"L21.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"L21.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L21.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"L22.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"L22.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"L22.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"L22.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L22.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"L2.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L2.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"L3.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"L3.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L4.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"L4.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_11_M"
"L4.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_9_M"
"L4.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L5.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L6.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L7.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"L7.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"L7.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L8.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"L8.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_39_F"
"L8.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_8_M"
"L9.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","F","3_38_F"
"M10.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"M10.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M10.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M11.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M11.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M12.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M12.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M12.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M13.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M13.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M14.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M14.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M15.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M15.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M15.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"M15.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M16.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M16.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M16.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"M17.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M17.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"M17.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M18.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M19.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M19.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M19.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M19.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"M1.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M1.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"M1.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"M1.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M20.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M20.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M21.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M21.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M21.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","mesenchymal stem cell","CL:0000134","mesenchymal stem cell","1","M","3_10_M"
"M22.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M22.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"M22.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"M22.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M2.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M2.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"M2.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M3.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M3.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"M3.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M4.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M4.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"M4.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M5.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M5.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"M5.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M6.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"M6.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M7.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M7.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M8.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M8.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"M9.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"M9.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"N10.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N10.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N11.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N11.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N11.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"N11.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N12.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N12.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N12.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N13.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N13.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"N13.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N14.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N14.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N15.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N15.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N16.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N16.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N16.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N17.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N17.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N17.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N17.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N18.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N18.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N18.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"N18.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N18.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N19.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N19.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N19.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N1.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N1.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"N1.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"N1.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N1.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N20.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N20.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N20.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N20.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N21.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N21.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N21.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N21.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N22.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N22.B002769.3_39_F.1.1","ForelimbandHindlimb","B002769","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_39_F"
"N22.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N22.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N2.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","skeletal muscle satellite cell","CL:0000594","skeletal muscle satellite cell","0","F","3_38_F"
"N2.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"N3.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N3.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"N3.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N3.D042473.3_10_M.1.1","ForelimbandHindlimb","D042473","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_10_M"
"N4.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N4.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"N4.D042185.3_9_M.1.1","ForelimbandHindlimb","D042185","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_9_M"
"N4.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N5.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N5.D042103.3_11_M.1","ForelimbandHindlimb","D042103","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_11_M"
"N5.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N6.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N6.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
"N7.B002765.3_38_F.1.1","ForelimbandHindlimb","B002765","CD31+; CD45+; CD31-CD45-Sca1+; CD31-CD45-Sca1-VCAM1+","endothelial cell","CL:0000115","endothelial cell","3","F","3_38_F"
"N7.D042186.3_8_M.1.1","ForelimbandHindlimb","D042186","Multiple","endothelial cell","CL:0000115","endothelial cell","3","M","3_8_M"
