cell,tSNE_1,tSNE_2,cluster
G15.MAA001865.3_38_F.1.1,-8.17104253197092,-18.22653068552076,1
G15.MAA001868.3_38_F.1.1,-40.07399656886809,18.76738399877482,41
G15.MAA001869.3_38_F.1.1,10.961160421352737,-17.497218641112166,17
G15.MAA001871.3_39_F.1.1,9.267693890524045,-12.362565634033308,17
G15.MAA001872.3_39_F.1.1,7.337296064597214,-13.224812057534155,17
G15.MAA001873.3_38_F.1.1,-27.925867133087447,18.715858182553994,16
G15.MAA001875.3_39_F.1.1,4.607726554331268,-13.323231475755565,17
G15.MAA001884.3_38_F.1.1,18.210728602449112,0.14451329017561831,18
G15.MAA001889.3_38_F.1.1,-2.133080673100355,-21.994791069412088,36
G15.MAA001892.3_38_F.1.1,3.1984811258587142,-20.930861823874643,23
G16.B000126.3_39_F.1.1,22.22180688929917,-16.332127782813295,6
G16.B000127.3_38_F.1.1,-22.402235048302618,-22.857019094434033,24
G16.B000166.3_56_F.1.1,5.267027115593216,40.56431858674885,10
G16.B000412.3_56_F.1.1,-30.59479551532152,0.41465006352689787,3
G16.B000610.3_56_F.1.1,35.54400129562942,12.239226655333681,26
G16.B000633.3_56_F.1.1,-3.280691435026611,-8.934549789578863,4
G16.B000825.3_38_F.1.1,29.518661722875727,-12.222867485108976,11
G16.B000826.3_39_F.1.1,34.58761638882958,6.107396533899217,0
G16.B000827.3_38_F.1.1,11.207670869817811,-33.20845283596351,5
G16.B000971.3_39_F.1.1,7.781453666280215,-37.13443917329409,5
G16.B001176.3_56_F.1.1,28.00889296873035,-3.754495920046954,0
G16.B001689.3_38_F.1.1,28.881625594751256,-11.980327361306339,11
G16.B001750.3_38_F.1.1,10.419934154659451,17.490648052601568,2
G16.B001960.3_56_F.1.1,3.8707114081434737,18.45444303574333,2
G16.B002010.3_39_F.1.1,-33.49748254245262,0.5387393812278983,3
G16.B002309.3_57_F.1.1,6.6094037036801865,32.70378019017772,10
G16.B002314.3_56_F.1.1,-0.9753057375750545,-36.997568623684415,5
G16.B002421.3_39_F.1.1,-41.70581191585278,1.716730095381866,3
G16.B002423.3_39_F.1.1,-7.444600250903627,-10.791298204174058,4
G16.B002427.3_39_F.1.1,-2.2941331125545137,-7.017088313259329,4
G16.B002428.3_38_F.1.1,-11.661837005101821,-8.56463332936742,4
G16.B002432.3_38_F.1.1,-17.664449334759215,-13.25735258565745,1
G16.B002433.3_38_F.1.1,-18.599149276442184,-20.49346667573375,1
G16.B002435.3_39_F.1.1,-28.278705645069326,-23.35440378294944,24
G16.B002436.3_39_F.1.1,-18.356122953642213,-13.772287194774474,1
G16.B002437.3_39_F.1.1,20.416123553357092,-29.18454441193127,13
G16.B002762.3_39_F.1.1,22.126258385950045,-30.45787699472352,13
G16.B002765.3_38_F.1.1,18.12205271481215,-32.495751380386956,13
G16.B002769.3_39_F.1.1,17.43800996817669,-33.17935602234749,13
G16.B002771.3_39_F.1.1,-24.362542737354357,13.683297099744472,27
G16.B002954.3_56_F.1.1,-17.65098432215285,-27.545216282773254,1
G16.B002955.3_56_F.1.1,1.1347329483779995,-0.059398709060700605,21
G16.B003279.3_38_F.1.1,29.852964660743783,-10.385828747891821,11
G16.B003283.3_38_F.1.1,-40.237899179361364,-16.94497912099162,20
G16.B003291.3_39_F.1.1,-16.22970418396023,-35.822151513913056,29
G16.B003292.3_39_F.1.1,37.73187884276608,4.272945245567122,0
G16.D041894.3_9_M.1.1,-22.74634527496494,33.52665791929129,7
G16.D041904.3_10_M.1.1,-32.13852538428243,31.499758787180355,7
G16.D041911.3_8_M.1.1,-22.505949179977982,34.83579546106566,7
G16.D041914.3_8_M.1.1,-26.784447064209203,14.622153209149836,27
G16.D042044.3_9_M.1.1,11.624078520566234,20.76635526692452,2
G16.D042105.3_11_M.1.1,22.692999079843833,-29.012788339903928,13
G16.D042185.3_9_M.1.1,16.69825327398123,-37.241897031401614,13
G16.D042186.3_8_M.1.1,18.620654091671252,-35.2539653075261,13
G16.D042193.3_8_M.1.1,17.952784349002595,7.237014751567085,18
G16.D042253.3_9_M.1.1,-20.333840253624548,17.01829882664218,27
G16.D042467.3_9_M.1.1,17.807697609059534,13.088845252286427,18
G16.D042474.3_8_M.1.1,-20.752325732536374,-19.302357708833913,1
G16.D042475.3_9_M.1.1,-18.24074925928428,-5.641855155378771,31
G16.D042479.3_8_M.1.1,11.637723952186024,16.270298155205225,2
G16.D043520.3_39_F.1.1,16.32292867420709,-24.31252831878385,37
G16.D045058.3_39_F.1.1,1.396306705261601,0.6924388245475884,21
G16.D045064.3_38_F.1.1,1.682412966565334,-32.39230175825762,5
G16.D045067.3_38_F.1.1,0.1997859090708645,-37.10589033380406,5
G16.D045140.3_38_F.1.1,15.603995000078507,35.21756487667628,15
G16.MAA000385.3_10_M.1.1,11.92324350286634,2.2603707128972315,28
G16.MAA000386.3_11_M.1.1,-26.85837365884555,-26.654011956737484,24
G16.MAA000388.3_11_M.1.1,2.5187398794149547,-0.33973303602964405,21
G16.MAA000398.3_9_M.1.1,-27.528155337287316,-12.24291720316764,4
G16.MAA000409.3_10_M.1.1,21.76472694363073,35.79427039631859,15
G16.MAA000427.3_11_M.1.1,20.262388789239587,-15.228263224989437,6
G16.MAA000435.3_10_M.1.1,18.722906370364235,-17.173996605387057,6
G16.MAA000439.3_10_M.1.1,1.1393055216792365,6.243621538633144,21
G16.MAA000441.3_10_M.1.1,19.04807018441988,39.36561865377706,15
G16.MAA000442.3_11_M.1.1,-10.765190427480489,-24.972263277990944,1
G16.MAA000487.3_10_M.1.1,-26.14809212250844,11.07666746473531,27
G16.MAA000496.3_10_M.1.1,13.002774674164824,-28.762409114378087,5
G16.MAA000531.3_8_M.1.1,-9.578334149715367,-2.926246621555225,19
G16.MAA000554.3_8_M.1.1,-6.388136659642762,1.0384156384822538,19
G16.MAA000559.3_8_M.1.1,14.936899873588157,15.828454097974559,2
G16.MAA000570.3_8_M.1.1,-2.3530579877624134,0.5598743707749994,19
G16.MAA000572.3_8_M.1.1,36.150820572728584,-0.3433967833579192,0
G16.MAA000581.3_10_M.1.1,0.527657028379711,27.997945593595293,25
G16.MAA000587.3_8_M.1.1,-36.39516566600573,1.3747444642752755,3
G16.MAA000590.3_9_M.1.1,30.297888502064566,-10.524369479109703,11
G16.MAA000596.3_9_M.1.1,-12.727970880612203,29.41222968319465,8
G16.MAA000600.3_8_M.1.1,-5.558891068306029,27.969114176877714,8
G16.MAA000605.3_10_M.1.1,34.32206387299912,-7.751191497704196,0
G16.MAA000607.3_9_M.1.1,-3.4239570243086,-40.12391270526582,5
G16.MAA000611.3_8_M.1.1,12.077857248904461,-15.480897953195804,17
G16.MAA000612.3_9_M.1.1,7.269607292745606,-15.566176845943383,17
G16.MAA000617.3_10_M.1.1,39.5501154083746,-0.5864990629545053,0
G16.MAA000639.3_9_M.1.1,22.63299557941104,28.917331877919754,15
G16.MAA000652.3_10_M.1.1,22.863102817340252,8.55345955842786,47
G16.MAA000779.3_11_M.1.1,2.75964305687284,11.692203779313271,2
G16.MAA000801.3_11_M.1.1,-2.2262412547682344,20.022841319830555,44
G16.MAA000844.3_10_M.1.1,9.67876279971057,13.615320458222566,2
G16.MAA000848.3_10_M.1.1,-17.085356013786306,25.282273059786906,8
G16.MAA000870.3_10_M.1.1,-27.008027936471922,19.506867320337566,16
G16.MAA000871.3_11_M.1.1,10.220640262355678,-18.903132604620378,17
G16.MAA000877.3_11_M.1.1,13.883033229244734,19.114726500795612,2
G16.MAA000880.3_11_M.1.1,-1.1459188411288792,-36.913939393036664,5
G16.MAA000884.3_10_M.1.1,30.034417007430246,28.033647910812284,33
G16.MAA000907.3_11_M.1.1,27.768792114153594,10.492777244801523,35
G16.MAA000909.3_10_M.1.1,8.051023755446456,-17.030784672858992,17
G16.MAA000913.3_9_M.1.1,-10.547194831855093,-1.4336794172385958,19
G16.MAA000914.3_9_M.1.1,6.051864033528409,-40.20675539180187,5
G16.MAA000927.3_9_M.1.1,18.832891641581945,-9.394532883018343,6
G16.MAA000937.3_8_M.1.1,-24.319731535882948,25.118609275303967,16
G16.MAA000941.3_8_M.1.1,-14.643165767856665,17.727721066457523,9
G16.MAA000944.3_9_M.1.1,-0.7713077416321141,33.16299428556335,25
G16.MAA000947.3_9_M.1.1,-10.915826575756126,18.696008729023415,9
G16.MAA001632.3_56_F.1.1,8.44247694679841,-15.719960686351078,17
G16.MAA001844.3_38_F.1.1,-3.480187982587784,24.221678950099843,8
G16.MAA001847.3_39_F.1.1,-4.0661946390011785,-23.01936522565694,36
G16.MAA001857.3_38_F.1.1,33.94211523803821,27.96837036247081,33
G16.MAA001862.3_39_F.1.1,28.757069567362368,17.26205286993556,30
G16.MAA001865.3_38_F.1.1,-10.396329865876755,-19.251947240060666,1
G16.MAA001867.3_39_F.1.1,-14.632254459309221,-19.05143801887559,1
G16.MAA001871.3_39_F.1.1,8.360191382388171,-16.825496953903553,17
G16.MAA001873.3_38_F.1.1,-28.05322487055652,18.555308237192964,16
G16.MAA001875.3_39_F.1.1,4.432660526033418,-13.776685190682528,17
G16.MAA001884.3_38_F.1.1,3.4220003176022464,15.54061902617017,2
G16.MAA001889.3_38_F.1.1,-13.362972470542015,3.935534565477547,14
G17.B000126.3_39_F.1.1,20.067744597659924,-14.720863810899315,6
G17.B000127.3_38_F.1.1,-11.798148266635863,2.2726006815246325,14
G17.B000167.3_56_F.1.1,5.008394400120979,32.37772177283267,10
G17.B000168.3_57_F.1.1,6.804838829167711,35.49424891026616,10
G17.B000404.3_56_F.1.1,-15.223955691905497,16.351442669878722,9
G17.B000633.3_56_F.1.1,-1.7450214319129334,-1.8520613189318282,19
G17.B000634.3_56_F.1.1,-6.703597081690628,-1.7816408123098106,19
G17.B000825.3_38_F.1.1,25.80423089359112,-6.372201225640951,0
G17.B000826.3_39_F.1.1,37.747720427650115,2.653754851118615,0
G17.B000827.3_38_F.1.1,3.0255402682582546,-41.09389139620946,5
G17.B000971.3_39_F.1.1,16.898463185271453,36.91392044177474,15
G17.B001176.3_56_F.1.1,30.358125930331976,-7.642322012345346,0
G17.B001689.3_38_F.1.1,28.944859125963465,-17.86998832208658,11
G17.B001750.3_38_F.1.1,4.641525996530317,18.634517893243768,2
G17.B002010.3_39_F.1.1,-1.6570100096779918,-11.090631656362984,4
G17.B002011.3_38_F.1.1,-9.374389447392945,-7.371222476466797,4
G17.B002309.3_57_F.1.1,7.3193979300327925,36.66153900167385,10
G17.B002314.3_56_F.1.1,-31.431106292197434,-2.194166949760621,3
G17.B002421.3_39_F.1.1,-25.01432122913289,0.6869924150138826,3
G17.B002423.3_39_F.1.1,-5.9209361005419385,-13.231495058382826,4
G17.B002427.3_39_F.1.1,-2.1485675361557925,-8.90481388262016,4
G17.B002428.3_38_F.1.1,-11.919859003072146,-8.006308034553403,4
G17.B002432.3_38_F.1.1,17.736920454339778,-34.51767939051407,13
G17.B002433.3_38_F.1.1,-26.531773684426938,-22.31308717270951,24
G17.B002436.3_39_F.1.1,-16.44868901728309,-18.32812434568446,1
G17.B002437.3_39_F.1.1,-20.525379759419035,-16.28936910033981,1
G17.B002438.3_38_F.1.1,-20.504274340261592,-15.38553024523187,1
G17.B002762.3_39_F.1.1,18.563616257335696,-33.874604427894205,13
G17.B002765.3_38_F.1.1,20.344055810728094,-31.05867091634362,13
G17.B002769.3_39_F.1.1,18.443584922318003,-34.47506980860327,13
G17.B002780.3_38_F.1.1,-22.97010079951271,33.14119724346852,7
G17.B002954.3_56_F.1.1,-26.57007695334919,-19.87513920350396,24
G17.B003275.3_38_F.1.1,11.652113754229502,-32.10662618598351,5
G17.B003279.3_38_F.1.1,31.044312149342293,-19.45169158212282,11
G17.B003281.3_39_F.1.1,35.79658831658512,5.128217774918882,0
G17.B003283.3_38_F.1.1,-40.110897739047275,-10.868534874394895,20
G17.B003291.3_39_F.1.1,-17.76585013786612,-36.70919651459961,29
G17.B003292.3_39_F.1.1,33.173257372861364,-4.839817251906533,0
G17.D041894.3_9_M.1.1,-32.33111330634483,28.766631157319544,7
G17.D041904.3_10_M.1.1,-27.89295413158883,31.4894216229729,7
G17.D041911.3_8_M.1.1,-21.932436425126035,30.339964066689085,7
G17.D041914.3_8_M.1.1,-23.354524228854974,13.095076946456123,27
G17.D042044.3_9_M.1.1,16.778995142104726,9.883903302258675,18
G17.D042105.3_11_M.1.1,19.305678984152934,-34.50296781807729,13
G17.D042186.3_8_M.1.1,16.405499701415927,-36.59143120589036,13
G17.D042193.3_8_M.1.1,8.213787782730602,-35.6103267810682,5
G17.D042253.3_9_M.1.1,-22.98435329298214,14.457666275556354,27
G17.D042467.3_9_M.1.1,1.8054539482883711,6.7693491706704405,21
G17.D042474.3_8_M.1.1,-20.532041127323502,-19.3839701528014,1
G17.D042475.3_9_M.1.1,-24.88529000113761,-21.415934659608162,24
G17.D042479.3_8_M.1.1,22.72031755212724,8.714468834544782,47
G17.D043526.3_39_F.1.1,-28.2758608782125,-24.12749522527775,24
G17.D045139.3_39_F.1.1,9.447971510305297,3.598242398678529,28
G17.MAA000388.3_11_M.1.1,-35.090029455517076,-5.358104631439452,3
G17.MAA000398.3_9_M.1.1,-8.72802400814272,-2.9617055441819664,19
G17.MAA000409.3_10_M.1.1,11.634785502864288,2.7799863373803655,28
G17.MAA000427.3_11_M.1.1,21.35012799822814,-17.092067769420836,6
G17.MAA000435.3_10_M.1.1,19.17954076919534,-7.076031915858075,6
G17.MAA000439.3_10_M.1.1,-9.486654994969241,-30.02053093272119,1
G17.MAA000487.3_10_M.1.1,-25.457390246681573,11.239021715737211,27
G17.MAA000496.3_10_M.1.1,3.2098382882381324,-5.245777471851227,39
G17.MAA000510.3_8_M.1.1,-19.88323899777692,-28.22990088860613,1
G17.MAA000526.3_9_M.1.1,8.55729109873981,-23.788321876795447,23
G17.MAA000559.3_8_M.1.1,0.41494940722862733,-39.766138509665794,5
G17.MAA000571.3_9_M.1.1,1.0851151892643431,3.9941841698391425,21
G17.MAA000574.3_8_M.1.1,-5.745110250638936,41.99277181120667,45
G17.MAA000577.3_8_M.1.1,32.090590357684114,28.458857588334684,33
G17.MAA000581.3_10_M.1.1,0.023623031299728127,32.36938764974326,25
G17.MAA000583.3_9_M.1.1,4.512097887449524,-11.651758977447164,17
G17.MAA000586.3_8_M.1.1,-2.7084370345209274,0.1397630600625371,19
G17.MAA000587.3_8_M.1.1,-7.798112909617804,-1.2982429923293686,19
G17.MAA000594.3_8_M.1.1,-2.6225148771035824,6.196741699228879,21
G17.MAA000600.3_8_M.1.1,-4.222675668339419,26.75885309293312,8
G17.MAA000603.3_10_M.1.1,33.397579965675384,2.9363120552589477,0
G17.MAA000605.3_10_M.1.1,31.619390832733323,-11.327210805311996,11
G17.MAA000607.3_9_M.1.1,1.3615618268290581,-40.403553862829405,5
G17.MAA000609.3_8_M.1.1,-11.245340637037998,-35.251653285811834,29
G17.MAA000611.3_8_M.1.1,7.331342722712173,-16.999204399302183,17
G17.MAA000612.3_9_M.1.1,12.670775964121399,-16.270450528719962,17
G17.MAA000617.3_10_M.1.1,28.18287337807148,-1.7015867799915683,0
G17.MAA000639.3_9_M.1.1,21.735800893826152,31.90514223682053,15
G17.MAA000779.3_11_M.1.1,10.5824564060305,13.6676230767688,2
G17.MAA000801.3_11_M.1.1,-4.533362680131434,20.746944375500448,44
G17.MAA000848.3_10_M.1.1,-13.08581694716874,28.43473257525729,8
G17.MAA000870.3_10_M.1.1,-23.897989593905404,24.9730122595833,16
G17.MAA000871.3_11_M.1.1,9.944034358736848,-16.55427817314992,17
G17.MAA000880.3_11_M.1.1,-0.3756371356179497,-39.72704703783705,5
G17.MAA000884.3_10_M.1.1,23.467413428840423,15.405370764336205,30
G17.MAA000899.3_10_M.1.1,-0.24325830932137668,-11.327937734597613,4
G17.MAA000903.3_11_M.1.1,-29.430792643392223,-12.561253688371973,23
G17.MAA000908.3_10_M.1.1,-34.301236342339216,-8.222386571624147,3
G17.MAA000909.3_10_M.1.1,8.11214561153798,-13.84056192907095,17
G17.MAA000910.3_10_M.1.1,-40.947713524065044,16.64619877761433,41
G17.MAA000913.3_9_M.1.1,-25.475115109531902,-7.526264486670519,48
G17.MAA000920.3_11_M.1.1,-0.34866133585496806,-16.437857978971522,4
G17.MAA000925.3_9_M.1.1,-14.40246510717061,19.194078037585715,9
G17.MAA000935.3_8_M.1.1,-11.846020150443572,16.906063789373846,9
G17.MAA000937.3_8_M.1.1,6.736966733980732,-16.832824437613947,17
G17.MAA000938.3_8_M.1.1,22.469072262275734,-18.59126113412296,6
G17.MAA000941.3_8_M.1.1,-12.60225763349904,16.53027347448376,9
G17.MAA001632.3_56_F.1.1,12.730275177999893,-17.224147217631668,17
G17.MAA001844.3_38_F.1.1,-4.287148368713901,25.520571291988134,8
G17.MAA001847.3_39_F.1.1,-4.229583166759585,-23.279466915450687,36
G17.MAA001853.3_38_F.1.1,-0.2987494555722851,-47.715735661952905,38
G17.MAA001857.3_38_F.1.1,33.51597082262655,28.268267343533484,33
G17.MAA001861.3_39_F.1.1,-40.348520818058326,18.09269637607311,41
G17.MAA001862.3_39_F.1.1,34.95588368420044,26.684771169048535,33
G17.MAA001865.3_38_F.1.1,1.9996381563543233,6.494897678126891,21
G17.MAA001867.3_39_F.1.1,-14.672536363924767,1.6803924476831509,14
G17.MAA001871.3_39_F.1.1,8.791670325377961,-17.23190305562271,17
G17.MAA001872.3_39_F.1.1,12.678071784034646,-16.10567717355511,17
G17.MAA001875.3_39_F.1.1,4.658510347186099,-14.19608724425078,17
G17.MAA001883.3_39_F.1.1,29.176228372447525,-27.7282039589619,40
G17.MAA001884.3_38_F.1.1,8.3965540229083,14.930498574942888,2
G17.MAA001892.3_38_F.1.1,4.506274186639238,-22.43173960819011,23
G18.B000126.3_39_F.1.1,15.637141669094003,-12.26351807080672,6
G18.B000127.3_38_F.1.1,-15.25099371916044,-13.839768303773905,1
G18.B000166.3_56_F.1.1,5.30438217515429,33.22942915755022,10
G18.B000167.3_56_F.1.1,6.592714719413651,39.91965052237447,10
G18.B000168.3_57_F.1.1,7.9133640309291176,36.288597384355064,10
G18.B000412.3_56_F.1.1,-5.847331918924026,-12.15084050008442,4
G18.B000633.3_56_F.1.1,-19.223900404613513,-6.256695538694041,31
G18.B000825.3_38_F.1.1,28.661074029237007,-14.710147114615935,11
G18.B000826.3_39_F.1.1,28.92727245037284,1.6087309458345367,0
G18.B000827.3_38_F.1.1,-4.6917097131605425,-39.3340164148043,5
G18.B000971.3_39_F.1.1,6.1246193582067985,17.85659670431289,2
G18.B001176.3_56_F.1.1,30.630389481400094,4.2773018775418885,0
G18.B001216.3_38_F.1.1,-22.389201427861106,-0.40858094633417297,3
G18.B001689.3_38_F.1.1,26.759529940509132,-12.667932807759401,11
G18.B001750.3_38_F.1.1,7.375310055423021,15.812835798093598,2
G18.B001960.3_56_F.1.1,-30.16311561174478,-6.866490176554564,3
G18.B002010.3_39_F.1.1,-0.19883615406950697,-4.5448133960147015,49
G18.B002011.3_38_F.1.1,-9.165137161727891,-7.580142986306718,4
G18.B002309.3_57_F.1.1,7.361454062696041,28.42294256581295,10
G18.B002423.3_39_F.1.1,-0.08173429820556516,-19.381884075296462,39
G18.B002427.3_39_F.1.1,-5.230043115552971,-11.557505084711861,4
G18.B002428.3_38_F.1.1,-8.263295450497987,-8.478808577491787,4
G18.B002430.3_38_F.1.1,-27.125190075743813,0.48822726971833197,3
G18.B002431.3_39_F.1.1,-36.705135077516154,-3.234451650324771,3
G18.B002433.3_38_F.1.1,-25.205824318158808,-21.123202889610763,24
G18.B002435.3_39_F.1.1,-20.45437253476541,-16.13877338852325,1
G18.B002437.3_39_F.1.1,-25.193542275204063,-18.677622184315368,24
G18.B002438.3_38_F.1.1,-16.6271995560737,-12.936777512650332,1
G18.B002762.3_39_F.1.1,21.39446441602092,-32.49373229715374,13
G18.B002765.3_38_F.1.1,15.591660073836604,-37.13828127815473,13
G18.B002769.3_39_F.1.1,20.25890768132975,-33.941522613828624,13
G18.B002777.3_39_F.1.1,-17.33301271784635,33.68671029411589,7
G18.B002780.3_38_F.1.1,-24.824862954591353,34.00277838996259,7
G18.B003274.3_38_F.1.1,-21.28364614526582,4.2180376905575665,14
G18.B003275.3_38_F.1.1,-19.669160614118777,-3.5669992284524046,31
G18.B003277.3_39_F.1.1,-20.2229395147706,3.7975614244741127,14
G18.B003279.3_38_F.1.1,31.84589671574458,-16.149127909471886,11
G18.B003283.3_38_F.1.1,18.857250875265564,-10.265224971159416,6
G18.B003291.3_39_F.1.1,-5.231827028978696,-36.347474000980654,5
G18.B003292.3_39_F.1.1,35.55826019411843,5.053324220308819,0
G18.B003728.3_56_F.1.1,-21.40493093235963,4.177055799542117,14
G18.D041894.3_9_M.1.1,-22.84426017950718,36.10014863668144,7
G18.D041904.3_10_M.1.1,-18.703266375630566,31.251129520595722,7
G18.D041911.3_8_M.1.1,-34.1177302496117,29.765804161256376,7
G18.D041914.3_8_M.1.1,-24.982692437248502,15.567047006945172,27
G18.D042044.3_9_M.1.1,16.940312020346465,12.763577669787402,18
G18.D042105.3_11_M.1.1,21.918319736104838,-27.572642006100875,13
G18.D042186.3_8_M.1.1,17.952189131341548,-36.297005309143394,13
G18.D042193.3_8_M.1.1,20.71983174014874,26.83510248243069,15
G18.D042253.3_9_M.1.1,-20.01846370980391,16.562050159978618,27
G18.D042475.3_9_M.1.1,-13.71337529502491,0.8001012515878251,14
G18.D042479.3_8_M.1.1,12.788568231463604,16.560618619314866,2
G18.D043522.3_39_F.1.1,8.05664913004379,-21.43720352527996,23
G18.D043526.3_39_F.1.1,-27.220899338372895,-22.7704639918367,24
G18.D045139.3_39_F.1.1,4.277794572411334,7.722904432294358,21
G18.D045140.3_38_F.1.1,9.317500026542666,7.929780577367414,28
G18.MAA000377.3_9_M.1.1,27.054713626829855,8.151093252130668,35
G18.MAA000400.3_8_M.1.1,-3.3711034771306707,-13.953226415009432,4
G18.MAA000409.3_10_M.1.1,11.852319844241451,7.1401797898062975,28
G18.MAA000427.3_11_M.1.1,18.82698639925731,-12.250820254525276,6
G18.MAA000439.3_10_M.1.1,-25.410161745154344,-8.359045262431215,48
G18.MAA000452.3_8_M.1.1,-41.734316256176534,1.7040941809401053,3
G18.MAA000487.3_10_M.1.1,-24.413811867545256,10.956865491339382,27
G18.MAA000508.3_9_M.1.1,3.822605897804913,-39.36235549571285,5
G18.MAA000510.3_8_M.1.1,-17.89538536760077,-28.74787527549348,1
G18.MAA000530.3_8_M.1.1,-25.159742513284918,-8.298160438426306,48
G18.MAA000549.3_8_M.1.1,22.918097357385157,-20.234762927411936,6
G18.MAA000554.3_8_M.1.1,-27.151917119150966,0.18217375774620262,3
G18.MAA000559.3_8_M.1.1,1.4231229096901725,-37.96237531334003,5
G18.MAA000560.3_10_M.1.1,-37.61558083363149,11.951181931140418,32
G18.MAA000577.3_8_M.1.1,33.690244348113836,28.54699413832383,33
G18.MAA000578.3_10_M.1.1,-4.798841309438796,-30.905208329022056,38
G18.MAA000581.3_10_M.1.1,-19.021674627718802,-5.1100698241443725,31
G18.MAA000583.3_9_M.1.1,10.767305175149907,-0.9099223441052138,12
G18.MAA000589.3_9_M.1.1,-31.214505882148575,-1.8559081642514699,3
G18.MAA000594.3_8_M.1.1,-14.667449138044987,-10.088662038593258,36
G18.MAA000595.3_9_M.1.1,-6.464547223403379,15.956934710464939,53
G18.MAA000596.3_9_M.1.1,-14.06994294558218,25.933391944465626,8
G18.MAA000600.3_8_M.1.1,-5.390831827946394,26.14125520838394,8
G18.MAA000603.3_10_M.1.1,37.38072578917748,5.5757323430984655,0
G18.MAA000605.3_10_M.1.1,36.351013593027375,-0.35843466731362283,0
G18.MAA000607.3_9_M.1.1,-14.86315038483285,-35.505312455351635,29
G18.MAA000611.3_8_M.1.1,7.1559951467999925,-10.10529168515131,17
G18.MAA000612.3_9_M.1.1,-3.1671643539572605,9.012438099247975,22
G18.MAA000617.3_10_M.1.1,39.914937598042215,4.489905073053121,0
G18.MAA000639.3_9_M.1.1,18.196031896454073,24.560010725420387,43
G18.MAA000652.3_10_M.1.1,16.795954613155832,2.1664802475538,18
G18.MAA000776.3_10_M.1.1,22.781872069516346,8.350973512757724,47
G18.MAA000779.3_11_M.1.1,3.660334747389626,17.351702480170264,2
G18.MAA000848.3_10_M.1.1,-12.888767575721596,25.079382293842215,8
G18.MAA000870.3_10_M.1.1,-30.868753449144013,18.57260354986466,16
G18.MAA000871.3_11_M.1.1,-26.447279764552412,22.525471744367998,16
G18.MAA000877.3_11_M.1.1,-29.88585685928181,-8.433561325514068,23
G18.MAA000903.3_11_M.1.1,-41.39176638646638,4.506122319737787,3
G18.MAA000907.3_11_M.1.1,7.3803076126710945,12.91290134697795,2
G18.MAA000908.3_10_M.1.1,-34.63367212327459,-8.312659294216292,3
G18.MAA000909.3_10_M.1.1,8.10560172171095,-11.857422795997337,17
G18.MAA000910.3_10_M.1.1,-7.025434989457156,43.35931631705411,45
G18.MAA000913.3_9_M.1.1,-25.467663626338265,-7.451726658940335,48
G18.MAA000919.3_10_M.1.1,1.0715273998624961,-13.08261000320061,4
G18.MAA000920.3_11_M.1.1,-36.034794209323465,1.3837841591924176,3
G18.MAA000926.3_9_M.1.1,-11.404058241398904,14.359194155289225,9
G18.MAA000928.3_9_M.1.1,-9.920311598009095,15.504545090346623,9
G18.MAA000932.3_11_M.1.1,14.243023361029097,27.707760376518515,42
G18.MAA000934.3_9_M.1.1,-17.542525781715323,-29.246113225390307,1
G18.MAA000937.3_8_M.1.1,8.526601973800833,-2.029118926920775,12
G18.MAA000938.3_8_M.1.1,20.648514227889027,-14.980864945099079,6
G18.MAA000944.3_9_M.1.1,-30.925038381651206,9.604028585681654,32
G18.MAA000947.3_9_M.1.1,-16.54148415681693,16.099592595821555,9
G18.MAA001454.3_38_F.1.1,21.759415787223713,-29.39045964636279,13
G18.MAA001539.3_56_F.1.1,-29.790780472188704,20.34655485227374,16
G18.MAA001632.3_56_F.1.1,12.770854236263196,-16.126561263911434,17
G18.MAA001842.3_38_F.1.1,4.341000384274789,7.781883846115958,21
G18.MAA001844.3_38_F.1.1,-6.178345023967802,28.59516842387008,8
G18.MAA001847.3_39_F.1.1,9.691303904010516,-23.09917247995991,23
G18.MAA001853.3_38_F.1.1,-0.19245091361009545,-48.080749851701356,38
G18.MAA001857.3_38_F.1.1,28.056189894241342,15.66555053581235,30
G18.MAA001862.3_39_F.1.1,28.856849100027667,20.73094236302211,30
G18.MAA001865.3_38_F.1.1,-8.434183054721155,-22.00436063050159,1
G18.MAA001868.3_38_F.1.1,-40.0967033739119,18.732392338727944,41
G18.MAA001869.3_38_F.1.1,11.15295496369512,-8.250794699658906,12
G18.MAA001872.3_39_F.1.1,-17.599570011019047,6.129595500877275,14
G18.MAA001873.3_38_F.1.1,-28.78972885954302,18.42340603312921,16
G18.MAA001875.3_39_F.1.1,11.559688688013276,-0.9990060150193005,12
G18.MAA001884.3_38_F.1.1,10.163778985570893,17.863969375433197,2
G18.MAA001887.3_39_F.1.1,4.310963400510136,7.702305443822388,21
G18.MAA001889.3_38_F.1.1,-2.3125542033200674,-21.98641178895144,36
G19.B000126.3_39_F.1.1,15.015034248632078,-13.15793772483291,6
G19.B000127.3_38_F.1.1,-11.615576524277992,2.384579643892353,14
G19.B000166.3_56_F.1.1,6.932511664589583,38.71975455260195,10
G19.B000412.3_56_F.1.1,-28.93185802748211,2.3579777353454667,3
G19.B000633.3_56_F.1.1,-0.4360669924462652,-8.115407975679352,4
G19.B000634.3_56_F.1.1,-3.5056441538675647,-10.560180073138161,4
G19.B000825.3_38_F.1.1,27.173143032369577,-12.994082482080792,11
G19.B000826.3_39_F.1.1,26.377264487852838,-1.6293338767377676,0
