"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gata5",0,0.591563366867179,0.55,0.006,0,"Bladder__bladder.cell","Gata5"
"Tcf21",4.21054743690624e-234,0.925303379716802,0.967,0.042,9.5832059663986e-230,"Bladder__bladder.cell","Tcf21"
"Pitx1",7.56052487694718e-230,0.564658863662146,0.75,0.023,1.72077546199318e-225,"Bladder__bladder.cell","Pitx1"
"Pitx2",2.26187204100589e-193,0.674293851527402,0.733,0.028,5.1480207653294e-189,"Bladder__bladder.cell","Pitx2"
"Prrx2",1.06362424400806e-172,0.450337131173193,0.667,0.026,2.42080877936234e-168,"Bladder__bladder.cell","Prrx2"
"Foxf2",8.65600916501343e-138,0.288920813797545,0.617,0.028,1.97010768595706e-133,"Bladder__bladder.cell","Foxf2"
"Aebp1",5.00778519454358e-89,0.991701142157876,1,0.132,1.13977191027812e-84,"Bladder__bladder.cell","Aebp1"
"Creb3l1",7.79099946495746e-80,0.794199675397107,0.883,0.116,1.77323147822432e-75,"Bladder__bladder.cell","Creb3l1"
"Tbx3",2.33597222256445e-66,0.738723033733562,0.817,0.114,5.31667277855669e-62,"Bladder__bladder.cell","Tbx3"
"Hoxa10",9.05670186762664e-65,0.296651293654448,0.533,0.047,2.06130534507182e-60,"Bladder__bladder.cell","Hoxa10"
"Plagl1",4.81581363458293e-62,0.34207399011413,0.617,0.065,1.09607918323107e-57,"Bladder__bladder.cell","Plagl1"
"Tshz3",5.07270573323537e-59,0.263505667878779,0.633,0.074,1.15454782488437e-54,"Bladder__bladder.cell","Tshz3"
"Gata6",9.51702205722218e-59,0.453639739948435,0.8,0.117,2.16607422022377e-54,"Bladder__bladder.cell","Gata6"
"Snai1",2.40007339820938e-58,0.292322993839604,0.533,0.051,5.46256705432455e-54,"Bladder__bladder.cell","Snai1"
"Glis2",2.55844739231523e-55,0.258145246039957,0.683,0.089,5.82302626490947e-51,"Bladder__bladder.cell","Glis2"
"Sox5",7.09900861456343e-55,0.48275456334909,0.617,0.074,1.61573436067464e-50,"Bladder__bladder.cell","Sox5"
"Isl1",2.37668119633763e-50,0.422656849608972,0.583,0.069,5.40932640286444e-46,"Bladder__bladder.cell","Isl1"
"Nr2f2",8.52762710611689e-42,0.505650373512414,0.883,0.196,1.9408879293522e-37,"Bladder__bladder.cell","Nr2f2"
"Meis2",7.05971340786494e-40,0.345347767102662,0.667,0.112,1.60679077163006e-35,"Bladder__bladder.cell","Meis2"
"Hic1",1.28334567948565e-34,0.295948100240929,0.483,0.068,2.92089476650934e-30,"Bladder__bladder.cell","Hic1"
"Prdm1",3.12124085971182e-28,0.570490070933269,0.417,0.064,7.1039441967041e-24,"Bladder__bladder.cell","Prdm1"
"Zfp131",1.55418220096197e-27,0.340665818069394,0.883,0.286,3.53731868938944e-23,"Bladder__bladder.cell","Zfp131"
"Nfix",2.92077370086518e-26,0.517129795992796,0.933,0.34,6.64768094316916e-22,"Bladder__bladder.cell","Nfix"
"Nr4a2",4.57733083049233e-26,0.789249644121931,0.733,0.213,1.04180049702005e-21,"Bladder__bladder.cell","Nr4a2"
"Nfic",1.32403326210372e-25,0.571028797183544,0.967,0.436,3.01349970454807e-21,"Bladder__bladder.cell","Nfic"
