"","nGene","nReads","orig.ident"
"B9.B003291.3_39_F.1.1",1466,1503746,"Thymus"
"B9.MAA000607.3_9_M.1.1",1651,217769,"Thymus"
"B9.MAA000609.3_8_M.1.1",1838,431767,"Thymus"
"B9.MAA000880.3_11_M.1.1",1086,419076,"Thymus"
"C1.B000827.3_38_F.1.1",2334,1447873,"Thymus"
"C1.B003291.3_39_F.1.1",1758,595340,"Thymus"
"C1.MAA000607.3_9_M.1.1",1847,202411,"Thymus"
"C10.B000827.3_38_F.1.1",2097,744181,"Thymus"
"C10.B003291.3_39_F.1.1",1497,998365,"Thymus"
"C10.MAA000880.3_11_M.1.1",1839,525720,"Thymus"
"C11.B000827.3_38_F.1.1",1721,366677,"Thymus"
"C11.B003291.3_39_F.1.1",2483,1228648,"Thymus"
"C11.MAA000607.3_9_M.1.1",1494,123208,"Thymus"
"C11.MAA000609.3_8_M.1.1",2588,309346,"Thymus"
"C11.MAA000880.3_11_M.1.1",1098,374433,"Thymus"
"C12.B003291.3_39_F.1.1",1803,1164705,"Thymus"
"C12.MAA000607.3_9_M.1.1",1834,119251,"Thymus"
"C12.MAA000880.3_11_M.1.1",3894,1216001,"Thymus"
"C13.B003291.3_39_F.1.1",1857,1297215,"Thymus"
"C13.MAA000607.3_9_M.1.1",1376,149056,"Thymus"
"C13.MAA000880.3_11_M.1.1",1672,442333,"Thymus"
"C14.B003291.3_39_F.1.1",1429,1013405,"Thymus"
"C14.MAA000607.3_9_M.1.1",2018,237599,"Thymus"
"C14.MAA000880.3_11_M.1.1",1341,573760,"Thymus"
"C15.B000827.3_38_F.1.1",2444,780892,"Thymus"
"C15.B003291.3_39_F.1.1",3858,3309408,"Thymus"
"C15.MAA000607.3_9_M.1.1",4569,907819,"Thymus"
"C15.MAA000880.3_11_M.1.1",1812,716976,"Thymus"
"C16.B003291.3_39_F.1.1",1599,1665878,"Thymus"
"C16.MAA000607.3_9_M.1.1",1520,171279,"Thymus"
"C16.MAA000880.3_11_M.1.1",1453,649760,"Thymus"
"C17.B003291.3_39_F.1.1",1706,2169410,"Thymus"
"C17.MAA000607.3_9_M.1.1",1893,213501,"Thymus"
"C17.MAA000880.3_11_M.1.1",1118,441595,"Thymus"
"C18.B003291.3_39_F.1.1",4476,4279749,"Thymus"
"C18.MAA000607.3_9_M.1.1",1588,199708,"Thymus"
"C18.MAA000880.3_11_M.1.1",946,415477,"Thymus"
"C19.B003291.3_39_F.1.1",1367,1982082,"Thymus"
"C19.MAA000607.3_9_M.1.1",1225,124915,"Thymus"
"C19.MAA000880.3_11_M.1.1",1327,578604,"Thymus"
"C2.B000827.3_38_F.1.1",1633,791945,"Thymus"
"C2.B003291.3_39_F.1.1",1560,1131833,"Thymus"
"C2.MAA000607.3_9_M.1.1",2675,453229,"Thymus"
"C20.B003291.3_39_F.1.1",1439,2244952,"Thymus"
"C20.MAA000880.3_11_M.1.1",1096,509350,"Thymus"
"C21.B000827.3_38_F.1.1",1993,794900,"Thymus"
"C21.B003291.3_39_F.1.1",1192,2444403,"Thymus"
"C21.MAA000607.3_9_M.1.1",2340,382591,"Thymus"
"C21.MAA000880.3_11_M.1.1",2087,971846,"Thymus"
"C22.B000827.3_38_F.1.1",2245,1201117,"Thymus"
"C22.B003291.3_39_F.1.1",1528,3334396,"Thymus"
"C22.MAA000607.3_9_M.1.1",3479,577142,"Thymus"
"C22.MAA000609.3_8_M.1.1",2060,291715,"Thymus"
"C22.MAA000880.3_11_M.1.1",1544,731591,"Thymus"
"C3.B000827.3_38_F.1.1",2024,938376,"Thymus"
"C3.B003291.3_39_F.1.1",1736,689068,"Thymus"
"C3.MAA000607.3_9_M.1.1",5356,969591,"Thymus"
"C4.B000827.3_38_F.1.1",2468,1106584,"Thymus"
"C4.B003291.3_39_F.1.1",1309,665276,"Thymus"
"C4.MAA000607.3_9_M.1.1",4737,1025749,"Thymus"
"C5.B003291.3_39_F.1.1",1549,998973,"Thymus"
"C5.MAA000607.3_9_M.1.1",2226,296677,"Thymus"
"C6.B003285.3_38_F.1.1",1085,281328,"Thymus"
"C6.B003291.3_39_F.1.1",2196,1730011,"Thymus"
"C6.MAA000607.3_9_M.1.1",2257,257268,"Thymus"
"C6.MAA000609.3_8_M.1.1",1856,295013,"Thymus"
"C7.B003291.3_39_F.1.1",1682,1085599,"Thymus"
"C7.MAA000607.3_9_M.1.1",2066,252073,"Thymus"
"C7.MAA000609.3_8_M.1.1",1780,803368,"Thymus"
"C8.B003291.3_39_F.1.1",1399,787144,"Thymus"
"C8.MAA000607.3_9_M.1.1",1559,153672,"Thymus"
"C8.MAA000609.3_8_M.1.1",1703,337721,"Thymus"
"C8.MAA000880.3_11_M.1.1",1504,603398,"Thymus"
"C9.B003291.3_39_F.1.1",1285,767264,"Thymus"
"C9.MAA000607.3_9_M.1.1",1517,162979,"Thymus"
"D1.B003284.3_39_F.1.1",4171,1848521,"Thymus"
"D1.B003291.3_39_F.1.1",3192,2839995,"Thymus"
"D1.MAA000607.3_9_M.1.1",1427,149579,"Thymus"
"D10.B000827.3_38_F.1.1",2143,675068,"Thymus"
"D10.B003291.3_39_F.1.1",1844,1098209,"Thymus"
"D10.MAA000607.3_9_M.1.1",2325,251598,"Thymus"
"D10.MAA000880.3_11_M.1.1",1787,951727,"Thymus"
"D11.B003291.3_39_F.1.1",1824,1220628,"Thymus"
"D11.MAA000607.3_9_M.1.1",1498,108183,"Thymus"
"D11.MAA000609.3_8_M.1.1",2487,198101,"Thymus"
"D11.MAA000880.3_11_M.1.1",1342,532364,"Thymus"
"D12.B000827.3_38_F.1.1",1749,442429,"Thymus"
"D12.B003291.3_39_F.1.1",1549,1038066,"Thymus"
"D12.MAA000607.3_9_M.1.1",1290,103612,"Thymus"
"D12.MAA000880.3_11_M.1.1",1237,526187,"Thymus"
"D13.B000827.3_38_F.1.1",1805,496131,"Thymus"
"D13.B003291.3_39_F.1.1",1518,904603,"Thymus"
"D13.MAA000607.3_9_M.1.1",1812,229558,"Thymus"
"D13.MAA000609.3_8_M.1.1",2879,298513,"Thymus"
"D13.MAA000880.3_11_M.1.1",1737,730879,"Thymus"
"D14.B000827.3_38_F.1.1",1918,663416,"Thymus"
"D14.B003291.3_39_F.1.1",1754,1542390,"Thymus"
"D14.MAA000607.3_9_M.1.1",1380,114168,"Thymus"
"D14.MAA000880.3_11_M.1.1",1164,618217,"Thymus"
"D15.B000827.3_38_F.1.1",1555,359347,"Thymus"
"D15.B003285.3_38_F.1.1",3366,982885,"Thymus"
"D15.B003291.3_39_F.1.1",1681,1298831,"Thymus"
"D15.MAA000607.3_9_M.1.1",1346,122416,"Thymus"
"D15.MAA000880.3_11_M.1.1",1200,671326,"Thymus"
"D16.B000827.3_38_F.1.1",2542,955049,"Thymus"
"D16.B003291.3_39_F.1.1",1497,1309820,"Thymus"
"D16.MAA000607.3_9_M.1.1",1806,186749,"Thymus"
"D16.MAA000880.3_11_M.1.1",1551,801604,"Thymus"
"D17.B000827.3_38_F.1.1",1996,985306,"Thymus"
"D17.B003291.3_39_F.1.1",1431,1132158,"Thymus"
"D17.MAA000607.3_9_M.1.1",1702,175342,"Thymus"
"D17.MAA000880.3_11_M.1.1",1170,674248,"Thymus"
"D18.B003291.3_39_F.1.1",1537,2384658,"Thymus"
"D18.MAA000607.3_9_M.1.1",1457,141374,"Thymus"
"D18.MAA000880.3_11_M.1.1",1155,463206,"Thymus"
"D19.B000827.3_38_F.1.1",3088,1463151,"Thymus"
"D19.B003291.3_39_F.1.1",1377,1987044,"Thymus"
"D19.MAA000607.3_9_M.1.1",1237,134902,"Thymus"
"D19.MAA000880.3_11_M.1.1",1014,454108,"Thymus"
"D2.B000827.3_38_F.1.1",2770,964593,"Thymus"
"D2.B003291.3_39_F.1.1",1993,2175132,"Thymus"
"D2.MAA000607.3_9_M.1.1",2738,366581,"Thymus"
"D2.MAA000609.3_8_M.1.1",4648,2705022,"Thymus"
"D20.B003291.3_39_F.1.1",1214,1998872,"Thymus"
"D20.MAA000607.3_9_M.1.1",1494,159796,"Thymus"
"D21.B003291.3_39_F.1.1",1266,2602298,"Thymus"
"D21.MAA000607.3_9_M.1.1",1914,229756,"Thymus"
"D22.B003291.3_39_F.1.1",1210,2502958,"Thymus"
"D22.MAA000607.3_9_M.1.1",1431,127392,"Thymus"
"D22.MAA000880.3_11_M.1.1",1065,625700,"Thymus"
"D3.B000827.3_38_F.1.1",2151,794756,"Thymus"
"D3.B003291.3_39_F.1.1",1322,890165,"Thymus"
"D3.MAA000607.3_9_M.1.1",2734,466354,"Thymus"
"D4.B000827.3_38_F.1.1",1730,504799,"Thymus"
"D4.B003291.3_39_F.1.1",1442,847557,"Thymus"
"D4.MAA000607.3_9_M.1.1",2218,329305,"Thymus"
"D5.B000827.3_38_F.1.1",1906,777693,"Thymus"
"D5.B003291.3_39_F.1.1",1452,815866,"Thymus"
"D5.MAA000607.3_9_M.1.1",1434,150719,"Thymus"
"D6.B000827.3_38_F.1.1",1771,474042,"Thymus"
"D6.B003291.3_39_F.1.1",2032,1074122,"Thymus"
"D6.MAA000607.3_9_M.1.1",3465,593741,"Thymus"
"D7.B000827.3_38_F.1.1",2148,675426,"Thymus"
"D7.B003291.3_39_F.1.1",1291,571066,"Thymus"
"D7.MAA000607.3_9_M.1.1",1859,192399,"Thymus"
"D7.MAA000609.3_8_M.1.1",2105,774841,"Thymus"
"D8.B003291.3_39_F.1.1",1380,633535,"Thymus"
"D8.MAA000607.3_9_M.1.1",1330,93714,"Thymus"
"D8.MAA000609.3_8_M.1.1",2659,496742,"Thymus"
"D8.MAA000880.3_11_M.1.1",1292,872215,"Thymus"
"D9.B003291.3_39_F.1.1",1670,847922,"Thymus"
"D9.MAA000607.3_9_M.1.1",1640,151099,"Thymus"
"D9.MAA000609.3_8_M.1.1",3143,766860,"Thymus"
"E1.B003285.3_38_F.1.1",3929,1410270,"Thymus"
"E1.B003291.3_39_F.1.1",1443,402122,"Thymus"
"E1.MAA000607.3_9_M.1.1",1663,253028,"Thymus"
"E10.B000827.3_38_F.1.1",1589,404601,"Thymus"
"E10.MAA000607.3_9_M.1.1",1875,158135,"Thymus"
"E11.B000827.3_38_F.1.1",2580,730921,"Thymus"
"E11.B003291.3_39_F.1.1",1570,1064974,"Thymus"
"E11.MAA000607.3_9_M.1.1",4204,601356,"Thymus"
"E11.MAA000880.3_11_M.1.1",2254,826619,"Thymus"
"E12.B000827.3_38_F.1.1",1908,400059,"Thymus"
"E12.B003291.3_39_F.1.1",1604,1219687,"Thymus"
"E12.MAA000607.3_9_M.1.1",1599,168596,"Thymus"
"E13.B000827.3_38_F.1.1",2545,565071,"Thymus"
"E13.B003291.3_39_F.1.1",2329,1237715,"Thymus"
"E13.MAA000607.3_9_M.1.1",1317,98380,"Thymus"
"E14.B000827.3_38_F.1.1",2343,756667,"Thymus"
"E14.B003291.3_39_F.1.1",1391,530054,"Thymus"
"E14.MAA000607.3_9_M.1.1",1636,141641,"Thymus"
"E14.MAA000609.3_8_M.1.1",1250,126327,"Thymus"
"E14.MAA000880.3_11_M.1.1",1586,672357,"Thymus"
"E15.B003291.3_39_F.1.1",1572,1889016,"Thymus"
"E15.MAA000607.3_9_M.1.1",2209,280444,"Thymus"
"E15.MAA000880.3_11_M.1.1",3410,1173409,"Thymus"
"E16.B003291.3_39_F.1.1",1290,1440169,"Thymus"
"E16.MAA000607.3_9_M.1.1",2348,162233,"Thymus"
"E16.MAA000880.3_11_M.1.1",2427,990040,"Thymus"
"E17.B000827.3_38_F.1.1",1838,590285,"Thymus"
"E17.B003291.3_39_F.1.1",1630,1530693,"Thymus"
"E17.MAA000607.3_9_M.1.1",1880,205115,"Thymus"
"E18.B003291.3_39_F.1.1",3121,2578691,"Thymus"
"E18.MAA000607.3_9_M.1.1",2386,324981,"Thymus"
"E18.MAA000880.3_11_M.1.1",978,437701,"Thymus"
"E19.B000827.3_38_F.1.1",1720,453860,"Thymus"
"E19.B003291.3_39_F.1.1",937,911348,"Thymus"
"E19.MAA000607.3_9_M.1.1",2140,362538,"Thymus"
"E2.B003285.3_38_F.1.1",1372,390453,"Thymus"
"E2.B003291.3_39_F.1.1",1777,637084,"Thymus"
"E2.MAA000607.3_9_M.1.1",1448,175990,"Thymus"
"E2.MAA000609.3_8_M.1.1",3491,2686642,"Thymus"
"E20.B003291.3_39_F.1.1",1027,1743976,"Thymus"
"E20.MAA000607.3_9_M.1.1",3444,613066,"Thymus"
"E20.MAA000609.3_8_M.1.1",4350,646748,"Thymus"
"E20.MAA000880.3_11_M.1.1",2090,876794,"Thymus"
"E21.B000827.3_38_F.1.1",3834,1927772,"Thymus"
"E21.B003291.3_39_F.1.1",1334,1358967,"Thymus"
"E21.MAA000607.3_9_M.1.1",1662,178789,"Thymus"
"E22.B003291.3_39_F.1.1",1138,1789516,"Thymus"
"E22.MAA000607.3_9_M.1.1",3232,508103,"Thymus"
"E22.MAA000609.3_8_M.1.1",3805,560493,"Thymus"
"E22.MAA000880.3_11_M.1.1",1632,637827,"Thymus"
"E3.B000827.3_38_F.1.1",2238,570006,"Thymus"
"E3.B003291.3_39_F.1.1",1846,1683186,"Thymus"
"E3.MAA000607.3_9_M.1.1",2020,347795,"Thymus"
"E4.B000827.3_38_F.1.1",3082,905436,"Thymus"
"E4.B003291.3_39_F.1.1",2166,2365560,"Thymus"
"E4.MAA000607.3_9_M.1.1",1791,223209,"Thymus"
"E5.B000827.3_38_F.1.1",2220,831763,"Thymus"
"E5.B003291.3_39_F.1.1",1820,423775,"Thymus"
"E5.MAA000607.3_9_M.1.1",4177,793722,"Thymus"
"E6.B000827.3_38_F.1.1",3638,1499470,"Thymus"
"E6.B003284.3_39_F.1.1",3605,1989966,"Thymus"
"E6.B003291.3_39_F.1.1",2361,1021620,"Thymus"
"E6.MAA000607.3_9_M.1.1",1622,198395,"Thymus"
"E7.B000827.3_38_F.1.1",2135,582960,"Thymus"
"E7.B003285.3_38_F.1.1",1749,498668,"Thymus"
"E7.B003291.3_39_F.1.1",1435,849945,"Thymus"
"E7.MAA000607.3_9_M.1.1",1363,123788,"Thymus"
"E8.B000827.3_38_F.1.1",2262,545925,"Thymus"
"E8.B003291.3_39_F.1.1",1767,1499289,"Thymus"
"E8.MAA000607.3_9_M.1.1",1815,177348,"Thymus"
"E8.MAA000609.3_8_M.1.1",1886,515982,"Thymus"
"E9.B000827.3_38_F.1.1",2446,193685,"Thymus"
"E9.B003291.3_39_F.1.1",1569,456245,"Thymus"
"E9.MAA000607.3_9_M.1.1",1697,179494,"Thymus"
"E9.MAA000609.3_8_M.1.1",4719,1174080,"Thymus"
"F1.B000827.3_38_F.1.1",1977,1995163,"Thymus"
"F1.B003291.3_39_F.1.1",1391,373600,"Thymus"
"F1.MAA000607.3_9_M.1.1",3391,455684,"Thymus"
"F1.MAA000609.3_8_M.1.1",3495,2246673,"Thymus"
"F10.B000827.3_38_F.1.1",3319,1077243,"Thymus"
"F10.B003291.3_39_F.1.1",1430,430738,"Thymus"
"F10.MAA000607.3_9_M.1.1",1367,125700,"Thymus"
"F10.MAA000880.3_11_M.1.1",1684,464057,"Thymus"
"F11.B000827.3_38_F.1.1",2085,433907,"Thymus"
"F11.B003291.3_39_F.1.1",1616,1257878,"Thymus"
"F11.MAA000607.3_9_M.1.1",1699,143861,"Thymus"
"F11.MAA000880.3_11_M.1.1",2380,293257,"Thymus"
"F12.B000827.3_38_F.1.1",1943,383753,"Thymus"
"F12.B003285.3_38_F.1.1",2398,632785,"Thymus"
"F12.B003291.3_39_F.1.1",1803,1519760,"Thymus"
"F12.MAA000607.3_9_M.1.1",3635,611220,"Thymus"
"F12.MAA000880.3_11_M.1.1",1099,508527,"Thymus"
"F13.B000827.3_38_F.1.1",2104,534005,"Thymus"
"F13.B003291.3_39_F.1.1",1620,723526,"Thymus"
"F13.MAA000607.3_9_M.1.1",1998,246473,"Thymus"
"F13.MAA000609.3_8_M.1.1",1202,95707,"Thymus"
"F13.MAA000880.3_11_M.1.1",1345,568915,"Thymus"
"F14.B003291.3_39_F.1.1",1656,940024,"Thymus"
"F14.MAA000607.3_9_M.1.1",2006,183039,"Thymus"
"F15.B000827.3_38_F.1.1",2177,1858360,"Thymus"
"F15.B003291.3_39_F.1.1",1749,1367673,"Thymus"
"F15.MAA000607.3_9_M.1.1",5775,1008505,"Thymus"
"F16.B000827.3_38_F.1.1",2419,592884,"Thymus"
"F16.B003291.3_39_F.1.1",1414,1876606,"Thymus"
"F16.MAA000607.3_9_M.1.1",1655,176439,"Thymus"
"F16.MAA000880.3_11_M.1.1",1354,534769,"Thymus"
"F17.B000827.3_38_F.1.1",2174,772617,"Thymus"
"F17.B003291.3_39_F.1.1",1500,924726,"Thymus"
"F17.MAA000607.3_9_M.1.1",2034,187818,"Thymus"
"F18.B000827.3_38_F.1.1",2308,359091,"Thymus"
"F18.B003291.3_39_F.1.1",1237,1307242,"Thymus"
"F18.MAA000607.3_9_M.1.1",1255,119260,"Thymus"
"F18.MAA000880.3_11_M.1.1",2588,942738,"Thymus"
"F19.B000827.3_38_F.1.1",1784,517191,"Thymus"
"F19.B003291.3_39_F.1.1",1236,2099380,"Thymus"
"F19.MAA000607.3_9_M.1.1",1896,234068,"Thymus"
"F19.MAA000880.3_11_M.1.1",1501,1087126,"Thymus"
"F2.B000827.3_38_F.1.1",1811,601106,"Thymus"
"F2.B003291.3_39_F.1.1",1664,703667,"Thymus"
"F2.MAA000607.3_9_M.1.1",2673,342694,"Thymus"
"F20.B000827.3_38_F.1.1",2019,578983,"Thymus"
"F20.B003291.3_39_F.1.1",1134,2150056,"Thymus"
"F20.MAA000607.3_9_M.1.1",1406,174242,"Thymus"
"F20.MAA000880.3_11_M.1.1",1406,865064,"Thymus"
