"","nGene","nReads","orig.ident"
"A1.B002762.3_39_F.1.1",1349,222755,"Diaphragm"
"A1.D042105.3_11_M.1.1",2391,400585,"Diaphragm"
"A10.B002762.3_39_F.1.1",1595,314030,"Diaphragm"
"A10.D042105.3_11_M.1.1",1711,776865,"Diaphragm"
"A11.B002762.3_39_F.1.1",1818,202996,"Diaphragm"
"A11.D042105.3_11_M.1.1",1863,688058,"Diaphragm"
"A11.D042180.3_10_M.1.1",2117,105321,"Diaphragm"
"A12.B002762.3_39_F.1.1",1738,591633,"Diaphragm"
"A12.D042105.3_11_M.1.1",2250,742973,"Diaphragm"
"A13.B002762.3_39_F.1.1",1741,851705,"Diaphragm"
"A13.D042105.3_11_M.1.1",1674,625867,"Diaphragm"
"A13.D042180.3_10_M.1.1",2128,123749,"Diaphragm"
"A14.B002762.3_39_F.1.1",1639,423203,"Diaphragm"
"A14.D042105.3_11_M.1.1",1490,749364,"Diaphragm"
"A14.D042180.3_10_M.1.1",1611,77039,"Diaphragm"
"A15.B002762.3_39_F.1.1",1722,322008,"Diaphragm"
"A15.D042105.3_11_M.1.1",1396,770825,"Diaphragm"
"A15.D042180.3_10_M.1.1",1615,104910,"Diaphragm"
"A16.B002762.3_39_F.1.1",1498,275989,"Diaphragm"
"A16.D042105.3_11_M.1.1",1396,814652,"Diaphragm"
"A16.D042180.3_10_M.1.1",1816,99010,"Diaphragm"
"A16.MAA001454.3_38_F.1.1",1596,712762,"Diaphragm"
"A17.B002762.3_39_F.1.1",1753,465259,"Diaphragm"
"A17.D042105.3_11_M.1.1",1414,715102,"Diaphragm"
"A18.B002762.3_39_F.1.1",2020,399320,"Diaphragm"
"A18.D042105.3_11_M.1.1",1899,857516,"Diaphragm"
"A18.D042180.3_10_M.1.1",1473,81914,"Diaphragm"
"A19.B002762.3_39_F.1.1",1338,170292,"Diaphragm"
"A19.D042105.3_11_M.1.1",1480,732637,"Diaphragm"
"A19.D042180.3_10_M.1.1",1693,97096,"Diaphragm"
"A2.B002762.3_39_F.1.1",1990,414090,"Diaphragm"
"A2.D042105.3_11_M.1.1",1717,542944,"Diaphragm"
"A2.D042180.3_10_M.1.1",2231,164547,"Diaphragm"
"A20.B002762.3_39_F.1.1",1965,475481,"Diaphragm"
"A20.D042105.3_11_M.1.1",1441,742440,"Diaphragm"
"A20.MAA001454.3_38_F.1.1",1442,720271,"Diaphragm"
"A21.B002762.3_39_F.1.1",1818,405530,"Diaphragm"
"A21.D042105.3_11_M.1.1",1502,919625,"Diaphragm"
"A22.B002762.3_39_F.1.1",1300,356462,"Diaphragm"
"A3.B002762.3_39_F.1.1",977,84644,"Diaphragm"
"A3.D042105.3_11_M.1.1",2173,652060,"Diaphragm"
"A3.D042180.3_10_M.1.1",1796,97119,"Diaphragm"
"A4.D042105.3_11_M.1.1",1713,663056,"Diaphragm"
"A4.D042180.3_10_M.1.1",1997,127787,"Diaphragm"
"A5.B002762.3_39_F.1.1",1721,179744,"Diaphragm"
"A5.D042105.3_11_M.1.1",1653,379379,"Diaphragm"
"A5.D042180.3_10_M.1.1",1584,115258,"Diaphragm"
"A6.B002762.3_39_F.1.1",1741,73818,"Diaphragm"
"A6.D042105.3_11_M.1.1",1316,452295,"Diaphragm"
"A6.MAA001454.3_38_F.1.1",1484,787787,"Diaphragm"
"A7.B002762.3_39_F.1.1",1722,193401,"Diaphragm"
"A7.D042105.3_11_M.1.1",1445,539417,"Diaphragm"
"A8.B002762.3_39_F.1.1",2012,177749,"Diaphragm"
"A8.D042105.3_11_M.1.1",1264,446969,"Diaphragm"
"A9.B002762.3_39_F.1.1",1959,447376,"Diaphragm"
"A9.D042105.3_11_M.1.1",1516,595373,"Diaphragm"
"A9.D042180.3_10_M.1.1",1508,94634,"Diaphragm"
"B1.B002762.3_39_F.1.1",1414,254572,"Diaphragm"
"B1.D042105.3_11_M.1.1",1962,854751,"Diaphragm"
"B1.D042180.3_10_M.1.1",1445,84986,"Diaphragm"
"B1.MAA001454.3_38_F.1.1",2275,1036447,"Diaphragm"
"B10.B002762.3_39_F.1.1",1910,335832,"Diaphragm"
"B10.D042105.3_11_M.1.1",1752,756493,"Diaphragm"
"B10.D042180.3_10_M.1.1",1515,64800,"Diaphragm"
