"","nGene","nReads","orig.ident"
"P1.MAA000583.3_9_M.1.1",4789,407481,"Colon"
"K18.MAA000583.3_9_M.1.1",4689,379456,"Colon"
"M11.MAA000583.3_9_M.1.1",6239,469157,"Colon"
"N16.MAA000583.3_9_M.1.1",1762,119659,"Colon"
"P2.MAA000583.3_9_M.1.1",7161,620524,"Colon"
"H11.MAA000583.3_9_M.1.1",4220,314298,"Colon"
"I22.MAA000583.3_9_M.1.1",5660,558698,"Colon"
"M12.MAA000583.3_9_M.1.1",6216,650123,"Colon"
"N17.MAA000583.3_9_M.1.1",3520,314394,"Colon"
"P3.MAA000583.3_9_M.1.1",8644,503334,"Colon"
"C21.MAA000583.3_9_M.1.1",5099,362681,"Colon"
"E14.MAA000583.3_9_M.1.1",2312,123027,"Colon"
"F21.MAA000583.3_9_M.1.1",1106,59945,"Colon"
"H12.MAA000583.3_9_M.1.1",6656,595512,"Colon"
"J1.MAA000583.3_9_M.1.1",6116,494217,"Colon"
"K20.MAA000583.3_9_M.1.1",1658,75002,"Colon"
"F22.MAA000583.3_9_M.1.1",5370,455377,"Colon"
"H13.MAA000583.3_9_M.1.1",1852,111009,"Colon"
"J2.MAA000583.3_9_M.1.1",7685,1035300,"Colon"
"K22.MAA000583.3_9_M.1.1",3785,271582,"Colon"
"M14.MAA000583.3_9_M.1.1",1364,97405,"Colon"
"P4.MAA000583.3_9_M.1.1",5152,580530,"Colon"
"C22.MAA000583.3_9_M.1.1",4950,626268,"Colon"
"E16.MAA000583.3_9_M.1.1",1222,88632,"Colon"
"H15.MAA000583.3_9_M.1.1",4485,414171,"Colon"
"J5.MAA000583.3_9_M.1.1",6758,699228,"Colon"
"L1.MAA000583.3_9_M.1.1",5142,935016,"Colon"
"M16.MAA000583.3_9_M.1.1",2186,123349,"Colon"
"N19.MAA000583.3_9_M.1.1",4744,275949,"Colon"
"P5.MAA000583.3_9_M.1.1",5343,575043,"Colon"
"B3.MAA000583.3_9_M.1.1",5797,512182,"Colon"
"E18.MAA000583.3_9_M.1.1",1006,52116,"Colon"
"G2.MAA000583.3_9_M.1.1",1573,151484,"Colon"
"E19.MAA000583.3_9_M.1.1",4696,535680,"Colon"
"G5.MAA000583.3_9_M.1.1",1932,83697,"Colon"
"H17.MAA000583.3_9_M.1.1",1562,98987,"Colon"
"J7.MAA000583.3_9_M.1.1",8767,927940,"Colon"
"L2.MAA000583.3_9_M.1.1",4889,199482,"Colon"
"M17.MAA000583.3_9_M.1.1",1271,113473,"Colon"
"N20.MAA000583.3_9_M.1.1",5005,403142,"Colon"
"P6.MAA000583.3_9_M.1.1",5137,475258,"Colon"
"B4.MAA000583.3_9_M.1.1",2179,79423,"Colon"
"D2.MAA000583.3_9_M.1.1",2291,195860,"Colon"
"G7.MAA000583.3_9_M.1.1",5032,417423,"Colon"
"H18.MAA000583.3_9_M.1.1",5649,634169,"Colon"
"J8.MAA000583.3_9_M.1.1",5226,251343,"Colon"
"L3.MAA000583.3_9_M.1.1",5537,608631,"Colon"
"M18.MAA000583.3_9_M.1.1",4867,582921,"Colon"
"N21.MAA000583.3_9_M.1.1",5319,885933,"Colon"
"P7.MAA000583.3_9_M.1.1",5033,436240,"Colon"
"B5.MAA000583.3_9_M.1.1",4100,815974,"Colon"
"D3.MAA000583.3_9_M.1.1",6690,480105,"Colon"
"E20.MAA000583.3_9_M.1.1",3589,402607,"Colon"
"E21.MAA000583.3_9_M.1.1",5111,575960,"Colon"
"G11.MAA000583.3_9_M.1.1",5765,428826,"Colon"
"H19.MAA000583.3_9_M.1.1",4978,486897,"Colon"
"J11.MAA000583.3_9_M.1.1",4990,615571,"Colon"
"L5.MAA000583.3_9_M.1.1",5857,694231,"Colon"
"M19.MAA000583.3_9_M.1.1",5242,424214,"Colon"
"N22.MAA000583.3_9_M.1.1",4996,508218,"Colon"
"B10.MAA000583.3_9_M.1.1",3110,285116,"Colon"
"E22.MAA000583.3_9_M.1.1",5248,555764,"Colon"
"G12.MAA000583.3_9_M.1.1",1698,131496,"Colon"
"H20.MAA000583.3_9_M.1.1",5517,558114,"Colon"
"J12.MAA000583.3_9_M.1.1",4889,559397,"Colon"
"L6.MAA000583.3_9_M.1.1",7213,554798,"Colon"
"M20.MAA000583.3_9_M.1.1",1546,158677,"Colon"
"O4.MAA000583.3_9_M.1.1",2470,1200215,"Colon"
"P9.MAA000583.3_9_M.1.1",7108,644009,"Colon"
"B13.MAA000583.3_9_M.1.1",1815,127335,"Colon"
"D5.MAA000583.3_9_M.1.1",2993,1373267,"Colon"
"B14.MAA000583.3_9_M.1.1",1524,110954,"Colon"
"D6.MAA000583.3_9_M.1.1",1560,111070,"Colon"
"F1.MAA000583.3_9_M.1.1",6696,484763,"Colon"
"G13.MAA000583.3_9_M.1.1",2179,177799,"Colon"
"H21.MAA000583.3_9_M.1.1",1243,232347,"Colon"
"J13.MAA000583.3_9_M.1.1",1984,127934,"Colon"
"L7.MAA000583.3_9_M.1.1",6346,778421,"Colon"
"M21.MAA000583.3_9_M.1.1",534,103621,"Colon"
"B16.MAA000583.3_9_M.1.1",1812,132150,"Colon"
"D7.MAA000583.3_9_M.1.1",6544,1787045,"Colon"
"F2.MAA000583.3_9_M.1.1",5485,563088,"Colon"
"G14.MAA000583.3_9_M.1.1",1704,153745,"Colon"
"H22.MAA000583.3_9_M.1.1",4706,733442,"Colon"
"J16.MAA000583.3_9_M.1.1",1943,155742,"Colon"
"L8.MAA000583.3_9_M.1.1",4113,343176,"Colon"
"O5.MAA000583.3_9_M.1.1",7241,504339,"Colon"
"M22.MAA000583.3_9_M.1.1",4625,537469,"Colon"
"O6.MAA000583.3_9_M.1.1",8183,737567,"Colon"
"P11.MAA000583.3_9_M.1.1",4429,364046,"Colon"
"P10.MAA000583.3_9_M.1.1",2834,207094,"Colon"
"D8.MAA000583.3_9_M.1.1",5700,627112,"Colon"
"F3.MAA000583.3_9_M.1.1",6140,504588,"Colon"
"G17.MAA000583.3_9_M.1.1",1776,113322,"Colon"
"J18.MAA000583.3_9_M.1.1",4981,554931,"Colon"
"B18.MAA000583.3_9_M.1.1",1248,144781,"Colon"
"D11.MAA000583.3_9_M.1.1",6852,760908,"Colon"
"F4.MAA000583.3_9_M.1.1",4905,441185,"Colon"
"G18.MAA000583.3_9_M.1.1",6138,774192,"Colon"
"I5.MAA000583.3_9_M.1.1",6973,853535,"Colon"
"J19.MAA000583.3_9_M.1.1",5707,588479,"Colon"
"L11.MAA000583.3_9_M.1.1",8179,556824,"Colon"
"N1.MAA000583.3_9_M.1.1",6496,921865,"Colon"
"O9.MAA000583.3_9_M.1.1",7591,715340,"Colon"
"O7.MAA000583.3_9_M.1.1",1604,93358,"Colon"
"P13.MAA000583.3_9_M.1.1",2607,89870,"Colon"
"B19.MAA000583.3_9_M.1.1",5178,480893,"Colon"
"D12.MAA000583.3_9_M.1.1",5611,761285,"Colon"
"F6.MAA000583.3_9_M.1.1",1298,92396,"Colon"
"G19.MAA000583.3_9_M.1.1",6452,650748,"Colon"
"I6.MAA000583.3_9_M.1.1",7547,793683,"Colon"
"J20.MAA000583.3_9_M.1.1",1613,92458,"Colon"
"L12.MAA000583.3_9_M.1.1",6305,347818,"Colon"
"O10.MAA000583.3_9_M.1.1",5776,569949,"Colon"
"P15.MAA000583.3_9_M.1.1",2463,82193,"Colon"
"A6.MAA000583.3_9_M.1.1",6640,687249,"Colon"
"I9.MAA000583.3_9_M.1.1",6998,600877,"Colon"
"J21.MAA000583.3_9_M.1.1",5462,611854,"Colon"
"L13.MAA000583.3_9_M.1.1",1705,112918,"Colon"
"N4.MAA000583.3_9_M.1.1",4794,337575,"Colon"
"O11.MAA000583.3_9_M.1.1",1582,65319,"Colon"
"P16.MAA000583.3_9_M.1.1",2309,82450,"Colon"
"A7.MAA000583.3_9_M.1.1",1861,219181,"Colon"
"B20.MAA000583.3_9_M.1.1",4981,350102,"Colon"
"D13.MAA000583.3_9_M.1.1",1807,54021,"Colon"
"F7.MAA000583.3_9_M.1.1",5107,599577,"Colon"
"G21.MAA000583.3_9_M.1.1",5035,643101,"Colon"
"A10.MAA000583.3_9_M.1.1",5464,581957,"Colon"
"I10.MAA000583.3_9_M.1.1",7934,795991,"Colon"
"J22.MAA000583.3_9_M.1.1",1723,70735,"Colon"
"L15.MAA000583.3_9_M.1.1",2773,188020,"Colon"
"B21.MAA000583.3_9_M.1.1",5756,617873,"Colon"
"D17.MAA000583.3_9_M.1.1",2096,137863,"Colon"
"F8.MAA000583.3_9_M.1.1",5661,1162270,"Colon"
"G22.MAA000583.3_9_M.1.1",4689,634376,"Colon"
"A11.MAA000583.3_9_M.1.1",8201,810897,"Colon"
"B22.MAA000583.3_9_M.1.1",5358,760751,"Colon"
"D18.MAA000583.3_9_M.1.1",1329,92087,"Colon"
"F9.MAA000583.3_9_M.1.1",8227,891702,"Colon"
"O12.MAA000583.3_9_M.1.1",6525,459317,"Colon"
"I11.MAA000583.3_9_M.1.1",5180,266992,"Colon"
"P17.MAA000583.3_9_M.1.1",1838,104296,"Colon"
"K5.MAA000583.3_9_M.1.1",4216,104696,"Colon"
"L16.MAA000583.3_9_M.1.1",2737,97942,"Colon"
"N6.MAA000583.3_9_M.1.1",2192,226622,"Colon"
"O15.MAA000583.3_9_M.1.1",1836,108631,"Colon"
"C14.MAA000611.3_8_M.1.1",2365,161157,"Colon"
"D18.MAA000611.3_8_M.1.1",2863,544913,"Colon"
"A8.MAA000611.3_8_M.1.1",1723,296449,"Colon"
"E22.MAA000611.3_8_M.1.1",3792,1072516,"Colon"
"B11.MAA000611.3_8_M.1.1",5706,1235069,"Colon"
"A9.MAA000611.3_8_M.1.1",4690,1289586,"Colon"
"B12.MAA000611.3_8_M.1.1",5154,604235,"Colon"
"C15.MAA000611.3_8_M.1.1",2399,392906,"Colon"
"D19.MAA000611.3_8_M.1.1",1936,516578,"Colon"
"F1.MAA000611.3_8_M.1.1",5751,1401358,"Colon"
"A10.MAA000611.3_8_M.1.1",5383,1233066,"Colon"
"B13.MAA000611.3_8_M.1.1",2816,270747,"Colon"
"C16.MAA000611.3_8_M.1.1",2036,241041,"Colon"
"F2.MAA000611.3_8_M.1.1",4093,863205,"Colon"
"A11.MAA000611.3_8_M.1.1",2009,373529,"Colon"
"C17.MAA000611.3_8_M.1.1",2035,592718,"Colon"
"D22.MAA000611.3_8_M.1.1",2669,912261,"Colon"
"F4.MAA000611.3_8_M.1.1",6773,1546040,"Colon"
"E1.MAA000611.3_8_M.1.1",2101,420605,"Colon"
"F5.MAA000611.3_8_M.1.1",5418,1232821,"Colon"
"A12.MAA000611.3_8_M.1.1",5629,1114097,"Colon"
"B15.MAA000611.3_8_M.1.1",1115,109339,"Colon"
"C18.MAA000611.3_8_M.1.1",3699,910078,"Colon"
"A13.MAA000611.3_8_M.1.1",2842,574358,"Colon"
"C19.MAA000611.3_8_M.1.1",5487,1525981,"Colon"
"F6.MAA000611.3_8_M.1.1",1460,368533,"Colon"
"A14.MAA000611.3_8_M.1.1",4417,1543829,"Colon"
"B17.MAA000611.3_8_M.1.1",1942,541063,"Colon"
"C21.MAA000611.3_8_M.1.1",2103,481481,"Colon"
"E3.MAA000611.3_8_M.1.1",2202,616755,"Colon"
"F7.MAA000611.3_8_M.1.1",5323,1144189,"Colon"
"B19.MAA000611.3_8_M.1.1",5221,1483625,"Colon"
"C22.MAA000611.3_8_M.1.1",1810,450063,"Colon"
"E4.MAA000611.3_8_M.1.1",1937,408457,"Colon"
"F8.MAA000611.3_8_M.1.1",3210,649737,"Colon"
"A15.MAA000611.3_8_M.1.1",3033,518397,"Colon"
"A16.MAA000611.3_8_M.1.1",1109,74354,"Colon"
"B20.MAA000611.3_8_M.1.1",2582,332091,"Colon"
"D1.MAA000611.3_8_M.1.1",2792,832010,"Colon"
"E5.MAA000611.3_8_M.1.1",1126,344444,"Colon"
"F9.MAA000611.3_8_M.1.1",6537,1302304,"Colon"
"D2.MAA000611.3_8_M.1.1",1439,532507,"Colon"
"E6.MAA000611.3_8_M.1.1",5200,871827,"Colon"
"A17.MAA000611.3_8_M.1.1",4336,1733678,"Colon"
"B21.MAA000611.3_8_M.1.1",1373,511283,"Colon"
"A18.MAA000611.3_8_M.1.1",830,534272,"Colon"
"B22.MAA000611.3_8_M.1.1",4301,1194441,"Colon"
"D3.MAA000611.3_8_M.1.1",1679,512259,"Colon"
"E7.MAA000611.3_8_M.1.1",6276,693839,"Colon"
"A20.MAA000611.3_8_M.1.1",1734,416506,"Colon"
"C1.MAA000611.3_8_M.1.1",5874,1651432,"Colon"
"D4.MAA000611.3_8_M.1.1",2404,697113,"Colon"
"E8.MAA000611.3_8_M.1.1",2498,547406,"Colon"
"D5.MAA000611.3_8_M.1.1",5781,1649975,"Colon"
"E9.MAA000611.3_8_M.1.1",4739,947050,"Colon"
"A22.MAA000611.3_8_M.1.1",1764,311248,"Colon"
"C3.MAA000611.3_8_M.1.1",1682,392934,"Colon"
"D6.MAA000611.3_8_M.1.1",5491,1733063,"Colon"
"E10.MAA000611.3_8_M.1.1",2389,428701,"Colon"
"B1.MAA000611.3_8_M.1.1",5242,1808090,"Colon"
"C4.MAA000611.3_8_M.1.1",1600,458192,"Colon"
"D8.MAA000611.3_8_M.1.1",7522,824922,"Colon"
"E11.MAA000611.3_8_M.1.1",5429,1219008,"Colon"
"B2.MAA000611.3_8_M.1.1",4760,1759441,"Colon"
"D9.MAA000611.3_8_M.1.1",5484,1408030,"Colon"
"E13.MAA000611.3_8_M.1.1",1661,258493,"Colon"
"C5.MAA000611.3_8_M.1.1",2738,841257,"Colon"
"C6.MAA000611.3_8_M.1.1",6570,1420925,"Colon"
"D10.MAA000611.3_8_M.1.1",973,212868,"Colon"
"E14.MAA000611.3_8_M.1.1",3695,851467,"Colon"
"A1.MAA000611.3_8_M.1.1",4635,1107042,"Colon"
"B4.MAA000611.3_8_M.1.1",2652,702648,"Colon"
"C7.MAA000611.3_8_M.1.1",5644,1299710,"Colon"
"D11.MAA000611.3_8_M.1.1",6031,1692718,"Colon"
"E15.MAA000611.3_8_M.1.1",3034,764411,"Colon"
"D12.MAA000611.3_8_M.1.1",6203,972303,"Colon"
"E16.MAA000611.3_8_M.1.1",1645,234803,"Colon"
"A2.MAA000611.3_8_M.1.1",2199,883528,"Colon"
"B5.MAA000611.3_8_M.1.1",1403,497215,"Colon"
"C8.MAA000611.3_8_M.1.1",5503,1048202,"Colon"
"A4.MAA000611.3_8_M.1.1",5252,1110139,"Colon"
"B7.MAA000611.3_8_M.1.1",4609,421981,"Colon"
"A3.MAA000611.3_8_M.1.1",4970,803767,"Colon"
"C10.MAA000611.3_8_M.1.1",3606,863223,"Colon"
"D14.MAA000611.3_8_M.1.1",3312,625901,"Colon"
"B6.MAA000611.3_8_M.1.1",4081,593652,"Colon"
"C9.MAA000611.3_8_M.1.1",1671,447555,"Colon"
"D13.MAA000611.3_8_M.1.1",2923,474017,"Colon"
"E17.MAA000611.3_8_M.1.1",3179,866539,"Colon"
"E18.MAA000611.3_8_M.1.1",2873,605535,"Colon"
"A5.MAA000611.3_8_M.1.1",5672,1854443,"Colon"
"B8.MAA000611.3_8_M.1.1",3631,472508,"Colon"
"C11.MAA000611.3_8_M.1.1",1633,357087,"Colon"
"E19.MAA000611.3_8_M.1.1",4121,862977,"Colon"
"C12.MAA000611.3_8_M.1.1",7166,1403327,"Colon"
"D16.MAA000611.3_8_M.1.1",6582,1147558,"Colon"
"E20.MAA000611.3_8_M.1.1",4148,820813,"Colon"
"A6.MAA000611.3_8_M.1.1",5699,908634,"Colon"
"G6.MAA000611.3_8_M.1.1",5910,1783220,"Colon"
"H8.MAA000611.3_8_M.1.1",2548,352407,"Colon"
"I12.MAA000611.3_8_M.1.1",5164,765945,"Colon"
"J17.MAA000611.3_8_M.1.1",5053,1461406,"Colon"
"K20.MAA000611.3_8_M.1.1",1536,86729,"Colon"
"M2.MAA000611.3_8_M.1.1",6566,961114,"Colon"
"N5.MAA000611.3_8_M.1.1",1635,568912,"Colon"
"O8.MAA000611.3_8_M.1.1",1790,317499,"Colon"
"P12.MAA000611.3_8_M.1.1",1486,150134,"Colon"
"A7.MAA000611.3_8_M.1.1",6037,1698548,"Colon"
"B10.MAA000611.3_8_M.1.1",7053,1521068,"Colon"
"C13.MAA000611.3_8_M.1.1",4218,1368743,"Colon"
"D17.MAA000611.3_8_M.1.1",1545,300230,"Colon"
"I13.MAA000611.3_8_M.1.1",5495,1336221,"Colon"
"J18.MAA000611.3_8_M.1.1",1600,439365,"Colon"
"K21.MAA000611.3_8_M.1.1",1426,199905,"Colon"
"M3.MAA000611.3_8_M.1.1",4723,848096,"Colon"
"N6.MAA000611.3_8_M.1.1",5524,912672,"Colon"
"O9.MAA000611.3_8_M.1.1",6122,1347254,"Colon"
"P13.MAA000611.3_8_M.1.1",4256,653226,"Colon"
"G7.MAA000611.3_8_M.1.1",4731,880805,"Colon"
"H9.MAA000611.3_8_M.1.1",1148,278433,"Colon"
"P14.MAA000611.3_8_M.1.1",3573,367598,"Colon"
"G9.MAA000611.3_8_M.1.1",2436,698853,"Colon"
"H11.MAA000611.3_8_M.1.1",5535,834766,"Colon"
"G8.MAA000611.3_8_M.1.1",5941,1197935,"Colon"
"I16.MAA000611.3_8_M.1.1",5401,1229813,"Colon"
"J20.MAA000611.3_8_M.1.1",1353,200157,"Colon"
"H10.MAA000611.3_8_M.1.1",5852,1335034,"Colon"
"I14.MAA000611.3_8_M.1.1",3704,864478,"Colon"
"J19.MAA000611.3_8_M.1.1",3663,640035,"Colon"
"K22.MAA000611.3_8_M.1.1",6160,1440340,"Colon"
"M4.MAA000611.3_8_M.1.1",6691,1025996,"Colon"
"N7.MAA000611.3_8_M.1.1",5487,772825,"Colon"
"O10.MAA000611.3_8_M.1.1",1597,276414,"Colon"
"L1.MAA000611.3_8_M.1.1",6137,1454255,"Colon"
"G10.MAA000611.3_8_M.1.1",4707,808659,"Colon"
"H12.MAA000611.3_8_M.1.1",6444,1327814,"Colon"
"I17.MAA000611.3_8_M.1.1",3393,377684,"Colon"
"J21.MAA000611.3_8_M.1.1",1854,605726,"Colon"
"M5.MAA000611.3_8_M.1.1",1623,571992,"Colon"
"L2.MAA000611.3_8_M.1.1",2073,370687,"Colon"
"M6.MAA000611.3_8_M.1.1",2280,531898,"Colon"
"N9.MAA000611.3_8_M.1.1",7573,1718558,"Colon"
"N8.MAA000611.3_8_M.1.1",1298,229601,"Colon"
"O11.MAA000611.3_8_M.1.1",5411,725458,"Colon"
"P15.MAA000611.3_8_M.1.1",3730,378414,"Colon"
"O12.MAA000611.3_8_M.1.1",2232,282744,"Colon"
"G11.MAA000611.3_8_M.1.1",4159,511917,"Colon"
"H13.MAA000611.3_8_M.1.1",3037,521293,"Colon"
"I18.MAA000611.3_8_M.1.1",1944,495795,"Colon"
"J22.MAA000611.3_8_M.1.1",2694,542043,"Colon"
"L3.MAA000611.3_8_M.1.1",7333,1499083,"Colon"
"M7.MAA000611.3_8_M.1.1",1771,302726,"Colon"
"N10.MAA000611.3_8_M.1.1",5016,1230796,"Colon"
"O13.MAA000611.3_8_M.1.1",1711,199661,"Colon"
"P17.MAA000611.3_8_M.1.1",1048,69081,"Colon"
"P16.MAA000611.3_8_M.1.1",3143,253187,"Colon"
"M8.MAA000611.3_8_M.1.1",2922,479830,"Colon"
"N12.MAA000611.3_8_M.1.1",1081,105801,"Colon"
"O14.MAA000611.3_8_M.1.1",1968,251040,"Colon"
"G13.MAA000611.3_8_M.1.1",2457,467418,"Colon"
"G12.MAA000611.3_8_M.1.1",1282,325832,"Colon"
"H14.MAA000611.3_8_M.1.1",5318,1379431,"Colon"
"I20.MAA000611.3_8_M.1.1",2519,302809,"Colon"
"K1.MAA000611.3_8_M.1.1",2014,515048,"Colon"
"L4.MAA000611.3_8_M.1.1",6037,1193173,"Colon"
"H15.MAA000611.3_8_M.1.1",4146,758610,"Colon"
"G14.MAA000611.3_8_M.1.1",3451,907895,"Colon"
"H16.MAA000611.3_8_M.1.1",2972,468284,"Colon"
"I21.MAA000611.3_8_M.1.1",5732,1377908,"Colon"
"I22.MAA000611.3_8_M.1.1",2014,554549,"Colon"
"K3.MAA000611.3_8_M.1.1",1680,384918,"Colon"
"L6.MAA000611.3_8_M.1.1",4706,948367,"Colon"
"L5.MAA000611.3_8_M.1.1",4650,1096517,"Colon"
"M9.MAA000611.3_8_M.1.1",1619,275334,"Colon"
"N13.MAA000611.3_8_M.1.1",1933,253746,"Colon"
"O15.MAA000611.3_8_M.1.1",3037,438811,"Colon"
"P19.MAA000611.3_8_M.1.1",1842,127967,"Colon"
"M10.MAA000611.3_8_M.1.1",1637,383888,"Colon"
"G15.MAA000611.3_8_M.1.1",5199,1455417,"Colon"
"H17.MAA000611.3_8_M.1.1",2079,379362,"Colon"
"J1.MAA000611.3_8_M.1.1",5250,1243407,"Colon"
"K4.MAA000611.3_8_M.1.1",1859,348372,"Colon"
"L7.MAA000611.3_8_M.1.1",3256,586390,"Colon"
"M11.MAA000611.3_8_M.1.1",6170,1378181,"Colon"
"N15.MAA000611.3_8_M.1.1",3366,528483,"Colon"
"O17.MAA000611.3_8_M.1.1",2815,390407,"Colon"
"N14.MAA000611.3_8_M.1.1",2454,394299,"Colon"
"P21.MAA000611.3_8_M.1.1",1433,168733,"Colon"
"O16.MAA000611.3_8_M.1.1",1422,83619,"Colon"
"P20.MAA000611.3_8_M.1.1",6411,733617,"Colon"
"J2.MAA000611.3_8_M.1.1",5307,626314,"Colon"
"K5.MAA000611.3_8_M.1.1",5341,1074927,"Colon"
"L8.MAA000611.3_8_M.1.1",1681,253007,"Colon"
"M12.MAA000611.3_8_M.1.1",1339,310388,"Colon"
"N16.MAA000611.3_8_M.1.1",3642,573605,"Colon"
"O18.MAA000611.3_8_M.1.1",2337,340058,"Colon"
"P22.MAA000611.3_8_M.1.1",1537,189638,"Colon"
"F11.MAA000611.3_8_M.1.1",5253,901880,"Colon"
"G16.MAA000611.3_8_M.1.1",4604,1139105,"Colon"
"H18.MAA000611.3_8_M.1.1",1567,386865,"Colon"
"O20.MAA000611.3_8_M.1.1",2412,331216,"Colon"
"F13.MAA000611.3_8_M.1.1",3972,845180,"Colon"
"F12.MAA000611.3_8_M.1.1",2120,578393,"Colon"
"G18.MAA000611.3_8_M.1.1",2723,537910,"Colon"
"H20.MAA000611.3_8_M.1.1",1586,333035,"Colon"
"G17.MAA000611.3_8_M.1.1",2423,272564,"Colon"
"H19.MAA000611.3_8_M.1.1",5259,726304,"Colon"
"J3.MAA000611.3_8_M.1.1",1102,299428,"Colon"
