"","nGene","nReads","orig.ident"
"A18.MAA001873.3_38_F.1.1",3715,1332331,"Large_Intestine"
"A18.MAA001875.3_39_F.1.1",6495,979015,"Large_Intestine"
"A19.MAA000583.3_9_M.1.1",5280,779859,"Large_Intestine"
"A19.MAA000612.3_9_M.1.1",5459,1030101,"Large_Intestine"
"A19.MAA000870.3_10_M.1.1",5609,1566065,"Large_Intestine"
"A19.MAA000871.3_11_M.1.1",1850,332925,"Large_Intestine"
"A19.MAA000909.3_10_M.1.1",2101,171909,"Large_Intestine"
"A19.MAA000937.3_8_M.1.1",3710,583033,"Large_Intestine"
"A19.MAA001539.3_56_F.1.1",3773,1819124,"Large_Intestine"
"A19.MAA001632.3_56_F.1.1",4036,1073170,"Large_Intestine"
"A19.MAA001869.3_38_F.1.1",1923,390820,"Large_Intestine"
"A19.MAA001872.3_39_F.1.1",4511,391393,"Large_Intestine"
"A2.MAA000611.3_8_M.1.1",2199,883528,"Large_Intestine"
"A2.MAA000612.3_9_M.1.1",5256,956139,"Large_Intestine"
"A2.MAA000870.3_10_M.1.1",6757,1869336,"Large_Intestine"
"A2.MAA000871.3_11_M.1.1",3614,1092616,"Large_Intestine"
"A2.MAA000909.3_10_M.1.1",6071,990938,"Large_Intestine"
"A2.MAA000937.3_8_M.1.1",5321,525825,"Large_Intestine"
"A2.MAA001539.3_56_F.1.1",2144,419075,"Large_Intestine"
"A2.MAA001632.3_56_F.1.1",5803,1910125,"Large_Intestine"
"A2.MAA001869.3_38_F.1.1",1207,637696,"Large_Intestine"
"A2.MAA001871.3_39_F.1.1",4013,494952,"Large_Intestine"
"A2.MAA001872.3_39_F.1.1",2019,231911,"Large_Intestine"
"A2.MAA001875.3_39_F.1.1",7162,1041666,"Large_Intestine"
"A20.MAA000583.3_9_M.1.1",5033,508732,"Large_Intestine"
"A20.MAA000611.3_8_M.1.1",1734,416506,"Large_Intestine"
"A20.MAA000612.3_9_M.1.1",3446,729042,"Large_Intestine"
"A20.MAA000870.3_10_M.1.1",2655,693617,"Large_Intestine"
"A20.MAA000871.3_11_M.1.1",2081,282046,"Large_Intestine"
"A20.MAA000937.3_8_M.1.1",6968,1118155,"Large_Intestine"
"A20.MAA001539.3_56_F.1.1",1967,867389,"Large_Intestine"
"A20.MAA001869.3_38_F.1.1",2680,413637,"Large_Intestine"
"A20.MAA001871.3_39_F.1.1",2459,135541,"Large_Intestine"
"A20.MAA001875.3_39_F.1.1",1718,137019,"Large_Intestine"
"A21.MAA000583.3_9_M.1.1",4898,610641,"Large_Intestine"
"A21.MAA000611.3_8_M.1.1",4893,2301107,"Large_Intestine"
"A21.MAA000612.3_9_M.1.1",5426,1514926,"Large_Intestine"
"A21.MAA000870.3_10_M.1.1",6127,2097364,"Large_Intestine"
"A21.MAA000871.3_11_M.1.1",2585,400573,"Large_Intestine"
"A21.MAA000909.3_10_M.1.1",1582,722330,"Large_Intestine"
"A21.MAA000937.3_8_M.1.1",1765,188538,"Large_Intestine"
"A21.MAA001539.3_56_F.1.1",2246,887646,"Large_Intestine"
"A21.MAA001632.3_56_F.1.1",4691,1017368,"Large_Intestine"
"A21.MAA001871.3_39_F.1.1",6245,532064,"Large_Intestine"
"A21.MAA001873.3_38_F.1.1",4062,1270490,"Large_Intestine"
"A21.MAA001875.3_39_F.1.1",6062,982126,"Large_Intestine"
"A22.MAA000611.3_8_M.1.1",1764,311248,"Large_Intestine"
"A22.MAA000612.3_9_M.1.1",2860,674682,"Large_Intestine"
"A22.MAA000870.3_10_M.1.1",7324,2583482,"Large_Intestine"
"A22.MAA000909.3_10_M.1.1",4441,624502,"Large_Intestine"
"A22.MAA000937.3_8_M.1.1",5250,516623,"Large_Intestine"
"A22.MAA001632.3_56_F.1.1",4038,752568,"Large_Intestine"
"A22.MAA001869.3_38_F.1.1",2450,136246,"Large_Intestine"
"A22.MAA001871.3_39_F.1.1",2929,369099,"Large_Intestine"
"A22.MAA001872.3_39_F.1.1",2270,159444,"Large_Intestine"
"A22.MAA001873.3_38_F.1.1",4144,1083388,"Large_Intestine"
"A22.MAA001875.3_39_F.1.1",4709,931113,"Large_Intestine"
"A3.MAA000611.3_8_M.1.1",4970,803767,"Large_Intestine"
"A3.MAA000612.3_9_M.1.1",4584,364669,"Large_Intestine"
"A3.MAA000870.3_10_M.1.1",6886,900534,"Large_Intestine"
"A3.MAA000871.3_11_M.1.1",4738,1143342,"Large_Intestine"
"A3.MAA000909.3_10_M.1.1",5374,1028214,"Large_Intestine"
"A3.MAA000937.3_8_M.1.1",5407,526466,"Large_Intestine"
"A3.MAA001539.3_56_F.1.1",6359,1008463,"Large_Intestine"
"A3.MAA001632.3_56_F.1.1",6305,1684597,"Large_Intestine"
"A3.MAA001869.3_38_F.1.1",1830,1232863,"Large_Intestine"
"A3.MAA001871.3_39_F.1.1",7905,868629,"Large_Intestine"
"A3.MAA001872.3_39_F.1.1",2646,289618,"Large_Intestine"
"A3.MAA001873.3_38_F.1.1",2639,454431,"Large_Intestine"
"A4.MAA000611.3_8_M.1.1",5252,1110139,"Large_Intestine"
"A4.MAA000612.3_9_M.1.1",5226,1029136,"Large_Intestine"
"A4.MAA000870.3_10_M.1.1",5991,1223919,"Large_Intestine"
"A4.MAA000871.3_11_M.1.1",2414,527462,"Large_Intestine"
"A4.MAA000909.3_10_M.1.1",7326,1116583,"Large_Intestine"
"A4.MAA000937.3_8_M.1.1",4642,452626,"Large_Intestine"
"A4.MAA001539.3_56_F.1.1",5034,871781,"Large_Intestine"
"A4.MAA001632.3_56_F.1.1",2944,515545,"Large_Intestine"
"A4.MAA001869.3_38_F.1.1",4460,2001720,"Large_Intestine"
"A4.MAA001871.3_39_F.1.1",2978,215450,"Large_Intestine"
"A4.MAA001872.3_39_F.1.1",6218,1165546,"Large_Intestine"
"A5.MAA000611.3_8_M.1.1",5672,1854443,"Large_Intestine"
"A5.MAA000871.3_11_M.1.1",3123,869974,"Large_Intestine"
"A5.MAA000909.3_10_M.1.1",2882,507583,"Large_Intestine"
"A5.MAA000937.3_8_M.1.1",5155,600093,"Large_Intestine"
"A5.MAA001539.3_56_F.1.1",4201,647835,"Large_Intestine"
"A5.MAA001869.3_38_F.1.1",3789,798551,"Large_Intestine"
"A5.MAA001871.3_39_F.1.1",2489,417425,"Large_Intestine"
"A5.MAA001872.3_39_F.1.1",2382,516711,"Large_Intestine"
"A5.MAA001873.3_38_F.1.1",4277,1709445,"Large_Intestine"
"A6.MAA000583.3_9_M.1.1",6640,687249,"Large_Intestine"
"A6.MAA000611.3_8_M.1.1",5699,908634,"Large_Intestine"
"A6.MAA000612.3_9_M.1.1",5348,986625,"Large_Intestine"
"A6.MAA000871.3_11_M.1.1",3111,494173,"Large_Intestine"
"A6.MAA000909.3_10_M.1.1",3021,527853,"Large_Intestine"
"A6.MAA000937.3_8_M.1.1",5887,1092357,"Large_Intestine"
"A6.MAA001539.3_56_F.1.1",4876,532205,"Large_Intestine"
"A6.MAA001632.3_56_F.1.1",1965,212648,"Large_Intestine"
"A6.MAA001869.3_38_F.1.1",6112,1923133,"Large_Intestine"
"A6.MAA001871.3_39_F.1.1",4897,639605,"Large_Intestine"
"A6.MAA001872.3_39_F.1.1",3269,595966,"Large_Intestine"
"A6.MAA001873.3_38_F.1.1",4869,1548169,"Large_Intestine"
"A7.MAA000583.3_9_M.1.1",1861,219181,"Large_Intestine"
"A7.MAA000611.3_8_M.1.1",6037,1698548,"Large_Intestine"
"A7.MAA000612.3_9_M.1.1",7013,1083982,"Large_Intestine"
"A7.MAA000871.3_11_M.1.1",2470,341550,"Large_Intestine"
"A7.MAA000909.3_10_M.1.1",1784,373149,"Large_Intestine"
"A7.MAA000937.3_8_M.1.1",1715,91117,"Large_Intestine"
"A7.MAA001539.3_56_F.1.1",5491,746080,"Large_Intestine"
"A7.MAA001632.3_56_F.1.1",5639,1054620,"Large_Intestine"
"A7.MAA001869.3_38_F.1.1",3786,1768239,"Large_Intestine"
"A7.MAA001871.3_39_F.1.1",2776,321346,"Large_Intestine"
"A7.MAA001872.3_39_F.1.1",1997,123983,"Large_Intestine"
"A7.MAA001875.3_39_F.1.1",6271,643364,"Large_Intestine"
"A8.MAA000611.3_8_M.1.1",1723,296449,"Large_Intestine"
"A8.MAA000612.3_9_M.1.1",5752,1048174,"Large_Intestine"
"A8.MAA000870.3_10_M.1.1",2761,378657,"Large_Intestine"
"A8.MAA000871.3_11_M.1.1",1239,369942,"Large_Intestine"
"A8.MAA000909.3_10_M.1.1",2192,354391,"Large_Intestine"
"A8.MAA001539.3_56_F.1.1",4972,714788,"Large_Intestine"
"A8.MAA001632.3_56_F.1.1",4702,772034,"Large_Intestine"
"A8.MAA001869.3_38_F.1.1",5683,1846002,"Large_Intestine"
"A8.MAA001872.3_39_F.1.1",6954,1225511,"Large_Intestine"
"A8.MAA001873.3_38_F.1.1",4981,1596891,"Large_Intestine"
"A9.MAA000611.3_8_M.1.1",4690,1289586,"Large_Intestine"
"A9.MAA000612.3_9_M.1.1",3390,362714,"Large_Intestine"
"A9.MAA000871.3_11_M.1.1",6190,1873293,"Large_Intestine"
"A9.MAA000909.3_10_M.1.1",4744,554380,"Large_Intestine"
"A9.MAA001539.3_56_F.1.1",4737,731904,"Large_Intestine"
"A9.MAA001632.3_56_F.1.1",6342,930566,"Large_Intestine"
"A9.MAA001869.3_38_F.1.1",5031,1876193,"Large_Intestine"
"A9.MAA001872.3_39_F.1.1",5303,845231,"Large_Intestine"
"A9.MAA001873.3_38_F.1.1",3830,1281784,"Large_Intestine"
"B1.MAA000611.3_8_M.1.1",5242,1808090,"Large_Intestine"
"B1.MAA000612.3_9_M.1.1",3769,571038,"Large_Intestine"
"B1.MAA000870.3_10_M.1.1",4401,621120,"Large_Intestine"
"B1.MAA000871.3_11_M.1.1",5558,1871832,"Large_Intestine"
"B1.MAA000909.3_10_M.1.1",5537,676992,"Large_Intestine"
"B1.MAA000937.3_8_M.1.1",7136,816848,"Large_Intestine"
"B1.MAA001632.3_56_F.1.1",5236,1038942,"Large_Intestine"
"B1.MAA001869.3_38_F.1.1",5444,2017701,"Large_Intestine"
"B1.MAA001871.3_39_F.1.1",1487,179636,"Large_Intestine"
"B1.MAA001872.3_39_F.1.1",1600,96083,"Large_Intestine"
"B1.MAA001873.3_38_F.1.1",4043,2147375,"Large_Intestine"
"B10.MAA000583.3_9_M.1.1",3110,285116,"Large_Intestine"
"B10.MAA000611.3_8_M.1.1",7053,1521068,"Large_Intestine"
"B10.MAA000612.3_9_M.1.1",6093,1090424,"Large_Intestine"
"B10.MAA000871.3_11_M.1.1",2170,349375,"Large_Intestine"
"B10.MAA000909.3_10_M.1.1",7446,1371231,"Large_Intestine"
"B10.MAA000937.3_8_M.1.1",5670,440777,"Large_Intestine"
"B10.MAA001539.3_56_F.1.1",4089,621960,"Large_Intestine"
"B10.MAA001632.3_56_F.1.1",5997,946937,"Large_Intestine"
"B10.MAA001869.3_38_F.1.1",6044,1605844,"Large_Intestine"
"B10.MAA001871.3_39_F.1.1",6770,1195273,"Large_Intestine"
"B10.MAA001872.3_39_F.1.1",3261,847615,"Large_Intestine"
"B10.MAA001873.3_38_F.1.1",5704,1192450,"Large_Intestine"
"B10.MAA001875.3_39_F.1.1",6234,1056266,"Large_Intestine"
"B11.MAA000611.3_8_M.1.1",5706,1235069,"Large_Intestine"
"B11.MAA000612.3_9_M.1.1",3081,500412,"Large_Intestine"
"B11.MAA000870.3_10_M.1.1",5484,736451,"Large_Intestine"
"B11.MAA000871.3_11_M.1.1",2473,211957,"Large_Intestine"
"B11.MAA000909.3_10_M.1.1",2158,496054,"Large_Intestine"
"B11.MAA000937.3_8_M.1.1",5097,501064,"Large_Intestine"
"B11.MAA001539.3_56_F.1.1",4281,568651,"Large_Intestine"
"B11.MAA001632.3_56_F.1.1",5070,790299,"Large_Intestine"
"B11.MAA001869.3_38_F.1.1",2224,768641,"Large_Intestine"
"B11.MAA001871.3_39_F.1.1",6480,1010979,"Large_Intestine"
"B11.MAA001872.3_39_F.1.1",2411,308791,"Large_Intestine"
"B12.MAA000611.3_8_M.1.1",5154,604235,"Large_Intestine"
"B12.MAA000612.3_9_M.1.1",6757,1708961,"Large_Intestine"
"B12.MAA000871.3_11_M.1.1",5457,697065,"Large_Intestine"
"B12.MAA000909.3_10_M.1.1",1526,316698,"Large_Intestine"
"B12.MAA000937.3_8_M.1.1",5404,423725,"Large_Intestine"
"B12.MAA001539.3_56_F.1.1",5851,643253,"Large_Intestine"
"B12.MAA001632.3_56_F.1.1",7216,1119522,"Large_Intestine"
"B12.MAA001869.3_38_F.1.1",1188,465628,"Large_Intestine"
"B12.MAA001871.3_39_F.1.1",2128,259205,"Large_Intestine"
"B12.MAA001872.3_39_F.1.1",5927,2378868,"Large_Intestine"
"B13.MAA000583.3_9_M.1.1",1815,127335,"Large_Intestine"
"B13.MAA000611.3_8_M.1.1",2816,270747,"Large_Intestine"
"B13.MAA000870.3_10_M.1.1",2330,133245,"Large_Intestine"
"B13.MAA000871.3_11_M.1.1",2366,324884,"Large_Intestine"
"B13.MAA000909.3_10_M.1.1",2664,850877,"Large_Intestine"
"B13.MAA001632.3_56_F.1.1",3004,368557,"Large_Intestine"
"B13.MAA001871.3_39_F.1.1",4721,968527,"Large_Intestine"
"B13.MAA001872.3_39_F.1.1",4636,714366,"Large_Intestine"
"B13.MAA001875.3_39_F.1.1",3462,740271,"Large_Intestine"
"B14.MAA000583.3_9_M.1.1",1524,110954,"Large_Intestine"
"B14.MAA000611.3_8_M.1.1",4979,2271927,"Large_Intestine"
"B14.MAA000612.3_9_M.1.1",5040,766644,"Large_Intestine"
"B14.MAA000871.3_11_M.1.1",2218,99526,"Large_Intestine"
"B14.MAA000909.3_10_M.1.1",3455,705134,"Large_Intestine"
"B14.MAA000937.3_8_M.1.1",4757,597097,"Large_Intestine"
"B14.MAA001539.3_56_F.1.1",3805,508938,"Large_Intestine"
"B14.MAA001632.3_56_F.1.1",4337,557032,"Large_Intestine"
"B14.MAA001869.3_38_F.1.1",2726,702522,"Large_Intestine"
"B14.MAA001871.3_39_F.1.1",3311,642942,"Large_Intestine"
"B14.MAA001872.3_39_F.1.1",3942,621956,"Large_Intestine"
"B14.MAA001873.3_38_F.1.1",4538,1399945,"Large_Intestine"
"B15.MAA000611.3_8_M.1.1",1115,109339,"Large_Intestine"
"B15.MAA000612.3_9_M.1.1",2847,383087,"Large_Intestine"
"B15.MAA000870.3_10_M.1.1",5112,1400325,"Large_Intestine"
"B15.MAA000871.3_11_M.1.1",3471,560284,"Large_Intestine"
"B15.MAA000909.3_10_M.1.1",2545,68261,"Large_Intestine"
"B15.MAA001539.3_56_F.1.1",1842,189030,"Large_Intestine"
"B15.MAA001632.3_56_F.1.1",4414,680938,"Large_Intestine"
"B15.MAA001869.3_38_F.1.1",1810,639153,"Large_Intestine"
"B15.MAA001871.3_39_F.1.1",2356,147117,"Large_Intestine"
"B15.MAA001872.3_39_F.1.1",1693,136772,"Large_Intestine"
"B15.MAA001873.3_38_F.1.1",4340,1357852,"Large_Intestine"
"B16.MAA000583.3_9_M.1.1",1812,132150,"Large_Intestine"
"B16.MAA000612.3_9_M.1.1",3483,628878,"Large_Intestine"
"B16.MAA000870.3_10_M.1.1",2282,437426,"Large_Intestine"
"B16.MAA000871.3_11_M.1.1",4048,825418,"Large_Intestine"
"B16.MAA000909.3_10_M.1.1",3784,502940,"Large_Intestine"
"B16.MAA000937.3_8_M.1.1",2211,72317,"Large_Intestine"
"B16.MAA001539.3_56_F.1.1",2499,85084,"Large_Intestine"
"B16.MAA001632.3_56_F.1.1",4164,591154,"Large_Intestine"
"B16.MAA001871.3_39_F.1.1",3608,527031,"Large_Intestine"
"B16.MAA001872.3_39_F.1.1",3949,699408,"Large_Intestine"
"B16.MAA001873.3_38_F.1.1",5603,1637729,"Large_Intestine"
"B17.MAA000611.3_8_M.1.1",1942,541063,"Large_Intestine"
"B17.MAA000871.3_11_M.1.1",2579,327021,"Large_Intestine"
"B17.MAA000909.3_10_M.1.1",5962,1768150,"Large_Intestine"
"B17.MAA000937.3_8_M.1.1",2849,185904,"Large_Intestine"
"B17.MAA001539.3_56_F.1.1",4550,1834775,"Large_Intestine"
"B17.MAA001632.3_56_F.1.1",5781,1412210,"Large_Intestine"
"B17.MAA001869.3_38_F.1.1",2105,150814,"Large_Intestine"
"B17.MAA001871.3_39_F.1.1",1739,206481,"Large_Intestine"
"B17.MAA001872.3_39_F.1.1",4973,1325726,"Large_Intestine"
"B17.MAA001873.3_38_F.1.1",4351,1330366,"Large_Intestine"
"B17.MAA001875.3_39_F.1.1",2987,142389,"Large_Intestine"
"B18.MAA000583.3_9_M.1.1",1248,144781,"Large_Intestine"
"B18.MAA000612.3_9_M.1.1",1282,326310,"Large_Intestine"
"B18.MAA000870.3_10_M.1.1",6467,1146365,"Large_Intestine"
"B18.MAA000871.3_11_M.1.1",3281,481112,"Large_Intestine"
"B18.MAA000909.3_10_M.1.1",3647,401007,"Large_Intestine"
"B18.MAA000937.3_8_M.1.1",4790,747678,"Large_Intestine"
"B18.MAA001632.3_56_F.1.1",2345,455899,"Large_Intestine"
"B18.MAA001869.3_38_F.1.1",5052,2337401,"Large_Intestine"
"B18.MAA001871.3_39_F.1.1",2636,510923,"Large_Intestine"
"B18.MAA001873.3_38_F.1.1",3876,1053025,"Large_Intestine"
"B19.MAA000583.3_9_M.1.1",5178,480893,"Large_Intestine"
"B19.MAA000611.3_8_M.1.1",5221,1483625,"Large_Intestine"
"B19.MAA000612.3_9_M.1.1",3984,435781,"Large_Intestine"
"B19.MAA000870.3_10_M.1.1",6078,1221502,"Large_Intestine"
"B19.MAA000871.3_11_M.1.1",1567,249108,"Large_Intestine"
"B19.MAA001539.3_56_F.1.1",2734,1279389,"Large_Intestine"
"B19.MAA001632.3_56_F.1.1",2527,395139,"Large_Intestine"
"B19.MAA001869.3_38_F.1.1",3895,1969973,"Large_Intestine"
"B19.MAA001871.3_39_F.1.1",2117,195875,"Large_Intestine"
"B19.MAA001875.3_39_F.1.1",5858,1029472,"Large_Intestine"
"B2.MAA000611.3_8_M.1.1",4760,1759441,"Large_Intestine"
"B2.MAA000612.3_9_M.1.1",4436,849160,"Large_Intestine"
"B2.MAA000870.3_10_M.1.1",6663,1536715,"Large_Intestine"
"B2.MAA000871.3_11_M.1.1",3199,932721,"Large_Intestine"
"B2.MAA000909.3_10_M.1.1",4316,625436,"Large_Intestine"
"B2.MAA000937.3_8_M.1.1",4988,791294,"Large_Intestine"
"B2.MAA001539.3_56_F.1.1",4679,760893,"Large_Intestine"
"B2.MAA001632.3_56_F.1.1",2174,283951,"Large_Intestine"
"B2.MAA001871.3_39_F.1.1",4126,421195,"Large_Intestine"
"B2.MAA001872.3_39_F.1.1",6285,704285,"Large_Intestine"
"B2.MAA001875.3_39_F.1.1",5845,723799,"Large_Intestine"
"B20.MAA000583.3_9_M.1.1",4981,350102,"Large_Intestine"
"B20.MAA000611.3_8_M.1.1",2582,332091,"Large_Intestine"
"B20.MAA000612.3_9_M.1.1",3158,323416,"Large_Intestine"
"B20.MAA000870.3_10_M.1.1",1632,231802,"Large_Intestine"
"B20.MAA000871.3_11_M.1.1",2471,63085,"Large_Intestine"
"B20.MAA000909.3_10_M.1.1",2750,436188,"Large_Intestine"
"B20.MAA000937.3_8_M.1.1",3075,134049,"Large_Intestine"
"B20.MAA001539.3_56_F.1.1",3582,2063280,"Large_Intestine"
"B20.MAA001632.3_56_F.1.1",4226,758485,"Large_Intestine"
