"","nGene","nReads","orig.ident"
"A10.D041894.3_9_M.1.1",3932,598866,"Tongue"
"C17.D041894.3_9_M.1.1",5270,602532,"Tongue"
"D19.D041894.3_9_M.1.1",5670,829291,"Tongue"
"E22.D041894.3_9_M.1.1",6027,1575742,"Tongue"
"B14.D041894.3_9_M.1.1",5203,585836,"Tongue"
"C16.D041894.3_9_M.1.1",4388,788660,"Tongue"
"D18.D041894.3_9_M.1.1",4732,904093,"Tongue"
"E21.D041894.3_9_M.1.1",4840,1642804,"Tongue"
"G2.D041894.3_9_M.1.1",4806,601881,"Tongue"
"H5.D041894.3_9_M.1.1",5133,753749,"Tongue"
"I7.D041894.3_9_M.1.1",5012,1041060,"Tongue"
"N20.D041894.3_9_M.1.1",5613,854246,"Tongue"
"P3.D041894.3_9_M.1.1",4333,371908,"Tongue"
"A12.D041894.3_9_M.1.1",3851,516482,"Tongue"
"B16.D041894.3_9_M.1.1",3969,475111,"Tongue"
"C18.D041894.3_9_M.1.1",4930,973850,"Tongue"
"D20.D041894.3_9_M.1.1",4330,799711,"Tongue"
"F1.D041894.3_9_M.1.1",4730,964930,"Tongue"
"G4.D041894.3_9_M.1.1",4564,712047,"Tongue"
"H7.D041894.3_9_M.1.1",4382,495543,"Tongue"
"I9.D041894.3_9_M.1.1",4789,488151,"Tongue"
"J11.D041894.3_9_M.1.1",5117,588847,"Tongue"
"G3.D041894.3_9_M.1.1",4276,547507,"Tongue"
"H6.D041894.3_9_M.1.1",4354,579448,"Tongue"
"I8.D041894.3_9_M.1.1",5488,715032,"Tongue"
"J10.D041894.3_9_M.1.1",5950,1215681,"Tongue"
"K13.D041894.3_9_M.1.1",5457,737831,"Tongue"
"L15.D041894.3_9_M.1.1",4316,703808,"Tongue"
"M17.D041894.3_9_M.1.1",4075,565961,"Tongue"
"B17.D041894.3_9_M.1.1",5144,787599,"Tongue"
"C19.D041894.3_9_M.1.1",6007,913588,"Tongue"
"D21.D041894.3_9_M.1.1",5286,791296,"Tongue"
"F2.D041894.3_9_M.1.1",5435,396052,"Tongue"
"G5.D041894.3_9_M.1.1",4278,462712,"Tongue"
"H8.D041894.3_9_M.1.1",5976,523553,"Tongue"
"I10.D041894.3_9_M.1.1",3603,818744,"Tongue"
"J12.D041894.3_9_M.1.1",4642,514872,"Tongue"
"K15.D041894.3_9_M.1.1",5456,1023054,"Tongue"
"L17.D041894.3_9_M.1.1",4475,315342,"Tongue"
"K14.D041894.3_9_M.1.1",4695,548219,"Tongue"
"M19.D041894.3_9_M.1.1",4313,484743,"Tongue"
"N22.D041894.3_9_M.1.1",8026,453786,"Tongue"
"P5.D041894.3_9_M.1.1",7017,562474,"Tongue"
"L16.D041894.3_9_M.1.1",5361,864999,"Tongue"
"M18.D041894.3_9_M.1.1",5383,678482,"Tongue"
"N21.D041894.3_9_M.1.1",8191,622231,"Tongue"
"A13.D041894.3_9_M.1.1",4112,480273,"Tongue"
"I11.D041894.3_9_M.1.1",4883,781755,"Tongue"
"J13.D041894.3_9_M.1.1",4429,800510,"Tongue"
"K16.D041894.3_9_M.1.1",5975,680120,"Tongue"
"L18.D041894.3_9_M.1.1",4312,715212,"Tongue"
"M20.D041894.3_9_M.1.1",4713,335748,"Tongue"
"O3.D041894.3_9_M.1.1",4798,462569,"Tongue"
"P6.D041894.3_9_M.1.1",4831,489924,"Tongue"
"A14.D041894.3_9_M.1.1",5084,670942,"Tongue"
"B18.D041894.3_9_M.1.1",4511,698508,"Tongue"
"C20.D041894.3_9_M.1.1",5985,1183885,"Tongue"
"D22.D041894.3_9_M.1.1",5489,867677,"Tongue"
"F3.D041894.3_9_M.1.1",4228,826500,"Tongue"
"G6.D041894.3_9_M.1.1",5654,574213,"Tongue"
"H9.D041894.3_9_M.1.1",4638,636737,"Tongue"
"A9.D041904.3_10_M.1.1",5516,597836,"Tongue"
"A10.D041904.3_10_M.1.1",5788,774394,"Tongue"
"A12.D041904.3_10_M.1.1",3924,722283,"Tongue"
"A11.D041904.3_10_M.1.1",4728,593251,"Tongue"
"A13.D041904.3_10_M.1.1",4009,494922,"Tongue"
"A14.D041904.3_10_M.1.1",4762,977914,"Tongue"
"A15.D041904.3_10_M.1.1",3636,542700,"Tongue"
"A16.D041904.3_10_M.1.1",3543,500618,"Tongue"
"A17.D041904.3_10_M.1.1",3638,352191,"Tongue"
"A1.D041904.3_10_M.1.1",4346,443894,"Tongue"
"A3.D041904.3_10_M.1.1",4108,937849,"Tongue"
"A2.D041904.3_10_M.1.1",5701,1094214,"Tongue"
"A4.D041904.3_10_M.1.1",5325,780833,"Tongue"
"A5.D041904.3_10_M.1.1",5023,786506,"Tongue"
"A6.D041904.3_10_M.1.1",5324,836033,"Tongue"
"A7.D041904.3_10_M.1.1",5224,705477,"Tongue"
"A8.D041904.3_10_M.1.1",3831,579372,"Tongue"
"B11.D041904.3_10_M.1.1",4357,1070458,"Tongue"
"C15.D041904.3_10_M.1.1",4165,963821,"Tongue"
"D18.D041904.3_10_M.1.1",4715,1208669,"Tongue"
"E21.D041904.3_10_M.1.1",4699,1223821,"Tongue"
"G3.D041904.3_10_M.1.1",4885,1036029,"Tongue"
"B12.D041904.3_10_M.1.1",4952,1049315,"Tongue"
"C16.D041904.3_10_M.1.1",5412,959280,"Tongue"
"D19.D041904.3_10_M.1.1",6041,978967,"Tongue"
"E22.D041904.3_10_M.1.1",4552,1045014,"Tongue"
"G4.D041904.3_10_M.1.1",4770,846321,"Tongue"
"H6.D041904.3_10_M.1.1",3946,754973,"Tongue"
"I11.D041904.3_10_M.1.1",3848,808395,"Tongue"
"H5.D041904.3_10_M.1.1",5861,568473,"Tongue"
"J13.D041904.3_10_M.1.1",5477,1038149,"Tongue"
"K16.D041904.3_10_M.1.1",4933,722156,"Tongue"
"L20.D041904.3_10_M.1.1",4959,730045,"Tongue"
"I9.D041904.3_10_M.1.1",4244,674234,"Tongue"
"J12.D041904.3_10_M.1.1",3960,1081760,"Tongue"
"K15.D041904.3_10_M.1.1",4628,785178,"Tongue"
"L19.D041904.3_10_M.1.1",5244,773280,"Tongue"
"M21.D041904.3_10_M.1.1",4827,957769,"Tongue"
"O3.D041904.3_10_M.1.1",5095,1020948,"Tongue"
"P5.D041904.3_10_M.1.1",4090,734812,"Tongue"
"M22.D041904.3_10_M.1.1",4484,996264,"Tongue"
"F1.D041904.3_10_M.1.1",5438,1141948,"Tongue"
"G5.D041904.3_10_M.1.1",4141,961566,"Tongue"
"H7.D041904.3_10_M.1.1",4393,1050432,"Tongue"
"I12.D041904.3_10_M.1.1",4658,852590,"Tongue"
"J14.D041904.3_10_M.1.1",4692,1042395,"Tongue"
"K17.D041904.3_10_M.1.1",3800,806317,"Tongue"
"L21.D041904.3_10_M.1.1",4523,1151917,"Tongue"
"N1.D041904.3_10_M.1.1",5520,825393,"Tongue"
"O4.D041904.3_10_M.1.1",4791,849968,"Tongue"
"O5.D041904.3_10_M.1.1",4675,784830,"Tongue"
"P7.D041904.3_10_M.1.1",5720,785100,"Tongue"
"P6.D041904.3_10_M.1.1",4459,731288,"Tongue"
"B13.D041904.3_10_M.1.1",4509,1225666,"Tongue"
"C17.D041904.3_10_M.1.1",5563,1487803,"Tongue"
"D20.D041904.3_10_M.1.1",4660,754579,"Tongue"
"J15.D041904.3_10_M.1.1",4445,1151370,"Tongue"
"K18.D041904.3_10_M.1.1",4056,503068,"Tongue"
"L22.D041904.3_10_M.1.1",4394,664791,"Tongue"
"N2.D041904.3_10_M.1.1",4687,854264,"Tongue"
"O6.D041904.3_10_M.1.1",6320,726581,"Tongue"
"P8.D041904.3_10_M.1.1",3661,753698,"Tongue"
"B15.D041904.3_10_M.1.1",4819,1785883,"Tongue"
"C19.D041904.3_10_M.1.1",6026,1332155,"Tongue"
"D22.D041904.3_10_M.1.1",5237,1047846,"Tongue"
"B14.D041904.3_10_M.1.1",4491,1094032,"Tongue"
"C18.D041904.3_10_M.1.1",4705,1588194,"Tongue"
"D21.D041904.3_10_M.1.1",3745,1395510,"Tongue"
"F2.D041904.3_10_M.1.1",5969,1069851,"Tongue"
"G6.D041904.3_10_M.1.1",5451,1291920,"Tongue"
"H8.D041904.3_10_M.1.1",5337,966367,"Tongue"
"I13.D041904.3_10_M.1.1",4765,1148099,"Tongue"
"F3.D041904.3_10_M.1.1",5837,1169146,"Tongue"
"P9.D041904.3_10_M.1.1",5038,1042089,"Tongue"
"B16.D041904.3_10_M.1.1",6108,1370305,"Tongue"
"C20.D041904.3_10_M.1.1",3600,929841,"Tongue"
"E1.D041904.3_10_M.1.1",5837,988545,"Tongue"
"F4.D041904.3_10_M.1.1",4885,976689,"Tongue"
"G8.D041904.3_10_M.1.1",6910,1213793,"Tongue"
"G7.D041904.3_10_M.1.1",6714,1245090,"Tongue"
"H11.D041904.3_10_M.1.1",4095,986344,"Tongue"
"I15.D041904.3_10_M.1.1",4636,569997,"Tongue"
"J17.D041904.3_10_M.1.1",4366,528253,"Tongue"
"H10.D041904.3_10_M.1.1",3866,557979,"Tongue"
"I14.D041904.3_10_M.1.1",4658,807449,"Tongue"
"J16.D041904.3_10_M.1.1",4229,1120680,"Tongue"
"K19.D041904.3_10_M.1.1",4269,606936,"Tongue"
"M1.D041904.3_10_M.1.1",6096,1528413,"Tongue"
"N3.D041904.3_10_M.1.1",5394,958843,"Tongue"
"O7.D041904.3_10_M.1.1",4019,583729,"Tongue"
"K20.D041904.3_10_M.1.1",4368,705342,"Tongue"
"B17.D041904.3_10_M.1.1",5670,1300007,"Tongue"
"C21.D041904.3_10_M.1.1",3425,1045127,"Tongue"
"E2.D041904.3_10_M.1.1",5323,824941,"Tongue"
"F5.D041904.3_10_M.1.1",4747,924928,"Tongue"
"G9.D041904.3_10_M.1.1",5888,1342710,"Tongue"
"H12.D041904.3_10_M.1.1",4811,1333170,"Tongue"
"I16.D041904.3_10_M.1.1",4185,664808,"Tongue"
"J18.D041904.3_10_M.1.1",5858,1313534,"Tongue"
"K22.D041904.3_10_M.1.1",4623,805179,"Tongue"
"M2.D041904.3_10_M.1.1",4408,1004820,"Tongue"
"M3.D041904.3_10_M.1.1",4624,1071337,"Tongue"
"N6.D041904.3_10_M.1.1",6178,1017467,"Tongue"
"O9.D041904.3_10_M.1.1",6146,1133174,"Tongue"
"N5.D041904.3_10_M.1.1",6026,1159789,"Tongue"
"O8.D041904.3_10_M.1.1",4220,696566,"Tongue"
"P10.D041904.3_10_M.1.1",4317,789549,"Tongue"
"P11.D041904.3_10_M.1.1",5391,837016,"Tongue"
"H13.D041904.3_10_M.1.1",4323,1445512,"Tongue"
