"","nGene","nReads","orig.ident"
"M10.MAA000377.3_9_M.1.1",1362,164909,"Liver"
"M15.MAA000377.3_9_M.1.1",2501,249572,"Liver"
"P17.MAA000377.3_9_M.1.1",1689,339505,"Liver"
"M16.MAA000377.3_9_M.1.1",2705,598075,"Liver"
"P18.MAA000377.3_9_M.1.1",2798,331646,"Liver"
"N4.MAA000377.3_9_M.1.1",1823,417809,"Liver"
"N7.MAA000377.3_9_M.1.1",1273,212022,"Liver"
"P21.MAA000377.3_9_M.1.1",1933,529160,"Liver"
"P22.MAA000377.3_9_M.1.1",1500,131045,"Liver"
"N11.MAA000377.3_9_M.1.1",2666,697403,"Liver"
"N15.MAA000377.3_9_M.1.1",2153,341568,"Liver"
"N16.MAA000377.3_9_M.1.1",2570,144779,"Liver"
"N20.MAA000377.3_9_M.1.1",1991,784288,"Liver"
"N21.MAA000377.3_9_M.1.1",3047,546649,"Liver"
"N22.MAA000377.3_9_M.1.1",2664,401515,"Liver"
"O7.MAA000377.3_9_M.1.1",1989,59876,"Liver"
"O9.MAA000377.3_9_M.1.1",1858,244909,"Liver"
"O11.MAA000377.3_9_M.1.1",1743,51815,"Liver"
"O12.MAA000377.3_9_M.1.1",1174,61397,"Liver"
"O14.MAA000377.3_9_M.1.1",1818,880519,"Liver"
"O21.MAA000377.3_9_M.1.1",2442,512746,"Liver"
"O22.MAA000377.3_9_M.1.1",2432,755986,"Liver"
"A21.MAA000907.3_11_M.1.1",1998,336479,"Liver"
"C1.MAA000907.3_11_M.1.1",832,55483,"Liver"
"A22.MAA000907.3_11_M.1.1",3368,789728,"Liver"
"C2.MAA000907.3_11_M.1.1",2786,406119,"Liver"
"B1.MAA000907.3_11_M.1.1",2315,303625,"Liver"
"C3.MAA000907.3_11_M.1.1",2653,328752,"Liver"
"B2.MAA000907.3_11_M.1.1",3167,659127,"Liver"
"C4.MAA000907.3_11_M.1.1",2125,242701,"Liver"
"C5.MAA000907.3_11_M.1.1",2894,695915,"Liver"
"A1.MAA000907.3_11_M.1.1",1492,59288,"Liver"
"B3.MAA000907.3_11_M.1.1",2832,413901,"Liver"
"A2.MAA000907.3_11_M.1.1",3371,240695,"Liver"
"B4.MAA000907.3_11_M.1.1",2652,346932,"Liver"
"C6.MAA000907.3_11_M.1.1",1924,314046,"Liver"
"A3.MAA000907.3_11_M.1.1",767,182519,"Liver"
"B5.MAA000907.3_11_M.1.1",2577,430588,"Liver"
"A4.MAA000907.3_11_M.1.1",1941,282018,"Liver"
"B6.MAA000907.3_11_M.1.1",1363,283877,"Liver"
"C8.MAA000907.3_11_M.1.1",2022,306786,"Liver"
"A5.MAA000907.3_11_M.1.1",2050,402804,"Liver"
"B7.MAA000907.3_11_M.1.1",1299,451410,"Liver"
"C9.MAA000907.3_11_M.1.1",2683,537382,"Liver"
"A6.MAA000907.3_11_M.1.1",1457,136942,"Liver"
"B8.MAA000907.3_11_M.1.1",2843,690037,"Liver"
"C10.MAA000907.3_11_M.1.1",2520,319265,"Liver"
"A8.MAA000907.3_11_M.1.1",2912,595055,"Liver"
"B10.MAA000907.3_11_M.1.1",1457,655211,"Liver"
"A7.MAA000907.3_11_M.1.1",1517,495268,"Liver"
"B9.MAA000907.3_11_M.1.1",2762,677993,"Liver"
"C11.MAA000907.3_11_M.1.1",1732,100334,"Liver"
"C13.MAA000907.3_11_M.1.1",1211,334219,"Liver"
"A9.MAA000907.3_11_M.1.1",5165,1600757,"Liver"
"B11.MAA000907.3_11_M.1.1",2693,895776,"Liver"
"C14.MAA000907.3_11_M.1.1",3098,590072,"Liver"
"A10.MAA000907.3_11_M.1.1",2279,306456,"Liver"
"B12.MAA000907.3_11_M.1.1",2604,547860,"Liver"
"C15.MAA000907.3_11_M.1.1",1434,332960,"Liver"
"A11.MAA000907.3_11_M.1.1",2612,478325,"Liver"
"B13.MAA000907.3_11_M.1.1",1114,146123,"Liver"
"C16.MAA000907.3_11_M.1.1",1860,232463,"Liver"
"A12.MAA000907.3_11_M.1.1",1330,285977,"Liver"
"B14.MAA000907.3_11_M.1.1",2145,345740,"Liver"
"C17.MAA000907.3_11_M.1.1",2355,329011,"Liver"
"A13.MAA000907.3_11_M.1.1",3299,924640,"Liver"
"B15.MAA000907.3_11_M.1.1",2436,384800,"Liver"
"A14.MAA000907.3_11_M.1.1",1590,513088,"Liver"
"B16.MAA000907.3_11_M.1.1",969,260815,"Liver"
"A15.MAA000907.3_11_M.1.1",1700,188331,"Liver"
"B17.MAA000907.3_11_M.1.1",2544,529813,"Liver"
"A16.MAA000907.3_11_M.1.1",1129,153668,"Liver"
"B18.MAA000907.3_11_M.1.1",2549,496843,"Liver"
"A17.MAA000907.3_11_M.1.1",3298,926648,"Liver"
"B19.MAA000907.3_11_M.1.1",2382,821891,"Liver"
"A19.MAA000907.3_11_M.1.1",2170,390331,"Liver"
"B21.MAA000907.3_11_M.1.1",1709,256359,"Liver"
"A18.MAA000907.3_11_M.1.1",1437,316317,"Liver"
"B20.MAA000907.3_11_M.1.1",2606,429500,"Liver"
"A20.MAA000907.3_11_M.1.1",2469,371387,"Liver"
"B22.MAA000907.3_11_M.1.1",1926,716539,"Liver"
"D1.MAA000907.3_11_M.1.1",1212,213510,"Liver"
"E6.MAA000907.3_11_M.1.1",2500,259137,"Liver"
"F11.MAA000907.3_11_M.1.1",2769,437575,"Liver"
"G19.MAA000907.3_11_M.1.1",2684,255598,"Liver"
"I4.MAA000907.3_11_M.1.1",2221,526187,"Liver"
"J14.MAA000907.3_11_M.1.1",2514,672892,"Liver"
"D2.MAA000907.3_11_M.1.1",1765,239073,"Liver"
"E7.MAA000907.3_11_M.1.1",2295,276167,"Liver"
"F12.MAA000907.3_11_M.1.1",2182,273509,"Liver"
"G20.MAA000907.3_11_M.1.1",3172,717516,"Liver"
"I7.MAA000907.3_11_M.1.1",3197,411026,"Liver"
"K21.MAA000907.3_11_M.1.1",2309,301666,"Liver"
"J15.MAA000907.3_11_M.1.1",2708,378154,"Liver"
"K22.MAA000907.3_11_M.1.1",1359,313588,"Liver"
"M2.MAA000907.3_11_M.1.1",1604,185243,"Liver"
"M1.MAA000907.3_11_M.1.1",1459,160093,"Liver"
"N5.MAA000907.3_11_M.1.1",2396,456725,"Liver"
"O7.MAA000907.3_11_M.1.1",2219,304549,"Liver"
"P9.MAA000907.3_11_M.1.1",2265,301448,"Liver"
"N6.MAA000907.3_11_M.1.1",1890,463035,"Liver"
"E8.MAA000907.3_11_M.1.1",2692,367517,"Liver"
"F13.MAA000907.3_11_M.1.1",2329,324271,"Liver"
"G21.MAA000907.3_11_M.1.1",1718,284031,"Liver"
"I8.MAA000907.3_11_M.1.1",1430,416748,"Liver"
"J16.MAA000907.3_11_M.1.1",2383,403173,"Liver"
"L1.MAA000907.3_11_M.1.1",2187,358463,"Liver"
"M3.MAA000907.3_11_M.1.1",1376,477533,"Liver"
"N7.MAA000907.3_11_M.1.1",2321,428721,"Liver"
"O8.MAA000907.3_11_M.1.1",1978,369727,"Liver"
"O9.MAA000907.3_11_M.1.1",1238,308695,"Liver"
"P11.MAA000907.3_11_M.1.1",2540,413441,"Liver"
"P10.MAA000907.3_11_M.1.1",2647,433083,"Liver"
"J17.MAA000907.3_11_M.1.1",2755,414862,"Liver"
"L2.MAA000907.3_11_M.1.1",2582,419990,"Liver"
"M4.MAA000907.3_11_M.1.1",2547,467679,"Liver"
"N8.MAA000907.3_11_M.1.1",2209,296392,"Liver"
"P12.MAA000907.3_11_M.1.1",2390,292423,"Liver"
"D4.MAA000907.3_11_M.1.1",2667,462881,"Liver"
"F15.MAA000907.3_11_M.1.1",3259,554561,"Liver"
"G22.MAA000907.3_11_M.1.1",1548,177531,"Liver"
"I9.MAA000907.3_11_M.1.1",591,296469,"Liver"
"D5.MAA000907.3_11_M.1.1",3040,588659,"Liver"
"N9.MAA000907.3_11_M.1.1",2511,576694,"Liver"
"O11.MAA000907.3_11_M.1.1",2006,568520,"Liver"
"P13.MAA000907.3_11_M.1.1",2223,285754,"Liver"
"E11.MAA000907.3_11_M.1.1",2764,383695,"Liver"
"D6.MAA000907.3_11_M.1.1",2842,537775,"Liver"
"F16.MAA000907.3_11_M.1.1",2508,510350,"Liver"
"H1.MAA000907.3_11_M.1.1",2327,263014,"Liver"
"I10.MAA000907.3_11_M.1.1",3018,538606,"Liver"
"J19.MAA000907.3_11_M.1.1",3587,640261,"Liver"
"L3.MAA000907.3_11_M.1.1",1518,436410,"Liver"
"M6.MAA000907.3_11_M.1.1",1246,123554,"Liver"
"E12.MAA000907.3_11_M.1.1",3458,331470,"Liver"
"N10.MAA000907.3_11_M.1.1",2894,664895,"Liver"
"P14.MAA000907.3_11_M.1.1",1915,471246,"Liver"
"D7.MAA000907.3_11_M.1.1",2677,405661,"Liver"
"F17.MAA000907.3_11_M.1.1",2117,530766,"Liver"
"E14.MAA000907.3_11_M.1.1",2539,420764,"Liver"
"F18.MAA000907.3_11_M.1.1",2602,545215,"Liver"
"H2.MAA000907.3_11_M.1.1",1975,403094,"Liver"
"I14.MAA000907.3_11_M.1.1",2781,446917,"Liver"
"J20.MAA000907.3_11_M.1.1",2539,326688,"Liver"
"L4.MAA000907.3_11_M.1.1",2461,403272,"Liver"
"M7.MAA000907.3_11_M.1.1",2599,563143,"Liver"
"H3.MAA000907.3_11_M.1.1",2691,465860,"Liver"
"O13.MAA000907.3_11_M.1.1",2185,495416,"Liver"
"P15.MAA000907.3_11_M.1.1",2247,310733,"Liver"
"I16.MAA000907.3_11_M.1.1",2584,515267,"Liver"
"D9.MAA000907.3_11_M.1.1",808,138785,"Liver"
"J21.MAA000907.3_11_M.1.1",1139,122298,"Liver"
"L5.MAA000907.3_11_M.1.1",1986,361068,"Liver"
"M8.MAA000907.3_11_M.1.1",1664,237383,"Liver"
"N11.MAA000907.3_11_M.1.1",2496,414842,"Liver"
"E15.MAA000907.3_11_M.1.1",2046,320433,"Liver"
"O14.MAA000907.3_11_M.1.1",1749,629734,"Liver"
"P16.MAA000907.3_11_M.1.1",1979,455006,"Liver"
"D10.MAA000907.3_11_M.1.1",2497,580960,"Liver"
"E16.MAA000907.3_11_M.1.1",2618,239050,"Liver"
"F19.MAA000907.3_11_M.1.1",1343,299814,"Liver"
"F20.MAA000907.3_11_M.1.1",2622,731869,"Liver"
"H6.MAA000907.3_11_M.1.1",1861,596941,"Liver"
"H5.MAA000907.3_11_M.1.1",2160,245665,"Liver"
"I18.MAA000907.3_11_M.1.1",2536,613053,"Liver"
"K1.MAA000907.3_11_M.1.1",1004,112682,"Liver"
"L6.MAA000907.3_11_M.1.1",1750,514089,"Liver"
"M9.MAA000907.3_11_M.1.1",1160,154882,"Liver"
"N12.MAA000907.3_11_M.1.1",2469,548352,"Liver"
"I19.MAA000907.3_11_M.1.1",2515,416431,"Liver"
"D11.MAA000907.3_11_M.1.1",3156,652581,"Liver"
"E17.MAA000907.3_11_M.1.1",2345,411995,"Liver"
"F21.MAA000907.3_11_M.1.1",1782,311376,"Liver"
"H7.MAA000907.3_11_M.1.1",4123,847958,"Liver"
"K2.MAA000907.3_11_M.1.1",2795,361947,"Liver"
"I20.MAA000907.3_11_M.1.1",3317,635615,"Liver"
"K3.MAA000907.3_11_M.1.1",1836,189345,"Liver"
"L8.MAA000907.3_11_M.1.1",2094,559199,"Liver"
"L7.MAA000907.3_11_M.1.1",2525,431333,"Liver"
"M10.MAA000907.3_11_M.1.1",2090,497295,"Liver"
"O15.MAA000907.3_11_M.1.1",2381,424574,"Liver"
"P17.MAA000907.3_11_M.1.1",2433,671169,"Liver"
"M11.MAA000907.3_11_M.1.1",2592,428305,"Liver"
"D12.MAA000907.3_11_M.1.1",1186,166288,"Liver"
"E18.MAA000907.3_11_M.1.1",1118,179355,"Liver"
"F22.MAA000907.3_11_M.1.1",1891,291854,"Liver"
"H9.MAA000907.3_11_M.1.1",2485,357865,"Liver"
"I21.MAA000907.3_11_M.1.1",2415,432561,"Liver"
"K4.MAA000907.3_11_M.1.1",2913,267439,"Liver"
"L9.MAA000907.3_11_M.1.1",2874,625131,"Liver"
"M12.MAA000907.3_11_M.1.1",1104,332706,"Liver"
"N15.MAA000907.3_11_M.1.1",532,72361,"Liver"
"O17.MAA000907.3_11_M.1.1",1330,92259,"Liver"
"N14.MAA000907.3_11_M.1.1",1932,549382,"Liver"
"P19.MAA000907.3_11_M.1.1",741,280023,"Liver"
"O16.MAA000907.3_11_M.1.1",2825,439370,"Liver"
"P18.MAA000907.3_11_M.1.1",2217,631759,"Liver"
"K5.MAA000907.3_11_M.1.1",1762,251159,"Liver"
"L10.MAA000907.3_11_M.1.1",1577,649542,"Liver"
"M13.MAA000907.3_11_M.1.1",2238,288870,"Liver"
"N16.MAA000907.3_11_M.1.1",2022,436373,"Liver"
"O18.MAA000907.3_11_M.1.1",2424,418245,"Liver"
"P20.MAA000907.3_11_M.1.1",2479,527804,"Liver"
"D14.MAA000907.3_11_M.1.1",1958,339317,"Liver"
"D13.MAA000907.3_11_M.1.1",2502,470800,"Liver"
"E19.MAA000907.3_11_M.1.1",2983,637739,"Liver"
"G1.MAA000907.3_11_M.1.1",1572,176411,"Liver"
"H10.MAA000907.3_11_M.1.1",1695,221579,"Liver"
"I22.MAA000907.3_11_M.1.1",3503,609385,"Liver"
"E20.MAA000907.3_11_M.1.1",2162,309696,"Liver"
"P21.MAA000907.3_11_M.1.1",2709,626486,"Liver"
"D15.MAA000907.3_11_M.1.1",1512,310646,"Liver"
"E21.MAA000907.3_11_M.1.1",894,85760,"Liver"
"H12.MAA000907.3_11_M.1.1",2602,297798,"Liver"
"G2.MAA000907.3_11_M.1.1",2869,420975,"Liver"
"J2.MAA000907.3_11_M.1.1",3522,488405,"Liver"
"K7.MAA000907.3_11_M.1.1",1530,349455,"Liver"
"L12.MAA000907.3_11_M.1.1",1376,221012,"Liver"
"H11.MAA000907.3_11_M.1.1",2962,500895,"Liver"
"J1.MAA000907.3_11_M.1.1",1883,355294,"Liver"
"K6.MAA000907.3_11_M.1.1",1350,253518,"Liver"
"L11.MAA000907.3_11_M.1.1",2040,307731,"Liver"
"M14.MAA000907.3_11_M.1.1",1349,97365,"Liver"
"N17.MAA000907.3_11_M.1.1",2046,344498,"Liver"
"O19.MAA000907.3_11_M.1.1",2380,348678,"Liver"
"M15.MAA000907.3_11_M.1.1",1537,386956,"Liver"
"D17.MAA000907.3_11_M.1.1",2794,587613,"Liver"
"E22.MAA000907.3_11_M.1.1",2746,459360,"Liver"
"G4.MAA000907.3_11_M.1.1",2139,195055,"Liver"
"H13.MAA000907.3_11_M.1.1",1576,487029,"Liver"
"K8.MAA000907.3_11_M.1.1",2624,645373,"Liver"
"L13.MAA000907.3_11_M.1.1",1784,370129,"Liver"
"M16.MAA000907.3_11_M.1.1",2087,127404,"Liver"
"N19.MAA000907.3_11_M.1.1",2392,374339,"Liver"
"O21.MAA000907.3_11_M.1.1",1289,215522,"Liver"
"N18.MAA000907.3_11_M.1.1",2088,488823,"Liver"
"O20.MAA000907.3_11_M.1.1",2347,423421,"Liver"
"P22.MAA000907.3_11_M.1.1",1642,316224,"Liver"
"L14.MAA000907.3_11_M.1.1",3191,942005,"Liver"
"M17.MAA000907.3_11_M.1.1",1553,356127,"Liver"
"N20.MAA000907.3_11_M.1.1",2111,402483,"Liver"
"O22.MAA000907.3_11_M.1.1",3496,814380,"Liver"
"D20.MAA000907.3_11_M.1.1",2397,401895,"Liver"
"F2.MAA000907.3_11_M.1.1",2536,349286,"Liver"
"G6.MAA000907.3_11_M.1.1",1689,322607,"Liver"
"D18.MAA000907.3_11_M.1.1",2776,459389,"Liver"
"F1.MAA000907.3_11_M.1.1",2550,312911,"Liver"
"G5.MAA000907.3_11_M.1.1",2349,328986,"Liver"
"H14.MAA000907.3_11_M.1.1",1725,667623,"Liver"
"J4.MAA000907.3_11_M.1.1",1173,278077,"Liver"
"K9.MAA000907.3_11_M.1.1",4096,1550605,"Liver"
"C19.MAA000907.3_11_M.1.1",1269,411889,"Liver"
"E2.MAA000907.3_11_M.1.1",2320,189583,"Liver"
"F6.MAA000907.3_11_M.1.1",2886,1142256,"Liver"
"G11.MAA000907.3_11_M.1.1",3325,498548,"Liver"
"H20.MAA000907.3_11_M.1.1",2448,276604,"Liver"
"J10.MAA000907.3_11_M.1.1",2191,367858,"Liver"
"K15.MAA000907.3_11_M.1.1",1030,280739,"Liver"
"L19.MAA000907.3_11_M.1.1",2503,312628,"Liver"
"N1.MAA000907.3_11_M.1.1",1453,281914,"Liver"
"O3.MAA000907.3_11_M.1.1",1449,207084,"Liver"
"P5.MAA000907.3_11_M.1.1",1222,104731,"Liver"
"M22.MAA000907.3_11_M.1.1",2414,371968,"Liver"
"O2.MAA000907.3_11_M.1.1",1339,189162,"Liver"
"P4.MAA000907.3_11_M.1.1",2014,133289,"Liver"
"H22.MAA000907.3_11_M.1.1",2673,284321,"Liver"
"J11.MAA000907.3_11_M.1.1",2026,475467,"Liver"
"K17.MAA000907.3_11_M.1.1",1310,225342,"Liver"
"L20.MAA000907.3_11_M.1.1",2744,388288,"Liver"
"N2.MAA000907.3_11_M.1.1",2634,523280,"Liver"
"O4.MAA000907.3_11_M.1.1",2418,702276,"Liver"
"P6.MAA000907.3_11_M.1.1",1902,275417,"Liver"
"C21.MAA000907.3_11_M.1.1",3564,1083122,"Liver"
"C20.MAA000907.3_11_M.1.1",2303,441415,"Liver"
"E3.MAA000907.3_11_M.1.1",2604,231757,"Liver"
"F7.MAA000907.3_11_M.1.1",2271,319770,"Liver"
"G15.MAA000907.3_11_M.1.1",2219,189082,"Liver"
"O5.MAA000907.3_11_M.1.1",1566,175231,"Liver"
"P7.MAA000907.3_11_M.1.1",1021,133609,"Liver"
"C22.MAA000907.3_11_M.1.1",1554,208985,"Liver"
"E5.MAA000907.3_11_M.1.1",2449,470035,"Liver"
"E4.MAA000907.3_11_M.1.1",2458,275528,"Liver"
"G18.MAA000907.3_11_M.1.1",1482,303815,"Liver"
"I2.MAA000907.3_11_M.1.1",1886,302234,"Liver"
"F8.MAA000907.3_11_M.1.1",2560,404303,"Liver"
"G16.MAA000907.3_11_M.1.1",2202,809099,"Liver"
"I1.MAA000907.3_11_M.1.1",2396,282233,"Liver"
"J12.MAA000907.3_11_M.1.1",2473,219838,"Liver"
"K18.MAA000907.3_11_M.1.1",2349,253894,"Liver"
"L21.MAA000907.3_11_M.1.1",2305,303280,"Liver"
"N3.MAA000907.3_11_M.1.1",2519,869483,"Liver"
"J13.MAA000907.3_11_M.1.1",2757,387187,"Liver"
"K20.MAA000907.3_11_M.1.1",2463,316861,"Liver"
"L22.MAA000907.3_11_M.1.1",1653,611189,"Liver"
"N4.MAA000907.3_11_M.1.1",2254,277934,"Liver"
"O6.MAA000907.3_11_M.1.1",1194,255668,"Liver"
"P8.MAA000907.3_11_M.1.1",2182,286563,"Liver"
"M18.MAA000907.3_11_M.1.1",2037,449579,"Liver"
"N21.MAA000907.3_11_M.1.1",2407,506657,"Liver"
"P1.MAA000907.3_11_M.1.1",2739,419653,"Liver"
"H15.MAA000907.3_11_M.1.1",1795,285741,"Liver"
"J5.MAA000907.3_11_M.1.1",1757,340804,"Liver"
"K10.MAA000907.3_11_M.1.1",1939,768451,"Liver"
"L15.MAA000907.3_11_M.1.1",870,214800,"Liver"
"H16.MAA000907.3_11_M.1.1",2644,467989,"Liver"
"J7.MAA000907.3_11_M.1.1",2815,539968,"Liver"
"K11.MAA000907.3_11_M.1.1",1256,393488,"Liver"
"D21.MAA000907.3_11_M.1.1",1700,339695,"Liver"
"F3.MAA000907.3_11_M.1.1",2951,337381,"Liver"
"G7.MAA000907.3_11_M.1.1",2491,414288,"Liver"
"L16.MAA000907.3_11_M.1.1",2437,491972,"Liver"
"D22.MAA000907.3_11_M.1.1",3416,1020659,"Liver"
"M20.MAA000907.3_11_M.1.1",2685,508916,"Liver"
"N22.MAA000907.3_11_M.1.1",1323,274229,"Liver"
"P2.MAA000907.3_11_M.1.1",2638,296047,"Liver"
"F4.MAA000907.3_11_M.1.1",3129,650466,"Liver"
"G9.MAA000907.3_11_M.1.1",2450,414684,"Liver"
"H17.MAA000907.3_11_M.1.1",1476,336773,"Liver"
"J8.MAA000907.3_11_M.1.1",2086,462344,"Liver"
"K13.MAA000907.3_11_M.1.1",2267,374783,"Liver"
"L17.MAA000907.3_11_M.1.1",2412,655953,"Liver"
"M21.MAA000907.3_11_M.1.1",2381,476764,"Liver"
"O1.MAA000907.3_11_M.1.1",1866,282585,"Liver"
"P3.MAA000907.3_11_M.1.1",2302,411748,"Liver"
"J9.MAA000907.3_11_M.1.1",2908,506195,"Liver"
"K14.MAA000907.3_11_M.1.1",2658,309131,"Liver"
"L18.MAA000907.3_11_M.1.1",1990,128475,"Liver"
"C18.MAA000907.3_11_M.1.1",2469,520779,"Liver"
"E1.MAA000907.3_11_M.1.1",2107,172140,"Liver"
"H18.MAA000907.3_11_M.1.1",1566,250414,"Liver"
"A1.MAA100039.3_11_M.1.1",8885,1369546,"Liver"
"B1.MAA100039.3_11_M.1.1",9337,1174373,"Liver"
"C1.MAA100039.3_11_M.1.1",8325,1835689,"Liver"
"D1.MAA100039.3_11_M.1.1",8368,1440702,"Liver"
"E1.MAA100039.3_11_M.1.1",8773,1517345,"Liver"
"G4.MAA100039.3_11_M.1.1",8169,1028871,"Liver"
"A2.MAA100039.3_11_M.1.1",8482,1228790,"Liver"
"C2.MAA100039.3_11_M.1.1",7824,796781,"Liver"
"D2.MAA100039.3_11_M.1.1",8436,1866815,"Liver"
"E2.MAA100039.3_11_M.1.1",8563,1850209,"Liver"
"F3.MAA100039.3_11_M.1.1",3466,962349,"Liver"
"A3.MAA100039.3_11_M.1.1",1182,1850783,"Liver"
"B3.MAA100039.3_11_M.1.1",8458,1872846,"Liver"
"D3.MAA100039.3_11_M.1.1",1584,1580708,"Liver"
"E3.MAA100039.3_11_M.1.1",8000,1670983,"Liver"
"F4.MAA100039.3_11_M.1.1",8484,1389618,"Liver"
"G6.MAA100039.3_11_M.1.1",8166,1215853,"Liver"
"A4.MAA100039.3_11_M.1.1",6572,1127978,"Liver"
"B4.MAA100039.3_11_M.1.1",7966,1830738,"Liver"
"C4.MAA100039.3_11_M.1.1",1712,269536,"Liver"
"D4.MAA100039.3_11_M.1.1",8426,1812330,"Liver"
"E4.MAA100039.3_11_M.1.1",1359,1701588,"Liver"
"F5.MAA100039.3_11_M.1.1",8246,1643437,"Liver"
"G7.MAA100039.3_11_M.1.1",6182,1179774,"Liver"
"B5.MAA100039.3_11_M.1.1",6275,1340332,"Liver"
"D5.MAA100039.3_11_M.1.1",1465,1561874,"Liver"
"F6.MAA100039.3_11_M.1.1",5384,1367944,"Liver"
"G8.MAA100039.3_11_M.1.1",9482,1342534,"Liver"
"D6.MAA100039.3_11_M.1.1",6070,1023459,"Liver"
"F7.MAA100039.3_11_M.1.1",4319,1254851,"Liver"
"G9.MAA100039.3_11_M.1.1",6503,821276,"Liver"
"A6.MAA100039.3_11_M.1.1",8921,1614561,"Liver"
"B6.MAA100039.3_11_M.1.1",5313,1257534,"Liver"
"C6.MAA100039.3_11_M.1.1",8455,1828124,"Liver"
"F8.MAA100039.3_11_M.1.1",4303,675113,"Liver"
"B7.MAA100039.3_11_M.1.1",1307,1966633,"Liver"
"D7.MAA100039.3_11_M.1.1",6115,760935,"Liver"
"G11.MAA100039.3_11_M.1.1",8101,1609483,"Liver"
"C8.MAA100039.3_11_M.1.1",2349,594250,"Liver"
"D8.MAA100039.3_11_M.1.1",7410,1826792,"Liver"
"E8.MAA100039.3_11_M.1.1",4669,828184,"Liver"
"F9.MAA100039.3_11_M.1.1",3706,773888,"Liver"
"F12.MAA100039.3_11_M.1.1",5173,1042845,"Liver"
"G12.MAA100039.3_11_M.1.1",5676,1067155,"Liver"
"B9.MAA100039.3_11_M.1.1",2552,521847,"Liver"
"C9.MAA100039.3_11_M.1.1",7863,1223216,"Liver"
"D9.MAA100039.3_11_M.1.1",5490,1083754,"Liver"
