"","nGene","nReads","orig.ident"
"L4.D042103.3_11_M.1",3079,1357623,"Muscle"
"D1.D042103.3_11_M.1",1559,831758,"Muscle"
"N2.D042103.3_11_M.1",2038,884813,"Muscle"
"H4.D042103.3_11_M.1",1997,1017512,"Muscle"
"E1.D042103.3_11_M.1",1433,653730,"Muscle"
"A6.D042103.3_11_M.1",1198,288934,"Muscle"
"O2.D042103.3_11_M.1",1545,666592,"Muscle"
"I4.D042103.3_11_M.1",2753,1210082,"Muscle"
"F1.D042103.3_11_M.1",1642,860600,"Muscle"
"G1.D042103.3_11_M.1",1480,718812,"Muscle"
"A3.D042103.3_11_M.1",1598,997430,"Muscle"
"H1.D042103.3_11_M.1",1804,870767,"Muscle"
"J4.D042103.3_11_M.1",2247,503621,"Muscle"
"B3.D042103.3_11_M.1",3993,759257,"Muscle"
"J1.D042103.3_11_M.1",2685,1514405,"Muscle"
"D3.D042103.3_11_M.1",1820,894944,"Muscle"
"N4.D042103.3_11_M.1",1500,929008,"Muscle"
"I1.D042103.3_11_M.1",2407,1058846,"Muscle"
"C3.D042103.3_11_M.1",1617,900230,"Muscle"
"M4.D042103.3_11_M.1",1458,1198339,"Muscle"
"K1.D042103.3_11_M.1",2313,1306699,"Muscle"
"E3.D042103.3_11_M.1",2424,1135408,"Muscle"
"O4.D042103.3_11_M.1",1476,714822,"Muscle"
"P4.D042103.3_11_M.1",1200,575667,"Muscle"
"L1.D042103.3_11_M.1",1818,636004,"Muscle"
"F3.D042103.3_11_M.1",2301,1062556,"Muscle"
"A5.D042103.3_11_M.1",1393,735726,"Muscle"
"M1.D042103.3_11_M.1",1103,570727,"Muscle"
"G3.D042103.3_11_M.1",1403,778776,"Muscle"
"N1.D042103.3_11_M.1",1185,464863,"Muscle"
"H3.D042103.3_11_M.1",1153,584446,"Muscle"
"B5.D042103.3_11_M.1",1613,770234,"Muscle"
"O1.D042103.3_11_M.1",1078,473360,"Muscle"
"I3.D042103.3_11_M.1",3254,1625614,"Muscle"
"C5.D042103.3_11_M.1",1661,1044350,"Muscle"
"J3.D042103.3_11_M.1",3612,1238227,"Muscle"
"D5.D042103.3_11_M.1",1896,1242965,"Muscle"
"P1.D042103.3_11_M.1",2832,1047365,"Muscle"
"A2.D042103.3_11_M.1",1296,907783,"Muscle"
"M3.D042103.3_11_M.1",1388,657864,"Muscle"
"E5.D042103.3_11_M.1",2822,1265314,"Muscle"
"B2.D042103.3_11_M.1",2190,998672,"Muscle"
"N3.D042103.3_11_M.1",4593,599498,"Muscle"
"F5.D042103.3_11_M.1",1769,1006345,"Muscle"
"C2.D042103.3_11_M.1",1580,1085938,"Muscle"
"O3.D042103.3_11_M.1",1747,770690,"Muscle"
"G5.D042103.3_11_M.1",1908,991138,"Muscle"
