"","nGene","nReads","orig.ident"
"B4.D041914.3_8_M.1.1",8367,1160322,"Bladder"
"C6.D041914.3_8_M.1.1",8154,832760,"Bladder"
"D8.D041914.3_8_M.1.1",5303,1142215,"Bladder"
"E12.D041914.3_8_M.1.1",4907,1142671,"Bladder"
"A1.D041914.3_8_M.1.1",3401,447232,"Bladder"
"A2.D041914.3_8_M.1.1",3164,262418,"Bladder"
"B5.D041914.3_8_M.1.1",8556,1009881,"Bladder"
"B6.D041914.3_8_M.1.1",8249,837165,"Bladder"
"C8.D041914.3_8_M.1.1",5441,991493,"Bladder"
"D10.D041914.3_8_M.1.1",4488,170497,"Bladder"
"C7.D041914.3_8_M.1.1",6484,821677,"Bladder"
"E13.D041914.3_8_M.1.1",5867,1388311,"Bladder"
"E14.D041914.3_8_M.1.1",4403,834574,"Bladder"
"A3.D041914.3_8_M.1.1",6266,334917,"Bladder"
"B7.D041914.3_8_M.1.1",7122,836833,"Bladder"
"C9.D041914.3_8_M.1.1",4333,828810,"Bladder"
"D12.D041914.3_8_M.1.1",4281,619501,"Bladder"
"E15.D041914.3_8_M.1.1",5659,1821969,"Bladder"
"A4.D041914.3_8_M.1.1",8093,868326,"Bladder"
"B8.D041914.3_8_M.1.1",5266,876057,"Bladder"
"C10.D041914.3_8_M.1.1",4930,895005,"Bladder"
"D13.D041914.3_8_M.1.1",5311,947437,"Bladder"
"E17.D041914.3_8_M.1.1",5729,1280895,"Bladder"
"C11.D041914.3_8_M.1.1",5541,869983,"Bladder"
"D14.D041914.3_8_M.1.1",5182,1151519,"Bladder"
"E18.D041914.3_8_M.1.1",5760,1045729,"Bladder"
"A5.D041914.3_8_M.1.1",5446,649762,"Bladder"
"B9.D041914.3_8_M.1.1",5979,1179333,"Bladder"
"A7.D041914.3_8_M.1.1",7653,698804,"Bladder"
"B11.D041914.3_8_M.1.1",4748,242392,"Bladder"
"C13.D041914.3_8_M.1.1",4971,815306,"Bladder"
"A6.D041914.3_8_M.1.1",6169,825417,"Bladder"
"B10.D041914.3_8_M.1.1",5706,711221,"Bladder"
"C12.D041914.3_8_M.1.1",4820,790198,"Bladder"
"D16.D041914.3_8_M.1.1",4900,1194059,"Bladder"
"E19.D041914.3_8_M.1.1",4347,602082,"Bladder"
"A8.D041914.3_8_M.1.1",7629,854519,"Bladder"
"B12.D041914.3_8_M.1.1",4561,1040061,"Bladder"
"C14.D041914.3_8_M.1.1",4068,812277,"Bladder"
"D18.D041914.3_8_M.1.1",5833,1405937,"Bladder"
"E22.D041914.3_8_M.1.1",4988,729413,"Bladder"
"E21.D041914.3_8_M.1.1",5329,912055,"Bladder"
"C15.D041914.3_8_M.1.1",5849,1198767,"Bladder"
"D19.D041914.3_8_M.1.1",5821,1458934,"Bladder"
"F1.D041914.3_8_M.1.1",4280,875058,"Bladder"
"A9.D041914.3_8_M.1.1",4641,803049,"Bladder"
"B13.D041914.3_8_M.1.1",5565,1173057,"Bladder"
"A11.D041914.3_8_M.1.1",5062,947755,"Bladder"
"A10.D041914.3_8_M.1.1",5093,966858,"Bladder"
"B14.D041914.3_8_M.1.1",5554,973210,"Bladder"
"C16.D041914.3_8_M.1.1",4802,933627,"Bladder"
"D20.D041914.3_8_M.1.1",6288,1552631,"Bladder"
"F2.D041914.3_8_M.1.1",3740,653438,"Bladder"
"B15.D041914.3_8_M.1.1",4439,1708345,"Bladder"
"K6.D041914.3_8_M.1.1",5184,479563,"Bladder"
"L8.D041914.3_8_M.1.1",4200,599650,"Bladder"
"M11.D041914.3_8_M.1.1",5126,578964,"Bladder"
"N14.D041914.3_8_M.1.1",4505,429703,"Bladder"
"O17.D041914.3_8_M.1.1",5405,512612,"Bladder"
"P22.D041914.3_8_M.1.1",4379,377786,"Bladder"
"C17.D041914.3_8_M.1.1",4589,916909,"Bladder"
"D21.D041914.3_8_M.1.1",5701,1362423,"Bladder"
"G8.D041914.3_8_M.1.1",4187,514349,"Bladder"
"H19.D041914.3_8_M.1.1",5922,1042979,"Bladder"
"J2.D041914.3_8_M.1.1",4756,488885,"Bladder"
"G9.D041914.3_8_M.1.1",6361,547164,"Bladder"
"F6.D041914.3_8_M.1.1",4012,419443,"Bladder"
"G13.D041914.3_8_M.1.1",4759,558959,"Bladder"
"H20.D041914.3_8_M.1.1",5584,890875,"Bladder"
"J3.D041914.3_8_M.1.1",4390,649272,"Bladder"
"K7.D041914.3_8_M.1.1",5068,1046609,"Bladder"
"L9.D041914.3_8_M.1.1",3866,505410,"Bladder"
"M12.D041914.3_8_M.1.1",5020,723409,"Bladder"
"N15.D041914.3_8_M.1.1",5569,386942,"Bladder"
"O18.D041914.3_8_M.1.1",4946,331036,"Bladder"
"H21.D041914.3_8_M.1.1",6186,730053,"Bladder"
"J4.D041914.3_8_M.1.1",4676,658035,"Bladder"
"F7.D041914.3_8_M.1.1",4361,407465,"Bladder"
"G14.D041914.3_8_M.1.1",5796,537092,"Bladder"
"K8.D041914.3_8_M.1.1",5649,888623,"Bladder"
"L10.D041914.3_8_M.1.1",4490,357256,"Bladder"
"M13.D041914.3_8_M.1.1",5362,541886,"Bladder"
"N16.D041914.3_8_M.1.1",4616,241031,"Bladder"
"O20.D041914.3_8_M.1.1",5352,577692,"Bladder"
"H22.D041914.3_8_M.1.1",4949,600125,"Bladder"
"F8.D041914.3_8_M.1.1",5029,792608,"Bladder"
"G15.D041914.3_8_M.1.1",5759,874279,"Bladder"
"J5.D041914.3_8_M.1.1",4693,497325,"Bladder"
"I1.D041914.3_8_M.1.1",4363,350613,"Bladder"
"J6.D041914.3_8_M.1.1",5166,501358,"Bladder"
"K10.D041914.3_8_M.1.1",5036,752386,"Bladder"
"K9.D041914.3_8_M.1.1",5446,595051,"Bladder"
"L11.D041914.3_8_M.1.1",5805,704014,"Bladder"
"M14.D041914.3_8_M.1.1",4751,449829,"Bladder"
"O22.D041914.3_8_M.1.1",4215,322869,"Bladder"
"L12.D041914.3_8_M.1.1",4942,682347,"Bladder"
"F10.D041914.3_8_M.1.1",4953,531478,"Bladder"
"G16.D041914.3_8_M.1.1",5151,535090,"Bladder"
"I2.D041914.3_8_M.1.1",4537,497840,"Bladder"
"J7.D041914.3_8_M.1.1",4887,548586,"Bladder"
"K11.D041914.3_8_M.1.1",5123,818830,"Bladder"
"L13.D041914.3_8_M.1.1",4748,522994,"Bladder"
"M15.D041914.3_8_M.1.1",5198,462496,"Bladder"
"M16.D041914.3_8_M.1.1",3714,241881,"Bladder"
"N19.D041914.3_8_M.1.1",5549,397219,"Bladder"
"N18.D041914.3_8_M.1.1",5359,477278,"Bladder"
"P1.D041914.3_8_M.1.1",4667,257602,"Bladder"
"I3.D041914.3_8_M.1.1",4847,359714,"Bladder"
"J8.D041914.3_8_M.1.1",5252,927010,"Bladder"
"K12.D041914.3_8_M.1.1",4460,679692,"Bladder"
"L14.D041914.3_8_M.1.1",4964,674565,"Bladder"
"M17.D041914.3_8_M.1.1",5566,419483,"Bladder"
"N21.D041914.3_8_M.1.1",5215,774699,"Bladder"
"P3.D041914.3_8_M.1.1",4942,372189,"Bladder"
"F11.D041914.3_8_M.1.1",4334,350825,"Bladder"
"G17.D041914.3_8_M.1.1",5727,686216,"Bladder"
"P4.D041914.3_8_M.1.1",4726,409846,"Bladder"
"F14.D041914.3_8_M.1.1",4310,342842,"Bladder"
"G19.D041914.3_8_M.1.1",5590,763247,"Bladder"
"F12.D041914.3_8_M.1.1",4267,542219,"Bladder"
"I5.D041914.3_8_M.1.1",5275,422956,"Bladder"
"J10.D041914.3_8_M.1.1",5682,452803,"Bladder"
"K14.D041914.3_8_M.1.1",5167,662494,"Bladder"
"G18.D041914.3_8_M.1.1",4910,448134,"Bladder"
"I4.D041914.3_8_M.1.1",4433,469293,"Bladder"
"J9.D041914.3_8_M.1.1",3746,184631,"Bladder"
"K13.D041914.3_8_M.1.1",4029,593409,"Bladder"
"L15.D041914.3_8_M.1.1",5097,697141,"Bladder"
"M18.D041914.3_8_M.1.1",5510,455070,"Bladder"
"N22.D041914.3_8_M.1.1",4844,403135,"Bladder"
"L16.D041914.3_8_M.1.1",5681,832765,"Bladder"
"F15.D041914.3_8_M.1.1",5157,478325,"Bladder"
"G20.D041914.3_8_M.1.1",5023,612417,"Bladder"
"I6.D041914.3_8_M.1.1",5059,493725,"Bladder"
"J11.D041914.3_8_M.1.1",5645,483243,"Bladder"
"K15.D041914.3_8_M.1.1",6108,835491,"Bladder"
"L17.D041914.3_8_M.1.1",5771,481019,"Bladder"
"M20.D041914.3_8_M.1.1",5850,420566,"Bladder"
"M19.D041914.3_8_M.1.1",5760,336140,"Bladder"
"O2.D041914.3_8_M.1.1",3897,185162,"Bladder"
"P6.D041914.3_8_M.1.1",4404,244193,"Bladder"
"O1.D041914.3_8_M.1.1",4206,247516,"Bladder"
"P5.D041914.3_8_M.1.1",3734,157227,"Bladder"
"I7.D041914.3_8_M.1.1",4701,621288,"Bladder"
"J13.D041914.3_8_M.1.1",5220,385197,"Bladder"
"L18.D041914.3_8_M.1.1",5856,523547,"Bladder"
"M21.D041914.3_8_M.1.1",6079,614677,"Bladder"
"O3.D041914.3_8_M.1.1",5292,643749,"Bladder"
"P7.D041914.3_8_M.1.1",4387,329122,"Bladder"
"F16.D041914.3_8_M.1.1",4905,549836,"Bladder"
"G21.D041914.3_8_M.1.1",5109,659891,"Bladder"
"O4.D041914.3_8_M.1.1",4561,306235,"Bladder"
"P8.D041914.3_8_M.1.1",4382,323641,"Bladder"
"F18.D041914.3_8_M.1.1",6068,1007201,"Bladder"
"H1.D041914.3_8_M.1.1",5160,531199,"Bladder"
"F17.D041914.3_8_M.1.1",4274,675997,"Bladder"
"G22.D041914.3_8_M.1.1",5317,484065,"Bladder"
"I8.D041914.3_8_M.1.1",5755,298010,"Bladder"
"J14.D041914.3_8_M.1.1",5141,616580,"Bladder"
"K17.D041914.3_8_M.1.1",5579,650769,"Bladder"
"L19.D041914.3_8_M.1.1",5600,708842,"Bladder"
"M22.D041914.3_8_M.1.1",5530,663167,"Bladder"
"I9.D041914.3_8_M.1.1",5387,395448,"Bladder"
"F19.D041914.3_8_M.1.1",4645,695056,"Bladder"
"H2.D041914.3_8_M.1.1",4701,396630,"Bladder"
"I13.D041914.3_8_M.1.1",5108,332311,"Bladder"
"J16.D041914.3_8_M.1.1",5525,725298,"Bladder"
"K19.D041914.3_8_M.1.1",6010,836653,"Bladder"
"L21.D041914.3_8_M.1.1",5013,566741,"Bladder"
"N2.D041914.3_8_M.1.1",5185,421348,"Bladder"
"K18.D041914.3_8_M.1.1",5660,537958,"Bladder"
"L20.D041914.3_8_M.1.1",5065,750756,"Bladder"
"N1.D041914.3_8_M.1.1",4583,276533,"Bladder"
"O5.D041914.3_8_M.1.1",4484,305770,"Bladder"
"P10.D041914.3_8_M.1.1",3755,276356,"Bladder"
"F20.D041914.3_8_M.1.1",2988,280755,"Bladder"
"H4.D041914.3_8_M.1.1",5376,649013,"Bladder"
"I14.D041914.3_8_M.1.1",4366,294660,"Bladder"
"J18.D041914.3_8_M.1.1",4874,515183,"Bladder"
"K20.D041914.3_8_M.1.1",5669,891840,"Bladder"
"L22.D041914.3_8_M.1.1",5061,433379,"Bladder"
"N3.D041914.3_8_M.1.1",5276,538174,"Bladder"
"O7.D041914.3_8_M.1.1",4129,284668,"Bladder"
"P12.D041914.3_8_M.1.1",5321,437079,"Bladder"
"O6.D041914.3_8_M.1.1",5241,300259,"Bladder"
"P11.D041914.3_8_M.1.1",5079,371681,"Bladder"
"H5.D041914.3_8_M.1.1",4697,223279,"Bladder"
"I15.D041914.3_8_M.1.1",5231,688713,"Bladder"
"J19.D041914.3_8_M.1.1",7418,854465,"Bladder"
"K21.D041914.3_8_M.1.1",6310,708442,"Bladder"
"M1.D041914.3_8_M.1.1",4637,402343,"Bladder"
"N4.D041914.3_8_M.1.1",5866,714147,"Bladder"
"O8.D041914.3_8_M.1.1",5955,448959,"Bladder"
"P13.D041914.3_8_M.1.1",3947,271114,"Bladder"
"F21.D041914.3_8_M.1.1",5893,862388,"Bladder"
"I16.D041914.3_8_M.1.1",5700,599006,"Bladder"
"J20.D041914.3_8_M.1.1",5226,761240,"Bladder"
"K22.D041914.3_8_M.1.1",5209,440538,"Bladder"
"M2.D041914.3_8_M.1.1",3792,181888,"Bladder"
"N6.D041914.3_8_M.1.1",4952,363405,"Bladder"
"O9.D041914.3_8_M.1.1",4501,312755,"Bladder"
"P14.D041914.3_8_M.1.1",4566,333502,"Bladder"
"F22.D041914.3_8_M.1.1",4290,544559,"Bladder"
"H6.D041914.3_8_M.1.1",4934,428943,"Bladder"
"O10.D041914.3_8_M.1.1",4521,334910,"Bladder"
"P15.D041914.3_8_M.1.1",4636,432767,"Bladder"
"G2.D041914.3_8_M.1.1",4714,448856,"Bladder"
"G1.D041914.3_8_M.1.1",4888,632130,"Bladder"
"H7.D041914.3_8_M.1.1",4600,340063,"Bladder"
"I17.D041914.3_8_M.1.1",5745,663427,"Bladder"
"J21.D041914.3_8_M.1.1",5601,632562,"Bladder"
"L1.D041914.3_8_M.1.1",4545,499813,"Bladder"
"M3.D041914.3_8_M.1.1",4916,448813,"Bladder"
"N7.D041914.3_8_M.1.1",4997,691201,"Bladder"
"H8.D041914.3_8_M.1.1",3898,347381,"Bladder"
"G3.D041914.3_8_M.1.1",4812,565188,"Bladder"
"H9.D041914.3_8_M.1.1",4730,375260,"Bladder"
"I19.D041914.3_8_M.1.1",5296,562413,"Bladder"
"I18.D041914.3_8_M.1.1",5780,610401,"Bladder"
"K1.D041914.3_8_M.1.1",4701,397644,"Bladder"
"L3.D041914.3_8_M.1.1",4235,383449,"Bladder"
"M5.D041914.3_8_M.1.1",5452,414262,"Bladder"
"J22.D041914.3_8_M.1.1",5011,834159,"Bladder"
"L2.D041914.3_8_M.1.1",3943,313380,"Bladder"
"M4.D041914.3_8_M.1.1",4875,449029,"Bladder"
"N8.D041914.3_8_M.1.1",5809,456209,"Bladder"
"O11.D041914.3_8_M.1.1",5809,380174,"Bladder"
"P16.D041914.3_8_M.1.1",5539,544023,"Bladder"
"N9.D041914.3_8_M.1.1",5085,428863,"Bladder"
"G4.D041914.3_8_M.1.1",5459,674444,"Bladder"
"H10.D041914.3_8_M.1.1",5562,371540,"Bladder"
"I20.D041914.3_8_M.1.1",5345,663031,"Bladder"
"K2.D041914.3_8_M.1.1",1744,114664,"Bladder"
"L4.D041914.3_8_M.1.1",5858,789388,"Bladder"
"O12.D041914.3_8_M.1.1",4499,542184,"Bladder"
"M6.D041914.3_8_M.1.1",5509,522954,"Bladder"
"N10.D041914.3_8_M.1.1",5941,668205,"Bladder"
"O13.D041914.3_8_M.1.1",4186,298782,"Bladder"
"P17.D041914.3_8_M.1.1",5095,367314,"Bladder"
"P18.D041914.3_8_M.1.1",6497,414440,"Bladder"
"H15.D041914.3_8_M.1.1",5323,554031,"Bladder"
"I21.D041914.3_8_M.1.1",5062,459457,"Bladder"
"K3.D041914.3_8_M.1.1",5301,652944,"Bladder"
"L5.D041914.3_8_M.1.1",5504,537688,"Bladder"
"M7.D041914.3_8_M.1.1",4870,634073,"Bladder"
"N11.D041914.3_8_M.1.1",5800,446877,"Bladder"
"O14.D041914.3_8_M.1.1",4474,356674,"Bladder"
"P19.D041914.3_8_M.1.1",4084,393411,"Bladder"
"G5.D041914.3_8_M.1.1",4722,521381,"Bladder"
"M8.D041914.3_8_M.1.1",4375,415712,"Bladder"
"N12.D041914.3_8_M.1.1",4485,387161,"Bladder"
"O15.D041914.3_8_M.1.1",5213,729471,"Bladder"
"P20.D041914.3_8_M.1.1",4007,222514,"Bladder"
"G6.D041914.3_8_M.1.1",4622,455320,"Bladder"
"H16.D041914.3_8_M.1.1",5283,520608,"Bladder"
"I22.D041914.3_8_M.1.1",5381,634015,"Bladder"
"K4.D041914.3_8_M.1.1",4549,601634,"Bladder"
"L6.D041914.3_8_M.1.1",5644,554191,"Bladder"
"M10.D041914.3_8_M.1.1",5191,369460,"Bladder"
"N13.D041914.3_8_M.1.1",4398,406267,"Bladder"
"O16.D041914.3_8_M.1.1",5408,501925,"Bladder"
"P21.D041914.3_8_M.1.1",5119,289295,"Bladder"
"G7.D041914.3_8_M.1.1",4055,435595,"Bladder"
"H18.D041914.3_8_M.1.1",5837,731959,"Bladder"
"J1.D041914.3_8_M.1.1",5055,474876,"Bladder"
"K5.D041914.3_8_M.1.1",4798,395844,"Bladder"
"L7.D041914.3_8_M.1.1",3939,448807,"Bladder"
"A4.D042253.3_9_M.1.1",4405,594909,"Bladder"
"B6.D042253.3_9_M.1.1",4746,586701,"Bladder"
"C8.D042253.3_9_M.1.1",4835,628471,"Bladder"
"D10.D042253.3_9_M.1.1",5425,664542,"Bladder"
"E12.D042253.3_9_M.1.1",4578,795080,"Bladder"
"F14.D042253.3_9_M.1.1",4914,681769,"Bladder"
"M8.D042253.3_9_M.1.1",4291,472151,"Bladder"
"G18.D042253.3_9_M.1.1",7187,623469,"Bladder"
"H20.D042253.3_9_M.1.1",6205,741362,"Bladder"
"J1.D042253.3_9_M.1.1",5838,595844,"Bladder"
"K4.D042253.3_9_M.1.1",5373,596931,"Bladder"
"A5.D042253.3_9_M.1.1",4158,399203,"Bladder"
"F15.D042253.3_9_M.1.1",6080,883185,"Bladder"
"G19.D042253.3_9_M.1.1",6034,724092,"Bladder"
"H21.D042253.3_9_M.1.1",5795,641122,"Bladder"
"J2.D042253.3_9_M.1.1",5059,472991,"Bladder"
"B7.D042253.3_9_M.1.1",4321,485295,"Bladder"
"K5.D042253.3_9_M.1.1",5356,459153,"Bladder"
"L7.D042253.3_9_M.1.1",4971,708541,"Bladder"
"M9.D042253.3_9_M.1.1",4824,487690,"Bladder"
"C9.D042253.3_9_M.1.1",4453,333113,"Bladder"
"D11.D042253.3_9_M.1.1",3967,554448,"Bladder"
"E13.D042253.3_9_M.1.1",4247,760849,"Bladder"
"F16.D042253.3_9_M.1.1",6925,896827,"Bladder"
"G20.D042253.3_9_M.1.1",5031,796484,"Bladder"
"H22.D042253.3_9_M.1.1",5479,696377,"Bladder"
"J3.D042253.3_9_M.1.1",4601,636444,"Bladder"
"K6.D042253.3_9_M.1.1",4320,669876,"Bladder"
"A6.D042253.3_9_M.1.1",4388,534151,"Bladder"
"B8.D042253.3_9_M.1.1",4673,427186,"Bladder"
"C10.D042253.3_9_M.1.1",4636,556126,"Bladder"
"D12.D042253.3_9_M.1.1",4707,640492,"Bladder"
"E14.D042253.3_9_M.1.1",6902,1031349,"Bladder"
"L8.D042253.3_9_M.1.1",4631,617646,"Bladder"
"M10.D042253.3_9_M.1.1",4349,627360,"Bladder"
"A7.D042253.3_9_M.1.1",4909,521808,"Bladder"
"G21.D042253.3_9_M.1.1",5136,576357,"Bladder"
"I1.D042253.3_9_M.1.1",5000,371009,"Bladder"
"B9.D042253.3_9_M.1.1",4873,617043,"Bladder"
"J4.D042253.3_9_M.1.1",4303,670956,"Bladder"
"K7.D042253.3_9_M.1.1",5215,748569,"Bladder"
"C11.D042253.3_9_M.1.1",4919,767675,"Bladder"
"D13.D042253.3_9_M.1.1",5277,542350,"Bladder"
"E15.D042253.3_9_M.1.1",5181,515605,"Bladder"
"F17.D042253.3_9_M.1.1",4703,400391,"Bladder"
"L9.D042253.3_9_M.1.1",4582,724007,"Bladder"
"D14.D042253.3_9_M.1.1",4268,700642,"Bladder"
"E16.D042253.3_9_M.1.1",5925,763888,"Bladder"
"F18.D042253.3_9_M.1.1",5321,863652,"Bladder"
"G22.D042253.3_9_M.1.1",6016,616591,"Bladder"
"I2.D042253.3_9_M.1.1",5232,601451,"Bladder"
"M11.D042253.3_9_M.1.1",4487,495604,"Bladder"
"J5.D042253.3_9_M.1.1",5602,541545,"Bladder"
"K8.D042253.3_9_M.1.1",4904,500195,"Bladder"
"L10.D042253.3_9_M.1.1",5142,848993,"Bladder"
"A8.D042253.3_9_M.1.1",4943,437854,"Bladder"
"B10.D042253.3_9_M.1.1",5386,731306,"Bladder"
"C12.D042253.3_9_M.1.1",4882,827421,"Bladder"
"M12.D042253.3_9_M.1.1",4596,547108,"Bladder"
"E17.D042253.3_9_M.1.1",5861,658985,"Bladder"
"F19.D042253.3_9_M.1.1",6214,842947,"Bladder"
"H1.D042253.3_9_M.1.1",4425,446785,"Bladder"
"I3.D042253.3_9_M.1.1",4377,571429,"Bladder"
"J6.D042253.3_9_M.1.1",5024,819926,"Bladder"
"K9.D042253.3_9_M.1.1",4306,746974,"Bladder"
"L11.D042253.3_9_M.1.1",4807,773574,"Bladder"
"M13.D042253.3_9_M.1.1",5133,903042,"Bladder"
"A9.D042253.3_9_M.1.1",4779,578402,"Bladder"
"B11.D042253.3_9_M.1.1",4966,949998,"Bladder"
"C13.D042253.3_9_M.1.1",4750,734169,"Bladder"
"D15.D042253.3_9_M.1.1",5767,648736,"Bladder"
"J7.D042253.3_9_M.1.1",4660,734681,"Bladder"
"K10.D042253.3_9_M.1.1",4280,560878,"Bladder"
"L12.D042253.3_9_M.1.1",4727,698346,"Bladder"
"M14.D042253.3_9_M.1.1",4441,645671,"Bladder"
"A11.D042253.3_9_M.1.1",5021,627093,"Bladder"
"B13.D042253.3_9_M.1.1",4577,545385,"Bladder"
"A10.D042253.3_9_M.1.1",4368,580916,"Bladder"
"C15.D042253.3_9_M.1.1",6148,746777,"Bladder"
"D17.D042253.3_9_M.1.1",5509,542114,"Bladder"
"E19.D042253.3_9_M.1.1",5866,738721,"Bladder"
"B12.D042253.3_9_M.1.1",6584,800028,"Bladder"
"C14.D042253.3_9_M.1.1",4406,694820,"Bladder"
"D16.D042253.3_9_M.1.1",5388,588675,"Bladder"
"E18.D042253.3_9_M.1.1",5684,767461,"Bladder"
"F20.D042253.3_9_M.1.1",5722,1041038,"Bladder"
"H2.D042253.3_9_M.1.1",3966,468536,"Bladder"
"I4.D042253.3_9_M.1.1",5151,637739,"Bladder"
"F21.D042253.3_9_M.1.1",6536,737220,"Bladder"
"A12.D042253.3_9_M.1.1",5320,643475,"Bladder"
"B14.D042253.3_9_M.1.1",4848,334646,"Bladder"
"C16.D042253.3_9_M.1.1",5705,626539,"Bladder"
"D18.D042253.3_9_M.1.1",5684,627489,"Bladder"
"E20.D042253.3_9_M.1.1",6180,714493,"Bladder"
"G1.D042253.3_9_M.1.1",4479,432200,"Bladder"
"H4.D042253.3_9_M.1.1",2140,237977,"Bladder"
"I6.D042253.3_9_M.1.1",5098,723161,"Bladder"
"H3.D042253.3_9_M.1.1",4540,576870,"Bladder"
"J9.D042253.3_9_M.1.1",4788,955243,"Bladder"
"K12.D042253.3_9_M.1.1",4646,951186,"Bladder"
"L14.D042253.3_9_M.1.1",4449,680252,"Bladder"
"I5.D042253.3_9_M.1.1",4499,446135,"Bladder"
"J8.D042253.3_9_M.1.1",5393,958137,"Bladder"
"K11.D042253.3_9_M.1.1",5052,622796,"Bladder"
"L13.D042253.3_9_M.1.1",6388,604559,"Bladder"
"M15.D042253.3_9_M.1.1",4995,608217,"Bladder"
"M16.D042253.3_9_M.1.1",5705,645332,"Bladder"
"E21.D042253.3_9_M.1.1",5699,840498,"Bladder"
"G2.D042253.3_9_M.1.1",3976,428483,"Bladder"
"H5.D042253.3_9_M.1.1",4874,707197,"Bladder"
"J10.D042253.3_9_M.1.1",5058,702993,"Bladder"
"K13.D042253.3_9_M.1.1",4777,730600,"Bladder"
"L15.D042253.3_9_M.1.1",5985,764990,"Bladder"
"M17.D042253.3_9_M.1.1",5142,531120,"Bladder"
"A14.D042253.3_9_M.1.1",4495,459157,"Bladder"
"A13.D042253.3_9_M.1.1",4389,491574,"Bladder"
"B15.D042253.3_9_M.1.1",5957,772864,"Bladder"
"C17.D042253.3_9_M.1.1",6743,834311,"Bladder"
"D19.D042253.3_9_M.1.1",5646,679643,"Bladder"
"B16.D042253.3_9_M.1.1",5708,633313,"Bladder"
"L16.D042253.3_9_M.1.1",5657,769749,"Bladder"
"M18.D042253.3_9_M.1.1",6057,685228,"Bladder"
"A15.D042253.3_9_M.1.1",5461,622382,"Bladder"
"B17.D042253.3_9_M.1.1",5409,521909,"Bladder"
"C19.D042253.3_9_M.1.1",5627,843309,"Bladder"
"D21.D042253.3_9_M.1.1",6103,623076,"Bladder"
"C18.D042253.3_9_M.1.1",5640,793180,"Bladder"
"F1.D042253.3_9_M.1.1",5086,706967,"Bladder"
"G5.D042253.3_9_M.1.1",4301,631653,"Bladder"
"H7.D042253.3_9_M.1.1",4753,979083,"Bladder"
"D20.D042253.3_9_M.1.1",5194,714865,"Bladder"
"E22.D042253.3_9_M.1.1",4944,653504,"Bladder"
"G3.D042253.3_9_M.1.1",4603,564894,"Bladder"
