"","nGene","nReads","orig.ident"
"C10.MAA000385.3_10_M.1.1",4529,862183,"Fat"
"E9.MAA000385.3_10_M.1.1",2324,489029,"Fat"
"M13.MAA000385.3_10_M.1.1",4285,931317,"Fat"
"O14.MAA000385.3_10_M.1.1",2072,642721,"Fat"
"K12.MAA000385.3_10_M.1.1",2192,525896,"Fat"
"M14.MAA000385.3_10_M.1.1",2180,951690,"Fat"
"G12.MAA000385.3_10_M.1.1",4090,953354,"Fat"
"I12.MAA000385.3_10_M.1.1",1400,420738,"Fat"
"E10.MAA000385.3_10_M.1.1",1717,169877,"Fat"
"G13.MAA000385.3_10_M.1.1",2389,378585,"Fat"
"I13.MAA000385.3_10_M.1.1",3592,728243,"Fat"
"K13.MAA000385.3_10_M.1.1",1555,502406,"Fat"
"M15.MAA000385.3_10_M.1.1",1900,412931,"Fat"
"A9.MAA000385.3_10_M.1.1",1892,345724,"Fat"
"C11.MAA000385.3_10_M.1.1",2285,401979,"Fat"
"A10.MAA000385.3_10_M.1.1",3874,447822,"Fat"
"C12.MAA000385.3_10_M.1.1",1988,89487,"Fat"
"M21.MAA000385.3_10_M.1.1",2658,543968,"Fat"
"O17.MAA000385.3_10_M.1.1",3331,914129,"Fat"
"E11.MAA000385.3_10_M.1.1",2203,439937,"Fat"
"G14.MAA000385.3_10_M.1.1",4738,1167018,"Fat"
"I14.MAA000385.3_10_M.1.1",2740,739643,"Fat"
"K15.MAA000385.3_10_M.1.1",2207,453636,"Fat"
"E14.MAA000385.3_10_M.1.1",3508,488944,"Fat"
"G15.MAA000385.3_10_M.1.1",4091,844535,"Fat"
"I15.MAA000385.3_10_M.1.1",2198,490038,"Fat"
"K16.MAA000385.3_10_M.1.1",4557,1159983,"Fat"
"N5.MAA000385.3_10_M.1.1",4230,1987394,"Fat"
"A11.MAA000385.3_10_M.1.1",1902,242299,"Fat"
"C13.MAA000385.3_10_M.1.1",2353,504881,"Fat"
"E15.MAA000385.3_10_M.1.1",2638,558709,"Fat"
"G16.MAA000385.3_10_M.1.1",4146,1035869,"Fat"
"I16.MAA000385.3_10_M.1.1",2055,517395,"Fat"
"K17.MAA000385.3_10_M.1.1",2691,627317,"Fat"
"N6.MAA000385.3_10_M.1.1",4498,989467,"Fat"
"A13.MAA000385.3_10_M.1.1",3810,363093,"Fat"
"C14.MAA000385.3_10_M.1.1",2696,321433,"Fat"
"A14.MAA000385.3_10_M.1.1",3821,644774,"Fat"
"C15.MAA000385.3_10_M.1.1",2237,470178,"Fat"
"E16.MAA000385.3_10_M.1.1",3597,866517,"Fat"
"G19.MAA000385.3_10_M.1.1",4093,987977,"Fat"
"I22.MAA000385.3_10_M.1.1",2853,594698,"Fat"
"K20.MAA000385.3_10_M.1.1",3366,667783,"Fat"
"N8.MAA000385.3_10_M.1.1",4432,1851974,"Fat"
"A16.MAA000385.3_10_M.1.1",1682,126330,"Fat"
"C16.MAA000385.3_10_M.1.1",3244,719885,"Fat"
"E17.MAA000385.3_10_M.1.1",4944,1196913,"Fat"
"J2.MAA000385.3_10_M.1.1",4389,1389938,"Fat"
"K22.MAA000385.3_10_M.1.1",3111,802447,"Fat"
"N9.MAA000385.3_10_M.1.1",2189,1711473,"Fat"
"A20.MAA000385.3_10_M.1.1",2366,236376,"Fat"
"E19.MAA000385.3_10_M.1.1",2859,824718,"Fat"
"H7.MAA000385.3_10_M.1.1",5404,1575457,"Fat"
"J6.MAA000385.3_10_M.1.1",4965,1646406,"Fat"
"N10.MAA000385.3_10_M.1.1",3883,925036,"Fat"
"P6.MAA000385.3_10_M.1.1",4459,1431220,"Fat"
"C22.MAA000385.3_10_M.1.1",2848,556802,"Fat"
"E20.MAA000385.3_10_M.1.1",3851,1102418,"Fat"
"H9.MAA000385.3_10_M.1.1",1962,580490,"Fat"
"J9.MAA000385.3_10_M.1.1",2015,811438,"Fat"
"L7.MAA000385.3_10_M.1.1",5109,1030948,"Fat"
"N11.MAA000385.3_10_M.1.1",1808,375146,"Fat"
"B4.MAA000385.3_10_M.1.1",3792,1678515,"Fat"
"F9.MAA000385.3_10_M.1.1",2746,795172,"Fat"
"H10.MAA000385.3_10_M.1.1",4166,1041672,"Fat"
"J10.MAA000385.3_10_M.1.1",5549,1478289,"Fat"
"N12.MAA000385.3_10_M.1.1",1955,445411,"Fat"
"L8.MAA000385.3_10_M.1.1",4614,1604784,"Fat"
"F10.MAA000385.3_10_M.1.1",2296,623627,"Fat"
"H12.MAA000385.3_10_M.1.1",4348,986596,"Fat"
"J11.MAA000385.3_10_M.1.1",3277,991687,"Fat"
"L9.MAA000385.3_10_M.1.1",1175,259549,"Fat"
"N14.MAA000385.3_10_M.1.1",3151,1150337,"Fat"
"P9.MAA000385.3_10_M.1.1",3243,837768,"Fat"
"B6.MAA000385.3_10_M.1.1",4995,1434144,"Fat"
"D7.MAA000385.3_10_M.1.1",4332,778488,"Fat"
"B9.MAA000385.3_10_M.1.1",2109,451542,"Fat"
"D10.MAA000385.3_10_M.1.1",2551,586909,"Fat"
"F11.MAA000385.3_10_M.1.1",4441,1227671,"Fat"
"H13.MAA000385.3_10_M.1.1",1996,415162,"Fat"
"J12.MAA000385.3_10_M.1.1",1938,377340,"Fat"
"L10.MAA000385.3_10_M.1.1",4374,1532040,"Fat"
"N15.MAA000385.3_10_M.1.1",2245,497911,"Fat"
"P10.MAA000385.3_10_M.1.1",2411,713307,"Fat"
"B10.MAA000385.3_10_M.1.1",3911,488715,"Fat"
"D12.MAA000385.3_10_M.1.1",2896,511840,"Fat"
"F12.MAA000385.3_10_M.1.1",2450,414728,"Fat"
"H14.MAA000385.3_10_M.1.1",2940,579730,"Fat"
"J13.MAA000385.3_10_M.1.1",2621,598986,"Fat"
"P11.MAA000385.3_10_M.1.1",1254,95692,"Fat"
"L11.MAA000385.3_10_M.1.1",3485,730978,"Fat"
"N16.MAA000385.3_10_M.1.1",4770,981102,"Fat"
"B11.MAA000385.3_10_M.1.1",5448,1103430,"Fat"
"D13.MAA000385.3_10_M.1.1",5321,1338456,"Fat"
"F13.MAA000385.3_10_M.1.1",2014,373043,"Fat"
"H15.MAA000385.3_10_M.1.1",2314,499424,"Fat"
"J14.MAA000385.3_10_M.1.1",1752,295163,"Fat"
"L13.MAA000385.3_10_M.1.1",1786,424323,"Fat"
"N17.MAA000385.3_10_M.1.1",2354,951387,"Fat"
"P12.MAA000385.3_10_M.1.1",2709,287803,"Fat"
"B12.MAA000385.3_10_M.1.1",2811,511592,"Fat"
"D14.MAA000385.3_10_M.1.1",1930,328640,"Fat"
"F14.MAA000385.3_10_M.1.1",4183,877502,"Fat"
"H16.MAA000385.3_10_M.1.1",1140,226374,"Fat"
"J15.MAA000385.3_10_M.1.1",2121,450718,"Fat"
"L14.MAA000385.3_10_M.1.1",4613,1104219,"Fat"
"N21.MAA000385.3_10_M.1.1",4249,948439,"Fat"
"P14.MAA000385.3_10_M.1.1",2096,233575,"Fat"
"A13.MAA000386.3_11_M.1.1",5984,1575963,"Fat"
"A12.MAA000386.3_11_M.1.1",4286,1183751,"Fat"
"A14.MAA000386.3_11_M.1.1",4736,1513350,"Fat"
"A15.MAA000386.3_11_M.1.1",6496,1555436,"Fat"
"B3.MAA000386.3_11_M.1.1",3882,427684,"Fat"
"B5.MAA000386.3_11_M.1.1",4894,1200615,"Fat"
"B4.MAA000386.3_11_M.1.1",2190,400251,"Fat"
"B6.MAA000386.3_11_M.1.1",1722,381697,"Fat"
"B7.MAA000386.3_11_M.1.1",3634,1054231,"Fat"
"B9.MAA000386.3_11_M.1.1",6135,1816627,"Fat"
"B11.MAA000386.3_11_M.1.1",5282,1578951,"Fat"
"B12.MAA000386.3_11_M.1.1",4812,1171870,"Fat"
"B13.MAA000386.3_11_M.1.1",5331,1886738,"Fat"
"A7.MAA000386.3_11_M.1.1",4798,730662,"Fat"
"A9.MAA000386.3_11_M.1.1",6382,1957239,"Fat"
"A10.MAA000386.3_11_M.1.1",3600,1472047,"Fat"
"A11.MAA000386.3_11_M.1.1",5292,1259247,"Fat"
"C5.MAA000386.3_11_M.1.1",1983,372399,"Fat"
"D11.MAA000386.3_11_M.1.1",5916,1188044,"Fat"
"E20.MAA000386.3_11_M.1.1",2056,590701,"Fat"
"G10.MAA000386.3_11_M.1.1",5451,1557479,"Fat"
"H21.MAA000386.3_11_M.1.1",1210,104412,"Fat"
"J11.MAA000386.3_11_M.1.1",4664,274954,"Fat"
"C7.MAA000386.3_11_M.1.1",1699,264216,"Fat"
"D12.MAA000386.3_11_M.1.1",5969,1331589,"Fat"
"F1.MAA000386.3_11_M.1.1",4625,645959,"Fat"
"G11.MAA000386.3_11_M.1.1",5339,1042506,"Fat"
"I2.MAA000386.3_11_M.1.1",4634,397747,"Fat"
"K22.MAA000386.3_11_M.1.1",2707,295926,"Fat"
"M9.MAA000386.3_11_M.1.1",4988,513562,"Fat"
"N18.MAA000386.3_11_M.1.1",3072,1055662,"Fat"
"J12.MAA000386.3_11_M.1.1",2882,53208,"Fat"
"C9.MAA000386.3_11_M.1.1",4685,1319688,"Fat"
"D13.MAA000386.3_11_M.1.1",5508,1399380,"Fat"
"F2.MAA000386.3_11_M.1.1",2811,117415,"Fat"
"G12.MAA000386.3_11_M.1.1",5524,996000,"Fat"
"I4.MAA000386.3_11_M.1.1",2173,233590,"Fat"
"J13.MAA000386.3_11_M.1.1",4832,432755,"Fat"
"L1.MAA000386.3_11_M.1.1",2355,88575,"Fat"
"L2.MAA000386.3_11_M.1.1",2463,242750,"Fat"
"M10.MAA000386.3_11_M.1.1",4892,522017,"Fat"
"N20.MAA000386.3_11_M.1.1",2536,1005110,"Fat"
"M11.MAA000386.3_11_M.1.1",4434,299148,"Fat"
"C10.MAA000386.3_11_M.1.1",5282,1243187,"Fat"
"D14.MAA000386.3_11_M.1.1",4657,1404922,"Fat"
"F3.MAA000386.3_11_M.1.1",4261,923486,"Fat"
"G13.MAA000386.3_11_M.1.1",8270,1449567,"Fat"
"I7.MAA000386.3_11_M.1.1",3782,540544,"Fat"
"J14.MAA000386.3_11_M.1.1",5584,1203517,"Fat"
"L3.MAA000386.3_11_M.1.1",4295,1192565,"Fat"
"N21.MAA000386.3_11_M.1.1",1496,186531,"Fat"
"M12.MAA000386.3_11_M.1.1",4332,372720,"Fat"
"P6.MAA000386.3_11_M.1.1",4215,510031,"Fat"
"N22.MAA000386.3_11_M.1.1",899,76980,"Fat"
"C11.MAA000386.3_11_M.1.1",5780,1288945,"Fat"
"D15.MAA000386.3_11_M.1.1",5641,1761155,"Fat"
"F4.MAA000386.3_11_M.1.1",4316,874668,"Fat"
"G14.MAA000386.3_11_M.1.1",5753,1245322,"Fat"
"I8.MAA000386.3_11_M.1.1",3577,187609,"Fat"
"J15.MAA000386.3_11_M.1.1",6200,464754,"Fat"
"L6.MAA000386.3_11_M.1.1",4828,1139058,"Fat"
"M13.MAA000386.3_11_M.1.1",5558,576786,"Fat"
"P7.MAA000386.3_11_M.1.1",4435,978576,"Fat"
"O1.MAA000386.3_11_M.1.1",3715,317795,"Fat"
"P8.MAA000386.3_11_M.1.1",4739,647464,"Fat"
"C12.MAA000386.3_11_M.1.1",5216,908208,"Fat"
"D16.MAA000386.3_11_M.1.1",6307,1315242,"Fat"
"F7.MAA000386.3_11_M.1.1",3862,695328,"Fat"
"G15.MAA000386.3_11_M.1.1",7503,1525135,"Fat"
"I9.MAA000386.3_11_M.1.1",5532,1578756,"Fat"
"J16.MAA000386.3_11_M.1.1",5577,926252,"Fat"
"L7.MAA000386.3_11_M.1.1",4388,518578,"Fat"
"M14.MAA000386.3_11_M.1.1",5884,793030,"Fat"
"O3.MAA000386.3_11_M.1.1",4124,558336,"Fat"
"C13.MAA000386.3_11_M.1.1",5829,1510253,"Fat"
"D17.MAA000386.3_11_M.1.1",2260,378431,"Fat"
"F9.MAA000386.3_11_M.1.1",6206,1675462,"Fat"
"G16.MAA000386.3_11_M.1.1",5701,1347482,"Fat"
"I10.MAA000386.3_11_M.1.1",5735,1185694,"Fat"
"J17.MAA000386.3_11_M.1.1",2749,957696,"Fat"
"L8.MAA000386.3_11_M.1.1",3868,672078,"Fat"
"P9.MAA000386.3_11_M.1.1",5091,1483393,"Fat"
"M15.MAA000386.3_11_M.1.1",7169,1201859,"Fat"
"C14.MAA000386.3_11_M.1.1",5203,1536823,"Fat"
"D21.MAA000386.3_11_M.1.1",2160,362571,"Fat"
"F10.MAA000386.3_11_M.1.1",5590,699900,"Fat"
"G19.MAA000386.3_11_M.1.1",2913,779331,"Fat"
"I11.MAA000386.3_11_M.1.1",5100,1172929,"Fat"
"J19.MAA000386.3_11_M.1.1",2496,562133,"Fat"
"O4.MAA000386.3_11_M.1.1",2533,116667,"Fat"
"L9.MAA000386.3_11_M.1.1",4052,234440,"Fat"
"M16.MAA000386.3_11_M.1.1",5584,960465,"Fat"
"C15.MAA000386.3_11_M.1.1",3971,735305,"Fat"
"E1.MAA000386.3_11_M.1.1",4141,697845,"Fat"
"F11.MAA000386.3_11_M.1.1",5132,1177213,"Fat"
"G22.MAA000386.3_11_M.1.1",3960,1218819,"Fat"
"I12.MAA000386.3_11_M.1.1",7103,1170187,"Fat"
"J20.MAA000386.3_11_M.1.1",2710,1029072,"Fat"
"L10.MAA000386.3_11_M.1.1",5637,1711651,"Fat"
"M19.MAA000386.3_11_M.1.1",3378,466145,"Fat"
"O8.MAA000386.3_11_M.1.1",3163,93199,"Fat"
"O6.MAA000386.3_11_M.1.1",3310,383919,"Fat"
"C16.MAA000386.3_11_M.1.1",5309,1191521,"Fat"
"E2.MAA000386.3_11_M.1.1",3427,563402,"Fat"
"F12.MAA000386.3_11_M.1.1",5585,919879,"Fat"
"H1.MAA000386.3_11_M.1.1",4132,1214698,"Fat"
"J21.MAA000386.3_11_M.1.1",2419,447269,"Fat"
"L11.MAA000386.3_11_M.1.1",5085,1038890,"Fat"
"M20.MAA000386.3_11_M.1.1",2286,273496,"Fat"
"P12.MAA000386.3_11_M.1.1",6231,1607321,"Fat"
"O9.MAA000386.3_11_M.1.1",3103,145445,"Fat"
"C18.MAA000386.3_11_M.1.1",2710,714254,"Fat"
"E3.MAA000386.3_11_M.1.1",3682,1317900,"Fat"
"F13.MAA000386.3_11_M.1.1",5613,1578633,"Fat"
"H2.MAA000386.3_11_M.1.1",4924,1332518,"Fat"
"I14.MAA000386.3_11_M.1.1",4814,1550705,"Fat"
"K3.MAA000386.3_11_M.1.1",4966,766254,"Fat"
"P13.MAA000386.3_11_M.1.1",4525,1226919,"Fat"
"L13.MAA000386.3_11_M.1.1",5496,552032,"Fat"
"M21.MAA000386.3_11_M.1.1",3216,733061,"Fat"
"O10.MAA000386.3_11_M.1.1",5159,516097,"Fat"
"P14.MAA000386.3_11_M.1.1",4312,741223,"Fat"
"C20.MAA000386.3_11_M.1.1",2467,649238,"Fat"
"E4.MAA000386.3_11_M.1.1",4670,811376,"Fat"
"F14.MAA000386.3_11_M.1.1",5352,519848,"Fat"
"H3.MAA000386.3_11_M.1.1",4620,1823226,"Fat"
"I15.MAA000386.3_11_M.1.1",5186,1767154,"Fat"
"K4.MAA000386.3_11_M.1.1",3030,196907,"Fat"
"M22.MAA000386.3_11_M.1.1",2641,719823,"Fat"
"O11.MAA000386.3_11_M.1.1",6409,1203064,"Fat"
"C21.MAA000386.3_11_M.1.1",4703,1232341,"Fat"
"E5.MAA000386.3_11_M.1.1",3921,560091,"Fat"
"F15.MAA000386.3_11_M.1.1",5442,1030600,"Fat"
"H5.MAA000386.3_11_M.1.1",3526,1879956,"Fat"
"K6.MAA000386.3_11_M.1.1",3544,559734,"Fat"
"N1.MAA000386.3_11_M.1.1",4050,292573,"Fat"
"O12.MAA000386.3_11_M.1.1",5796,779762,"Fat"
"P16.MAA000386.3_11_M.1.1",4420,1388336,"Fat"
"E7.MAA000386.3_11_M.1.1",4688,786778,"Fat"
"F16.MAA000386.3_11_M.1.1",5478,953667,"Fat"
"H6.MAA000386.3_11_M.1.1",1359,349414,"Fat"
"I18.MAA000386.3_11_M.1.1",2563,549351,"Fat"
"K7.MAA000386.3_11_M.1.1",2825,243295,"Fat"
"N2.MAA000386.3_11_M.1.1",4251,517038,"Fat"
"O13.MAA000386.3_11_M.1.1",4682,569222,"Fat"
"C22.MAA000386.3_11_M.1.1",2658,1118929,"Fat"
"K9.MAA000386.3_11_M.1.1",4735,879019,"Fat"
"L17.MAA000386.3_11_M.1.1",3194,508785,"Fat"
"N3.MAA000386.3_11_M.1.1",3256,844556,"Fat"
"O14.MAA000386.3_11_M.1.1",5809,632329,"Fat"
"P19.MAA000386.3_11_M.1.1",3882,1680875,"Fat"
"D1.MAA000386.3_11_M.1.1",2502,578041,"Fat"
"E8.MAA000386.3_11_M.1.1",2247,674325,"Fat"
"F17.MAA000386.3_11_M.1.1",5718,1238495,"Fat"
"H7.MAA000386.3_11_M.1.1",4205,707496,"Fat"
"I19.MAA000386.3_11_M.1.1",3874,1088252,"Fat"
"D2.MAA000386.3_11_M.1.1",4158,829990,"Fat"
"P20.MAA000386.3_11_M.1.1",2551,1274786,"Fat"
"E9.MAA000386.3_11_M.1.1",6594,1086598,"Fat"
"F18.MAA000386.3_11_M.1.1",2971,645528,"Fat"
"H9.MAA000386.3_11_M.1.1",6588,1412659,"Fat"
"I22.MAA000386.3_11_M.1.1",3184,656667,"Fat"
"K10.MAA000386.3_11_M.1.1",3996,351369,"Fat"
"L20.MAA000386.3_11_M.1.1",2442,1262607,"Fat"
"O15.MAA000386.3_11_M.1.1",6021,778923,"Fat"
"D3.MAA000386.3_11_M.1.1",3797,369509,"Fat"
"P22.MAA000386.3_11_M.1.1",1402,91712,"Fat"
"E10.MAA000386.3_11_M.1.1",6861,1076726,"Fat"
"F19.MAA000386.3_11_M.1.1",3139,1113316,"Fat"
"H10.MAA000386.3_11_M.1.1",5300,1070449,"Fat"
"J1.MAA000386.3_11_M.1.1",3565,363067,"Fat"
"K11.MAA000386.3_11_M.1.1",4469,847737,"Fat"
"L21.MAA000386.3_11_M.1.1",2936,1737318,"Fat"
"O16.MAA000386.3_11_M.1.1",5536,1171754,"Fat"
"N11.MAA000386.3_11_M.1.1",5441,791639,"Fat"
"O17.MAA000386.3_11_M.1.1",2720,545358,"Fat"
"B15.MAA000386.3_11_M.1.1",5786,1241496,"Fat"
"D4.MAA000386.3_11_M.1.1",4272,293055,"Fat"
"E11.MAA000386.3_11_M.1.1",5515,1085944,"Fat"
"F20.MAA000386.3_11_M.1.1",2493,612383,"Fat"
"H11.MAA000386.3_11_M.1.1",5778,1365832,"Fat"
"J3.MAA000386.3_11_M.1.1",2629,125457,"Fat"
"K12.MAA000386.3_11_M.1.1",5467,1264720,"Fat"
"L22.MAA000386.3_11_M.1.1",2633,349570,"Fat"
"K13.MAA000386.3_11_M.1.1",5260,1140751,"Fat"
"M1.MAA000386.3_11_M.1.1",3622,665884,"Fat"
"N12.MAA000386.3_11_M.1.1",3984,1342722,"Fat"
"O18.MAA000386.3_11_M.1.1",1892,190639,"Fat"
"B16.MAA000386.3_11_M.1.1",3305,1036342,"Fat"
"D5.MAA000386.3_11_M.1.1",1825,56557,"Fat"
"E12.MAA000386.3_11_M.1.1",5320,1304316,"Fat"
"G1.MAA000386.3_11_M.1.1",5006,715141,"Fat"
"H12.MAA000386.3_11_M.1.1",4834,782918,"Fat"
"J4.MAA000386.3_11_M.1.1",3250,655667,"Fat"
"D6.MAA000386.3_11_M.1.1",4249,899164,"Fat"
"E13.MAA000386.3_11_M.1.1",3998,1161272,"Fat"
"G2.MAA000386.3_11_M.1.1",4076,790541,"Fat"
"H13.MAA000386.3_11_M.1.1",6263,1106369,"Fat"
"J6.MAA000386.3_11_M.1.1",5264,798273,"Fat"
"B17.MAA000386.3_11_M.1.1",2643,755295,"Fat"
"K14.MAA000386.3_11_M.1.1",5513,1155017,"Fat"
"B20.MAA000386.3_11_M.1.1",3265,1224889,"Fat"
"D7.MAA000386.3_11_M.1.1",4572,1124698,"Fat"
"E14.MAA000386.3_11_M.1.1",5237,1540301,"Fat"
"G3.MAA000386.3_11_M.1.1",4392,762735,"Fat"
"M2.MAA000386.3_11_M.1.1",3663,252188,"Fat"
"H14.MAA000386.3_11_M.1.1",7212,1130861,"Fat"
"J7.MAA000386.3_11_M.1.1",4641,577676,"Fat"
"N13.MAA000386.3_11_M.1.1",7449,1788600,"Fat"
"O19.MAA000386.3_11_M.1.1",2588,454973,"Fat"
"K15.MAA000386.3_11_M.1.1",6521,1964064,"Fat"
"B21.MAA000386.3_11_M.1.1",4605,899329,"Fat"
"D8.MAA000386.3_11_M.1.1",4018,555116,"Fat"
"E15.MAA000386.3_11_M.1.1",5045,917963,"Fat"
"M4.MAA000386.3_11_M.1.1",3191,303698,"Fat"
"N14.MAA000386.3_11_M.1.1",4206,1631656,"Fat"
"G7.MAA000386.3_11_M.1.1",3847,977795,"Fat"
"H15.MAA000386.3_11_M.1.1",4696,974821,"Fat"
"J8.MAA000386.3_11_M.1.1",4613,761114,"Fat"
"M6.MAA000386.3_11_M.1.1",4290,543802,"Fat"
"N15.MAA000386.3_11_M.1.1",4373,634966,"Fat"
"O22.MAA000386.3_11_M.1.1",2949,638070,"Fat"
"C1.MAA000386.3_11_M.1.1",4247,506889,"Fat"
"N16.MAA000386.3_11_M.1.1",4419,293286,"Fat"
"D9.MAA000386.3_11_M.1.1",6047,792977,"Fat"
"E18.MAA000386.3_11_M.1.1",4605,1316047,"Fat"
"G8.MAA000386.3_11_M.1.1",4754,177031,"Fat"
"H16.MAA000386.3_11_M.1.1",5436,974782,"Fat"
"J9.MAA000386.3_11_M.1.1",5881,1067139,"Fat"
"K19.MAA000386.3_11_M.1.1",4602,654629,"Fat"
"M7.MAA000386.3_11_M.1.1",3549,1149143,"Fat"
"E19.MAA000386.3_11_M.1.1",2323,599072,"Fat"
"G9.MAA000386.3_11_M.1.1",6156,1166153,"Fat"
"H17.MAA000386.3_11_M.1.1",5217,707963,"Fat"
"J10.MAA000386.3_11_M.1.1",4450,1146773,"Fat"
"K20.MAA000386.3_11_M.1.1",1841,132035,"Fat"
"M8.MAA000386.3_11_M.1.1",3421,128471,"Fat"
"N17.MAA000386.3_11_M.1.1",1476,154011,"Fat"
"C4.MAA000386.3_11_M.1.1",3685,598596,"Fat"
"D10.MAA000386.3_11_M.1.1",5815,1246794,"Fat"
"A8.MAA000388.3_11_M.1.1",3359,205233,"Fat"
"C1.MAA000388.3_11_M.1.1",5586,648350,"Fat"
"D19.MAA000388.3_11_M.1.1",3493,221999,"Fat"
"F10.MAA000388.3_11_M.1.1",2867,107366,"Fat"
"H5.MAA000388.3_11_M.1.1",5216,339740,"Fat"
"J6.MAA000388.3_11_M.1.1",4914,268282,"Fat"
"H6.MAA000388.3_11_M.1.1",3990,228893,"Fat"
"J7.MAA000388.3_11_M.1.1",4214,242334,"Fat"
"A9.MAA000388.3_11_M.1.1",2654,354609,"Fat"
"C2.MAA000388.3_11_M.1.1",4733,636234,"Fat"
"F13.MAA000388.3_11_M.1.1",3977,206485,"Fat"
"J8.MAA000388.3_11_M.1.1",4946,289214,"Fat"
"A10.MAA000388.3_11_M.1.1",1643,111336,"Fat"
"C3.MAA000388.3_11_M.1.1",5239,633532,"Fat"
"D22.MAA000388.3_11_M.1.1",2928,277088,"Fat"
"F14.MAA000388.3_11_M.1.1",2908,207961,"Fat"
"H7.MAA000388.3_11_M.1.1",3622,185940,"Fat"
"H8.MAA000388.3_11_M.1.1",5027,449308,"Fat"
"J10.MAA000388.3_11_M.1.1",3393,209090,"Fat"
"A11.MAA000388.3_11_M.1.1",2133,248929,"Fat"
"C4.MAA000388.3_11_M.1.1",4483,627279,"Fat"
