"","nGene","nReads","orig.ident"
"A6.D042103.3_11_M.1",1198,288934,"Limb_Muscle"
"A6.D042186.3_8_M.1.1",3116,914911,"Limb_Muscle"
"A7.B002765.3_38_F.1.1",1944,857947,"Limb_Muscle"
"A7.D042186.3_8_M.1.1",2554,623927,"Limb_Muscle"
"A8.B002765.3_38_F.1.1",2059,1114265,"Limb_Muscle"
"A8.B002769.3_39_F.1.1",2188,1272607,"Limb_Muscle"
"A8.D042186.3_8_M.1.1",2828,676626,"Limb_Muscle"
"A9.B002765.3_38_F.1.1",1602,630706,"Limb_Muscle"
"A9.B002769.3_39_F.1.1",2166,1928548,"Limb_Muscle"
"A9.D042186.3_8_M.1.1",2853,347142,"Limb_Muscle"
"B1.B002765.3_38_F.1.1",2070,713880,"Limb_Muscle"
"B1.D042103.3_11_M.1",1036,516764,"Limb_Muscle"
"B1.D042186.3_8_M.1.1",2366,724916,"Limb_Muscle"
"B1.D042473.3_10_M.1.1",1789,358786,"Limb_Muscle"
"B10.B002765.3_38_F.1.1",2074,709185,"Limb_Muscle"
"B10.B002769.3_39_F.1.1",2423,2243584,"Limb_Muscle"
"B10.D042186.3_8_M.1.1",3614,1627437,"Limb_Muscle"
"B11.B002765.3_38_F.1.1",1819,486953,"Limb_Muscle"
"B11.B002769.3_39_F.1.1",2482,522756,"Limb_Muscle"
"B11.D042186.3_8_M.1.1",2763,494761,"Limb_Muscle"
"B12.B002765.3_38_F.1.1",1616,447401,"Limb_Muscle"
"B12.B002769.3_39_F.1.1",2506,695262,"Limb_Muscle"
"B12.D042185.3_9_M.1.1",2312,145254,"Limb_Muscle"
"B12.D042186.3_8_M.1.1",3523,807135,"Limb_Muscle"
"B13.B002765.3_38_F.1.1",1495,561657,"Limb_Muscle"
"B13.B002769.3_39_F.1.1",2353,1238412,"Limb_Muscle"
"B13.D042185.3_9_M.1.1",2414,156186,"Limb_Muscle"
"B13.D042186.3_8_M.1.1",3744,930487,"Limb_Muscle"
"B14.B002765.3_38_F.1.1",2100,824454,"Limb_Muscle"
"B14.B002769.3_39_F.1.1",2196,1124205,"Limb_Muscle"
"B14.D042186.3_8_M.1.1",2520,890150,"Limb_Muscle"
"B15.B002765.3_38_F.1.1",1968,596509,"Limb_Muscle"
"B15.B002769.3_39_F.1.1",2206,802909,"Limb_Muscle"
"B15.D042185.3_9_M.1.1",2773,160206,"Limb_Muscle"
"B15.D042186.3_8_M.1.1",2861,679231,"Limb_Muscle"
"B16.B002765.3_38_F.1.1",1552,537661,"Limb_Muscle"
"B16.B002769.3_39_F.1.1",2786,647198,"Limb_Muscle"
"B16.D042185.3_9_M.1.1",2004,126859,"Limb_Muscle"
"B16.D042186.3_8_M.1.1",3203,473802,"Limb_Muscle"
"B17.B002765.3_38_F.1.1",2534,1418054,"Limb_Muscle"
"B17.B002769.3_39_F.1.1",2746,756443,"Limb_Muscle"
"B17.D042186.3_8_M.1.1",2518,1016374,"Limb_Muscle"
"B18.B002765.3_38_F.1.1",3030,1009926,"Limb_Muscle"
"B18.B002769.3_39_F.1.1",3016,1218536,"Limb_Muscle"
"B18.D042186.3_8_M.1.1",3026,1442981,"Limb_Muscle"
"B19.B002765.3_38_F.1.1",1565,646846,"Limb_Muscle"
"B19.B002769.3_39_F.1.1",2316,493246,"Limb_Muscle"
"B19.D042186.3_8_M.1.1",2573,756263,"Limb_Muscle"
"B2.B002765.3_38_F.1.1",2136,972122,"Limb_Muscle"
"B2.D042103.3_11_M.1",2190,998672,"Limb_Muscle"
"B2.D042186.3_8_M.1.1",3064,1182797,"Limb_Muscle"
"B20.B002765.3_38_F.1.1",1923,678700,"Limb_Muscle"
"B20.B002769.3_39_F.1.1",1778,579977,"Limb_Muscle"
"B20.D042186.3_8_M.1.1",3404,1021230,"Limb_Muscle"
"B21.B002765.3_38_F.1.1",1509,476083,"Limb_Muscle"
"B21.B002769.3_39_F.1.1",1188,812931,"Limb_Muscle"
"B21.D042186.3_8_M.1.1",2847,1053267,"Limb_Muscle"
"B22.B002765.3_38_F.1.1",1957,754706,"Limb_Muscle"
"B22.B002769.3_39_F.1.1",1866,1234309,"Limb_Muscle"
"B22.D042186.3_8_M.1.1",2758,833674,"Limb_Muscle"
"B3.B002765.3_38_F.1.1",1762,489320,"Limb_Muscle"
"B3.D042103.3_11_M.1",3993,759257,"Limb_Muscle"
"B3.D042186.3_8_M.1.1",2384,661088,"Limb_Muscle"
"B4.B002765.3_38_F.1.1",1735,432811,"Limb_Muscle"
"B4.D042103.3_11_M.1",1518,1064727,"Limb_Muscle"
"B4.D042186.3_8_M.1.1",3031,1226024,"Limb_Muscle"
"B5.B002765.3_38_F.1.1",1864,758930,"Limb_Muscle"
"B5.D042103.3_11_M.1",1613,770234,"Limb_Muscle"
"B5.D042186.3_8_M.1.1",2663,843987,"Limb_Muscle"
"B6.B002765.3_38_F.1.1",1660,581575,"Limb_Muscle"
"B6.D042186.3_8_M.1.1",2416,979816,"Limb_Muscle"
"B7.B002765.3_38_F.1.1",2152,1609546,"Limb_Muscle"
"B7.D042185.3_9_M.1.1",2168,422599,"Limb_Muscle"
"B7.D042186.3_8_M.1.1",2846,356410,"Limb_Muscle"
"B8.B002765.3_38_F.1.1",1729,417329,"Limb_Muscle"
"B8.B002769.3_39_F.1.1",2498,1780780,"Limb_Muscle"
"B8.D042185.3_9_M.1.1",2508,144659,"Limb_Muscle"
"B8.D042186.3_8_M.1.1",2002,455914,"Limb_Muscle"
"B9.B002765.3_38_F.1.1",2008,850329,"Limb_Muscle"
"B9.B002769.3_39_F.1.1",2984,2258872,"Limb_Muscle"
"B9.D042186.3_8_M.1.1",2281,859565,"Limb_Muscle"
"C1.B002765.3_38_F.1.1",1491,327007,"Limb_Muscle"
"C1.D042103.3_11_M.1",1975,1110487,"Limb_Muscle"
"C1.D042186.3_8_M.1.1",2641,815421,"Limb_Muscle"
"C10.B002765.3_38_F.1.1",1912,723772,"Limb_Muscle"
"C10.D042186.3_8_M.1.1",2836,1046217,"Limb_Muscle"
"C11.B002765.3_38_F.1.1",1999,895501,"Limb_Muscle"
"C11.B002769.3_39_F.1.1",1855,551058,"Limb_Muscle"
"C12.B002765.3_38_F.1.1",1900,748677,"Limb_Muscle"
"C12.B002769.3_39_F.1.1",6038,2002057,"Limb_Muscle"
"C12.D042185.3_9_M.1.1",2139,135136,"Limb_Muscle"
"C12.D042186.3_8_M.1.1",3349,913655,"Limb_Muscle"
"C13.B002765.3_38_F.1.1",1739,525588,"Limb_Muscle"
"C13.B002769.3_39_F.1.1",2646,975886,"Limb_Muscle"
"C13.D042185.3_9_M.1.1",2612,174644,"Limb_Muscle"
"C13.D042186.3_8_M.1.1",3218,786106,"Limb_Muscle"
"C14.B002765.3_38_F.1.1",2140,638902,"Limb_Muscle"
"C14.B002769.3_39_F.1.1",2301,467430,"Limb_Muscle"
"C14.D042186.3_8_M.1.1",3572,1156960,"Limb_Muscle"
"C15.B002765.3_38_F.1.1",2022,880694,"Limb_Muscle"
"C15.B002769.3_39_F.1.1",1801,443706,"Limb_Muscle"
"C15.D042186.3_8_M.1.1",2477,504787,"Limb_Muscle"
"C16.B002765.3_38_F.1.1",1293,504017,"Limb_Muscle"
"C16.B002769.3_39_F.1.1",1903,520324,"Limb_Muscle"
"C16.D042186.3_8_M.1.1",2911,550499,"Limb_Muscle"
"C16.D042473.3_10_M.1.1",6534,1607806,"Limb_Muscle"
"C17.B002765.3_38_F.1.1",1720,754194,"Limb_Muscle"
"C17.D042186.3_8_M.1.1",2772,800464,"Limb_Muscle"
"C18.B002765.3_38_F.1.1",2083,812839,"Limb_Muscle"
"C18.B002769.3_39_F.1.1",2044,592970,"Limb_Muscle"
"C18.D042185.3_9_M.1.1",1995,145490,"Limb_Muscle"
"C18.D042186.3_8_M.1.1",2940,1081121,"Limb_Muscle"
"C19.B002765.3_38_F.1.1",1885,807846,"Limb_Muscle"
"C19.B002769.3_39_F.1.1",3600,800956,"Limb_Muscle"
"C19.D042186.3_8_M.1.1",3052,913549,"Limb_Muscle"
"C2.B002765.3_38_F.1.1",1712,515638,"Limb_Muscle"
"C2.D042103.3_11_M.1",1580,1085938,"Limb_Muscle"
"C2.D042186.3_8_M.1.1",2862,1058373,"Limb_Muscle"
"C2.D042473.3_10_M.1.1",2217,204727,"Limb_Muscle"
"C20.B002765.3_38_F.1.1",1456,563544,"Limb_Muscle"
"C20.B002769.3_39_F.1.1",2119,524588,"Limb_Muscle"
"C20.D042185.3_9_M.1.1",2312,200477,"Limb_Muscle"
"C20.D042186.3_8_M.1.1",3360,1083332,"Limb_Muscle"
"C21.B002765.3_38_F.1.1",1724,810187,"Limb_Muscle"
"C21.B002769.3_39_F.1.1",1688,353295,"Limb_Muscle"
"C21.D042186.3_8_M.1.1",3052,1156965,"Limb_Muscle"
"C22.B002765.3_38_F.1.1",1224,369238,"Limb_Muscle"
"C22.B002769.3_39_F.1.1",3638,1205796,"Limb_Muscle"
"C22.D042185.3_9_M.1.1",2903,245581,"Limb_Muscle"
"C22.D042186.3_8_M.1.1",2648,785195,"Limb_Muscle"
"C3.B002765.3_38_F.1.1",2227,706444,"Limb_Muscle"
"C3.D042103.3_11_M.1",1617,900230,"Limb_Muscle"
"C3.D042185.3_9_M.1.1",2346,827252,"Limb_Muscle"
"C3.D042186.3_8_M.1.1",2742,816668,"Limb_Muscle"
"C4.B002765.3_38_F.1.1",2169,640723,"Limb_Muscle"
"C4.D042103.3_11_M.1",1440,579926,"Limb_Muscle"
"C4.D042186.3_8_M.1.1",3271,879230,"Limb_Muscle"
"C5.B002765.3_38_F.1.1",1960,734657,"Limb_Muscle"
"C5.D042103.3_11_M.1",1661,1044350,"Limb_Muscle"
"C5.D042186.3_8_M.1.1",3054,1089776,"Limb_Muscle"
"C6.B002765.3_38_F.1.1",1755,541939,"Limb_Muscle"
"C6.D042186.3_8_M.1.1",3815,1470382,"Limb_Muscle"
"C7.B002765.3_38_F.1.1",2174,600930,"Limb_Muscle"
"C7.D042185.3_9_M.1.1",3831,306085,"Limb_Muscle"
"C7.D042186.3_8_M.1.1",2930,788997,"Limb_Muscle"
"C8.B002765.3_38_F.1.1",2789,546554,"Limb_Muscle"
"C8.B002769.3_39_F.1.1",2329,1100553,"Limb_Muscle"
"C8.D042186.3_8_M.1.1",3838,921909,"Limb_Muscle"
"C9.B002765.3_38_F.1.1",2013,643920,"Limb_Muscle"
"C9.B002769.3_39_F.1.1",1600,1355325,"Limb_Muscle"
"C9.D042186.3_8_M.1.1",3369,1004534,"Limb_Muscle"
"D1.B002765.3_38_F.1.1",2048,1467817,"Limb_Muscle"
"D1.D042103.3_11_M.1",1559,831758,"Limb_Muscle"
"D1.D042186.3_8_M.1.1",2304,595406,"Limb_Muscle"
"D10.B002765.3_38_F.1.1",2179,393917,"Limb_Muscle"
"D10.B002769.3_39_F.1.1",3413,1533457,"Limb_Muscle"
"D10.D042186.3_8_M.1.1",4144,1550754,"Limb_Muscle"
"D11.B002765.3_38_F.1.1",1570,581812,"Limb_Muscle"
"D11.B002769.3_39_F.1.1",2744,870829,"Limb_Muscle"
"D11.D042185.3_9_M.1.1",2081,170141,"Limb_Muscle"
"D11.D042186.3_8_M.1.1",2662,956511,"Limb_Muscle"
"D12.B002765.3_38_F.1.1",2203,535272,"Limb_Muscle"
"D12.B002769.3_39_F.1.1",1851,500018,"Limb_Muscle"
"D12.D042186.3_8_M.1.1",4049,933245,"Limb_Muscle"
"D13.B002765.3_38_F.1.1",1574,505347,"Limb_Muscle"
"D13.B002769.3_39_F.1.1",1657,633300,"Limb_Muscle"
"D13.D042186.3_8_M.1.1",3533,2020536,"Limb_Muscle"
"D14.B002765.3_38_F.1.1",1995,633295,"Limb_Muscle"
"D14.B002769.3_39_F.1.1",2257,277114,"Limb_Muscle"
"D14.D042186.3_8_M.1.1",2342,971223,"Limb_Muscle"
"D15.B002765.3_38_F.1.1",1910,754835,"Limb_Muscle"
"D15.D042186.3_8_M.1.1",2598,563111,"Limb_Muscle"
"D16.B002765.3_38_F.1.1",2352,1129519,"Limb_Muscle"
"D16.D042185.3_9_M.1.1",2116,124434,"Limb_Muscle"
"D16.D042186.3_8_M.1.1",3114,608967,"Limb_Muscle"
"D17.B002765.3_38_F.1.1",1501,122289,"Limb_Muscle"
"D17.D042186.3_8_M.1.1",3319,1095185,"Limb_Muscle"
"D18.B002765.3_38_F.1.1",2070,852336,"Limb_Muscle"
"D18.D042186.3_8_M.1.1",2358,809653,"Limb_Muscle"
"D19.B002765.3_38_F.1.1",2359,1033524,"Limb_Muscle"
"D19.D042185.3_9_M.1.1",1294,64500,"Limb_Muscle"
"D19.D042186.3_8_M.1.1",2583,495245,"Limb_Muscle"
"D2.B002765.3_38_F.1.1",2056,655515,"Limb_Muscle"
"D2.D042103.3_11_M.1",1552,1010687,"Limb_Muscle"
"D2.D042186.3_8_M.1.1",2836,849299,"Limb_Muscle"
"D20.B002765.3_38_F.1.1",1949,845237,"Limb_Muscle"
"D20.D042186.3_8_M.1.1",4953,934634,"Limb_Muscle"
"D21.B002765.3_38_F.1.1",1908,761894,"Limb_Muscle"
"D21.D042186.3_8_M.1.1",2980,1215403,"Limb_Muscle"
"D22.B002765.3_38_F.1.1",726,114454,"Limb_Muscle"
"D22.B002769.3_39_F.1.1",1942,339527,"Limb_Muscle"
"D22.D042186.3_8_M.1.1",2382,984658,"Limb_Muscle"
"D3.B002765.3_38_F.1.1",2197,441307,"Limb_Muscle"
"D3.D042103.3_11_M.1",1820,894944,"Limb_Muscle"
"D3.D042186.3_8_M.1.1",3173,665488,"Limb_Muscle"
"D4.B002765.3_38_F.1.1",1739,194082,"Limb_Muscle"
"D4.D042103.3_11_M.1",820,479731,"Limb_Muscle"
"D4.D042185.3_9_M.1.1",2067,714025,"Limb_Muscle"
"D4.D042186.3_8_M.1.1",2802,645714,"Limb_Muscle"
"D5.B002765.3_38_F.1.1",2115,704930,"Limb_Muscle"
"D5.D042103.3_11_M.1",1896,1242965,"Limb_Muscle"
"D5.D042186.3_8_M.1.1",2504,966791,"Limb_Muscle"
"D5.D042473.3_10_M.1.1",2214,495547,"Limb_Muscle"
"D6.B002765.3_38_F.1.1",1879,496910,"Limb_Muscle"
"D6.D042186.3_8_M.1.1",2983,1190301,"Limb_Muscle"
"D7.B002765.3_38_F.1.1",1838,545333,"Limb_Muscle"
"D7.D042185.3_9_M.1.1",2594,419617,"Limb_Muscle"
"D7.D042186.3_8_M.1.1",2467,578222,"Limb_Muscle"
"D8.B002765.3_38_F.1.1",2224,771142,"Limb_Muscle"
"D8.B002769.3_39_F.1.1",2392,2428991,"Limb_Muscle"
"D8.D042186.3_8_M.1.1",2493,667148,"Limb_Muscle"
"D9.B002765.3_38_F.1.1",2285,887494,"Limb_Muscle"
"D9.B002769.3_39_F.1.1",2751,1644563,"Limb_Muscle"
"D9.D042186.3_8_M.1.1",3398,1400530,"Limb_Muscle"
"E1.B002765.3_38_F.1.1",2008,795798,"Limb_Muscle"
"E1.D042103.3_11_M.1",1433,653730,"Limb_Muscle"
"E1.D042186.3_8_M.1.1",2785,533873,"Limb_Muscle"
"E1.D042473.3_10_M.1.1",2745,1012321,"Limb_Muscle"
"E10.B002765.3_38_F.1.1",2000,774253,"Limb_Muscle"
"E10.B002769.3_39_F.1.1",1988,361664,"Limb_Muscle"
"E10.D042186.3_8_M.1.1",2880,737978,"Limb_Muscle"
"E11.B002765.3_38_F.1.1",1971,536972,"Limb_Muscle"
"E11.B002769.3_39_F.1.1",2023,695137,"Limb_Muscle"
"E11.D042186.3_8_M.1.1",5332,1102000,"Limb_Muscle"
"E12.B002765.3_38_F.1.1",2034,435284,"Limb_Muscle"
"E12.B002769.3_39_F.1.1",2387,886822,"Limb_Muscle"
"E12.D042186.3_8_M.1.1",2758,843012,"Limb_Muscle"
"E13.B002765.3_38_F.1.1",1928,644656,"Limb_Muscle"
"E13.B002769.3_39_F.1.1",1451,140722,"Limb_Muscle"
"E13.D042186.3_8_M.1.1",2094,792127,"Limb_Muscle"
"E14.B002765.3_38_F.1.1",1864,701738,"Limb_Muscle"
"E14.B002769.3_39_F.1.1",1617,306597,"Limb_Muscle"
"E14.D042186.3_8_M.1.1",2181,583608,"Limb_Muscle"
"E15.B002769.3_39_F.1.1",1477,402090,"Limb_Muscle"
"E15.D042186.3_8_M.1.1",2184,735467,"Limb_Muscle"
"E16.B002765.3_38_F.1.1",1747,350927,"Limb_Muscle"
"E16.B002769.3_39_F.1.1",1865,421302,"Limb_Muscle"
"E16.D042185.3_9_M.1.1",3200,273505,"Limb_Muscle"
"E16.D042186.3_8_M.1.1",3275,1206793,"Limb_Muscle"
"E17.B002765.3_38_F.1.1",2115,667484,"Limb_Muscle"
"E17.B002769.3_39_F.1.1",1689,466093,"Limb_Muscle"
"E17.D042185.3_9_M.1.1",2785,202769,"Limb_Muscle"
"E17.D042186.3_8_M.1.1",3346,963199,"Limb_Muscle"
"E18.B002765.3_38_F.1.1",1585,438499,"Limb_Muscle"
"E18.B002769.3_39_F.1.1",2518,502044,"Limb_Muscle"
"E18.D042186.3_8_M.1.1",2381,795491,"Limb_Muscle"
"E19.B002765.3_38_F.1.1",1885,1226763,"Limb_Muscle"
"E19.B002769.3_39_F.1.1",1822,636492,"Limb_Muscle"
"E19.D042186.3_8_M.1.1",3226,1148989,"Limb_Muscle"
"E2.D042103.3_11_M.1",1448,1096641,"Limb_Muscle"
"E2.D042186.3_8_M.1.1",2665,724489,"Limb_Muscle"
"E2.D042473.3_10_M.1.1",2030,427343,"Limb_Muscle"
"E20.B002765.3_38_F.1.1",1911,508811,"Limb_Muscle"
"E20.B002769.3_39_F.1.1",1972,519166,"Limb_Muscle"
"E20.D042185.3_9_M.1.1",2369,177055,"Limb_Muscle"
"E20.D042186.3_8_M.1.1",2466,754885,"Limb_Muscle"
"E21.B002765.3_38_F.1.1",1298,447697,"Limb_Muscle"
"E21.B002769.3_39_F.1.1",1763,362172,"Limb_Muscle"
"E21.D042185.3_9_M.1.1",1599,107388,"Limb_Muscle"
"E21.D042186.3_8_M.1.1",3382,883294,"Limb_Muscle"
"E22.B002765.3_38_F.1.1",1992,899446,"Limb_Muscle"
"E22.B002769.3_39_F.1.1",1669,280821,"Limb_Muscle"
"E22.D042185.3_9_M.1.1",2821,223619,"Limb_Muscle"
"E22.D042186.3_8_M.1.1",2794,675694,"Limb_Muscle"
"E3.B002765.3_38_F.1.1",2008,332454,"Limb_Muscle"
"E3.D042103.3_11_M.1",2424,1135408,"Limb_Muscle"
"E3.D042185.3_9_M.1.1",1598,885170,"Limb_Muscle"
"E3.D042186.3_8_M.1.1",2340,688920,"Limb_Muscle"
"E4.B002765.3_38_F.1.1",2054,363513,"Limb_Muscle"
"E4.D042103.3_11_M.1",2072,1103986,"Limb_Muscle"
"E4.D042185.3_9_M.1.1",2167,870041,"Limb_Muscle"
"E4.D042186.3_8_M.1.1",2718,894204,"Limb_Muscle"
"E5.B002765.3_38_F.1.1",1873,640512,"Limb_Muscle"
"E5.D042103.3_11_M.1",2822,1265314,"Limb_Muscle"
"E5.D042185.3_9_M.1.1",2400,326662,"Limb_Muscle"
"E5.D042186.3_8_M.1.1",2968,589552,"Limb_Muscle"
"E6.B002765.3_38_F.1.1",2228,656478,"Limb_Muscle"
"E6.B002769.3_39_F.1.1",2175,909618,"Limb_Muscle"
"E6.D042186.3_8_M.1.1",2532,703939,"Limb_Muscle"
"E7.B002765.3_38_F.1.1",2027,493120,"Limb_Muscle"
"E7.D042186.3_8_M.1.1",1823,426522,"Limb_Muscle"
"E8.B002765.3_38_F.1.1",3372,497824,"Limb_Muscle"
"E8.D042185.3_9_M.1.1",2277,270194,"Limb_Muscle"
"E8.D042186.3_8_M.1.1",3358,728989,"Limb_Muscle"
"E9.B002765.3_38_F.1.1",1740,612377,"Limb_Muscle"
"E9.B002769.3_39_F.1.1",2624,703174,"Limb_Muscle"
"E9.D042185.3_9_M.1.1",2892,274255,"Limb_Muscle"
"E9.D042186.3_8_M.1.1",3204,895270,"Limb_Muscle"
"F1.B002765.3_38_F.1.1",1642,516114,"Limb_Muscle"
"F1.D042103.3_11_M.1",1642,860600,"Limb_Muscle"
"F1.D042186.3_8_M.1.1",2636,486844,"Limb_Muscle"
"F10.B002765.3_38_F.1.1",1487,461294,"Limb_Muscle"
"F10.B002769.3_39_F.1.1",2342,998372,"Limb_Muscle"
"F10.D042186.3_8_M.1.1",2385,314509,"Limb_Muscle"
"F11.B002765.3_38_F.1.1",1766,561985,"Limb_Muscle"
"F11.B002769.3_39_F.1.1",1798,908744,"Limb_Muscle"
"F11.D042186.3_8_M.1.1",2218,636459,"Limb_Muscle"
"F12.B002765.3_38_F.1.1",2177,358684,"Limb_Muscle"
"F12.B002769.3_39_F.1.1",1830,810899,"Limb_Muscle"
"F12.D042186.3_8_M.1.1",2984,944074,"Limb_Muscle"
"F13.B002765.3_38_F.1.1",1769,623577,"Limb_Muscle"
"F13.B002769.3_39_F.1.1",1880,623929,"Limb_Muscle"
"F13.D042186.3_8_M.1.1",2810,908616,"Limb_Muscle"
"F14.B002765.3_38_F.1.1",1933,688203,"Limb_Muscle"
"F14.B002769.3_39_F.1.1",1965,312269,"Limb_Muscle"
"F14.D042186.3_8_M.1.1",2631,681067,"Limb_Muscle"
"F15.B002765.3_38_F.1.1",1886,487431,"Limb_Muscle"
"F15.B002769.3_39_F.1.1",2233,863944,"Limb_Muscle"
"F15.D042186.3_8_M.1.1",3158,838602,"Limb_Muscle"
"F16.B002765.3_38_F.1.1",2210,756868,"Limb_Muscle"
"F16.B002769.3_39_F.1.1",2094,894144,"Limb_Muscle"
"F16.D042186.3_8_M.1.1",2322,813702,"Limb_Muscle"
"F17.B002765.3_38_F.1.1",1850,656736,"Limb_Muscle"
"F17.D042186.3_8_M.1.1",3204,921610,"Limb_Muscle"
"F18.B002765.3_38_F.1.1",1725,482621,"Limb_Muscle"
"F18.B002769.3_39_F.1.1",2400,521841,"Limb_Muscle"
"F18.D042186.3_8_M.1.1",2623,1087352,"Limb_Muscle"
"F19.B002765.3_38_F.1.1",2122,621990,"Limb_Muscle"
"F19.B002769.3_39_F.1.1",1987,800111,"Limb_Muscle"
"F2.B002765.3_38_F.1.1",1915,725487,"Limb_Muscle"
"F2.D042103.3_11_M.1",1653,1060738,"Limb_Muscle"
"F2.D042186.3_8_M.1.1",3147,722765,"Limb_Muscle"
"F2.D042473.3_10_M.1.1",1446,249112,"Limb_Muscle"
"F20.B002765.3_38_F.1.1",1807,588882,"Limb_Muscle"
"F20.B002769.3_39_F.1.1",1391,329227,"Limb_Muscle"
"F20.D042186.3_8_M.1.1",2392,628979,"Limb_Muscle"
"F21.B002765.3_38_F.1.1",1736,434350,"Limb_Muscle"
"F21.B002769.3_39_F.1.1",2288,334983,"Limb_Muscle"
"F21.D042186.3_8_M.1.1",2670,739170,"Limb_Muscle"
"F22.B002765.3_38_F.1.1",1378,576373,"Limb_Muscle"
"F22.B002769.3_39_F.1.1",1938,473309,"Limb_Muscle"
"F22.D042186.3_8_M.1.1",2611,709445,"Limb_Muscle"
"F3.D042103.3_11_M.1",2301,1062556,"Limb_Muscle"
"F3.D042186.3_8_M.1.1",2348,700080,"Limb_Muscle"
"F4.B002765.3_38_F.1.1",1792,421885,"Limb_Muscle"
"F4.D042103.3_11_M.1",1406,919105,"Limb_Muscle"
"F4.D042186.3_8_M.1.1",4304,1077283,"Limb_Muscle"
"F5.B002765.3_38_F.1.1",2205,871206,"Limb_Muscle"
"F5.D042103.3_11_M.1",1769,1006345,"Limb_Muscle"
"F5.D042186.3_8_M.1.1",3276,1046028,"Limb_Muscle"
"F5.D042473.3_10_M.1.1",1953,249515,"Limb_Muscle"
"F6.B002765.3_38_F.1.1",2396,890685,"Limb_Muscle"
"F6.D042186.3_8_M.1.1",2682,788497,"Limb_Muscle"
"F7.B002765.3_38_F.1.1",3006,912301,"Limb_Muscle"
"F7.D042186.3_8_M.1.1",2914,648058,"Limb_Muscle"
"F8.B002765.3_38_F.1.1",2216,503837,"Limb_Muscle"
