"","nGene","nReads","orig.ident"
"C17.MAA000906.3_11_M.1.1",3368,250792,"Aorta"
"C17.MAA000908.3_10_M.1.1",3518,910766,"Aorta"
"C18.B002431.3_39_F.1.1",2035,1537626,"Aorta"
"C18.MAA000906.3_11_M.1.1",4057,339588,"Aorta"
"C18.MAA000908.3_10_M.1.1",2720,704545,"Aorta"
"C19.B002430.3_38_F.1.1",1382,890249,"Aorta"
"C19.B002431.3_39_F.1.1",505,61925,"Aorta"
"C19.MAA000594.3_8_M.1.1",4874,3080527,"Aorta"
"C19.MAA000595.3_9_M.1.1",3154,954134,"Aorta"
"C19.MAA000906.3_11_M.1.1",3721,386346,"Aorta"
"C19.MAA000908.3_10_M.1.1",4201,1392981,"Aorta"
"C20.B002430.3_38_F.1.1",782,333596,"Aorta"
"C20.MAA000594.3_8_M.1.1",3582,1538827,"Aorta"
"C20.MAA000908.3_10_M.1.1",3255,1175188,"Aorta"
"C21.B002431.3_39_F.1.1",2283,884936,"Aorta"
"C21.MAA000594.3_8_M.1.1",3438,1457737,"Aorta"
"C21.MAA000595.3_9_M.1.1",3575,1462405,"Aorta"
"C21.MAA000906.3_11_M.1.1",1984,192196,"Aorta"
"C21.MAA000908.3_10_M.1.1",2767,927685,"Aorta"
"C22.B002431.3_39_F.1.1",3357,2921127,"Aorta"
"C22.MAA000594.3_8_M.1.1",3180,1175464,"Aorta"
"C22.MAA000595.3_9_M.1.1",2009,499702,"Aorta"
"C22.MAA000906.3_11_M.1.1",2484,237914,"Aorta"
"C22.MAA000908.3_10_M.1.1",2819,901035,"Aorta"
"D14.MAA000594.3_8_M.1.1",847,104361,"Aorta"
"D15.MAA000906.3_11_M.1.1",522,142959,"Aorta"
"D17.B002430.3_38_F.1.1",1494,1280846,"Aorta"
"D17.MAA000594.3_8_M.1.1",2354,423670,"Aorta"
"D17.MAA000595.3_9_M.1.1",3069,343442,"Aorta"
"D17.MAA000906.3_11_M.1.1",2027,242666,"Aorta"
"D17.MAA000908.3_10_M.1.1",2237,105316,"Aorta"
"D18.B002431.3_39_F.1.1",3734,2748124,"Aorta"
"D18.MAA000906.3_11_M.1.1",2151,310524,"Aorta"
"D18.MAA000908.3_10_M.1.1",2480,54267,"Aorta"
"D19.B002430.3_38_F.1.1",1753,1011216,"Aorta"
"D19.MAA000594.3_8_M.1.1",4125,1904525,"Aorta"
"D19.MAA000595.3_9_M.1.1",3774,782847,"Aorta"
"D19.MAA000908.3_10_M.1.1",3632,254061,"Aorta"
"D20.B002430.3_38_F.1.1",1962,832819,"Aorta"
"D20.B002431.3_39_F.1.1",1195,837106,"Aorta"
"D20.MAA000594.3_8_M.1.1",3882,2209313,"Aorta"
"D20.MAA000595.3_9_M.1.1",2991,645701,"Aorta"
"D20.MAA000908.3_10_M.1.1",3264,250160,"Aorta"
"D21.MAA000594.3_8_M.1.1",3547,2064985,"Aorta"
"D21.MAA000595.3_9_M.1.1",1658,93457,"Aorta"
"D21.MAA000908.3_10_M.1.1",2467,156516,"Aorta"
"D22.B002431.3_39_F.1.1",2861,1500634,"Aorta"
"D22.MAA000594.3_8_M.1.1",3543,80200,"Aorta"
"D22.MAA000595.3_9_M.1.1",4620,1313268,"Aorta"
"D22.MAA000906.3_11_M.1.1",884,93843,"Aorta"
"D22.MAA000908.3_10_M.1.1",2996,224777,"Aorta"
"D4.B002431.3_39_F.1.1",542,131143,"Aorta"
"D4.MAA000594.3_8_M.1.1",2887,2025028,"Aorta"
"D6.MAA000594.3_8_M.1.1",584,246067,"Aorta"
"D6.MAA000906.3_11_M.1.1",584,339305,"Aorta"
"E15.MAA000595.3_9_M.1.1",4106,1526895,"Aorta"
"E17.MAA000594.3_8_M.1.1",4646,2014073,"Aorta"
"E17.MAA000908.3_10_M.1.1",2462,183139,"Aorta"
"E18.B002431.3_39_F.1.1",1818,1499922,"Aorta"
"E18.MAA000594.3_8_M.1.1",1814,815338,"Aorta"
"E18.MAA000908.3_10_M.1.1",3451,95076,"Aorta"
"E19.MAA000594.3_8_M.1.1",2692,2061424,"Aorta"
"E19.MAA000595.3_9_M.1.1",3837,1623374,"Aorta"
"E19.MAA000908.3_10_M.1.1",2474,182812,"Aorta"
"E20.B002431.3_39_F.1.1",1722,1195482,"Aorta"
"E20.MAA000594.3_8_M.1.1",2459,626890,"Aorta"
"E20.MAA000906.3_11_M.1.1",665,122104,"Aorta"
"E20.MAA000908.3_10_M.1.1",2456,167877,"Aorta"
"E21.MAA000594.3_8_M.1.1",993,50043,"Aorta"
"E21.MAA000908.3_10_M.1.1",2248,167165,"Aorta"
"E22.B002430.3_38_F.1.1",2426,1533573,"Aorta"
"E22.MAA000594.3_8_M.1.1",4398,1958672,"Aorta"
"E22.MAA000908.3_10_M.1.1",2869,176065,"Aorta"
"E4.MAA000906.3_11_M.1.1",603,124875,"Aorta"
"F14.MAA000594.3_8_M.1.1",1085,50291,"Aorta"
"F14.MAA000906.3_11_M.1.1",669,162876,"Aorta"
"F17.B002431.3_39_F.1.1",2498,2320688,"Aorta"
"F17.MAA000594.3_8_M.1.1",2821,1292775,"Aorta"
"F17.MAA000595.3_9_M.1.1",904,67041,"Aorta"
"F17.MAA000908.3_10_M.1.1",2673,222995,"Aorta"
"F18.MAA000595.3_9_M.1.1",3165,1041536,"Aorta"
"F18.MAA000906.3_11_M.1.1",2279,248018,"Aorta"
"F18.MAA000908.3_10_M.1.1",2865,186457,"Aorta"
"F19.MAA000594.3_8_M.1.1",5784,2059008,"Aorta"
"F19.MAA000908.3_10_M.1.1",2714,238780,"Aorta"
"F2.MAA000595.3_9_M.1.1",3685,910115,"Aorta"
"F20.B002431.3_39_F.1.1",1713,1631862,"Aorta"
"F20.MAA000594.3_8_M.1.1",4036,1180496,"Aorta"
"F20.MAA000595.3_9_M.1.1",3799,1535768,"Aorta"
"F20.MAA000908.3_10_M.1.1",2290,177662,"Aorta"
"F21.B002431.3_39_F.1.1",1908,986766,"Aorta"
"F21.MAA000594.3_8_M.1.1",5080,4792843,"Aorta"
"F21.MAA000908.3_10_M.1.1",3025,280378,"Aorta"
"F22.B002430.3_38_F.1.1",561,262862,"Aorta"
"F22.B002431.3_39_F.1.1",616,55710,"Aorta"
"F22.MAA000594.3_8_M.1.1",4216,2631839,"Aorta"
"F22.MAA000595.3_9_M.1.1",3897,1075158,"Aorta"
"F22.MAA000906.3_11_M.1.1",2049,398387,"Aorta"
"F22.MAA000908.3_10_M.1.1",2365,86269,"Aorta"
"F8.MAA000594.3_8_M.1.1",788,55689,"Aorta"
"G1.MAA000594.3_8_M.1.1",642,213587,"Aorta"
"G12.MAA000594.3_8_M.1.1",649,163716,"Aorta"
"G14.MAA000595.3_9_M.1.1",3258,1183119,"Aorta"
"G15.B002431.3_39_F.1.1",1867,1767712,"Aorta"
"G15.MAA000908.3_10_M.1.1",558,84938,"Aorta"
"G17.MAA000594.3_8_M.1.1",2941,3381593,"Aorta"
"G17.MAA000908.3_10_M.1.1",2405,153114,"Aorta"
"G18.B002430.3_38_F.1.1",1340,937175,"Aorta"
"G18.B002431.3_39_F.1.1",3006,3027422,"Aorta"
"G18.MAA000594.3_8_M.1.1",3573,2793017,"Aorta"
"G18.MAA000595.3_9_M.1.1",1168,184977,"Aorta"
"G18.MAA000908.3_10_M.1.1",2612,234161,"Aorta"
"G19.MAA000594.3_8_M.1.1",3899,2497731,"Aorta"
"G19.MAA000595.3_9_M.1.1",1261,165399,"Aorta"
"G19.MAA000908.3_10_M.1.1",2691,184616,"Aorta"
"G20.B002431.3_39_F.1.1",943,348480,"Aorta"
"G20.MAA000594.3_8_M.1.1",2025,489376,"Aorta"
"G20.MAA000908.3_10_M.1.1",2588,170230,"Aorta"
"G21.MAA000594.3_8_M.1.1",3332,1813472,"Aorta"
"G21.MAA000595.3_9_M.1.1",3128,1211113,"Aorta"
"G21.MAA000908.3_10_M.1.1",2382,89537,"Aorta"
"G22.MAA000594.3_8_M.1.1",840,60214,"Aorta"
"G22.MAA000908.3_10_M.1.1",2229,105840,"Aorta"
"G3.MAA000594.3_8_M.1.1",1245,691906,"Aorta"
"G5.MAA000594.3_8_M.1.1",883,377317,"Aorta"
"G7.MAA000594.3_8_M.1.1",644,214901,"Aorta"
"G8.B002431.3_39_F.1.1",713,1022871,"Aorta"
"H1.MAA000594.3_8_M.1.1",1460,125409,"Aorta"
"H1.MAA000595.3_9_M.1.1",3718,1576974,"Aorta"
"H11.MAA000594.3_8_M.1.1",554,318135,"Aorta"
"H12.MAA000594.3_8_M.1.1",946,278892,"Aorta"
"H17.MAA000594.3_8_M.1.1",1088,64911,"Aorta"
"H17.MAA000908.3_10_M.1.1",2671,171025,"Aorta"
"H18.B002431.3_39_F.1.1",504,98075,"Aorta"
"H18.MAA000908.3_10_M.1.1",2685,159980,"Aorta"
"H19.B002431.3_39_F.1.1",2471,2094149,"Aorta"
"H19.MAA000594.3_8_M.1.1",5070,3054986,"Aorta"
"H19.MAA000595.3_9_M.1.1",5245,266195,"Aorta"
"H19.MAA000906.3_11_M.1.1",2740,513072,"Aorta"
"H2.MAA000595.3_9_M.1.1",4437,1913020,"Aorta"
"H20.B002431.3_39_F.1.1",833,442881,"Aorta"
"H20.MAA000594.3_8_M.1.1",5632,1143392,"Aorta"
"H20.MAA000908.3_10_M.1.1",3473,223407,"Aorta"
"H21.B002430.3_38_F.1.1",566,92569,"Aorta"
"H21.B002431.3_39_F.1.1",932,612161,"Aorta"
"H21.MAA000594.3_8_M.1.1",4158,744607,"Aorta"
"H21.MAA000908.3_10_M.1.1",2383,182568,"Aorta"
"H22.MAA000594.3_8_M.1.1",4912,2327613,"Aorta"
"H22.MAA000906.3_11_M.1.1",1360,138859,"Aorta"
"H22.MAA000908.3_10_M.1.1",3200,247837,"Aorta"
"H6.MAA000906.3_11_M.1.1",595,144368,"Aorta"
"H7.MAA000594.3_8_M.1.1",1591,112995,"Aorta"
"H8.B002431.3_39_F.1.1",592,164788,"Aorta"
"I14.MAA000594.3_8_M.1.1",638,610834,"Aorta"
"I16.MAA000594.3_8_M.1.1",1276,104652,"Aorta"
"I17.MAA000594.3_8_M.1.1",3227,1957397,"Aorta"
"I17.MAA000906.3_11_M.1.1",2320,237547,"Aorta"
"I17.MAA000908.3_10_M.1.1",2016,115599,"Aorta"
"I18.B002431.3_39_F.1.1",2563,2297024,"Aorta"
"I18.MAA000906.3_11_M.1.1",2596,194428,"Aorta"
"I18.MAA000908.3_10_M.1.1",2494,108052,"Aorta"
"I19.B002431.3_39_F.1.1",510,168015,"Aorta"
"I19.MAA000908.3_10_M.1.1",2043,133324,"Aorta"
"I20.B002431.3_39_F.1.1",3154,2457652,"Aorta"
"I20.MAA000594.3_8_M.1.1",5154,1979530,"Aorta"
"I20.MAA000595.3_9_M.1.1",744,72340,"Aorta"
"I20.MAA000906.3_11_M.1.1",1618,183770,"Aorta"
"I20.MAA000908.3_10_M.1.1",1901,120199,"Aorta"
"I21.B002431.3_39_F.1.1",2552,1798706,"Aorta"
"I21.MAA000594.3_8_M.1.1",5718,799691,"Aorta"
"I21.MAA000595.3_9_M.1.1",3983,1071912,"Aorta"
"I21.MAA000908.3_10_M.1.1",2417,115547,"Aorta"
"I22.MAA000594.3_8_M.1.1",6154,1272029,"Aorta"
"I22.MAA000906.3_11_M.1.1",2691,392161,"Aorta"
"I22.MAA000908.3_10_M.1.1",2135,123926,"Aorta"
"J10.MAA000906.3_11_M.1.1",660,149911,"Aorta"
"J17.B002430.3_38_F.1.1",1571,1012089,"Aorta"
"J17.MAA000594.3_8_M.1.1",4661,2795049,"Aorta"
"J17.MAA000908.3_10_M.1.1",2516,102180,"Aorta"
"J18.B002431.3_39_F.1.1",849,79079,"Aorta"
"J18.MAA000594.3_8_M.1.1",6829,2088727,"Aorta"
"J18.MAA000906.3_11_M.1.1",2527,577947,"Aorta"
"J18.MAA000908.3_10_M.1.1",2026,106220,"Aorta"
"J19.B002431.3_39_F.1.1",2076,1472772,"Aorta"
"J19.MAA000594.3_8_M.1.1",6908,2018068,"Aorta"
"J2.MAA000595.3_9_M.1.1",4245,1393260,"Aorta"
"J20.B002431.3_39_F.1.1",1337,860471,"Aorta"
"J20.MAA000594.3_8_M.1.1",7227,1417235,"Aorta"
"J20.MAA000908.3_10_M.1.1",1857,103846,"Aorta"
"J21.B002430.3_38_F.1.1",1881,1096476,"Aorta"
"J21.B002431.3_39_F.1.1",1790,1680894,"Aorta"
"J21.MAA000594.3_8_M.1.1",4744,1135732,"Aorta"
"J21.MAA000595.3_9_M.1.1",4677,665856,"Aorta"
"J21.MAA000908.3_10_M.1.1",2360,94024,"Aorta"
"J22.B002431.3_39_F.1.1",503,66962,"Aorta"
"J22.MAA000594.3_8_M.1.1",4809,3268733,"Aorta"
"J22.MAA000595.3_9_M.1.1",1149,62120,"Aorta"
"J22.MAA000908.3_10_M.1.1",3177,198677,"Aorta"
"J4.MAA000594.3_8_M.1.1",2399,59395,"Aorta"
"J9.MAA000908.3_10_M.1.1",510,61455,"Aorta"
"K14.MAA000594.3_8_M.1.1",688,195212,"Aorta"
"K17.B002431.3_39_F.1.1",2048,1319401,"Aorta"
"K17.MAA000908.3_10_M.1.1",2020,132148,"Aorta"
"K18.B002431.3_39_F.1.1",770,258126,"Aorta"
"K18.MAA000594.3_8_M.1.1",5810,249443,"Aorta"
"K19.B002431.3_39_F.1.1",4204,3847288,"Aorta"
"K19.MAA000594.3_8_M.1.1",6715,2755704,"Aorta"
"K19.MAA000908.3_10_M.1.1",2353,179806,"Aorta"
"K20.B002431.3_39_F.1.1",4897,4133012,"Aorta"
"K20.MAA000594.3_8_M.1.1",7310,904945,"Aorta"
"K20.MAA000595.3_9_M.1.1",4874,1721001,"Aorta"
"K20.MAA000906.3_11_M.1.1",3766,533001,"Aorta"
"K20.MAA000908.3_10_M.1.1",2843,209454,"Aorta"
"K21.B002430.3_38_F.1.1",1312,746795,"Aorta"
"K21.B002431.3_39_F.1.1",1013,647693,"Aorta"
"K21.MAA000594.3_8_M.1.1",6713,517037,"Aorta"
"K21.MAA000595.3_9_M.1.1",1476,223495,"Aorta"
"K21.MAA000906.3_11_M.1.1",2297,238059,"Aorta"
"K21.MAA000908.3_10_M.1.1",2181,144557,"Aorta"
"K22.B002431.3_39_F.1.1",605,84944,"Aorta"
"K22.MAA000594.3_8_M.1.1",5918,174720,"Aorta"
"K22.MAA000908.3_10_M.1.1",2851,155827,"Aorta"
"K4.MAA000594.3_8_M.1.1",680,70710,"Aorta"
"K5.B002430.3_38_F.1.1",518,397716,"Aorta"
"K8.MAA000594.3_8_M.1.1",790,230333,"Aorta"
"K9.MAA000594.3_8_M.1.1",732,280717,"Aorta"
"L10.MAA000594.3_8_M.1.1",1258,51437,"Aorta"
"L17.B002431.3_39_F.1.1",506,56611,"Aorta"
"L17.MAA000594.3_8_M.1.1",4848,2041533,"Aorta"
"L17.MAA000906.3_11_M.1.1",2091,229219,"Aorta"
"L17.MAA000908.3_10_M.1.1",2425,135349,"Aorta"
"L18.B002430.3_38_F.1.1",1728,619823,"Aorta"
"L18.MAA000595.3_9_M.1.1",4726,1523184,"Aorta"
"L18.MAA000908.3_10_M.1.1",2410,168337,"Aorta"
"L19.B002431.3_39_F.1.1",593,105740,"Aorta"
"L19.MAA000594.3_8_M.1.1",6357,1602079,"Aorta"
"L19.MAA000595.3_9_M.1.1",4135,640506,"Aorta"
"L20.B002431.3_39_F.1.1",4882,4545838,"Aorta"
"L20.MAA000594.3_8_M.1.1",5008,1037700,"Aorta"
"L20.MAA000908.3_10_M.1.1",2700,150637,"Aorta"
"L21.B002431.3_39_F.1.1",617,75897,"Aorta"
"L21.MAA000594.3_8_M.1.1",2400,295144,"Aorta"
"L21.MAA000595.3_9_M.1.1",2792,837774,"Aorta"
"L21.MAA000908.3_10_M.1.1",2682,100962,"Aorta"
"L22.B002431.3_39_F.1.1",728,198241,"Aorta"
"L22.MAA000594.3_8_M.1.1",2314,324372,"Aorta"
"L22.MAA000595.3_9_M.1.1",2686,262909,"Aorta"
"L22.MAA000908.3_10_M.1.1",2181,106368,"Aorta"
"L6.MAA000595.3_9_M.1.1",2325,450257,"Aorta"
"L8.B002431.3_39_F.1.1",507,240405,"Aorta"
"L9.MAA000594.3_8_M.1.1",798,196845,"Aorta"
"M14.MAA000594.3_8_M.1.1",1022,95919,"Aorta"
"M17.B002431.3_39_F.1.1",1535,823442,"Aorta"
"M17.MAA000908.3_10_M.1.1",2872,170076,"Aorta"
"M18.B002431.3_39_F.1.1",547,76469,"Aorta"
"M18.MAA000594.3_8_M.1.1",3695,1892145,"Aorta"
"M18.MAA000906.3_11_M.1.1",807,112830,"Aorta"
"M18.MAA000908.3_10_M.1.1",2359,169348,"Aorta"
"M19.B002431.3_39_F.1.1",582,72572,"Aorta"
"M19.MAA000595.3_9_M.1.1",3627,1097217,"Aorta"
"M19.MAA000906.3_11_M.1.1",1955,212804,"Aorta"
"M19.MAA000908.3_10_M.1.1",3542,197892,"Aorta"
"M20.B002430.3_38_F.1.1",1858,1204716,"Aorta"
"M20.B002431.3_39_F.1.1",2288,2585920,"Aorta"
"M20.MAA000594.3_8_M.1.1",3952,883268,"Aorta"
"M20.MAA000906.3_11_M.1.1",2032,214964,"Aorta"
"M20.MAA000908.3_10_M.1.1",2490,146692,"Aorta"
"M21.MAA000594.3_8_M.1.1",4845,1700568,"Aorta"
"M21.MAA000906.3_11_M.1.1",2304,321326,"Aorta"
"M21.MAA000908.3_10_M.1.1",2955,238295,"Aorta"
"M22.B002431.3_39_F.1.1",2172,2316910,"Aorta"
"M22.MAA000594.3_8_M.1.1",4200,1855149,"Aorta"
"M22.MAA000595.3_9_M.1.1",979,80037,"Aorta"
"M22.MAA000906.3_11_M.1.1",2080,262523,"Aorta"
"M22.MAA000908.3_10_M.1.1",2319,162930,"Aorta"
"M9.B002431.3_39_F.1.1",802,80479,"Aorta"
"N10.MAA000594.3_8_M.1.1",613,70381,"Aorta"
"N10.MAA000595.3_9_M.1.1",1260,360958,"Aorta"
"N13.MAA000594.3_8_M.1.1",743,309800,"Aorta"
"N15.B002431.3_39_F.1.1",520,212574,"Aorta"
"N16.B002430.3_38_F.1.1",561,80900,"Aorta"
"N17.B002430.3_38_F.1.1",839,363965,"Aorta"
"N17.B002431.3_39_F.1.1",3186,3173666,"Aorta"
"N17.MAA000594.3_8_M.1.1",3426,2468223,"Aorta"
"N17.MAA000908.3_10_M.1.1",2464,161868,"Aorta"
"N18.MAA000594.3_8_M.1.1",3347,1259438,"Aorta"
"N18.MAA000595.3_9_M.1.1",6161,803854,"Aorta"
"N18.MAA000906.3_11_M.1.1",1554,130401,"Aorta"
"N18.MAA000908.3_10_M.1.1",3010,235234,"Aorta"
"N19.B002431.3_39_F.1.1",2133,2229796,"Aorta"
"N19.MAA000594.3_8_M.1.1",2822,855689,"Aorta"
"N19.MAA000906.3_11_M.1.1",1807,127526,"Aorta"
"N19.MAA000908.3_10_M.1.1",2502,133527,"Aorta"
"N2.MAA000595.3_9_M.1.1",4025,1463435,"Aorta"
"N20.MAA000594.3_8_M.1.1",3368,1398922,"Aorta"
"N20.MAA000595.3_9_M.1.1",2940,429747,"Aorta"
"N20.MAA000908.3_10_M.1.1",2407,161307,"Aorta"
"N21.B002431.3_39_F.1.1",3563,3521035,"Aorta"
"N21.MAA000594.3_8_M.1.1",3003,76784,"Aorta"
"N21.MAA000906.3_11_M.1.1",1620,155334,"Aorta"
"N21.MAA000908.3_10_M.1.1",3676,294918,"Aorta"
"N22.B002431.3_39_F.1.1",2828,3217240,"Aorta"
"N22.MAA000595.3_9_M.1.1",4120,931547,"Aorta"
"N4.MAA000595.3_9_M.1.1",4680,1143423,"Aorta"
"N9.MAA000594.3_8_M.1.1",661,100202,"Aorta"
"O1.B002431.3_39_F.1.1",584,50400,"Aorta"
"O15.B002431.3_39_F.1.1",544,660138,"Aorta"
"O17.MAA000594.3_8_M.1.1",2777,632403,"Aorta"
"O17.MAA000595.3_9_M.1.1",2963,904155,"Aorta"
"O17.MAA000906.3_11_M.1.1",1449,154425,"Aorta"
"O17.MAA000908.3_10_M.1.1",3197,209364,"Aorta"
"O18.B002431.3_39_F.1.1",2658,1651164,"Aorta"
"O18.MAA000594.3_8_M.1.1",2949,915751,"Aorta"
"O18.MAA000908.3_10_M.1.1",2207,132128,"Aorta"
"O19.B002431.3_39_F.1.1",3091,3656714,"Aorta"
"O19.MAA000595.3_9_M.1.1",3305,806585,"Aorta"
"O19.MAA000908.3_10_M.1.1",2644,162244,"Aorta"
"O2.MAA000595.3_9_M.1.1",3669,1072600,"Aorta"
"O20.MAA000594.3_8_M.1.1",2933,1396281,"Aorta"
"O20.MAA000906.3_11_M.1.1",2179,177984,"Aorta"
"O20.MAA000908.3_10_M.1.1",2444,125291,"Aorta"
"O21.B002431.3_39_F.1.1",1623,1027356,"Aorta"
"O21.MAA000594.3_8_M.1.1",3927,1737751,"Aorta"
"O21.MAA000906.3_11_M.1.1",3460,378584,"Aorta"
"O21.MAA000908.3_10_M.1.1",2810,184829,"Aorta"
"O22.B002431.3_39_F.1.1",557,56967,"Aorta"
"O22.MAA000908.3_10_M.1.1",2890,174923,"Aorta"
"O3.MAA000595.3_9_M.1.1",3016,780302,"Aorta"
"O7.MAA000594.3_8_M.1.1",598,504777,"Aorta"
"P10.MAA000595.3_9_M.1.1",3760,846333,"Aorta"
"P17.B002431.3_39_F.1.1",922,269245,"Aorta"
"P17.MAA000594.3_8_M.1.1",3531,818237,"Aorta"
"P17.MAA000906.3_11_M.1.1",2057,132011,"Aorta"
"P17.MAA000908.3_10_M.1.1",2356,110173,"Aorta"
"P18.B002430.3_38_F.1.1",1214,74328,"Aorta"
"P18.B002431.3_39_F.1.1",2155,1347076,"Aorta"
"P18.MAA000594.3_8_M.1.1",3686,760042,"Aorta"
"P18.MAA000595.3_9_M.1.1",3314,433698,"Aorta"
"P18.MAA000908.3_10_M.1.1",3365,207282,"Aorta"
"P19.MAA000594.3_8_M.1.1",3424,905312,"Aorta"
"P19.MAA000908.3_10_M.1.1",2673,143253,"Aorta"
"P2.MAA000594.3_8_M.1.1",528,225335,"Aorta"
"P20.B002431.3_39_F.1.1",1822,1666610,"Aorta"
"P20.MAA000595.3_9_M.1.1",4485,735419,"Aorta"
"P20.MAA000908.3_10_M.1.1",2650,139579,"Aorta"
"P21.B002431.3_39_F.1.1",2371,1445899,"Aorta"
"P21.MAA000594.3_8_M.1.1",5298,2787438,"Aorta"
"P21.MAA000595.3_9_M.1.1",2856,427980,"Aorta"
"P21.MAA000908.3_10_M.1.1",2091,119704,"Aorta"
"P22.B002431.3_39_F.1.1",1579,719453,"Aorta"
"P22.MAA000906.3_11_M.1.1",2201,196885,"Aorta"
"P22.MAA000908.3_10_M.1.1",1688,68255,"Aorta"
"P5.MAA000595.3_9_M.1.1",3694,673411,"Aorta"
"P8.MAA000595.3_9_M.1.1",1197,106641,"Aorta"
