"","tSNE_1","tSNE_2"
"D15.MAA000385.3_10_M.1.1",-1.92186362049956,32.1459418913356
"P16.MAA000385.3_10_M.1.1",1.31661601498204,28.6924669647581
"F16.MAA000385.3_10_M.1.1",23.2195174848811,14.495580743301
"O9.MAA000385.3_10_M.1.1",-1.87029141940451,30.5097352417329
"M9.MAA000385.3_10_M.1.1",-1.54825604682458,31.2581066535291
"O10.MAA000385.3_10_M.1.1",0.130466604406015,27.9476644020381
"M11.MAA000385.3_10_M.1.1",5.59856578776071,42.3002401827872
"O14.MAA000385.3_10_M.1.1",-2.24229110830432,25.2230981653828
"G13.MAA000385.3_10_M.1.1",-1.46303120277297,32.7568792406401
"I13.MAA000385.3_10_M.1.1",-9.93878595844008,28.7157129542464
"C12.MAA000385.3_10_M.1.1",5.29510696248395,29.7111808394332
"E11.MAA000385.3_10_M.1.1",-1.99136002320892,30.805382703822
"I14.MAA000385.3_10_M.1.1",0.0721397525259187,32.3401209151339
"C13.MAA000385.3_10_M.1.1",-1.67533472366805,31.3336482327302
"E15.MAA000385.3_10_M.1.1",-0.853807619234098,32.8576638203748
"C16.MAA000385.3_10_M.1.1",2.47840110379628,33.3090666485969
"N9.MAA000385.3_10_M.1.1",7.57112358710646,31.0314671590259
"F9.MAA000385.3_10_M.1.1",-5.27169093638169,32.9748409077767
"P10.MAA000385.3_10_M.1.1",6.48978602908694,30.6704501725249
"D12.MAA000385.3_10_M.1.1",-0.313307704192118,33.2610012486124
"F12.MAA000385.3_10_M.1.1",5.16774013475949,30.5667454678512
"J13.MAA000385.3_10_M.1.1",-1.64684491213582,30.9647882026977
"B12.MAA000385.3_10_M.1.1",4.35520404634866,16.469632084309
"H16.MAA000385.3_10_M.1.1",-9.51022457695656,13.6679570665062
"C5.MAA000386.3_11_M.1.1",8.9852692003308,30.2316158171855
"E3.MAA000386.3_11_M.1.1",25.4577700872348,-2.23605739008709
"D1.MAA000386.3_11_M.1.1",16.3671516603567,33.9764328184851
"A11.MAA000388.3_11_M.1.1",15.5466296911671,33.6321709217504
"J12.MAA000388.3_11_M.1.1",4.17627177120561,20.6800191348359
"B15.MAA000388.3_11_M.1.1",5.73379745560124,27.9495371077444
"M12.MAA000388.3_11_M.1.1",4.95854786086104,42.2734626563491
"A16.MAA000439.3_10_M.1.1",16.149746423557,33.8960733383611
"I9.MAA000439.3_10_M.1.1",-3.61962381528729,33.9491121487401
"L11.MAA000439.3_10_M.1.1",-3.5062222312228,30.4654677989892
"L15.MAA000439.3_10_M.1.1",-1.85230139012832,31.6397413945911
"H11.MAA000439.3_10_M.1.1",-6.65949220192876,19.2385079742881
"H12.MAA000439.3_10_M.1.1",16.7232099003808,34.9414893963515
"N9.MAA000441.3_10_M.1.1",-2.89552581146748,28.2400804678543
"L12.MAA000441.3_10_M.1.1",-3.10580192146426,33.035905259422
"L15.MAA000441.3_10_M.1.1",-0.354943815710014,31.2972190147054
"O14.MAA000441.3_10_M.1.1",-4.24873361657791,23.5933044243498
"J10.MAA000441.3_10_M.1.1",0.635357964139795,32.821659439082
"K9.MAA000441.3_10_M.1.1",-3.73611944712229,23.3350010077687
"C10.MAA000442.3_11_M.1.1",-16.4548385282102,10.3082100350251
"A13.MAA000442.3_11_M.1.1",-16.2401218730515,10.2953098404013
"C12.MAA000442.3_11_M.1.1",-16.3000881420158,10.2794967512836
"B10.MAA000442.3_11_M.1.1",-7.94165518234412,27.2785907822204
"B13.MAA000442.3_11_M.1.1",-5.17631137193891,28.4387206042965
"P7.MAA000442.3_11_M.1.1",-6.92454244113085,23.5936017442396
"M10.MAA000442.3_11_M.1.1",-1.30236397195653,22.8072844561405
"K7.MAA000442.3_11_M.1.1",-1.12055096573673,29.1335297284851
"F8.MAA000442.3_11_M.1.1",-3.05864630638922,28.0995087190216
"L9.MAA000442.3_11_M.1.1",1.47979188671421,29.9392378037833
"N8.MAA000442.3_11_M.1.1",-3.22221493349258,28.7368729533563
"N10.MAA000442.3_11_M.1.1",-2.9892749455082,27.9192341204048
"G12.MAA000442.3_11_M.1.1",-3.36868924748497,28.9359678602341
"C1.MAA000510.3_8_M.1.1",-1.22918204246533,24.2377511515599
"I6.MAA000510.3_8_M.1.1",-1.28810263255682,33.144258863856
"L7.MAA000510.3_8_M.1.1",-1.05071032638547,33.9720503394873
"F1.MAA000510.3_8_M.1.1",15.6178242705154,31.7571678598204
"I8.MAA000510.3_8_M.1.1",15.8830891702764,32.6344147719185
"C5.MAA000510.3_8_M.1.1",5.42711302907456,42.5892209874203
"K2.MAA000510.3_8_M.1.1",-3.14374065706366,32.856320479783
"K4.MAA000510.3_8_M.1.1",-0.73565631666231,33.3104831060979
"F7.MAA000510.3_8_M.1.1",17.0632998448033,32.8908546345594
"H3.MAA000510.3_8_M.1.1",10.6935155716973,16.1230153870339
"K5.MAA000510.3_8_M.1.1",-0.871374301868546,33.4919624232685
"H8.MAA000510.3_8_M.1.1",-0.560225213999647,28.7695594433964
"K6.MAA000510.3_8_M.1.1",-2.94425216329139,21.4992044370971
"N6.MAA000510.3_8_M.1.1",0.587105492219697,34.1640105537889
"K7.MAA000510.3_8_M.1.1",-4.66686094895047,24.7511608085055
