,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
Zfp317,0.0001693964,0.4517080302,0.324,0.116,1,Marrow__immature.NK.T.cell,Zfp317
Taf1,0.0139765542,0.3538077981,0.324,0.174,1,Marrow__immature.NK.T.cell,Taf1
Foxp3,2.79984372107523E-20,1.5230297056,0.593,0.07,6.37244430916722E-16,Marrow__regulatory.T.cell,Foxp3
Ikzf2,4.49956182830528E-10,1.1471036514,0.778,0.244,0.000010241,Marrow__regulatory.T.cell,Ikzf2
Maf,8.860941146078E-09,0.7838117776,0.519,0.133,0.000201675,Marrow__regulatory.T.cell,Maf
Rela,1.43048101260127E-06,0.579195873,0.815,0.348,0.0325577478,Marrow__regulatory.T.cell,Rela
Gata3,5.32773229763097E-06,1.0599619201,0.815,0.493,0.1212591871,Marrow__regulatory.T.cell,Gata3
Rarg,8.48933880754104E-05,0.3205230302,0.296,0.079,1,Marrow__regulatory.T.cell,Rarg
Prdm1,9.23455491299251E-05,0.4116926484,0.222,0.046,1,Marrow__regulatory.T.cell,Prdm1
Tfeb,0.0001236143,0.3382859722,0.259,0.066,1,Marrow__regulatory.T.cell,Tfeb
Bmyc,0.0002038366,0.4106467193,0.37,0.128,1,Marrow__regulatory.T.cell,Bmyc
Zfp467,0.0002178714,0.2880203145,0.222,0.05,1,Marrow__regulatory.T.cell,Zfp467
Zmym5,0.0007511448,0.2598212637,0.556,0.273,1,Marrow__regulatory.T.cell,Zmym5
Nfyb,0.0013068864,0.6544985096,0.481,0.226,1,Marrow__regulatory.T.cell,Nfyb
Mndal,0.0026403391,0.2573482076,0.778,0.507,1,Marrow__regulatory.T.cell,Mndal
Rest,0.0029434687,0.5429791458,0.407,0.193,1,Marrow__regulatory.T.cell,Rest
Nfatc2,0.0030383936,0.4034759333,0.333,0.135,1,Marrow__regulatory.T.cell,Nfatc2
Nr3c1,0.0081408173,0.4862345829,0.667,0.455,1,Marrow__regulatory.T.cell,Nr3c1
Mef2c,0.0155577036,0.3601859435,0.148,0.046,1,Marrow__regulatory.T.cell,Mef2c
Batf,0.0157598944,0.620323866,0.37,0.199,1,Marrow__regulatory.T.cell,Batf
Zfp831,0.0210159658,0.3233001484,0.185,0.07,1,Marrow__regulatory.T.cell,Zfp831
Deaf1,0.0344328508,0.5212565649,0.259,0.133,1,Marrow__regulatory.T.cell,Deaf1
Nr1d2,0.0350904416,0.2936443,0.185,0.074,1,Marrow__regulatory.T.cell,Nr1d2
Nfkb2,0.0355440264,0.5391998486,0.37,0.213,1,Marrow__regulatory.T.cell,Nfkb2
Smad31,0.040913012,0.4194840663,0.37,0.203,1,Marrow__regulatory.T.cell,Smad3
Foxj3,0.0523128106,0.4142103157,0.222,0.112,1,Marrow__regulatory.T.cell,Foxj3
Gabpb2,0.0625628009,0.7153819457,0.444,0.277,1,Marrow__regulatory.T.cell,Gabpb2
Hif1a,0.0770769818,0.7844653577,0.519,0.385,1,Marrow__regulatory.T.cell,Hif1a
Creb1,0.0783025299,0.3610038508,0.407,0.273,1,Marrow__regulatory.T.cell,Creb1
Stat1,0.0866099365,0.5194503717,0.333,0.574,1,Marrow__regulatory.T.cell,Stat1
Ncoa31,0.0994678471,0.3001542149,0.667,0.522,1,Marrow__regulatory.T.cell,Ncoa3
Nfatc1,0.1318631838,0.3134961573,0.519,0.398,1,Marrow__regulatory.T.cell,Nfatc1
Stat6,0.2012172161,0.3194351253,0.481,0.371,1,Marrow__regulatory.T.cell,Stat6
Crem1,2.21865713645352E-11,1.5332426163,0.629,0.204,0.000000505,Limb_Muscle__T.cell,Crem
Rel,2.56484743332151E-11,0.8890723423,0.629,0.194,5.83759275823976E-07,Limb_Muscle__T.cell,Rel
Nr4a21,0.000000013,0.8888807752,0.514,0.153,0.0002954702,Limb_Muscle__T.cell,Nr4a2
Nfil31,3.46363263070493E-08,1.0701420718,0.486,0.147,0.0007883228,Limb_Muscle__T.cell,Nfil3
Mxd11,5.96037927191004E-08,0.3435625505,0.657,0.246,0.0013565823,Limb_Muscle__T.cell,Mxd1
Hey1,0.000002361,0.3117547211,0.114,0.01,0.0537362148,Limb_Muscle__T.cell,Hey1
Aff1,7.45181316415128E-06,0.3892190406,0.543,0.228,0.1696032676,Limb_Muscle__T.cell,Aff1
Jarid2,5.31853056018365E-05,0.2616919425,0.486,0.204,1,Limb_Muscle__T.cell,Jarid2
Hif1a1,7.46571117942511E-05,0.4902257051,0.714,0.369,1,Limb_Muscle__T.cell,Hif1a
Zeb1,8.66681300953843E-05,0.3032265284,0.457,0.2,1,Limb_Muscle__T.cell,Zeb1
Rora,0.0004325701,1.1255124018,0.286,0.104,1,Limb_Muscle__T.cell,Rora
Batf1,0.0007698527,0.6939305295,0.4,0.194,1,Limb_Muscle__T.cell,Batf
Sub1,0.0007804009,0.506269092,0.971,0.861,1,Limb_Muscle__T.cell,Sub1
Stat5b,0.0050997322,0.2588816064,0.543,0.324,1,Limb_Muscle__T.cell,Stat5b
Cggbp1,0.0082744023,0.3026634273,0.543,0.365,1,Limb_Muscle__T.cell,Cggbp1
Zfp281,0.0085911873,0.48017381,0.457,0.277,1,Limb_Muscle__T.cell,Zfp281
Zfp655,0.012265872,0.5032005734,0.314,0.163,1,Limb_Muscle__T.cell,Zfp655
Runx3,0.020816154,0.2775016009,0.514,0.344,1,Limb_Muscle__T.cell,Runx3
Tgif11,0.0209520229,0.5523408152,0.4,0.244,1,Limb_Muscle__T.cell,Tgif1
Gabpb1,0.0215592682,0.4504785899,0.343,0.196,1,Limb_Muscle__T.cell,Gabpb1
Foxo11,0.0348881418,0.3846879939,0.686,0.534,1,Limb_Muscle__T.cell,Foxo1
Stat5a,0.0509255149,0.3790404754,0.343,0.222,1,Limb_Muscle__T.cell,Stat5a
Mef2d,0.0732144456,0.3390421825,0.314,0.208,1,Limb_Muscle__T.cell,Mef2d
Nucks1,0.1183733915,0.2604102489,0.6,0.495,1,Limb_Muscle__T.cell,Nucks1
Gata31,0.1379546402,0.792574238,0.4,0.517,1,Limb_Muscle__T.cell,Gata3
Rorc,2.39465891661063E-39,1.5162240772,0.5,0.034,5.4502436942058E-35,Thymus__immature.T.cell,Rorc
Sox4,2.0059055481681E-38,1.216016148,0.67,0.108,4.5654410276306E-34,Thymus__immature.T.cell,Sox4
Satb1,1.08586341014322E-35,1.7676566095,0.98,0.739,2.47142512148596E-31,Thymus__immature.T.cell,Satb1
Tcf7,9.94369858820415E-32,1.512477914,0.97,0.8,2.26318579867526E-27,Thymus__immature.T.cell,Tcf7
Gtf2h4,4.68268667613804E-23,1.3225180376,0.35,0.036,1.06577948748902E-18,Thymus__immature.T.cell,Gtf2h4
Myb,2.97177456533927E-22,0.8590021391,0.55,0.131,6.76375891071218E-18,Thymus__immature.T.cell,Myb
E2f2,6.61377326283507E-21,0.5534105775,0.33,0.036,1.50529479462126E-16,Thymus__immature.T.cell,E2f2
Ets2,4.44758820770439E-20,0.93080725,0.58,0.173,1.01227107607352E-15,Thymus__immature.T.cell,Ets2
Gtf2ird1,6.39438878656261E-17,0.3701345941,0.29,0.036,1.45536288782165E-12,Thymus__immature.T.cell,Gtf2ird1
Bcl6,2.3048654335503E-16,0.3234102616,0.47,0.133,5.24587372676049E-12,Thymus__immature.T.cell,Bcl6
Cux1,3.58429732667645E-15,0.9440506365,0.62,0.266,8.15786071551561E-11,Thymus__immature.T.cell,Cux1
Ssbp2,3.55063488749654E-13,0.9957570183,0.48,0.164,8.08124500394213E-09,Thymus__immature.T.cell,Ssbp2
Patz1,3.67541886223131E-12,0.8170714462,0.38,0.113,8.36525333043845E-08,Thymus__immature.T.cell,Patz1
Tsc22d4,1.71142758332341E-11,0.5375893748,0.79,0.525,3.89520917964407E-07,Thymus__immature.T.cell,Tsc22d4
Tfdp1,4.74185030894898E-11,0.7055737081,0.39,0.131,1.07924513031679E-06,Thymus__immature.T.cell,Tfdp1
Zfp219,4.97135803892913E-10,0.4190467193,0.21,0.038,1.13148108966027E-05,Thymus__immature.T.cell,Zfp219
Mef2a,0.000000006,0.5546404942,0.4,0.151,0.0001372707,Thymus__immature.T.cell,Mef2a
Mxd4,2.57599869195023E-08,0.5421892007,0.55,0.248,0.0005862973,Thymus__immature.T.cell,Mxd4
Tcf12,2.63284133521593E-08,0.4435567113,0.43,0.18,0.0005992347,Thymus__immature.T.cell,Tcf12
Mybl2,2.98021649695669E-08,0.2881013834,0.13,0.016,0.0006782973,Thymus__immature.T.cell,Mybl2
Bcl11b,6.96603866561763E-08,0.9132339524,0.86,0.712,0.0015854704,Thymus__immature.T.cell,Bcl11b
Bach1,1.23360444448178E-07,0.4483679472,0.31,0.113,0.0028076837,Thymus__immature.T.cell,Bach1
Tcf3,2.76507957402295E-07,0.7962374049,0.5,0.288,0.0062933211,Thymus__immature.T.cell,Tcf3
Phf5a,2.88064412810818E-07,0.6652602257,0.49,0.266,0.006556346,Thymus__immature.T.cell,Phf5a
Zfp444,6.60381448903966E-07,0.560294297,0.35,0.146,0.0150302818,Thymus__immature.T.cell,Zfp444
Fubp1,8.17365390993195E-07,0.6097592931,0.59,0.347,0.0186032363,Thymus__immature.T.cell,Fubp1
Arntl,8.05632604239647E-06,0.325927008,0.28,0.108,0.1833619807,Thymus__immature.T.cell,Arntl
E2f1,1.71652698283004E-05,0.3176955668,0.14,0.034,0.3906815413,Thymus__immature.T.cell,E2f1
Nfatc3,1.80318926564821E-05,0.7160748003,0.54,0.365,0.4104058769,Thymus__immature.T.cell,Nfatc3
Gfi1,3.43815588211483E-05,0.5496089265,0.2,0.07,0.7825242788,Thymus__immature.T.cell,Gfi1
Zfp35,7.36430961472119E-05,0.6319076336,0.16,0.05,1,Thymus__immature.T.cell,Zfp35
Taf9,0.0001056099,0.4033984402,0.47,0.3,1,Thymus__immature.T.cell,Taf9
Zmym3,0.0001084331,0.3047649213,0.17,0.056,1,Thymus__immature.T.cell,Zmym3
Hes6,0.0001122527,0.5847962714,0.35,0.194,1,Thymus__immature.T.cell,Hes6
Hcfc11,0.0001249864,0.4823406373,0.39,0.223,1,Thymus__immature.T.cell,Hcfc1
Zscan21,0.0001604597,0.5178899562,0.17,0.059,1,Thymus__immature.T.cell,Zscan21
Foxn3,0.0001946993,0.4032375799,0.59,0.408,1,Thymus__immature.T.cell,Foxn3
Hdac2,0.0002429407,0.5654798744,0.44,0.264,1,Thymus__immature.T.cell,Hdac2
Hivep3,0.000293978,0.3796598128,0.16,0.054,1,Thymus__immature.T.cell,Hivep3
Trim28,0.000440332,0.4161762967,0.5,0.356,1,Thymus__immature.T.cell,Trim28
Ssbp3,0.0006275429,0.3461533963,0.49,0.331,1,Thymus__immature.T.cell,Ssbp3
Maz,0.0006351292,0.3987127008,0.44,0.302,1,Thymus__immature.T.cell,Maz
Tardbp,0.0007376178,0.3027807997,0.51,0.34,1,Thymus__immature.T.cell,Tardbp
Hdac1,0.0007447748,0.533195995,0.55,0.428,1,Thymus__immature.T.cell,Hdac1
Ctcf,0.0021485256,0.4809061464,0.58,0.462,1,Thymus__immature.T.cell,Ctcf
Zeb11,0.0042698575,0.3693132851,0.32,0.194,1,Thymus__immature.T.cell,Zeb1
Rest1,0.0052381239,0.4103461857,0.3,0.182,1,Thymus__immature.T.cell,Rest
Hmgb2,0.0133405829,0.5644449049,0.45,0.705,1,Thymus__immature.T.cell,Hmgb2
Nr2c21,0.0133551692,0.3047514238,0.38,0.266,1,Thymus__immature.T.cell,Nr2c2
Rad21,0.0162610718,0.2571746939,0.35,0.23,1,Thymus__immature.T.cell,Rad21
Kdm5a,0.0368443159,0.404913789,0.63,0.509,1,Thymus__immature.T.cell,Kdm5a
Tbx211,1.14872017248316E-11,0.9951402972,0.656,0.172,2.61448711257168E-07,Thymus__DN1.thymic.pro.T.cell,Tbx21
Gata32,3.81394647650261E-08,0.5957698569,0.938,0.482,0.0008680542,Thymus__DN1.thymic.pro.T.cell,Gata3
Hhex1,0.0001455634,0.4288340903,0.219,0.055,1,Thymus__DN1.thymic.pro.T.cell,Hhex
Irf7,0.0005391325,0.5451101612,0.406,0.176,1,Thymus__DN1.thymic.pro.T.cell,Irf7
Maf1,0.0013352572,0.5501235568,0.344,0.141,1,Thymus__DN1.thymic.pro.T.cell,Maf
Stat11,0.0013585933,0.3892472084,0.844,0.545,1,Thymus__DN1.thymic.pro.T.cell,Stat1
Hdac5,0.0029620912,0.2956728914,0.219,0.072,1,Thymus__DN1.thymic.pro.T.cell,Hdac5
Ikzf3,0.0038059041,0.4184940569,0.594,0.352,1,Thymus__DN1.thymic.pro.T.cell,Ikzf3
Zkscan6,0.0044199077,0.4688963391,0.219,0.078,1,Thymus__DN1.thymic.pro.T.cell,Zkscan6
Zkscan17,0.0058067008,0.2908987041,0.219,0.078,1,Thymus__DN1.thymic.pro.T.cell,Zkscan17
Creb3,0.0121286173,0.4593006977,0.344,0.176,1,Thymus__DN1.thymic.pro.T.cell,Creb3
Cited21,0.0360897547,0.2832390832,0.531,0.371,1,Thymus__DN1.thymic.pro.T.cell,Cited2
Arid5b,0.0537909398,0.3799779088,0.312,0.189,1,Thymus__DN1.thymic.pro.T.cell,Arid5b
Taf12,0.0676273391,0.5057521796,0.344,0.23,1,Thymus__DN1.thymic.pro.T.cell,Taf12
Irf3,0.1198257053,0.2907557838,0.375,0.273,1,Thymus__DN1.thymic.pro.T.cell,Irf3
Mta3,0.1382828304,0.4089932606,0.438,0.332,1,Thymus__DN1.thymic.pro.T.cell,Mta3
