"","plate.barcode","cell_ontology_class","cell_ontology_id"
"O2.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"P7.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"B22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"B21.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"D6.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"E14.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"D5.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"E13.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"G1.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"H7.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"I16.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K1.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G2.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A10.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"C1.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D7.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"H8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"E16.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G3.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"I18.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"K2.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"L6.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"M17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O3.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"H9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A12.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C4.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"D8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"E17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"I19.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"G4.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"H10.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"K3.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"L7.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"M18.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"O4.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"P9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"I22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A15.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"C6.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"D10.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"E18.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G5.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"H11.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J1.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K4.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"L10.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"M19.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"P10.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K5.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"A18.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D11.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"E19.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G6.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"H13.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J2.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"L11.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K6.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"L12.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"M22.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"M20.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"O7.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"P11.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O8.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"E21.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G7.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"H14.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"J3.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"K7.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"L14.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"N1.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O9.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P13.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"P12.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"A19.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D12.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D13.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"E22.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"A21.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G8.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"H15.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J4.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"K8.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"L15.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"O11.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"P14.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A22.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C10.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"D14.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"F1.D042475.3_9_M.1.1","D042475","epithelial cell","CL:0000066"
"G9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"H16.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J5.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"K9.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"L16.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"N4.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P15.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"B1.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"O12.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D16.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"F2.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"G11.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C11.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"H17.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"J6.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"K10.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"L18.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N5.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"O14.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"P16.D042475.3_9_M.1.1","D042475","blood cell","CL:0000081"
"B2.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"C13.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"D17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"F4.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"G13.D042475.3_9_M.1.1","D042475",NA,"CL:0000066"
"K11.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"L19.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"N7.D042475.3_9_M.1.1","D042475","endothelial cell","CL:0000115"
"O15.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"P17.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"H18.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"J7.D042475.3_9_M.1.1","D042475","mesenchymal cell","CL:0008019"
"A14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B18.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D1.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"H9.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I15.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K3.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A16.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"D2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E15.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H11.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"I16.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I18.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B20.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"D3.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E16.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B21.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I19.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"E17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G7.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A20.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E20.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G8.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I20.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I21.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"K8.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K7.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A21.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C1.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"G9.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H15.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"I22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K9.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D8.MAA000496.3_10_M.1.1","MAA000496","epithelial cell","CL:0000066"
"G10.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"H16.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C3.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"F2.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"G11.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"H17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D9.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H18.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"J6.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"K12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F3.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"K13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B3.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F4.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"G14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H20.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"J7.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"G15.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H21.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J8.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"K15.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G16.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"B6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J11.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"I1.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"K17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K16.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"C11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D17.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"F13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G19.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"I4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K19.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"B7.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K20.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B8.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D18.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"F14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"G20.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"F15.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"G21.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J14.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"K22.MAA000496.3_10_M.1.1","MAA000496","epithelial cell","CL:0000066"
"A1.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B9.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"C13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"D20.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C14.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"D22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F16.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H1.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"I7.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J15.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L1.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I9.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J16.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L3.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"A3.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C15.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E2.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"I10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J17.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B12.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"C16.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"E5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F18.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"H3.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J18.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A7.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"B14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"C19.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"C18.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F20.MAA000496.3_10_M.1.1","MAA000496","epithelial cell","CL:0000066"
"H4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"A10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E8.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"B15.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"C20.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F21.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"I12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J21.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E9.MAA000496.3_10_M.1.1","MAA000496","epithelial cell","CL:0000066"
"A13.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"B16.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"E12.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"G1.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"F22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H7.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"I13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"J22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"H8.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P4.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"I14.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"K1.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"M18.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"N21.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L7.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"M19.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"N22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L9.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"M20.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"O2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"M22.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"M21.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"O4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P8.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P7.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L12.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"N1.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"O5.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P10.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"O6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P11.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"N2.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L15.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"N3.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"O7.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"P12.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"P13.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L16.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"N4.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"O8.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"L19.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"N5.MAA000496.3_10_M.1.1","MAA000496",NA,"CL:0000066"
"O9.MAA000496.3_10_M.1.1","MAA000496","blood cell","CL:0000081"
"P14.MAA000496.3_10_M.1.1","MAA000496","endothelial cell","CL:0000115"
"L20.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
"N6.MAA000496.3_10_M.1.1","MAA000496","mesenchymal cell","CL:0008019"
