"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Nmral1",7.97153528564125e-24,0.275608589062418,0.378,0.08,"2","Nmral1"
"Cdt1",9.72710723358121e-24,0.32281632751655,0.423,0.111,"2","Cdt1"
"Ssr1",1.45106795156045e-23,0.457588847290451,1,0.922,"2","Ssr1"
"Nap1l1",1.45332518767945e-23,0.367571952955782,0.98,0.852,"2","Nap1l1"
"Snrpa",1.50384428777192e-23,0.356184887252964,0.96,0.805,"2","Snrpa"
"Ssna1",2.72803892494346e-23,0.314029233638676,0.96,0.74,"2","Ssna1"
"Nudcd2",3.76729884420935e-23,0.321443577309923,0.796,0.512,"2","Nudcd2"
"Med4",8.8013345943286e-23,0.30519179324256,0.791,0.437,"2","Med4"
"Sumo3",1.82769438052121e-22,0.430232395826838,0.945,0.763,"2","Sumo3"
"Ruvbl1",2.01800062525363e-22,0.27636710108511,0.811,0.439,"2","Ruvbl1"
"Sarnp",2.09704163329207e-22,0.270586363334219,0.985,0.892,"2","Sarnp"
"Dtymk",2.18825440403311e-22,0.277616969664233,0.846,0.531,"2","Dtymk"
"Ccdc109a",2.27556082115658e-22,0.310313702833651,0.881,0.567,"2","Ccdc109a"
"Dnmt1",2.81371756649178e-22,0.380931637700607,0.637,0.392,"2","Dnmt1"
"Ahcy",3.6349817354665e-22,0.317074420149957,0.891,0.587,"2","Ahcy"
"Smc6",4.02340768414605e-22,0.329024326269193,0.881,0.669,"2","Smc6"
"Chchd6",4.30785477473408e-22,0.327414730011007,0.766,0.399,"2","Chchd6"
"Pltp",8.30606356828589e-22,0.272220397766238,0.92,0.612,"2","Pltp"
"Mrpl51",8.53274525612006e-22,0.261675984743482,0.96,0.78,"2","Mrpl51"
"Prim2",9.80801160076094e-22,0.256462210988035,0.353,0.076,"2","Prim2"
"Mcm4",1.18284043589818e-21,0.314467274495096,0.557,0.211,"2","Mcm4"
"Smc1a",1.2279626806234e-21,0.364907019627786,0.97,0.844,"2","Smc1a"
"Ppic",1.45104001609617e-21,0.2838142392081,0.96,0.697,"2","Ppic"
"Pnkp",1.82162263883445e-21,0.355195938699238,0.647,0.32,"2","Pnkp"
"Cacybp",1.89584830452508e-21,0.331899848640261,0.975,0.844,"2","Cacybp"
"Crabp12",2.57499818756923e-21,0.496248356767766,0.736,0.376,"2","Crabp1"
"Gpn3",3.29669196768019e-21,0.314199552420774,0.726,0.377,"2","Gpn3"
"A430005L14Rik",3.46839423994768e-21,0.309484228224515,0.697,0.366,"2","A430005L14Rik"
"Cwc15",8.74874672565379e-21,0.252954984539182,0.965,0.852,"2","Cwc15"
"Coq7",9.39709378599924e-21,0.318845344243943,0.796,0.482,"2","Coq7"
"Pqlc12",1.42592273006917e-20,0.435689685126863,0.93,0.718,"2","Pqlc1"
"Pnrc2",1.84583566638919e-20,0.386012530288821,0.94,0.753,"2","Pnrc2"
"Parp2",2.10395418892272e-20,0.275957502544672,0.706,0.377,"2","Parp2"
"Nfix2",2.65227597338151e-20,0.38951838341285,0.96,0.842,"2","Nfix"
"Dhrs4",3.21365895741727e-20,0.282042956642397,0.796,0.497,"2","Dhrs4"
"Chaf1b",4.00271385542382e-20,0.388560554334746,0.338,0.093,"2","Chaf1b"
"Mpp1",7.19378057792069e-20,0.380978093140195,0.846,0.585,"2","Mpp1"
"Impa2",8.98725667119296e-20,0.255819323304541,0.597,0.251,"2","Impa2"
"Pola2",9.04875621698177e-20,0.298169181365548,0.383,0.11,"2","Pola2"
"Psmc1",1.08095769459178e-19,0.36096743729102,0.98,0.892,"2","Psmc1"
"2610029G23Rik",1.19117211443251e-19,0.259794152770849,0.866,0.645,"2","2610029G23Rik"
"Psat11",1.68012947173325e-19,0.377955448365528,0.935,0.695,"2","Psat1"
"Emd",2.52913323044983e-19,0.282653745621344,0.985,0.852,"2","Emd"
"Oaz2",4.52068622152175e-19,0.292454256753517,0.891,0.608,"2","Oaz2"
"Nup62",4.56251694048012e-19,0.412486195127618,0.786,0.516,"2","Nup62"
"Pmp221",4.57381429996348e-19,0.340210916350801,0.841,0.527,"2","Pmp22"
"Ugdh1",8.94307626082467e-19,0.258162394816989,0.955,0.687,"2","Ugdh"
"Smc3",1.1288362163577e-18,0.313502383402501,0.905,0.724,"2","Smc3"
"Gemin6",1.36532649581986e-18,0.27964379293784,0.517,0.217,"2","Gemin6"
"Fkbp3",1.51048768407101e-18,0.256134723290934,0.975,0.873,"2","Fkbp3"
"Psmd141",2.26729362257125e-18,0.337067036397804,0.975,0.861,"2","Psmd14"
"Adk",2.27746889032382e-18,0.320831392012216,0.915,0.689,"2","Adk"
"Vbp1",2.32593442258974e-18,0.261067352722661,0.95,0.775,"2","Vbp1"
"Eif1ad",2.46330600923685e-18,0.264971374361282,0.846,0.536,"2","Eif1ad"
"Sap30",3.02680209902557e-18,0.295160114063683,0.866,0.609,"2","Sap30"
"Rcc1",3.78536505211983e-18,0.319425835662747,0.667,0.345,"2","Rcc1"
"Apoa1bp",5.49340364059007e-18,0.290556027315299,0.92,0.702,"2","Apoa1bp"
"Rpn2",5.9404144680217e-18,0.330724771238577,0.99,0.926,"2","Rpn2"
"Gpc31",1.08019221435091e-17,0.280336952876039,0.965,0.737,"2","Gpc3"
"Aarsd1",1.15866151160707e-17,0.302841755472361,0.811,0.51,"2","Aarsd1"
"Rdx",1.16360665193985e-17,0.281711160198958,0.98,0.892,"2","Rdx"
"Nt5dc2",1.38663843633675e-17,0.254187394324319,0.632,0.303,"2","Nt5dc2"
"Cnnm4",1.55104288650166e-17,0.355571390598819,0.716,0.44,"2","Cnnm4"
"Snx3",1.71308599379992e-17,0.297496156428563,0.985,0.915,"2","Snx3"
"Timm50",1.74013880320314e-17,0.34123696483929,0.866,0.655,"2","Timm50"
"Ntrk21",1.8691687637645e-17,0.387281101358411,0.945,0.783,"2","Ntrk2"
"Hnrnph2",1.90223511084052e-17,0.262873730807246,0.985,0.819,"2","Hnrnph2"
"Spag7",1.97497935610855e-17,0.343780214236036,0.94,0.777,"2","Spag7"
"Lhpp",3.84684434317938e-17,0.250043785610428,0.622,0.307,"2","Lhpp"
"Th1l",4.47662450827893e-17,0.341009706115469,0.587,0.279,"2","Th1l"
"Nasp",5.32921670541558e-17,0.260220172963475,0.811,0.655,"2","Nasp"
"Tspan3",7.35505306132318e-17,0.26122073671266,0.975,0.795,"2","Tspan3"
"B2m2",7.60855649829782e-17,0.375114921335347,0.93,0.836,"2","B2m"
"Vdac3",7.94409447065843e-17,0.288052832148859,0.97,0.853,"2","Vdac3"
"Nme7",8.76696054053744e-17,0.270570599137248,0.582,0.264,"2","Nme7"
"Fkbp1a",9.45280207154537e-17,0.305718088574753,0.965,0.867,"2","Fkbp1a"
"Trp53",9.77873045879796e-17,0.350644306377925,0.97,0.883,"2","Trp53"
"Gtl3",1.86451096247301e-16,0.266524856626955,0.801,0.55,"2","Gtl3"
"Psma1",2.99396657203194e-16,0.317128912333183,0.995,0.902,"2","Psma1"
"H1f0",5.03258983911974e-16,0.486587851851333,0.97,0.876,"2","H1f0"
"Psph",5.67431963160551e-16,0.251824697568691,0.726,0.438,"2","Psph"
"Sox15",7.39392794074682e-16,0.34043872403913,0.93,0.738,"2","Sox15"
"Idh3a",9.42928712208725e-16,0.278278464388934,0.99,0.875,"2","Idh3a"
"Rbmxl1",9.45313414815616e-16,0.257409932669842,0.886,0.661,"2","Rbmxl1"
"Cyp4b1",9.78121019611703e-16,0.309709868361577,0.647,0.333,"2","Cyp4b1"
"Mtmr14",1.0613830531198e-15,0.302968125473839,0.607,0.3,"2","Mtmr14"
"Vrk2",1.10096046854587e-15,0.291773144658791,0.786,0.513,"2","Vrk2"
"Rell1",1.15787143424024e-15,0.257887426820409,0.945,0.755,"2","Rell1"
"Rnf5",1.42843501861799e-15,0.272027271021472,0.796,0.558,"2","Rnf5"
"Lrwd1",1.6490938596476e-15,0.297859044630512,0.612,0.309,"2","Lrwd1"
"Grn",1.78821074869181e-15,0.3637721696147,0.925,0.724,"2","Grn"
"Mcm6",2.6572297375853e-15,0.531862889820029,0.493,0.25,"2","Mcm6"
"Ddost",2.89105298859723e-15,0.328965241419478,0.975,0.911,"2","Ddost"
"Arpc1b1",3.97615141712264e-15,0.256341693881057,0.925,0.685,"2","Arpc1b"
"Cdc123",4.06117526590441e-15,0.309718838679364,0.96,0.813,"2","Cdc123"
"Mif4gd",5.14686887907445e-15,0.254827947368571,0.851,0.578,"2","Mif4gd"
"Impdh21",5.27971273603856e-15,0.272065305769538,0.985,0.883,"2","Impdh2"
"Shmt21",5.70339162346501e-15,0.320937674714049,0.905,0.686,"2","Shmt2"
"Lass2",6.80983303220433e-15,0.291775434131785,0.701,0.41,"2","Lass2"
"Hdgfrp2",7.85697249625048e-15,0.254467776264264,0.647,0.343,"2","Hdgfrp2"
"Dnaja11",9.08081009056475e-15,0.390629827680877,0.98,0.917,"2","Dnaja1"
"1110004F10Rik",1.05371812366879e-14,0.260252605088314,0.95,0.877,"2","1110004F10Rik"
"Sf3a3",1.1112456288793e-14,0.283607562563358,0.806,0.544,"2","Sf3a3"
"Acp6",1.21543885358137e-14,0.254011988151721,0.776,0.477,"2","Acp6"
"Ppp5c",1.22461672031737e-14,0.256407777768088,0.92,0.705,"2","Ppp5c"
"Ctcf",1.42104676808376e-14,0.266929451441538,0.891,0.69,"2","Ctcf"
"Snrpa1",1.47667811714438e-14,0.270989211056029,0.891,0.714,"2","Snrpa1"
"8430410A17Rik",1.77520659832018e-14,0.254163260105526,0.607,0.313,"2","8430410A17Rik"
"Emg1",2.42474294318194e-14,0.263551949188365,0.92,0.803,"2","Emg1"
"Moxd11",2.81593857860482e-14,0.262706522571731,0.98,0.806,"2","Moxd1"
"Ddx41",4.90156261517987e-14,0.25363846431943,0.806,0.531,"2","Ddx41"
"Vps36",4.91575873562391e-14,0.251733204825705,0.915,0.736,"2","Vps36"
"Cdca4",5.29107954440046e-14,0.265539416505124,0.831,0.578,"2","Cdca4"
"Tpr1",6.2629958209147e-14,0.285154714515027,0.995,0.925,"2","Tpr"
"Ivd",8.03893905964663e-14,0.273873476974352,0.776,0.497,"2","Ivd"
"Psmd13",8.55435087544561e-14,0.263677358170404,0.97,0.837,"2","Psmd13"
"Rqcd1",1.00333686105136e-13,0.362474110063231,0.781,0.547,"2","Rqcd1"
"Hspa4l",1.38511020650941e-13,0.315309900584246,0.9,0.692,"2","Hspa4l"
"Coq6",1.50005466587871e-13,0.291882813482244,0.662,0.375,"2","Coq6"
"Usp2",3.1468072156159e-13,0.261827845536297,0.781,0.534,"2","Usp2"
"Edaradd",3.31466063096717e-13,0.25836934609592,0.532,0.251,"2","Edaradd"
"Smarcb1",3.41310979650181e-13,0.279119082760636,0.95,0.812,"2","Smarcb1"
"Spon21",4.66463845526507e-13,0.329663002569875,0.587,0.304,"2","Spon2"
"Serpine2",7.48567180092932e-13,0.6645799610021,0.672,0.459,"2","Serpine2"
"Acsl5",8.94114424541228e-13,0.32720410565163,0.92,0.751,"2","Acsl5"
"Pcnp",1.31320126757986e-12,0.255816098456088,0.975,0.909,"2","Pcnp"
"Mcm2",1.74146929460287e-12,0.374053230597907,0.353,0.142,"2","Mcm2"
"Rbbp4",1.83565578662865e-12,0.25025697564895,0.94,0.857,"2","Rbbp4"
"Prpsap1",2.76456940765957e-12,0.294380081385013,0.92,0.749,"2","Prpsap1"
"Cops3",3.17293753696778e-12,0.306379452398583,0.856,0.663,"2","Cops3"
"Emb1",3.91626902446975e-12,0.279973770428139,0.935,0.757,"2","Emb"
"Clec11a1",4.31878653522503e-12,0.314093173415259,0.517,0.266,"2","Clec11a"
"Fh1",1.1907656495673e-11,0.251349836891906,0.915,0.763,"2","Fh1"
"Ppm1g",1.31888798432719e-11,0.299718321737158,0.831,0.622,"2","Ppm1g"
"Rnf181",2.4169004847344e-11,0.269546930607057,0.801,0.592,"2","Rnf181"
"Dpysl3",3.6272622158885e-11,0.297862447471476,0.602,0.346,"2","Dpysl3"
"Atxn10",4.29402801605023e-11,0.283979872915993,0.965,0.822,"2","Atxn10"
"Irf12",4.95249069112306e-11,0.47924927858877,0.796,0.599,"2","Irf1"
"Twf1",5.64545799373165e-11,0.289867973233688,0.985,0.884,"2","Twf1"
"Pef1",6.86909542653101e-11,0.295728737908825,0.871,0.7,"2","Pef1"
"Tsc22d11",8.39216218184735e-11,0.422117327690289,0.985,0.929,"2","Tsc22d1"
"Ccar1",8.84690425414665e-11,0.282368503525989,0.94,0.818,"2","Ccar1"
"D4Wsu53e",9.89199449998732e-11,0.395021158578879,0.866,0.767,"2","D4Wsu53e"
"Rpa1",2.7642096770533e-10,0.291051430093648,0.632,0.422,"2","Rpa1"
"Pole4",2.92173599546605e-10,0.252254354944934,0.91,0.788,"2","Pole4"
"Ift46",7.63937226321351e-10,0.266857856857905,0.657,0.446,"2","Ift46"
"Eif4e",9.43113551701978e-10,0.256688845314736,0.94,0.811,"2","Eif4e"
"Bcat21",5.37573674737082e-09,0.295827623810738,0.791,0.601,"2","Bcat2"
"Cxcl101",6.51296256555986e-09,0.513301688278292,0.343,0.148,"2","Cxcl10"
"Ppp1r15a",1.28372881915736e-08,0.349273168898986,0.816,0.723,"2","Ppp1r15a"
"Ccdc6",2.26949258157616e-08,0.260467180533545,0.711,0.534,"2","Ccdc6"
"Adrb21",2.31828305065396e-08,0.274827886381117,0.935,0.865,"2","Adrb2"
"Gna11",4.29373625627915e-08,0.265041621458797,0.801,0.631,"2","Gna11"
"Nqo11",1.3738724660899e-07,0.270573253913048,0.896,0.765,"2","Nqo1"
"Tgif11",1.37823997793217e-07,0.293108055550918,0.896,0.801,"2","Tgif1"
"Cxcl12",1.20632834899932e-05,0.312123489091149,0.527,0.36,"2","Cxcl1"
"Arid5a1",9.51952336283553e-05,0.254891283244529,0.587,0.442,"2","Arid5a"
"Krt133",4.56939038703461e-173,2.17726820507916,0.994,0.823,"3","Krt13"
"Krt43",3.76125970771646e-171,3.65670435237517,0.989,0.526,"3","Krt4"
"Pir2",7.58562645526815e-134,1.40449511169857,0.989,0.694,"3","Pir"
"Krt323",1.02534022692627e-130,1.2889524622231,0.955,0.218,"3","Krt32"
"2610528A11Rik2",7.3564557541302e-113,1.50345004540145,0.921,0.383,"3","2610528A11Rik"
"Ces1b3",4.5486424240137e-93,1.41877695169688,0.916,0.251,"3","Ces1b"
"Mgst11",5.3774075289997e-92,1.07563423864253,0.888,0.414,"3","Mgst1"
"Ly6d2",1.52805638756562e-89,0.880252168589378,1,0.873,"3","Ly6d"
"1110032A04Rik",7.16510712496725e-89,1.32884616992073,0.646,0.041,"3","1110032A04Rik"
"Tmprss43",5.71141273931745e-88,1.07743109068589,0.82,0.143,"3","Tmprss4"
"Gsta2",4.79379319125034e-72,0.551783721150816,0.747,0.122,"3","Gsta2"
"Mt43",7.30077097454616e-71,1.06604194830378,0.994,0.72,"3","Mt4"
"Aldh3a13",1.03566832473191e-70,1.36694519854995,0.989,0.823,"3","Aldh3a1"
"Fdps2",6.3214080813588e-67,1.07447251404421,0.966,0.546,"3","Fdps"
"Rab252",6.0069295306844e-64,0.779899737123596,1,0.869,"3","Rab25"
"Tgm33",2.18177159316027e-60,0.326796229995939,0.871,0.259,"3","Tgm3"
"Calml31",3.03115972462752e-58,0.929068396210937,0.994,0.884,"3","Calml3"
"Fbp23",3.74391193942156e-58,0.788468271322275,0.82,0.244,"3","Fbp2"
"Zfp7503",1.25719295357276e-56,0.612202943230099,0.933,0.324,"3","Zfp750"
"Cyp4f393",3.35393430222459e-56,0.679601594075062,0.966,0.414,"3","Cyp4f39"
"Rhov3",3.63428760157792e-56,0.720668307489787,0.854,0.238,"3","Rhov"
"Chchd10",5.70458633771717e-53,0.371965388988607,0.944,0.542,"3","Chchd10"
"Barx22",1.29876807129562e-52,0.801385260443245,0.989,0.73,"3","Barx2"
"Fdft12",4.70875641204271e-52,0.862713893818028,0.882,0.403,"3","Fdft1"
"Cyp2f2",1.71695395025624e-51,1.70348123709936,0.596,0.104,"3","Cyp2f2"
"Ptgr11",3.38808392788473e-51,1.13368439310767,0.955,0.725,"3","Ptgr1"
"Lypd31",7.37955504287809e-51,0.51134193614098,1,0.813,"3","Lypd3"
"Aldh3b22",2.83149196368175e-50,0.835395925098129,0.978,0.609,"3","Aldh3b2"
"Pgd1",3.82303343877712e-50,0.605766262024788,0.944,0.683,"3","Pgd"
"Rnase1",1.58449886844129e-49,0.319442178476598,0.404,0.024,"3","Rnase1"
"Idi1",1.04364208660261e-48,0.279004097493287,0.831,0.359,"3","Idi1"
"Pycard2",1.38699985952164e-48,0.672446643188633,0.994,0.922,"3","Pycard"
"Ces1d",5.03623509281028e-48,1.17023067663345,0.522,0.062,"3","Ces1d"
"Sult2b13",6.94497919500682e-48,0.719815846583143,0.921,0.415,"3","Sult2b1"
"Serpinb12",2.86023756718245e-43,1.38851178828254,0.416,0.039,"3","Serpinb12"
"Gsdmc",3.49571986757209e-43,0.554123951355944,0.444,0.066,"3","Gsdmc"
"Krt23",4.02385289751993e-43,1.5532726122228,0.416,0.053,"3","Krt23"
"Cyp2c65",9.63996403878711e-42,0.435667473590381,0.601,0.122,"3","Cyp2c65"
"Thbd1",7.96460714846166e-40,0.674023350104165,0.803,0.421,"3","Thbd"
"Arg2",1.22217045205785e-39,0.616491890989138,0.624,0.21,"3","Arg2"
"Lss2",1.63592737009192e-38,0.580714414769628,0.781,0.286,"3","Lss"
"Tmem154",2.3024746100743e-38,0.360113628107931,0.646,0.17,"3","Tmem154"
"Ly6g6e3",3.71607353777333e-38,0.444517263533512,0.781,0.267,"3","Ly6g6e"
"Ppl2",4.1273051733365e-38,0.33371276341421,0.837,0.327,"3","Ppl"
"Calm42",4.28816738357351e-38,0.779130887291947,0.978,0.781,"3","Calm4"
"Gpx22",1.6277905962722e-37,0.752388959025383,1,0.914,"3","Gpx2"
"Rhbg3",1.64400300816745e-37,0.55168739098137,0.753,0.252,"3","Rhbg"
"Cyp513",8.56142130062769e-37,0.584830315176399,0.86,0.385,"3","Cyp51"
"Aim1l1",1.49700614679311e-36,0.383977889954234,0.938,0.569,"3","Aim1l"
"2310033E01Rik3",7.57217330163508e-36,0.417805312814222,0.876,0.4,"3","2310033E01Rik"
"Il13ra1",1.29829264636794e-35,0.58134261542181,0.944,0.616,"3","Il13ra1"
"Krtdap3",1.16444227020581e-34,0.943550767688167,0.848,0.411,"3","Krtdap"
"Slc5a12",1.41944498892544e-34,0.606027457254608,0.848,0.362,"3","Slc5a1"
"Arhgef26",2.26227067407482e-34,0.38462701009059,0.584,0.187,"3","Arhgef26"
"H2afj",3.43549737040142e-34,0.425737887498485,0.994,0.931,"3","H2afj"
"Gm943",3.5184116828044e-34,0.482190911521468,0.904,0.463,"3","Gm94"
"Ada",3.95087212018488e-34,0.746978387370423,0.506,0.215,"3","Ada"
"Gltp1",2.10422042502349e-33,0.450110650326283,1,0.926,"3","Gltp"
"Hebp2",2.23411776108999e-33,0.38310355505239,0.815,0.336,"3","Hebp2"
"Ggh2",1.05533855558032e-32,0.611482494892311,0.848,0.553,"3","Ggh"
"Nqo12",1.2624441258347e-32,0.766014657121658,0.899,0.767,"3","Nqo1"
"Sc4mol1",3.21049785202299e-32,0.537362167132203,0.86,0.451,"3","Sc4mol"
"Bag23",5.8124656461107e-32,0.483012768792949,0.792,0.326,"3","Bag2"
"Il17rc2",1.50415423928008e-31,0.525099410741912,0.949,0.652,"3","Il17rc"
"Bspry1",2.17879756719128e-31,0.422237958849495,0.618,0.186,"3","Bspry"
"Grhl33",2.80487165295793e-31,0.446054211482141,0.893,0.456,"3","Grhl3"
"Pla2g4f",3.39548272317564e-31,0.390065589679452,0.64,0.202,"3","Pla2g4f"
"Hadh1",5.63124871939848e-31,0.569008210191278,0.961,0.859,"3","Hadh"
"Mvd",6.09942142238183e-31,0.4627585510817,0.534,0.141,"3","Mvd"
"Sdr16c5",1.36277865272993e-30,0.25364250537014,0.528,0.134,"3","Sdr16c5"
"Rbp7",1.45498688527032e-30,0.273771388812252,0.629,0.207,"3","Rbp7"
"Idh1",1.65885982147181e-30,0.531014969276417,0.882,0.528,"3","Idh1"
"Dgat21",2.69933177814728e-30,0.53770909273422,0.809,0.431,"3","Dgat2"
"G6pdx2",3.89366884204269e-30,0.589847091766384,0.938,0.677,"3","G6pdx"
"Elf31",3.98387535251025e-30,0.82298995461328,0.899,0.533,"3","Elf3"
"Acsl13",8.44789491221922e-30,0.373202062552335,0.803,0.36,"3","Acsl1"
"Dhcr24",4.6683522285869e-29,0.286031616226484,0.584,0.167,"3","Dhcr24"
"2310002L13Rik1",6.06682599769454e-29,0.845732554197779,0.803,0.379,"3","2310002L13Rik"
"Adh72",1.22854933467339e-28,0.764879306366929,0.949,0.676,"3","Adh7"
"Tmprss11d",1.5118268784408e-28,0.50811897322946,0.562,0.152,"3","Tmprss11d"
"Acer13",3.59528710470032e-28,0.519174869258714,0.68,0.242,"3","Acer1"
"Ggt6",7.2716079522021e-28,0.294789244038139,0.725,0.289,"3","Ggt6"
"Serpinb1a",1.03433653850583e-27,0.54002299377203,0.708,0.314,"3","Serpinb1a"
"Samhd1",1.64261567532722e-27,0.418138891011497,0.562,0.198,"3","Samhd1"
"Pvrl43",2.14973381364674e-27,0.25218122625235,0.848,0.428,"3","Pvrl4"
"Sqle1",3.04551486928769e-27,0.414250723131769,0.747,0.313,"3","Sqle"
"Sh2d4a",3.46081374774184e-27,0.292792497827975,0.652,0.233,"3","Sh2d4a"
"Dsc22",4.91989128812493e-27,0.563677213999218,0.955,0.714,"3","Dsc2"
"Ptgs13",5.72441405234005e-27,0.325781087458798,0.792,0.371,"3","Ptgs1"
"Cgn",6.02319979294028e-27,0.327345798935736,0.517,0.151,"3","Cgn"
"Eif4ebp1",8.31430031768065e-27,0.25305938424638,0.865,0.457,"3","Eif4ebp1"
"Psapl13",1.01214397265608e-26,0.639205831329998,0.702,0.28,"3","Psapl1"
"Tst2",4.73754683373409e-26,0.518206580323218,0.978,0.808,"3","Tst"
"Capns22",5.37058743487443e-26,0.395214810500546,0.938,0.604,"3","Capns2"
"Ugt1a7c",5.60737967710621e-26,0.367482241183255,0.736,0.366,"3","Ugt1a7c"
"Selenbp12",8.59784745661497e-26,0.833762757269499,0.871,0.591,"3","Selenbp1"
"Pdlim23",1.04577776673674e-25,0.424999376478694,0.843,0.464,"3","Pdlim2"
"Srxn12",2.77076894582404e-25,0.788417175279303,0.719,0.381,"3","Srxn1"
"Blvrb",5.28792995267797e-25,0.347245150966284,0.792,0.489,"3","Blvrb"
"Serpinb3a",6.58508714058372e-25,1.56690927930739,0.343,0.056,"3","Serpinb3a"
"Ttc22",1.05336497552087e-24,0.308809618148775,0.489,0.127,"3","Ttc22"
"Degs11",2.35495184733502e-24,0.441076743934177,0.983,0.873,"3","Degs1"
"Acaa21",4.65258807094387e-24,0.431021556569193,0.989,0.887,"3","Acaa2"
"Il1f9",8.25645068808135e-24,0.497443234424425,0.455,0.12,"3","Il1f9"
"4833423E24Rik2",8.26811907358672e-24,0.383173940799575,0.86,0.479,"3","4833423E24Rik"
"Esrp21",8.60812547140315e-24,0.27059261023445,0.955,0.626,"3","Esrp2"
"Clca51",1.10850226410883e-23,0.341620934982483,0.831,0.441,"3","Clca5"
"Plbd11",1.49640571576379e-23,0.529738430439128,0.978,0.805,"3","Plbd1"
"Osgin1",3.22159287207554e-23,0.537845135616657,0.624,0.247,"3","Osgin1"
"Psat12",3.43958110449364e-23,0.463144860596724,0.955,0.697,"3","Psat1"
"Ak21",3.61466634228394e-23,0.34617289950875,0.961,0.804,"3","Ak2"
"Gstm1",5.42489461033999e-23,0.649841247639953,0.989,0.926,"3","Gstm1"
"Hsd17b7",2.76060011338431e-22,0.318588036484624,0.612,0.241,"3","Hsd17b7"
"Gclc",7.74737758012122e-22,0.510549192291899,0.921,0.715,"3","Gclc"
"Entpd33",2.20269461451287e-21,0.254010059872197,0.702,0.325,"3","Entpd3"
"Baiap21",2.3882274417594e-21,0.421509209876895,0.994,0.844,"3","Baiap2"
"Ephx33",5.39758926324817e-21,0.383669381802849,0.567,0.204,"3","Ephx3"
"Nhp21",6.20437291382875e-21,0.315819371796151,0.983,0.901,"3","Nhp2"
"Gas7",7.29691610860686e-21,0.320398464523551,0.624,0.277,"3","Gas7"
"Aacs",9.36758831008601e-21,0.412556976150898,0.669,0.315,"3","Aacs"
"Mvk2",1.02284985642953e-20,0.419939342724564,0.708,0.345,"3","Mvk"
"Crabp2",1.15971854315493e-20,0.265913041843874,0.343,0.094,"3","Crabp2"
"Pmvk",1.22023336195888e-20,0.292598938597278,0.64,0.292,"3","Pmvk"
"Slc9a3r11",1.67871377345293e-20,0.398855961430602,0.944,0.702,"3","Slc9a3r1"
"Ceacam1",1.69991628575105e-20,0.382371641445911,0.376,0.109,"3","Ceacam1"
"Tuba8",2.43079455259835e-20,0.386728681679398,0.36,0.08,"3","Tuba8"
"Tgm12",2.55881727298262e-20,0.48405183272281,0.893,0.611,"3","Tgm1"
"Entpd5",2.99623784824955e-20,0.338583896111315,0.753,0.406,"3","Entpd5"
"Niacr12",5.66397885997491e-20,0.388179541621706,0.955,0.685,"3","Niacr1"
"Siah2",7.92043548984959e-20,0.305064060208405,0.815,0.507,"3","Siah2"
"Srm",8.05007043380972e-20,0.287822906447351,0.955,0.662,"3","Srm"
"Plcd12",9.35865045322501e-20,0.435851525021703,0.921,0.688,"3","Plcd1"
"Gcat2",3.41772011934134e-19,0.397370622756314,0.961,0.743,"3","Gcat"
"Rab3d2",4.05763534769605e-19,0.321375819027259,0.899,0.637,"3","Rab3d"
"Srebf2",4.35669461390164e-19,0.295529700492275,0.916,0.66,"3","Srebf2"
"Ptplb",5.03979449751362e-19,0.251831086740592,0.983,0.779,"3","Ptplb"
"Polb1",5.43634401877598e-19,0.322058816505678,0.938,0.701,"3","Polb"
"Fam129b2",5.5241654318165e-19,0.413068747339404,0.966,0.769,"3","Fam129b"
"Abhd14b",6.90556722983753e-19,0.252096781058375,0.567,0.223,"3","Abhd14b"
"Rnf122",7.34689568732575e-19,0.264767098151686,0.77,0.408,"3","Rnf122"
"Ldlr1",1.8465583846441e-18,0.389315696177562,0.916,0.686,"3","Ldlr"
"Etnk2",2.35911204179949e-18,0.27199077938959,0.438,0.144,"3","Etnk2"
"Slc7a11",2.50870785454828e-18,0.282862823761059,0.466,0.178,"3","Slc7a11"
"Mocos1",2.66548273677117e-18,0.346999744633453,0.567,0.243,"3","Mocos"
"Tmprss13",4.0569301957512e-18,0.386385327344022,0.961,0.826,"3","Tmprss13"
"Ndrg23",4.60187511740251e-18,0.301039093779365,0.697,0.338,"3","Ndrg2"
"Ppp2r5a",9.06885031366428e-18,0.322012463033931,0.955,0.808,"3","Ppp2r5a"
"Tfrc",9.08312709196465e-18,0.325274667376445,0.826,0.53,"3","Tfrc"
"Prom21",1.62314177563166e-17,0.271084031528691,0.916,0.612,"3","Prom2"
"Acadm",2.83538693170862e-17,0.353550765983164,0.871,0.607,"3","Acadm"
"H2-K11",2.84333722046622e-17,0.333492020676521,0.966,0.841,"3","H2-K1"
"Tmem792",3.36740793252402e-17,0.320919131900103,0.921,0.632,"3","Tmem79"
"Clec11a2",3.65446678905323e-17,0.325384172878001,0.596,0.259,"3","Clec11a"
"Itpkc2",3.88577861525955e-17,0.682643577667728,0.871,0.729,"3","Itpkc"
"Nme11",3.90804662778794e-17,0.309826389002357,1,0.939,"3","Nme1"
"Lpcat4",4.40780205117075e-17,0.267364165927882,0.685,0.347,"3","Lpcat4"
"Car13",4.75794379060484e-17,0.339952743565838,0.921,0.743,"3","Car13"
"Sod2",6.02270475000418e-17,0.322260767926833,0.955,0.817,"3","Sod2"
