"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"P4hb3",1.12735249324388e-79,0.417107400755061,0.948,0.781,"5","P4hb"
"Cltc",5.10982226402265e-79,0.283801273735954,0.814,0.438,"5","Cltc"
"Prr9",7.33780653887134e-79,0.348976527993583,0.439,0.118,"5","Prr9"
"Lamp21",9.2501048622586e-79,0.357979384146007,0.978,0.81,"5","Lamp2"
"Phb",1.77193351247618e-78,0.332618637323279,0.953,0.763,"5","Phb"
"Hmgcr",3.42617625623757e-78,0.287585454002209,0.604,0.242,"5","Hmgcr"
"Tmem792",4.15887255530041e-78,0.287971973742645,0.847,0.472,"5","Tmem79"
"Phlda11",1.02146815249256e-77,0.621150641157828,0.95,0.765,"5","Phlda1"
"Bnip3",6.25385393737412e-77,0.2594051834715,0.579,0.208,"5","Bnip3"
"Ide",2.48869946810433e-76,0.25509794481227,0.664,0.294,"5","Ide"
"Hmgcs12",7.55964176205441e-76,0.41442744534387,0.86,0.607,"5","Hmgcs1"
"Fam188a1",1.2686055136919e-75,0.254602243107725,0.79,0.404,"5","Fam188a"
"Pdcd5",1.65485825596905e-74,0.337595355263596,0.962,0.807,"5","Pdcd5"
"Ndufv3",2.10804784743466e-74,0.311395683931882,0.978,0.824,"5","Ndufv3"
"Dnase1l3",2.98892943135455e-73,0.291552825858243,0.351,0.073,"5","Dnase1l3"
"Sc4mol4",1.03163636962694e-72,0.360705412564976,0.754,0.381,"5","Sc4mol"
"Aqp33",1.27328761617663e-72,0.35489095987951,0.998,0.935,"5","Aqp3"
"Lrrfip1",1.32412035206618e-72,0.292787694921726,0.89,0.551,"5","Lrrfip1"
"Il1f6",4.846473243993e-72,0.674438516893399,0.265,0.043,"5","Il1f6"
"Prdm1",1.93027389003903e-71,0.288700062433577,0.529,0.185,"5","Prdm1"
"Spint13",2.91409820675286e-71,0.301800059988921,0.754,0.375,"5","Spint1"
"1810037I17Rik1",1.18500906246736e-70,0.302631723452715,0.997,0.942,"5","1810037I17Rik"
"Atp2a2",4.25886709984788e-70,0.260188370880514,0.827,0.494,"5","Atp2a2"
"Pmvk3",1.09823475594227e-69,0.260585670334455,0.774,0.401,"5","Pmvk"
"Atp6v1g11",3.26141292474449e-69,0.272401987743921,0.997,0.942,"5","Atp6v1g1"
"2210411K11Rik",1.38153740780778e-68,0.293639088247307,0.93,0.654,"5","2210411K11Rik"
"Ahnak3",2.12139931813256e-68,0.383020600382414,0.99,0.925,"5","Ahnak"
"Plcd13",3.14833777059187e-68,0.253090951339635,0.852,0.495,"5","Plcd1"
"Fdft13",5.4402968932256e-68,0.299908793180106,0.712,0.346,"5","Fdft1"
"Ckb4",8.29884652036765e-68,0.450420835282379,0.725,0.365,"5","Ckb"
"Dgat24",1.25929887233684e-67,0.250703399972723,0.76,0.395,"5","Dgat2"
"Il1f5",1.795837952122e-67,0.253886075488661,0.258,0.061,"5","Il1f5"
"Nfkbia1",8.26683652043326e-67,0.448786161587062,0.983,0.93,"5","Nfkbia"
"Il1f91",1.38309820035152e-65,0.410267444544682,0.454,0.146,"5","Il1f9"
"Tubb2a3",1.56806102803227e-65,0.51709965702474,0.837,0.529,"5","Tubb2a"
"Bicd21",3.17354592939108e-65,0.286445698432013,0.759,0.415,"5","Bicd2"
"Tmem542",7.53996090783426e-65,0.350698774053833,0.859,0.554,"5","Tmem54"
"Arpc1a2",8.1297830657871e-65,0.277360146297138,0.957,0.716,"5","Arpc1a"
"Mfsd61",1.1736289106122e-64,0.252566912752278,0.762,0.416,"5","Mfsd6"
"Slc9a3r13",3.40733861663919e-63,0.291607694324266,0.93,0.661,"5","Slc9a3r1"
"Acad91",1.89373670480701e-62,0.254625955223887,0.794,0.449,"5","Acad9"
"Dusp222",2.25905938198042e-62,0.312721192775081,0.913,0.633,"5","Dusp22"
"Tjp2",4.43873071983458e-62,0.260966825206568,0.601,0.286,"5","Tjp2"
"Epha2",1.10250821152e-61,0.262692093935503,0.712,0.363,"5","Epha2"
"1700025G04Rik",1.86939295781796e-61,0.284974238985623,0.817,0.546,"5","1700025G04Rik"
"Dedd2",6.79754514383226e-61,0.280566894092559,0.797,0.475,"5","Dedd2"
"Chl11",9.102022683534e-60,0.260400278951485,0.72,0.372,"5","Chl1"
"Gsn5",1.38496781789684e-59,0.255079675557019,0.955,0.713,"5","Gsn"
"Ehf2",3.11969850728509e-59,0.300932376711976,0.812,0.482,"5","Ehf"
"Rala2",1.76669474188688e-58,0.283387109946931,0.957,0.766,"5","Rala"
"Tmem1342",4.97099135459648e-58,0.270144440182983,0.98,0.907,"5","Tmem134"
"Phlda31",1.17840207830121e-57,0.349859146485406,0.928,0.707,"5","Phlda3"
"Ndufc1",1.96842372276965e-57,0.266266730512837,0.983,0.905,"5","Ndufc1"
"Eif4g1",2.12208559336453e-57,0.272171673998435,0.923,0.688,"5","Eif4g1"
"Emp23",3.07787401994707e-57,0.295057967051997,0.99,0.872,"5","Emp2"
"Glrx5",3.88117442273953e-57,0.393057571568384,0.702,0.371,"5","Glrx"
"Dsc31",4.19989691331061e-57,0.336759158629278,0.957,0.81,"5","Dsc3"
"Dbnl2",1.04481149245776e-56,0.274527467452002,0.915,0.662,"5","Dbnl"
"Parl1",7.00612434319635e-56,0.251526186952498,0.912,0.639,"5","Parl"
"Elf34",3.55238946244641e-55,0.380440314445988,0.812,0.53,"5","Elf3"
"Serpinb111",4.10453995492166e-55,0.322527643690128,0.366,0.106,"5","Serpinb11"
"Cebpa1",5.86844576434366e-55,0.290039821756304,0.869,0.611,"5","Cebpa"
"Chit14",5.19913252312399e-54,0.257322533362759,0.958,0.731,"5","Chit1"
"Tuba1a3",2.30386192445374e-52,0.395807849021993,0.93,0.705,"5","Tuba1a"
"Tprgl1",3.05391807196755e-52,0.270039619947977,0.943,0.813,"5","Tprgl"
"Pim32",2.3738388724162e-51,0.271783942784016,0.987,0.863,"5","Pim3"
"Casz11",2.57537590189365e-51,0.257160352258946,0.81,0.517,"5","Casz1"
"Serpinb122",1.15072716146668e-49,0.534372031965069,0.486,0.195,"5","Serpinb12"
"Ndufv2",5.13880264172976e-49,0.253039247740397,0.973,0.918,"5","Ndufv2"
"Rexo2",2.07803351644446e-48,0.261632828373087,0.935,0.77,"5","Rexo2"
"Ppdpf1",5.46387392384457e-46,0.253624605416863,0.908,0.717,"5","Ppdpf"
"Mafb3",1.17538489047503e-44,0.27297773012218,0.92,0.677,"5","Mafb"
"Rhob1",2.98611653744726e-42,0.280495031079849,0.945,0.774,"5","Rhob"
"2310042E22Rik2",6.31430377875425e-42,0.452569847140232,0.458,0.197,"5","2310042E22Rik"
"Itpkc4",6.51092201880078e-41,0.280281976426394,0.817,0.545,"5","Itpkc"
"Ccl202",5.78389087889384e-38,0.278118662495829,0.468,0.218,"5","Ccl20"
"Adrm11",5.87953353346178e-38,0.261346772141996,0.942,0.805,"5","Adrm1"
"Sqstm11",6.38996613452864e-38,0.278778380615483,0.804,0.574,"5","Sqstm1"
"Tsc22d12",1.98546660280028e-37,0.385747963186438,0.952,0.882,"5","Tsc22d1"
"Lor3",4.9369579125614e-33,0.551466397574569,0.547,0.388,"5","Lor"
"Gclc1",1.51807658089616e-31,0.311521301448412,0.614,0.439,"5","Gclc"
"Ier3",2.44129487717712e-28,0.269267799384652,0.935,0.795,"5","Ier3"
"Defb41",3.13934366404147e-19,0.253825581930139,0.314,0.157,"5","Defb4"
"Mt31",8.48277994557687e-14,0.354237171375532,0.311,0.19,"5","Mt3"
"Glul4",1.98577287901304e-270,0.988195038495908,0.836,0.275,"6","Glul"
"Cpe",1.27573607202647e-256,0.744852104366562,0.69,0.146,"6","Cpe"
"Igfbp74",1.4931338542975e-256,0.964584076914063,0.985,0.611,"6","Igfbp7"
"Ndufa4l24",2.14329772562536e-184,1.09344327892351,0.901,0.423,"6","Ndufa4l2"
"Serpinb10-ps4",2.18566769342163e-172,0.83209537683528,0.97,0.676,"6","Serpinb10-ps"
"Cst32",1.57230899190899e-171,0.649225921070747,1,0.949,"6","Cst3"
"Procr4",1.0492672841231e-168,0.705386184210469,0.858,0.438,"6","Procr"
"Krt154",3.39083746163529e-166,0.725838401532124,0.998,0.925,"6","Krt15"
"Aknad1",4.30610805901684e-161,0.507401916997439,0.578,0.155,"6","Aknad1"
"Ccdc35",4.217817930775e-148,0.575807389719361,0.799,0.494,"6","Ccdc3"
"5730469M10Rik6",4.29807996104571e-148,0.741621387868289,0.949,0.621,"6","5730469M10Rik"
"Tgfbi3",9.82367554924942e-146,0.688891166067853,0.825,0.345,"6","Tgfbi"
"Osr2",1.07767105028918e-139,0.489693838405093,0.442,0.07,"6","Osr2"
"Col17a15",1.96022254110994e-133,0.604497528250914,0.966,0.646,"6","Col17a1"
"Rnase43",2.62827960818682e-129,0.540981148784376,0.906,0.7,"6","Rnase4"
"Cpxm21",1.45827102014449e-125,0.472384659426139,0.642,0.203,"6","Cpxm2"
"Cyb5r33",2.45878518855075e-121,0.547414414665223,0.944,0.68,"6","Cyb5r3"
"Sfrp1",7.06007174883479e-120,0.466465523505083,0.595,0.199,"6","Sfrp1"
"Pfkp",4.83518049943642e-119,0.428677097602066,0.725,0.549,"6","Pfkp"
"Ctsl1",5.18316854772517e-119,0.524875396377293,0.681,0.364,"6","Ctsl"
"Ccnd24",2.699026921677e-118,0.684844744486165,0.919,0.611,"6","Ccnd2"
"Serpinh14",1.28053498937077e-117,0.562130552200476,0.885,0.494,"6","Serpinh1"
"Comt",3.38454940101476e-115,0.406903459774782,0.904,0.751,"6","Comt"
"Ly6a3",8.15749342956662e-114,0.639123374412038,0.938,0.677,"6","Ly6a"
"Lancl1",1.02471621191923e-113,0.47596005124428,0.831,0.663,"6","Lancl1"
"Gas14",1.47304743899357e-112,0.584003467321282,0.755,0.413,"6","Gas1"
"Fgfr2",4.82818553509121e-102,0.376575524311771,0.688,0.458,"6","Fgfr2"
"Rora",8.56032650303916e-101,0.327566584943281,0.516,0.251,"6","Rora"
"Cbr23",1.18837412059518e-98,0.486843418481877,0.784,0.429,"6","Cbr2"
"Pdlim13",5.38177545170801e-96,0.416605020729112,0.99,0.933,"6","Pdlim1"
"Gpc32",4.95768879647314e-90,0.429684256625917,0.642,0.357,"6","Gpc3"
"Acp51",7.03798627251915e-89,0.389427250243349,0.796,0.635,"6","Acp5"
"Creb51",1.10300500903493e-88,0.428066655215774,0.57,0.226,"6","Creb5"
"Igfbp43",1.91823267212129e-87,0.543995265017869,0.6,0.274,"6","Igfbp4"
"Lamb34",7.67202403481636e-87,0.441502542065329,0.836,0.477,"6","Lamb3"
"Igfbp34",9.10508962477869e-86,0.791982161587975,0.774,0.415,"6","Igfbp3"
"Oat4",1.07017942502698e-84,0.449630269027351,0.902,0.677,"6","Oat"
"Ifitm35",2.16098799968013e-82,0.504931557690325,0.963,0.753,"6","Ifitm3"
"Meis1",4.66170582911471e-81,0.27513734937664,0.383,0.158,"6","Meis1"
"Capns14",1.67498954384915e-80,0.42109791644591,0.953,0.771,"6","Capns1"
"Slc6a65",2.58787838004324e-80,0.431943715513382,0.86,0.514,"6","Slc6a6"
"Tmprss11a3",5.08398373043916e-80,0.560233601268741,0.803,0.556,"6","Tmprss11a"
"Serpinb6a5",1.05175653283741e-79,0.445209473287858,0.921,0.653,"6","Serpinb6a"
"Hs3st6",8.15818598768638e-79,0.31500149282525,0.454,0.218,"6","Hs3st6"
"Cav14",9.53496840428597e-75,0.41886074607557,0.686,0.376,"6","Cav1"
"Sparc2",7.31017574389531e-74,0.550430225592204,0.526,0.205,"6","Sparc"
"Ppp3ca",4.05866202610734e-73,0.318971468261906,0.767,0.644,"6","Ppp3ca"
"Aldh23",6.05604533611075e-73,0.387205914420701,0.895,0.741,"6","Aldh2"
"Tspo3",1.70819686816013e-71,0.398037192331473,0.995,0.937,"6","Tspo"
"Zyx2",2.93584950215781e-70,0.370176280813929,0.72,0.485,"6","Zyx"
"Tsc22d3",5.01690151235098e-70,0.366113178295011,0.605,0.398,"6","Tsc22d3"
"Anxa54",1.39444126856686e-69,0.334973153303677,0.995,0.888,"6","Anxa5"
"4930523C07Rik2",2.12684919958041e-68,0.459263410998274,0.796,0.562,"6","4930523C07Rik"
"Htra13",6.86663848177155e-67,0.380721148121037,0.553,0.238,"6","Htra1"
"Ifi27l1",1.26860252637482e-66,0.362919811425358,0.934,0.825,"6","Ifi27l1"
"Cald1",7.63910283209455e-65,0.442960639084254,0.437,0.168,"6","Cald1"
"Ly6e4",2.20875390989273e-63,0.444172040181919,0.818,0.563,"6","Ly6e"
"Tnfaip81",4.21845818371096e-63,0.325818140476808,0.663,0.485,"6","Tnfaip8"
"Spon2",8.89670691602384e-63,0.296602289736133,0.363,0.125,"6","Spon2"
"Bmp4",2.18726417898947e-62,0.315770362088636,0.445,0.191,"6","Bmp4"
"Smoc2",1.09244090182718e-59,0.298337785901189,0.371,0.107,"6","Smoc2"
"Dapk2",1.94877781254405e-59,0.314775864555803,0.386,0.145,"6","Dapk2"
"S100a132",2.3952591783305e-59,0.329052518588286,0.693,0.454,"6","S100a13"
"Bpgm3",4.09239399816124e-59,0.33143261645958,0.718,0.523,"6","Bpgm"
"Cav2",1.25343831517249e-58,0.311813427265629,0.605,0.354,"6","Cav2"
"Adrb2",1.76691842798746e-58,0.459703215618034,0.874,0.748,"6","Adrb2"
"Nfil3",2.4979028974683e-57,0.27978422639826,0.427,0.238,"6","Nfil3"
"Apoe4",1.68706606878317e-56,0.481753049759001,0.961,0.843,"6","Apoe"
"Pqlc13",2.41670257423326e-56,0.33877757163607,0.801,0.61,"6","Pqlc1"
"Ly6c13",2.0525946104825e-55,0.376040782906731,0.509,0.263,"6","Ly6c1"
"S100a1",3.80092819197371e-54,0.250053577892291,0.457,0.282,"6","S100a1"
"Zfp36l24",5.71547171653517e-54,0.375576467618475,0.696,0.464,"6","Zfp36l2"
"Igfbp53",2.02657727418675e-52,0.38667091020309,0.572,0.287,"6","Igfbp5"
"Antxr14",1.05270709004139e-51,0.293338820106747,0.604,0.307,"6","Antxr1"
"Dlk21",1.1172252848278e-51,0.301429969089995,0.449,0.17,"6","Dlk2"
"H191",3.81633393342202e-51,0.510427067742333,0.298,0.114,"6","H19"
"Gdpd21",4.02877596699219e-51,0.308086569024972,0.519,0.276,"6","Gdpd2"
"Car122",5.78373289106815e-51,0.313928570217502,0.626,0.37,"6","Car12"
"Ptrf5",7.63676365189374e-51,0.332287083400723,0.931,0.778,"6","Ptrf"
"Phpt11",1.06601457403634e-50,0.276316819101008,0.85,0.769,"6","Phpt1"
"Efemp1",1.21327237209734e-50,0.263567296006616,0.334,0.121,"6","Efemp1"
"Pfkl",2.27466615125563e-50,0.264956394836276,0.636,0.505,"6","Pfkl"
"Prkcdbp4",5.18677900912168e-50,0.35105718268392,0.75,0.532,"6","Prkcdbp"
"Cdc42ep32",1.05859632402697e-49,0.417965152887981,0.703,0.495,"6","Cdc42ep3"
"Cotl15",3.51417407828136e-49,0.312030625859085,0.83,0.587,"6","Cotl1"
"Xist4",5.79784768320947e-49,0.69310647501551,0.43,0.241,"6","Xist"
"Arpc1b4",1.5953214330979e-47,0.326666099745934,0.794,0.561,"6","Arpc1b"
"Otud1",2.04540731311806e-47,0.26466672933238,0.438,0.261,"6","Otud1"
"Itga61",8.8638663365526e-47,0.286045903515364,0.555,0.319,"6","Itga6"
"Scmh1",1.15575336145779e-46,0.26404305955044,0.497,0.241,"6","Scmh1"
"Chit15",1.74401227165531e-46,0.39433815671465,0.884,0.738,"6","Chit1"
"Net11",1.91780467053602e-46,0.279588082887089,0.828,0.776,"6","Net1"
"1190003J15Rik4",9.72781987686571e-46,0.305928345857445,0.788,0.573,"6","1190003J15Rik"
"Smpdl3a",4.58595964677765e-45,0.250603713510713,0.666,0.53,"6","Smpdl3a"
"Paqr53",4.36332441277746e-44,0.315496190621977,0.73,0.543,"6","Paqr5"
"Itgb46",8.98791017080925e-44,0.268378906575763,0.821,0.554,"6","Itgb4"
"Rac31",3.11658047113771e-43,0.279016052747414,0.585,0.388,"6","Rac3"
"Bcam4",2.78954179860545e-42,0.302867662440344,0.838,0.641,"6","Bcam"
"Cdca74",1.27928056355876e-41,0.298860169707808,0.56,0.304,"6","Cdca7"
"Cyr613",1.86928476592205e-41,0.512488426040899,0.621,0.401,"6","Cyr61"
"Gstm21",2.20818638772459e-40,0.254528246067437,0.636,0.489,"6","Gstm2"
"Wnt10a5",1.16180466703645e-39,0.257440525881616,0.826,0.563,"6","Wnt10a"
"Itm2c4",1.8109935771215e-39,0.271123112627766,0.669,0.479,"6","Itm2c"
"Itgb14",2.94365064568311e-39,0.277086579941979,0.698,0.478,"6","Itgb1"
"Nbl13",8.24363721091347e-39,0.279177025982501,0.678,0.501,"6","Nbl1"
"Cebpd1",1.07031175999238e-36,0.364657714418282,0.497,0.398,"6","Cebpd"
"Klf92",1.90257465739172e-36,0.328313196575062,0.909,0.838,"6","Klf9"
"Ppp1r15a",6.09710612565217e-36,0.30825339418997,0.744,0.662,"6","Ppp1r15a"
"Paics4",9.673976403197e-36,0.274712392021198,0.835,0.654,"6","Paics"
"Plp21",3.21256251821936e-35,0.254541797098903,0.961,0.891,"6","Plp2"
"Dkk33",4.99260403605031e-35,0.252656672562491,0.543,0.31,"6","Dkk3"
"Tax1bp1",5.12164287381779e-35,0.250709622472598,0.885,0.814,"6","Tax1bp1"
"Lamc23",6.82255192922164e-34,0.26760938851253,0.548,0.363,"6","Lamc2"
"Arid5b",1.62721533207115e-33,0.277143390123023,0.784,0.682,"6","Arid5b"
"Fam110c3",3.71875174880118e-29,0.293334388925023,0.501,0.388,"6","Fam110c"
"Socs33",7.06976829194459e-25,0.367895784939582,0.793,0.652,"6","Socs3"
"Ifi202b3",1.46929854396259e-17,0.310916693107165,0.422,0.307,"6","Ifi202b"
"1600029D21Rik",1.63124020868773e-14,0.278027426176046,0.288,0.164,"6","1600029D21Rik"
"Dcn4",0,2.15448241723256,0.989,0.559,"7","Dcn"
"Notum1",1.3255703301516e-313,0.743537790013968,0.751,0.054,"7","Notum"
"Jakmip2",3.53136647380058e-309,0.914749992927948,0.791,0.072,"7","Jakmip2"
"Igfbp22",8.28227203372204e-257,1.27565254765276,1,0.946,"7","Igfbp2"
"Rbp11",1.56906338974205e-221,0.929205413785467,0.765,0.154,"7","Rbp1"
"Otop31",2.95197301726718e-194,0.621535709213043,0.751,0.162,"7","Otop3"
"Adh75",2.20196763939329e-190,1.09210517452678,0.979,0.663,"7","Adh7"
"Runx2",6.22342612815369e-185,0.402503717856058,0.548,0.048,"7","Runx2"
"Lamp22",8.560427042675e-169,0.594668978275709,0.973,0.813,"7","Lamp2"
"Ptn1",3.76298872963646e-152,0.549040473448897,0.681,0.172,"7","Ptn"
"Rnf114",6.58087815711365e-151,0.501263106762942,0.827,0.47,"7","Rnf114"
"Pgk12",1.49953679946903e-147,0.610283251527311,0.979,0.905,"7","Pgk1"
"Lrrc49",1.90511681360335e-144,0.426741165521003,0.6,0.13,"7","Lrrc49"
"Serpinb10-ps5",1.85691120412877e-143,0.792757844652165,0.977,0.681,"7","Serpinb10-ps"
"Cisd32",1.23042825308582e-141,0.585087387253696,0.907,0.538,"7","Cisd3"
"Hes6",1.77576379767183e-137,0.533750720036589,0.755,0.296,"7","Hes6"
"Ndufa81",3.16829678866582e-133,0.496589786415972,0.994,0.922,"7","Ndufa8"
"Pdlim43",2.17334046765825e-129,0.617903531245828,0.899,0.492,"7","Pdlim4"
"Stra6",8.32315390565637e-124,0.299245440699553,0.334,0.023,"7","Stra6"
"Otop21",5.00933486945744e-123,0.423496241003467,0.533,0.087,"7","Otop2"
"Lrp4",1.15473826467863e-117,0.417976508123363,0.501,0.143,"7","Lrp4"
"1500012F01Rik2",2.33900072824214e-106,0.574381269769055,0.992,0.848,"7","1500012F01Rik"
"Phlda32",2.06547769315384e-105,0.555766184633119,0.926,0.711,"7","Phlda3"
"Cbr24",2.48706410687411e-105,0.537337269449338,0.85,0.43,"7","Cbr2"
"Eln",5.56340158084509e-103,0.288579549353527,0.387,0.043,"7","Eln"
"Hif1a",1.1606014271133e-101,0.427110593002874,0.822,0.558,"7","Hif1a"
"Sdhb1",6.32771886281461e-100,0.46674495862214,0.977,0.853,"7","Sdhb"
"Ptgs14",1.17744402188619e-96,0.510568413305833,0.708,0.286,"7","Ptgs1"
"Lef1",1.78157749383249e-95,0.2820040288773,0.457,0.081,"7","Lef1"
"Mapre2",1.89314214074157e-94,0.343750130617879,0.567,0.214,"7","Mapre2"
"Igfbp75",8.61480658761717e-93,0.497258572475959,0.968,0.619,"7","Igfbp7"
"Rab381",5.00627960784526e-86,0.437126900699136,0.831,0.508,"7","Rab38"
"Lmo73",1.09344695506894e-80,0.435908489195228,0.801,0.402,"7","Lmo7"
"Smoc21",5.43898683714272e-80,0.396029126678113,0.44,0.107,"7","Smoc2"
"Golga7b1",1.41983592465047e-70,0.28604153174201,0.326,0.054,"7","Golga7b"
"Crlf12",1.42105169422092e-70,0.405852506669681,0.97,0.893,"7","Crlf1"
"Bnip31",7.82378806514938e-69,0.408979746402764,0.56,0.216,"7","Bnip3"
"Gsr",1.63836671096511e-67,0.344700451190389,0.617,0.279,"7","Gsr"
"Csrp23",1.0459547861716e-66,0.306220604682787,0.647,0.273,"7","Csrp2"
"Bambi7",2.49091861084226e-66,0.483162412934605,0.784,0.398,"7","Bambi"
"Alcam1",7.11229980316921e-60,0.312100766946938,0.484,0.15,"7","Alcam"
"Hagh3",9.55702741336337e-60,0.392714149407143,0.958,0.804,"7","Hagh"
"Bmp71",2.09960473561064e-59,0.286554627434111,0.63,0.332,"7","Bmp7"
"Gsta43",1.10218522134669e-58,0.325705746498832,0.998,0.945,"7","Gsta4"
"Aspscr11",2.3650087437978e-58,0.311677323790341,0.712,0.451,"7","Aspscr1"
"Cab39l1",4.44383887660857e-58,0.283613393567021,0.59,0.35,"7","Cab39l"
"Tmsb103",1.78516877879226e-57,0.32966649631598,0.992,0.927,"7","Tmsb10"
"Nt5dc2",1.88632827452355e-57,0.277766918138582,0.48,0.183,"7","Nt5dc2"
"Nme13",3.71367802514598e-57,0.320931820625004,0.992,0.94,"7","Nme1"
"Cct43",7.84873734080486e-53,0.279662488397193,0.998,0.947,"7","Cct4"
"Serpinb6a6",1.59223393323115e-52,0.35700182114959,0.922,0.657,"7","Serpinb6a"
"Lamb35",1.74986013894983e-52,0.302173797123637,0.833,0.483,"7","Lamb3"
"Anxa112",1.16544877046576e-51,0.330464053659007,0.858,0.596,"7","Anxa11"
"Higd1a2",1.5565731296083e-51,0.457988163836613,0.951,0.877,"7","Higd1a"
"2410006H16Rik3",6.14276210338265e-51,0.339391850844156,0.983,0.882,"7","2410006H16Rik"
"5730469M10Rik7",4.80025401319882e-50,0.299884480628095,0.915,0.629,"7","5730469M10Rik"
"Slc35b1",5.81291244900412e-50,0.281593323246196,0.753,0.574,"7","Slc35b1"
"Tubb37",6.3859915411533e-50,0.482654506956758,0.615,0.286,"7","Tubb3"
"Serpinh15",7.76915470293206e-50,0.304587210439216,0.844,0.504,"7","Serpinh1"
"Egfl6",2.93220575300172e-49,0.311307335557366,0.55,0.234,"7","Egfl6"
"C1qbp2",2.37017138185995e-46,0.295526457113537,0.981,0.861,"7","C1qbp"
"Npc2",1.09099912173204e-44,0.268350821114023,0.956,0.895,"7","Npc2"
"Lad1",1.93398807612234e-43,0.299977429049341,0.979,0.925,"7","Lad1"
"Rgs10",1.78890627010759e-42,0.252524866946913,0.463,0.197,"7","Rgs10"
"1500003O03Rik1",1.10828711061712e-41,0.286601280034775,0.899,0.708,"7","1500003O03Rik"
"Glud12",1.57222823653905e-41,0.283878583727749,0.937,0.759,"7","Glud1"
"Pfkl1",2.88455698263872e-39,0.277599297322198,0.736,0.501,"7","Pfkl"
"Cat",1.82002377161819e-38,0.276832215169903,0.704,0.493,"7","Cat"
"Bcat2",3.16724294874601e-38,0.256897197545305,0.721,0.474,"7","Bcat2"
"Snhg6",3.19630224997106e-38,0.25843105738485,0.784,0.589,"7","Snhg6"
"Gpc33",9.55622113795094e-37,0.277716747181703,0.655,0.361,"7","Gpc3"
"Cyb52",2.64905532843032e-36,0.271121328478526,0.958,0.862,"7","Cyb5"
"Rac32",7.27516806194325e-36,0.278963894402446,0.647,0.387,"7","Rac3"
"Krt79",2.03600472690896e-35,0.305509491986251,0.357,0.123,"7","Krt79"
"Phospho12",1.0773741229617e-34,0.266397857789398,0.672,0.399,"7","Phospho1"
"Gstp12",3.38079526913434e-34,0.282033132202166,0.913,0.728,"7","Gstp1"
"Tmem974",1.20350150009001e-33,0.282800661979932,0.647,0.384,"7","Tmem97"
"2410127L17Rik2",2.73920496908559e-33,0.268734307906238,0.801,0.645,"7","2410127L17Rik"
"Kif21a1",2.48756279112682e-32,0.268220889036574,0.829,0.695,"7","Kif21a"
"Paics5",4.20247883963236e-32,0.264590276263361,0.875,0.655,"7","Paics"
"Zfp296",1.87378524763614e-31,0.270885663945248,0.49,0.25,"7","Zfp296"
"Foxp13",1.32734093093257e-28,0.260073396443733,0.763,0.563,"7","Foxp1"
"Ndufa4l25",2.28370044706583e-28,0.488769256312039,0.691,0.445,"7","Ndufa4l2"
"Mt32",4.02740633551526e-22,0.393873014645186,0.381,0.188,"7","Mt3"
"Krt847",0,3.68443163617057,1,0.38,"8","Krt84"
"Krt85",0,3.62526171521946,0.941,0.077,"8","Krt85"
"Krt367",0,3.47743622268733,1,0.643,"8","Krt36"
"Krtap3-11",0,3.38130264124253,0.803,0.189,"8","Krtap3-1"
"Krt357",0,3.25722350903181,0.98,0.23,"8","Krt35"
"Krt31",0,3.03770234295557,0.483,0.084,"8","Krt31"
"Lap31",0,1.37969440556252,0.97,0.552,"8","Lap3"
"Homer27",4.94065645841247e-324,1.70720123538064,0.995,0.33,"8","Homer2"
"2310079G19Rik",1.44512254721981e-309,2.84560241400048,0.842,0.104,"8","2310079G19Rik"
"Eif2b5",1.96561712430264e-302,0.918191772031442,0.911,0.458,"8","Eif2b5"
"Fgfbp17",2.52196659521264e-298,2.07268061902104,0.98,0.486,"8","Fgfbp1"
"Krtap3-36",3.12113209931734e-277,2.96489790173845,0.941,0.301,"8","Krtap3-3"
"Wnt3",1.14878174436771e-260,0.844564449135203,0.936,0.026,"8","Wnt3"
"Cryba4",2.28890605570768e-254,1.03194566977997,0.768,0.01,"8","Cryba4"
"Cpm1",2.96637267971158e-252,1.66564757405714,0.966,0.091,"8","Cpm"
"Hephl1",4.8046694581387e-250,0.95766017632383,0.833,0.011,"8","Hephl1"
"Dapl16",2.19966537894526e-241,1.86955355879355,1,0.836,"8","Dapl1"
"Krtap13-12",7.77206258392126e-240,2.86639438937537,0.675,0.155,"8","Krtap13-1"
"Tesc2",1.98981474163712e-238,1.66647969420923,0.99,0.166,"8","Tesc"
"Saa1",1.43313036519067e-235,1.53896997502855,0.695,0.014,"8","Saa1"
"Cybrd1",9.88895518957186e-214,1.0487192448976,0.793,0.037,"8","Cybrd1"
"Prr91",5.98148055968918e-212,2.23345728677839,0.773,0.126,"8","Prr9"
"Sprr2k",1.17138227270616e-208,1.42233939227781,0.66,0.042,"8","Sprr2k"
"Krt81",2.85876633163008e-200,2.21110955910974,0.389,0.038,"8","Krt81"
"Hhip",2.19992708515275e-199,0.618561961833139,0.847,0.032,"8","Hhip"
"Tpd52l1",3.6290058125578e-198,0.643755895596777,0.749,0.035,"8","Tpd52l1"
"Defb1",1.00935720848268e-194,1.09066855281474,0.783,0.079,"8","Defb1"
"2310043J07Rik1",3.45332649641489e-194,0.688544502872526,0.892,0.053,"8","2310043J07Rik"
"Heyl",3.23706113740131e-192,0.313703297744746,0.601,0.002,"8","Heyl"
