"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cyp4f15",0,4.69202997054158,0.59,0.011,0,"0","Cyp4f15"
"Scara3",0,4.59872497792805,0.595,0.027,0,"0","Scara3"
"Slc6a11",0,4.26353848638482,0.847,0.049,0,"0","Slc6a11"
"Gjb6",0,4.15497916678578,0.815,0.039,0,"0","Gjb6"
"Grin2c",0,4.07199250911125,0.685,0.015,0,"0","Grin2c"
"Fgfr3",0,4.04586459921307,0.884,0.096,0,"0","Fgfr3"
"Slc39a12",0,3.91019195083722,0.734,0.024,0,"0","Slc39a12"
"Fjx1",0,3.8750941730326,0.727,0.064,0,"0","Fjx1"
"Cldn10",0,3.77633247596648,0.861,0.072,0,"0","Cldn10"
"Gja1",0,3.73619213157763,0.97,0.201,0,"0","Gja1"
"Slc7a10",0,3.72146364718786,0.738,0.068,0,"0","Slc7a10"
"Ntsr2",0,3.56547690617215,0.944,0.128,0,"0","Ntsr2"
"Aldh1l1",0,3.56156397366837,0.729,0.05,0,"0","Aldh1l1"
"Slc25a18",0,3.44722677855716,0.759,0.067,0,"0","Slc25a18"
"Btbd17",0,3.44240478573414,0.708,0.039,0,"0","Btbd17"
"Rorb",0,3.4167245999914,0.775,0.067,0,"0","Rorb"
"Cxcl14",0,3.38674998160801,0.889,0.119,0,"0","Cxcl14"
"Acsl6",0,3.32797810774184,0.898,0.135,0,"0","Acsl6"
"Acsbg1",0,3.28933031655531,0.942,0.096,0,"0","Acsbg1"
"Sox9",0,3.22273280455718,0.91,0.126,0,"0","Sox9"
"Nkain4",0,3.19559833090159,0.796,0.081,0,"0","Nkain4"
"Aqp4",0,3.18879907706461,0.877,0.054,0,"0","Aqp4"
"Mlc1",0,3.12463166449076,0.926,0.07,0,"0","Mlc1"
"Id4",0,3.01837937793241,0.868,0.091,0,"0","Id4"
"Lix1",0,3.01721768549408,0.713,0.052,0,"0","Lix1"
"Pla2g7",0,2.98006548923588,0.954,0.153,0,"0","Pla2g7"
"Slc4a4",0,2.87733218806716,0.926,0.112,0,"0","Slc4a4"
"Gpr37l1",0,2.48163249689028,0.97,0.164,0,"0","Gpr37l1"
"2900052N01Rik",0,2.38305965289552,0.676,0.04,0,"0","2900052N01Rik"
"Tmem47",4.25800566093461e-301,2.73453849681818,0.896,0.15,9.93861101318748e-297,"0","Tmem47"
"Dio2",3.45689984421469e-295,3.42938832699605,0.653,0.045,8.06874992638151e-291,"0","Dio2"
"Bcan",7.71976247435419e-288,2.07466963760146,0.947,0.16,1.80186975913901e-283,"0","Bcan"
"Dbx2",5.08373390928033e-286,2.88696148747801,0.697,0.062,1.18659433176512e-281,"0","Dbx2"
"Ntrk2",2.29963282164351e-284,2.741574428168,0.97,0.239,5.36757296899812e-280,"0","Ntrk2"
"F3",6.769403995611e-282,3.73573636386607,0.806,0.121,1.58004658661556e-277,"0","F3"
"Prodh",1.85560868801394e-279,3.67256635647564,0.623,0.043,4.33117623869334e-275,"0","Prodh"
"Gpc5",2.16551971882295e-279,2.63766645555218,0.734,0.074,5.05453957570465e-275,"0","Gpc5"
"Slc1a3",5.7853427007301e-279,3.02798711994537,0.991,0.326,1.35035683977741e-274,"0","Slc1a3"
"Lhx2",8.89474082592888e-279,3.05482532232197,0.62,0.042,2.07612145618006e-274,"0","Lhx2"
"Atp1a2",3.20839848138953e-276,2.9508844150743,0.988,0.324,7.4887228954113e-272,"0","Atp1a2"
"Mmd2",1.17432917726362e-273,2.66483039503817,0.938,0.216,2.74100173265103e-269,"0","Mmd2"
"Slc1a2",5.6420490262432e-273,3.39408732375873,0.986,0.366,1.31691066321543e-268,"0","Slc1a2"
"Baalc",8.14361230474461e-273,2.82387577316319,0.775,0.106,1.90080054805044e-268,"0","Baalc"
"Aldoc",2.45285464145684e-271,3.04865496655222,0.986,0.34,5.72520801862441e-267,"0","Aldoc"
"Hapln1",4.36211454355215e-269,3.76846144924839,0.488,0.015,1.01816115561051e-264,"0","Hapln1"
"Tlcd1",1.33574241883611e-267,3.30493341428276,0.63,0.05,3.11775637980537e-263,"0","Tlcd1"
"Clu",7.84163357534862e-266,3.60975050584743,0.998,0.447,1.83031569282212e-261,"0","Clu"
"Mt3",1.06457185256582e-265,2.70774983682871,1,0.383,2.48481716107387e-261,"0","Mt3"
"Entpd2",1.14792959652541e-265,4.13575898174237,0.586,0.041,2.67938247124996e-261,"0","Entpd2"
"Ppp1r3g",3.96580704522515e-265,4.61597459676182,0.442,0.008,9.25659022426001e-261,"0","Ppp1r3g"
"Cbs",3.19854585651709e-264,3.00258029811006,0.692,0.071,7.46572588369655e-260,"0","Cbs"
"Ptprz1",7.47814243622633e-264,1.72675020220279,0.942,0.163,1.74547322603959e-259,"0","Ptprz1"
"Slc15a2",4.65863269084753e-261,3.441805723702,0.581,0.039,1.08737145637072e-256,"0","Slc15a2"
"Fam176a",2.91227519306655e-260,3.80695387645243,0.514,0.023,6.79754152813663e-256,"0","Fam176a"
"Fxyd1",2.3639885968389e-259,1.60302913587235,0.889,0.141,5.51778578388167e-255,"0","Fxyd1"
"Adhfe1",1.20845410972551e-257,2.83704722453023,0.595,0.044,2.8206527375103e-253,"0","Adhfe1"
"Fzd2",2.32697066402358e-254,3.52243708502787,0.549,0.033,5.43138222689743e-250,"0","Fzd2"
"Plcd4",4.85140763263584e-254,4.08891254015022,0.481,0.018,1.13236705553353e-249,"0","Plcd4"
"Atp1b2",8.06041061645058e-254,2.53221354023365,0.965,0.275,1.88138044198573e-249,"0","Atp1b2"
"Nwd1",7.34330621703895e-253,3.60616487205659,0.519,0.026,1.71400110411906e-248,"0","Nwd1"
"Phkg1",2.30799473593831e-250,3.62228569839869,0.521,0.028,5.38709051315361e-246,"0","Phkg1"
"AI464131",4.85559209402956e-250,3.55631341764993,0.623,0.057,1.13334375066744e-245,"0","AI464131"
"Fam107a",1.65367026778794e-249,2.18846582061904,0.928,0.212,3.85983177204383e-245,"0","Fam107a"
"Dkk3",2.66512155803089e-249,3.21267162921408,0.627,0.058,6.22066022859989e-245,"0","Dkk3"
"Gabrg1",5.57987639887246e-245,3.4289258312745,0.588,0.048,1.30239895026082e-240,"0","Gabrg1"
"Ncan",2.01165706375934e-244,1.98709165614342,0.907,0.174,4.69540875252067e-240,"0","Ncan"
"Gpm6a",2.52777897355685e-242,2.25145973978415,0.97,0.267,5.90008890217905e-238,"0","Gpm6a"
"Oaf",3.13953473629758e-242,3.63523463885858,0.581,0.049,7.32798802799217e-238,"0","Oaf"
"Tubb2b",8.2961409119392e-240,2.16696233674708,0.875,0.177,1.93640225025573e-235,"0","Tubb2b"
"Scg3",5.33464705361201e-238,2.66001966410255,0.961,0.34,1.24515996878358e-233,"0","Scg3"
"Bmpr1b",2.85206987936162e-237,3.09228193653419,0.468,0.019,6.65701630541796e-233,"0","Bmpr1b"
"Ppp1r3c",4.26575359123251e-237,3.19125530577484,0.597,0.053,9.9566954572958e-233,"0","Ppp1r3c"
"Sfxn5",5.10596842705862e-236,2.26387101705799,0.931,0.25,1.19178409055975e-231,"0","Sfxn5"
"Gldc",9.37334781730817e-236,3.51096490855541,0.532,0.036,2.1878331140379e-231,"0","Gldc"
"Chst1",5.24719586756305e-232,2.79525018215053,0.634,0.065,1.22474798744789e-227,"0","Chst1"
"Slc7a11",5.89393564862566e-232,3.75014935808595,0.634,0.078,1.37570351974572e-227,"0","Slc7a11"
