"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Acadvl",7.40018173010392e-15,1.02502845640825,0.565,0.086,1.72727641762356e-10,"0","Acadvl"
"Fah",1.16020709479321e-14,0.958145197997846,0.681,0.198,2.70803937995682e-10,"0","Fah"
"Serpind1",1.41819562571324e-14,1.06930073487993,0.535,0.062,3.31021040997726e-10,"0","Serpind1"
"Qdpr",1.47904555109673e-14,0.97073904619163,0.697,0.272,3.45224022081488e-10,"0","Qdpr"
"Hagh",1.58804618847445e-14,1.00320731771483,0.63,0.173,3.70665860851822e-10,"0","Hagh"
"Ugt2b34",1.59037684455714e-14,1.04314883777236,0.576,0.086,3.71209859288082e-10,"0","Ugt2b34"
"Retsat",1.72137308288699e-14,1.13302195501027,0.471,0.012,4.01785691276651e-10,"0","Retsat"
"Etfb",1.96306896462499e-14,0.857397157746857,0.815,0.481,4.58199927033118e-10,"0","Etfb"
"Mbl1",2.02982156181924e-14,0.996131182890192,0.62,0.148,4.73780650744228e-10,"0","Mbl1"
"Acat3",2.41738768044715e-14,0.92411886863696,0.531,0.049,5.64242458493169e-10,"0","Acat3"
"Uroc1",2.48997909588892e-14,1.20874610220516,0.471,0.012,5.81186020771433e-10,"0","Uroc1"
"Pcyt2",2.86720775767458e-14,0.889854442419884,0.62,0.136,6.69234962718824e-10,"0","Pcyt2"
"Acadm",2.90870011972527e-14,1.00366493107859,0.592,0.136,6.78919694945076e-10,"0","Acadm"
"Hpn",3.37938261826333e-14,0.966562772611962,0.509,0.037,7.88781696928843e-10,"0","Hpn"
"Hacl1",3.38836081212166e-14,0.985998683095388,0.593,0.123,7.90877297157316e-10,"0","Hacl1"
"Cyp4f14",4.02018554781988e-14,1.06826999615644,0.499,0.049,9.38351508716638e-10,"0","Cyp4f14"
"Cyp4v3",4.07223320415079e-14,1.06155116888165,0.53,0.074,9.50499952180836e-10,"0","Cyp4v3"
"1300017J02Rik",4.56709948247736e-14,1.03325203485923,0.603,0.136,1.06600669020504e-09,"0","1300017J02Rik"
"Afm",4.8610558816946e-14,1.0889785814633,0.481,0.025,1.13461905334634e-09,"0","Afm"
"Elovl5",5.02511240227121e-14,0.995947009991477,0.66,0.222,1.17291148581412e-09,"0","Elovl5"
"Ndufa4",5.23225574258833e-14,0.651708809748725,0.941,0.765,1.22126081287754e-09,"0","Ndufa4"
"Herpud1",5.68301928094114e-14,0.954069972048881,0.666,0.21,1.32647353036447e-09,"0","Herpud1"
"Ugt2b1",5.77138981394617e-14,1.06780323931718,0.532,0.074,1.34710009647318e-09,"0","Ugt2b1"
"Psen2",6.24798777357654e-14,0.899543423786217,0.697,0.259,1.4583428262305e-09,"0","Psen2"
"Sdc4",6.39497457930286e-14,0.90608304357187,0.688,0.235,1.49265101655508e-09,"0","Sdc4"
"Mdh1",6.41808523579994e-14,0.830029909668279,0.782,0.407,1.49804527488806e-09,"0","Mdh1"
"Gamt",7.99076270243494e-14,0.958902583085233,0.582,0.136,1.86512392237534e-09,"0","Gamt"
"Cideb",8.02421594073618e-14,1.02464596869258,0.45,0.012,1.87293224272723e-09,"0","Cideb"
"Bhmt2",8.13883405048003e-14,0.986575333263664,0.52,0.062,1.89968525572254e-09,"0","Bhmt2"
"Dio1",8.94217752364486e-14,0.995813993853897,0.472,0.025,2.08719365579395e-09,"0","Dio1"
"Lap3",9.3276306248135e-14,0.992738731822803,0.543,0.099,2.17716226413772e-09,"0","Lap3"
"Gstt1",9.35078090999683e-14,0.953932819836234,0.611,0.148,2.18256577220236e-09,"0","Gstt1"
"Fdps",1.0490863504685e-13,1.0633259810469,0.552,0.123,2.44867245062853e-09,"0","Fdps"
"Haao",1.32096472314747e-13,0.937637466733924,0.58,0.111,3.08326376029851e-09,"0","Haao"
"Cyp2a12",1.40479889020379e-13,0.940544895489945,0.636,0.173,3.27894108962466e-09,"0","Cyp2a12"
"Kng2",1.43236444574088e-13,0.999217159168998,0.478,0.025,3.34328185280378e-09,"0","Kng2"
"Atp5g3",1.4374746096033e-13,0.810395139136066,0.796,0.481,3.35520948627506e-09,"0","Atp5g3"
"Dpyd",1.53510992660142e-13,1.0039298369148,0.498,0.049,3.58310007968038e-09,"0","Dpyd"
"Cpn2",1.58585264669561e-13,1.11947325681754,0.458,0.025,3.70153866265222e-09,"0","Cpn2"
"Tst",1.73044160023134e-13,0.969472159844264,0.608,0.16,4.03902373909996e-09,"0","Tst"
