p_val,avg_logFC,pct.1,pct.2,cluster,gene,,
2.36E-18,0.998561921,0.278,0.028,26,H2afx,,
1.98E-14,0.996216344,0.389,0.064,26,Sirpa,,
1.13E-17,0.996051731,0.222,0.019,26,Zfand2a,,
1.79E-13,0.995438412,0.361,0.059,26,Car4,,
1.08E-06,0.993905566,0.444,0.156,26,Lamtor2,,
1.26E-09,0.987683195,0.472,0.125,26,Mpeg1,,
6.85E-16,0.986901914,0.389,0.059,26,Pygl,,
1.18E-21,0.982373356,0.361,0.039,26,Rangap1,,
1.56E-15,0.97662009,0.194,0.017,26,Mcm5,,
1.28E-14,0.97552763,0.167,0.014,26,Tacc3,,
3.74E-08,0.972609673,0.5,0.164,26,Anapc11,,
2.49E-24,0.972078978,0.194,0.011,26,Atad2,,
3.52E-13,0.971443525,0.25,0.032,26,Ms4a8a,,
1.06E-11,0.971016484,0.472,0.107,26,Pld3,,
4.33E-22,0.965383654,0.222,0.015,26,Ncapd2,,
1.21E-12,0.963824039,0.833,0.285,26,Laptm5,,
2.16E-24,0.958119175,0.25,0.018,26,Rnaseh2a,,
2.92E-37,0.95019366,0.194,0.007,26,Cenpq,,
2.21E-09,0.947619864,0.583,0.187,26,Grn,,
8.50E-17,0.945020377,0.25,0.025,26,Rnaseh2b,,
8.45E-39,0.942499419,0.194,0.007,26,Cenpf,,
2.09E-30,0.939180544,0.167,0.006,26,Slc9a4,,
3.57E-21,0.934957402,0.222,0.016,26,Ezh2,,
2.03E-13,0.930877287,0.306,0.045,26,Rasgef1b,,
7.11E-17,0.928127891,0.222,0.02,26,Sh2d1b1,,
7.20E-08,0.927766713,0.278,0.061,26,Fn1,,
1.09E-10,0.926310393,0.389,0.084,26,Snx1,,
6.13E-12,0.926027872,0.278,0.042,26,Rassf4,,
8.64E-12,0.923909369,0.361,0.067,26,Hjurp,,
2.29E-06,0.923078077,0.167,0.031,26,Cmc2,,
4.80E-17,0.922661971,0.222,0.02,26,Racgap1,,
1.59E-14,0.919683504,0.222,0.023,26,Cd33,,
5.93E-08,0.915760469,0.528,0.173,26,Capg,,
1.16E-09,0.91550633,0.389,0.09,26,Hmgb2,,
2.93E-29,0.909329689,0.167,0.007,26,Ccnb1,,
4.48E-07,0.907658333,0.278,0.066,26,Cers5,,
5.58E-39,0.9068122,0.222,0.009,26,Prc1,,
2.65E-12,0.906605341,0.306,0.048,26,Tmpo,,
1.96E-13,0.905105992,0.333,0.052,26,Hvcn1,,
2.61E-08,0.905007415,0.194,0.031,26,Mum1,,
2.30E-07,0.901199018,0.194,0.035,26,Hpf1,,
2.27E-07,0.900333227,0.167,0.026,26,Acaa1b,,
6.04E-31,0.897805144,0.25,0.014,26,Nusap1,,
2.28E-08,0.89368228,0.389,0.102,26,Ranbp1,,
6.81E-32,0.885696423,0.222,0.011,26,Prim1,,
5.10E-17,0.883364641,0.25,0.025,26,Mgat4b,,
1.27E-11,0.875153957,0.5,0.116,26,Hn1,,
1.10E-12,0.864055232,0.278,0.039,26,Gda,,
6.65E-09,0.858424202,0.389,0.095,26,Krt19,,
2.52E-06,0.853697204,0.278,0.072,26,Hadha,,
2.22E-12,0.852752122,0.333,0.055,26,Osm,,
7.59E-12,0.851937746,0.306,0.049,26,9-Sep,,
9.82E-09,0.850484767,0.472,0.133,26,Itgb2,,
8.33E-12,0.846704615,0.25,0.035,26,Cks2,,
1.21E-07,0.846681208,0.444,0.132,26,Gadd45g,,
1.51E-10,0.842857263,0.361,0.074,26,Cndp2,,
1.58E-10,0.842107484,0.167,0.019,26,Arl11,,
1.56E-07,0.841004639,0.417,0.124,26,Hnrnpab,,
1.12E-06,0.834769455,0.639,0.291,26,Cox5a,,
1.03E-22,0.831090239,0.167,0.009,26,Cdca7l,,
3.89E-10,0.831055988,0.556,0.157,26,Ctsa,,
2.44E-19,0.829888777,0.194,0.014,26,Slc7a2,,
1.77E-07,0.824302423,0.222,0.043,26,Fam69a,,
1.15E-23,0.822175581,0.222,0.014,26,Pkmyt1,,
9.29E-43,0.82136274,0.167,0.004,26,Bora,,
5.36E-07,0.82008201,0.194,0.036,26,Rpa1,,
3.69E-07,0.817932709,0.278,0.065,26,Rgs19,,
3.09E-10,0.816741177,0.194,0.025,26,Ccl2,,
1.44E-08,0.815154045,0.25,0.046,26,Acot9,,
1.14E-10,0.814980944,0.194,0.024,26,Gins4,,
2.73E-12,0.81366822,0.25,0.034,26,Usp1,,
8.15E-16,0.80962979,0.167,0.012,26,Eepd1,,
3.84E-10,0.809263129,0.306,0.057,26,Hspa4,,
7.77E-12,0.808764915,0.333,0.057,26,Ltc4s,,
1.37E-35,0.805249493,0.167,0.005,26,Ckap2l,,
4.96E-11,0.805175426,0.417,0.089,26,Tgm2,,
4.74E-08,0.80317786,0.306,0.069,26,Axl,,
3.03E-09,0.802712543,0.222,0.035,26,Mfsd5,,
5.39E-21,0.802665887,0.194,0.012,26,Mcam,,
1.18E-13,0.801701442,0.361,0.057,26,Cyp4f18,,
5.21E-47,0.799710746,0.194,0.005,26,Ska1,,
1.54E-08,0.797859883,0.278,0.055,26,Clec4n,,
4.30E-09,0.797342642,0.167,0.022,26,Exosc9,,
1.38E-06,0.797005426,0.222,0.048,26,Aldh9a1,,
2.87E-08,0.795978425,0.361,0.09,26,Cd302,,
2.27E-07,0.794610268,0.222,0.043,26,Dab2,,
1.74E-07,0.790428916,0.361,0.097,26,Fam96a,,
3.15E-18,0.788961803,0.167,0.011,26,Myo7a,,
6.44E-09,0.785590813,0.167,0.022,26,Sh3tc1,,
4.63E-19,0.785270684,0.194,0.014,26,Haus4,,
1.83E-08,0.784341147,0.194,0.03,26,Pla2g15,,
2.65E-08,0.778699676,0.222,0.039,26,Dctpp1,,
1.24E-11,0.77846984,0.528,0.125,26,Lilrb4a,,
2.80E-11,0.775850169,0.278,0.043,26,Pilra,,
5.87E-11,0.774780703,0.222,0.03,26,Cttnbp2nl,,
1.52E-07,0.772694217,0.194,0.034,26,Hnrnpll,,
4.76E-07,0.767748022,0.667,0.325,26,Reep5,,
3.92E-07,0.766251478,0.167,0.027,26,Mertk,,
1.08E-06,0.76381414,0.306,0.081,26,Hprt,,
1.86E-13,0.759465292,0.167,0.015,26,P2ry14,,
1.31E-06,0.757629102,0.278,0.069,26,Pgrmc1,,
1.49E-09,0.755259961,0.222,0.034,26,Pfkfb4,,
2.40E-06,0.749803122,0.167,0.03,26,Cenpa,,
7.26E-07,0.74465971,0.278,0.066,26,Mgll,,
6.28E-11,0.739256824,0.306,0.053,26,Parl,,
9.80E-13,0.739005299,0.167,0.015,26,Tubg1,,
1.37E-07,0.736937164,0.583,0.205,26,Mrpl33,,
1.53E-07,0.732854611,0.389,0.108,26,Snrpd1,,
3.26E-07,0.730589941,0.778,0.419,26,Ucp2,,
4.98E-07,0.723050751,0.833,0.584,26,Ptma,,
2.54E-06,0.716461443,0.361,0.107,26,Atp6ap2,,
1.90E-06,0.715129935,0.222,0.049,26,Nceh1,,
2.81E-09,0.711327938,0.194,0.028,26,Ccdc34,,
2.11E-07,0.69852501,0.611,0.232,26,Cd47,,
6.10E-09,0.697472106,0.361,0.082,26,Bub3,,
5.46E-10,0.694066083,0.389,0.083,26,Cd2,,
2.46E-09,0.681592929,0.167,0.021,26,Cdc42bpb,,
1.06E-08,0.680910854,0.222,0.037,26,Perp,,
1.53E-06,0.680236024,0.194,0.038,26,Clec4a2,,
2.45E-06,0.667533375,0.25,0.059,26,Map2k1,,
2.52E-06,0.667101103,0.167,0.03,26,Stom,,
2.98E-09,0.662052196,0.222,0.035,26,Emc8,,
3.65E-08,0.660015351,0.222,0.039,26,Dut,,
3.39E-08,0.65746258,0.194,0.031,26,Fkbp5,,
8.02E-07,0.650040973,0.222,0.045,26,Cd300c2,,
1.12E-07,0.642666106,0.361,0.091,26,Mcemp1,,
5.35E-07,0.63913238,0.25,0.054,26,Plgrkt,,
3.23E-07,0.637212777,0.167,0.027,26,Tbxas1,,
2.77E-07,0.63399693,0.306,0.073,26,Pitpna,,
6.93E-12,0.609872439,0.167,0.016,26,Gal,,
5.37E-07,0.595577303,0.25,0.054,26,Glipr1,,
5.26E-07,0.592777402,0.278,0.064,26,Trib1,,
2.79E-06,0.591310011,0.194,0.039,26,Pmf1,,
3.61E-08,0.584517869,0.167,0.023,26,Brip1os,,
6.68E-08,0.580336792,0.222,0.04,26,Elmo2,,
3.14E-07,0.573584122,0.25,0.052,26,Ptpn12,,
1.04E-07,0.570807997,0.639,0.234,26,Msrb1,,
6.59E-16,0.569240029,0.194,0.016,26,Nrm,,
5.40E-12,0.5622833,0.194,0.021,26,Fabp4,,
2.61E-09,0.561009332,0.167,0.021,26,Phgdh,,
9.01E-09,0.554166503,0.167,0.022,26,Ccdc86,,
3.68E-09,0.548793412,0.167,0.021,26,Kmt5c,,
1.52E-07,0.532184143,0.167,0.025,26,Klra2,,
1.89E-08,0.508249974,0.167,0.023,26,Cidec,,
1.97E-09,0.503073746,0.167,0.02,26,Spc24,,
3.89E-09,0.470654837,0.167,0.021,26,Dnmt1,,
4.83E-07,0.44624102,0.194,0.035,26,Lyar,,
1.60E-07,0.365687475,0.194,0.033,26,Tipin,,
2.44E-22,1.69482564,0.75,0.162,27,Clu,,Alveolar bipotent progenitor
1.24E-15,1.53408353,0.906,0.375,27,Ctsh,,
3.00E-19,1.442299766,0.75,0.157,27,Krt8,,
4.51E-22,1.388171532,0.656,0.113,27,Krt18,,
2.09E-14,1.371274307,0.781,0.23,27,Phlda1,,
6.68E-17,1.299881714,1,0.645,27,Sftpd,,
5.15E-07,1.277854018,0.469,0.153,27,Chia1,,
2.76E-16,1.263573971,0.719,0.183,27,Cldn18,,
1.23E-15,1.234979746,0.969,0.354,27,Sftpa1,,
2.49E-23,1.205755509,0.375,0.036,27,Ndnf,,
1.11E-08,1.190373012,0.312,0.065,27,Ccdc107,,
2.40E-13,1.180678808,0.656,0.178,27,Anxa3,,
1.08E-21,1.178422769,0.375,0.039,27,Areg,,
1.70E-10,1.122562113,0.719,0.267,27,Cldn3,,
4.58E-11,1.110741531,0.469,0.107,27,Irx1,,
4.28E-10,1.054144817,0.625,0.205,27,Tpm1,,
1.29E-11,1.039592632,0.562,0.145,27,Tnfaip1,,
5.44E-08,1.031353973,0.375,0.097,27,Pls3,,
1.61E-10,1.025995883,0.844,0.385,27,Cd63,,
2.47E-12,1.002743002,0.312,0.047,27,St6galnac2,,
2.43E-06,0.975860309,0.25,0.056,27,Ten1,,
1.50E-09,0.968624769,0.625,0.198,27,Aqp5,,
3.88E-11,0.968147174,0.219,0.027,27,Abhd4,,
1.07E-08,0.968028353,0.469,0.129,27,Gstt1,,
1.55E-08,0.966092235,0.625,0.227,27,Hmgn1,,
6.14E-08,0.961688338,0.688,0.297,27,Gpx4,,
2.16E-07,0.939279666,0.375,0.099,27,Cryab,,
5.57E-08,0.938657203,0.156,0.02,27,Pkp2,,
7.34E-10,0.926333601,0.438,0.101,27,Cxcl16,,
5.06E-08,0.922139611,0.375,0.092,27,Tpp1,,
4.64E-07,0.922094919,0.344,0.089,27,Fam162a,,
8.84E-08,0.916266391,0.344,0.083,27,Cldn7,,
4.27E-10,0.911942187,0.656,0.213,27,Emp2,,
9.21E-09,0.883778138,0.844,0.355,27,Sftpb,,
1.77E-11,0.87624481,0.312,0.049,27,Slc39a4,,
2.29E-07,0.874932635,0.375,0.098,27,Serpinb6b,,
7.55E-11,0.870951684,0.969,0.519,27,Wfdc2,,
6.95E-08,0.85824639,0.781,0.327,27,Anxa5,,
1.36E-08,0.854393829,0.781,0.306,27,Tmem176b,,
5.12E-08,0.845720415,0.719,0.284,27,Lpcat1,,
8.23E-11,0.836139581,0.875,0.45,27,Ager,,
1.14E-06,0.832563392,0.219,0.043,27,Kcnc3,,
9.83E-07,0.808308793,0.344,0.091,27,Cdh1,,
3.71E-11,0.807616886,0.312,0.05,27,Cd63-ps,,
5.32E-08,0.803503046,0.188,0.028,27,Tmem116,,
4.37E-08,0.795801612,0.625,0.208,27,Rgcc,,
9.54E-07,0.79524309,0.219,0.042,27,Swt1,,
8.06E-07,0.791977975,0.312,0.077,27,Adgrg1,,
4.86E-07,0.79031625,0.469,0.148,27,Hspb1,,
3.38E-08,0.789613764,0.219,0.036,27,Hspb8,,
4.93E-07,0.785598003,0.281,0.062,27,Cops7a,,
5.11E-07,0.7735587,0.469,0.149,27,Cystm1,,
1.94E-07,0.765055375,0.344,0.083,27,Tspan8,,
3.63E-07,0.76477803,0.719,0.3,27,Crip2,,
2.13E-06,0.744392536,0.406,0.123,27,Cadm1,,
1.26E-08,0.743672024,0.219,0.033,27,Tmod1,,
1.28E-08,0.740685772,0.344,0.073,27,Prr15l,,
4.42E-07,0.738374916,0.25,0.05,27,Cisd3,,
1.23E-06,0.736463242,0.312,0.078,27,Epcam,,
7.39E-09,0.715453788,0.25,0.041,27,Ubl7,,
1.54E-07,0.705548719,0.312,0.069,27,Mmp15,,
1.17E-07,0.687363474,0.25,0.047,27,Tnfrsf12a,,
1.87E-07,0.680821727,0.344,0.081,27,1110004F10Rik,,
2.30E-08,0.680810368,1,0.688,27,Ly6e,,
1.70E-06,0.673925987,0.156,0.024,27,Ccdc127,,
3.71E-07,0.631619322,0.906,0.437,27,Napsa,,
2.61E-06,0.626703646,0.375,0.106,27,Esam,,
3.47E-08,0.602742026,0.219,0.035,27,6-Mar,,
9.67E-07,0.597703517,0.156,0.023,27,Klc4,,
2.09E-06,0.55854242,0.156,0.024,27,Chrnb1,,
1.65E-06,0.544198522,0.219,0.043,27,Copg1,,
5.89E-07,0.517175752,0.281,0.06,27,Ehd2,,
2.48E-06,0.514305901,0.156,0.024,27,Rin2,,
7.59E-07,0.509215428,0.656,0.228,27,Ptprf,,
2.00E-07,0.313666455,0.75,0.283,27,Igfbp7,,
1.76E-07,0.2696657,0.781,0.319,27,Sparc,,
1.06E-111,5.782962263,1,0.059,28,Jchain,,Ig_producing B cell
1.04E-08,5.060888322,0.4,0.109,28,Igha,,
1.56E-25,4.636074349,0.933,0.302,28,Igkc,,
3.30E-13,4.42665905,0.733,0.302,28,Ighm,,
1.21E-66,3.719214228,0.167,0.002,28,Igkv2-109,,
1.61E-165,3.709938612,0.7,0.016,28,Iglv1,,
1.82E-48,3.628472644,0.767,0.074,28,Iglc2,,
1.30E-31,3.497689491,0.767,0.107,28,Iglc1,,
9.53E-161,2.825453293,0.833,0.024,28,Mzb1,,
1.73E-73,2.599669609,0.767,0.05,28,Txndc5,,
6.56E-39,2.214841587,1,0.19,28,Xbp1,,
0,1.869462915,0.533,0.002,28,Eaf2,,
0,1.835759668,0.567,0.001,28,Tnfrsf17,,
1.47E-159,1.824322468,0.4,0.005,28,Derl3,,
1.80E-67,1.81591413,0.433,0.016,28,Trp53inp1,,
4.63E-69,1.774292257,0.7,0.041,28,Edem2,,
7.31E-95,1.766041224,0.567,0.019,28,Fam46c,,
1.15E-24,1.652576901,0.8,0.153,28,Sec11c,,
2.64E-58,1.591139722,0.433,0.018,28,Fam214a,,
4.01E-35,1.578218198,0.5,0.041,28,Edem1,,
7.85E-28,1.513058506,0.633,0.082,28,Prdx4,,
7.37E-20,1.501928841,0.833,0.205,28,Ssr4,,
6.24E-43,1.501593552,0.667,0.057,28,Iglc3,,
4.03E-73,1.391113237,0.567,0.024,28,Slamf7,,
4.59E-70,1.37856575,0.333,0.009,28,Ctla4,,
6.37E-10,1.34843294,0.367,0.074,28,Pycard,,
3.81E-17,1.331921956,0.8,0.195,28,Spcs1,,
1.68E-259,1.331005412,0.2,0,28,Prg2,,
7.63E-13,1.299377732,0.667,0.185,28,Spcs2,,
1.97E-16,1.291616262,0.633,0.126,28,Rexo2,,
1.04E-11,1.283712689,0.633,0.172,28,Ly6a,,
4.31E-17,1.268488898,0.667,0.133,28,Manf,,
3.16E-14,1.23363562,0.833,0.29,28,Serp1,,
5.91E-07,1.20917932,0.533,0.198,28,Slc3a2,,
1.47E-25,1.206156822,0.4,0.035,28,Txndc11,,
6.37E-14,1.20602275,0.6,0.132,28,H13,,
5.46E-10,1.205966997,0.7,0.258,28,Hsp90b1,,
2.02E-181,1.205915641,0.2,0.001,28,Oosp1,,
1.02E-21,1.165740525,0.467,0.055,28,Creld2,,
1.20E-23,1.149562227,0.4,0.038,28,Spcs3,,
5.77E-28,1.104741146,0.167,0.006,28,Ly6k,,
2.07E-32,1.099013468,0.333,0.02,28,Pou2af1,,
1.57E-09,1.08675722,0.667,0.221,28,Mtdh,,
4.15E-15,1.083192902,0.333,0.042,28,Pdia4,,
1.09E-17,1.077542207,0.3,0.029,28,Odc1,,
5.25E-10,1.04795648,0.867,0.342,28,Sec61b,,
1.34E-18,1.021890415,0.6,0.096,28,Ly6d,,
3.50E-83,1.00647643,0.3,0.006,28,Iglv3,,
2.34E-27,0.934002366,0.2,0.009,28,Manea,,
6.34E-25,0.927052493,0.2,0.009,28,Serpina3g,,
2.90E-13,0.907967023,0.3,0.038,28,Sdf2l1,,
7.86E-09,0.902072181,1,0.815,28,B2m,,
1.90E-12,0.874380597,0.333,0.049,28,Tmem248,,
5.06E-10,0.846143513,0.467,0.104,28,Ostc,,
1.54E-07,0.831175657,0.333,0.073,28,Hist1h1c,,
8.32E-08,0.824664902,0.167,0.022,28,Hist1h4m,,
2.01E-20,0.823045617,0.167,0.008,28,Pik3cg,,
1.49E-09,0.819797659,0.367,0.072,28,Cops6,,
8.01E-13,0.81588011,0.333,0.047,28,Man1a,,
6.95E-12,0.813979347,0.2,0.02,28,Cmah,,
1.98E-11,0.81377294,0.3,0.043,28,Lman1,,
7.56E-69,0.797713499,0.267,0.005,28,Cacna1s,,
6.79E-10,0.79523697,0.833,0.289,28,Krtcap2,,
8.26E-08,0.785890261,0.233,0.039,28,Ggh,,
5.29E-14,0.764193162,0.4,0.059,28,Clptm1l,,
9.57E-10,0.755004624,0.233,0.032,28,Ppp1r15b,,
2.67E-09,0.753535068,0.267,0.042,28,Ube2j1,,
1.99E-12,0.752449624,0.167,0.014,28,Prmt7,,
3.22E-08,0.735138809,0.4,0.093,28,Derl1,,
1.36E-07,0.733528502,0.2,0.031,28,Erlec1,,
1.47E-90,0.730022043,0.233,0.003,28,Lax1,,
1.51E-07,0.726977333,0.233,0.04,28,Fkbp11,,
6.60E-11,0.712059071,0.233,0.028,28,Sp140,,
1.01E-08,0.711527472,0.3,0.054,28,Glipr1,,
1.75E-07,0.706702495,0.167,0.022,28,Uck2,,
1.72E-08,0.691785118,0.3,0.055,28,Mlec,,
4.40E-09,0.691152341,0.233,0.034,28,Hist1h4c,,
2.10E-07,0.683715541,0.667,0.229,28,Selenok,,
5.68E-70,0.683646032,0.167,0.002,28,C130026I21Rik,,
3.62E-07,0.674945247,0.7,0.247,28,Calr,,
7.96E-12,0.671775215,0.167,0.014,28,Dusp22,,
6.13E-08,0.671400777,0.367,0.082,28,Dnajb11,,
4.60E-13,0.665706137,0.2,0.018,28,Yars,,
8.48E-19,0.665011361,0.267,0.022,28,Kcnn4,,
1.67E-12,0.663274191,0.2,0.019,28,Ccdc117,,
3.91E-31,0.661400073,0.2,0.007,28,Prr5,,
2.66E-10,0.646031176,0.167,0.016,28,St6gal1,,
9.28E-12,0.639571812,0.2,0.02,28,Secisbp2,,
3.60E-09,0.635021445,0.2,0.025,28,Ckap4,,
4.25E-08,0.620216147,0.367,0.08,28,Mrpl57,,
2.26E-18,0.613697133,0.167,0.009,28,Gm43291,,
8.03E-22,0.612562353,0.167,0.008,28,Prdm1,,
1.01E-24,0.605284006,0.2,0.009,28,Gm5547,,
2.72E-09,0.60109675,0.4,0.082,28,Erp44,,
2.25E-06,0.588109716,0.533,0.174,28,Fkbp2,,
1.30E-07,0.54820597,0.233,0.039,28,AI662270,,
3.13E-09,0.547850297,0.167,0.018,28,Slc35a2,,
7.03E-17,0.538395963,0.2,0.014,28,Pim2,,
2.46E-06,0.533437235,0.8,0.317,28,Hspa5,,
2.50E-07,0.514954019,0.3,0.061,28,Rilpl2,,
1.41E-06,0.506583394,0.2,0.034,28,Gramd3,,
7.90E-07,0.491640149,0.2,0.033,28,Ssbp1,,
2.54E-09,0.487495432,0.2,0.025,28,Gm10051,,
1.18E-09,0.436699005,0.167,0.017,28,Gm12396,,
9.55E-09,0.432855255,0.167,0.019,28,Ccdc28b,,
4.91E-09,0.423534681,0.233,0.033,28,Prrc1,,
3.01E-07,0.409102729,0.167,0.023,28,Tmem39a,,
6.98E-08,0.380896131,0.2,0.029,28,Blnk,,
6.66E-08,0.371526384,0.167,0.021,28,Phgdh,,
1.02E-06,0.355134151,0.2,0.033,28,Gm3699,,
5.99E-08,0.291008573,0.433,0.1,28,Tspan13,,
0,3.830018264,0.905,0.007,29,Fscn1,,Conventional dendritic cell_H2-M2 high
1.11E-125,3.53256587,0.81,0.022,29,Ccl22,,
0,3.13813913,0.81,0.002,29,Nudt17,,
2.22E-271,3.101847397,0.762,0.008,29,Il4i1,,
1.84E-238,3.069434053,0.714,0.008,29,Zmynd15,,
8.90E-41,2.924489149,1,0.124,29,Tmem123,,
0,2.782084498,0.476,0,29,Apol7c,,
3.02E-37,2.562460933,0.905,0.102,29,Ccr7,,
1.57E-53,2.477455293,0.762,0.048,29,Tspan3,,
1.05E-09,2.356638235,0.381,0.063,29,Ccl17,,
8.06E-44,2.250216312,0.905,0.083,29,Bcl2a1d,,
1.64E-15,2.198947358,1,0.497,29,Crip1,,
4.99E-14,2.15990157,1,0.648,29,Cst3,,
5.58E-223,2.099677467,0.429,0.002,29,H2-M2,,
2.55E-26,2.060691907,0.905,0.144,29,Syngr2,,
1.88E-37,2.049049254,0.571,0.037,29,Epsti1,,
3.08E-28,1.968891934,0.857,0.114,29,Bcl2a1b,,
1.10E-28,1.953057639,0.81,0.101,29,Cxcl16,,
6.92E-31,1.951912092,0.667,0.062,29,Rogdi,,
3.68E-28,1.939914898,0.619,0.059,29,Traf1,,
1.24E-79,1.909566608,0.571,0.017,29,Basp1,,
2.31E-27,1.906158814,0.762,0.091,29,Marcksl1,,
2.32E-25,1.88508842,0.667,0.073,29,Rgs1,,
3.34E-18,1.878507258,0.714,0.115,29,S100a4,,
1.57E-58,1.866879459,0.429,0.013,29,Eno3,,
1.82E-18,1.831898092,1,0.28,29,Lsp1,,
7.74E-157,1.831529028,0.429,0.004,29,Cacnb3,,
9.94E-35,1.824224825,0.667,0.053,29,Samsn1,,
0,1.823711928,0.381,0.001,29,Tm4sf5,,
1.78E-17,1.809353289,0.81,0.17,29,Psme2,,
2.70E-22,1.793882473,0.714,0.097,29,Serpinb6b,,
6.14E-23,1.792900754,0.571,0.062,29,Bcl2a1a,,
1.91E-38,1.786263793,0.524,0.03,29,Arl5c,,
1.08E-144,1.769819976,0.19,0.001,29,Il12b,,
1.35E-66,1.738468773,0.429,0.011,29,Phf11a,,
4.92E-30,1.705882585,0.619,0.052,29,Phf11b,,
6.83E-09,1.686805083,0.81,0.341,29,Ccl5,,
2.23E-52,1.656820281,0.571,0.026,29,Relb,,
3.78E-23,1.649592215,0.524,0.049,29,Myo1g,,
8.71E-18,1.643619952,0.333,0.027,29,N4bp2l1,,
5.33E-17,1.627817299,0.524,0.068,29,Serpinb9,,
2.21E-56,1.593596516,0.286,0.006,29,Cacna1s,,
1.46E-11,1.589684504,0.857,0.29,29,Rps27l,,
3.78E-14,1.562963489,0.81,0.204,29,Ifi30,,
7.14E-14,1.556630064,0.81,0.209,29,Psmb8,,
2.09E-14,1.545766069,0.762,0.168,29,Cd83,,
9.57E-59,1.542671799,0.286,0.005,29,Tnfrsf4,,
3.57E-09,1.532583476,0.19,0.018,29,Tnni2,,
1.98E-78,1.513261019,0.238,0.003,29,Gm13546,,
1.06E-14,1.496475212,0.524,0.077,29,Iscu,,
5.70E-45,1.46849616,0.381,0.013,29,Map3k14,,
1.58E-26,1.449522439,0.381,0.023,29,Mthfd2,,
1.05E-13,1.43332226,1,0.801,29,Tmsb4x,,
1.90E-43,1.430967663,0.333,0.011,29,Cdkn2b,,
1.24E-11,1.420231576,0.857,0.288,29,Id2,,
1.10E-19,1.419766426,0.238,0.013,29,Ccdc88a,,
8.24E-11,1.416050149,0.381,0.055,29,Aif1,,
4.34E-26,1.412992906,0.333,0.018,29,Pfkfb3,,
1.81E-17,1.410268999,0.381,0.035,29,Pmaip1,,
4.22E-19,1.406162876,0.381,0.032,29,Glipr2,,
1.01E-08,1.394884611,0.19,0.019,29,Ebi3,,
4.79E-14,1.362379307,0.286,0.025,29,Ass1,,
1.89E-28,1.346997473,0.381,0.022,29,Tbc1d8,,
1.76E-20,1.34443647,0.381,0.03,29,Swap70,,
9.42E-21,1.33434778,0.333,0.023,29,Rrad,,
3.98E-11,1.333323674,0.286,0.032,29,Gosr2,,
9.59E-25,1.33302812,0.333,0.019,29,Etv3,,
3.36E-29,1.331846763,0.333,0.016,29,Batf3,,
1.44E-96,1.32087352,0.19,0.001,29,Mreg,,
6.05E-11,1.313333265,1,0.771,29,Calm1,,
4.46E-09,1.306791403,0.524,0.121,29,Zfand6,,
7.26E-09,1.305513722,0.333,0.053,29,Rnf115,,
3.84E-22,1.296003315,0.333,0.021,29,Fam49a,,
2.19E-12,1.281933478,1,0.761,29,Actb,,
8.96E-24,1.280959465,0.333,0.02,29,Poglut1,,
2.02E-09,1.26630194,0.333,0.05,29,Csf2rb,,
2.53E-13,1.264719902,0.286,0.026,29,Rftn1,,
1.27E-15,1.262742952,0.476,0.059,29,Nudt9,,
5.44E-09,1.261331075,0.381,0.066,29,Psmg4,,
2.02E-80,1.258935721,0.286,0.004,29,H2-Eb2,,
1.16E-07,1.258316107,0.286,0.044,29,Nabp1,,
3.88E-11,1.254216391,0.905,0.307,29,Tmem176b,,
1.94E-14,1.247889656,0.667,0.116,29,Selplg,,
5.73E-14,1.246215479,0.429,0.054,29,Mvp,,
7.43E-14,1.244938152,0.19,0.012,29,Palld,,
7.33E-15,1.230251866,0.286,0.024,29,Tbc1d4,,
1.10E-17,1.229346589,0.286,0.02,29,Hmgn3,,
4.00E-09,1.226995803,0.81,0.305,29,Psme1,,
8.60E-10,1.224083774,0.333,0.047,29,Rab8b,,
1.16E-54,1.223210925,0.238,0.004,29,Lad1,,
2.70E-11,1.219376253,0.667,0.152,29,Gadd45b,,
9.57E-08,1.217981168,0.238,0.032,29,Psme2b,,
2.70E-09,1.188907112,0.429,0.077,29,Apobec3,,
2.16E-18,1.18156672,0.286,0.019,29,Usp18,,
1.66E-10,1.1767887,1,0.816,29,B2m,,
2.71E-11,1.169273979,0.238,0.022,29,St8sia4,,
3.62E-09,1.139891956,0.667,0.179,29,Anxa3,,
2.42E-07,1.126715398,0.333,0.062,29,Gsdmd,,
1.25E-07,1.101669472,0.762,0.281,29,Cnn2,,
1.71E-06,1.075330757,0.81,0.402,29,Cd74,,
2.11E-09,1.070931155,0.667,0.174,29,Socs2,,
2.95E-12,1.057880295,0.238,0.02,29,Polr3c,,
2.91E-09,1.046869781,0.238,0.027,29,Lrrk1,,
2.31E-06,1.044851808,0.524,0.151,29,Csf2ra,,
1.11E-09,1.041105753,0.571,0.118,29,H2-Q7,,
4.57E-07,1.040435389,0.905,0.493,29,H2-Eb1,,
4.79E-08,1.038569961,0.667,0.2,29,Tpm4,,
9.89E-10,1.037725027,0.286,0.036,29,Cflar,,
3.22E-15,1.036113475,0.333,0.03,29,Cmc2,,
1.48E-09,1.028309326,0.286,0.036,29,Sh3bp1,,
7.20E-07,1.024726307,0.19,0.024,29,Rap2a,,
2.25E-09,1.020536875,0.667,0.167,29,Spi1,,
2.60E-12,1.019412648,0.19,0.013,29,Il21r,,
2.67E-09,1.012057697,0.238,0.026,29,Nfkbie,,
2.94E-08,1.010940877,0.333,0.054,29,Psmb9,,
