"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Satb1",5.99094908702592e-35,1.705108843885,0.979,0.68,1.39834742640272e-30,"0","Satb1"
"Lck",4.98201520059032e-32,1.17761889247523,0.993,0.72,1.16285216796979e-27,"0","Lck"
"Tcf7",2.74308547963345e-30,1.5208002113218,0.839,0.147,6.40263581801244e-26,"0","Tcf7"
"Lat",2.48454262632864e-29,1.04713802421375,0.976,0.773,5.79917094411367e-25,"0","Lat"
"Hnrnpk",4.81507173174431e-28,0.957240666228731,0.956,0.8,1.12388589290644e-23,"0","Hnrnpk"
"Cd8b1",1.1265274688428e-27,2.19971689963641,0.886,0.533,2.62942776502598e-23,"0","Cd8b1"
"Ramp1",2.92549840794951e-27,1.2210917869929,0.904,0.427,6.82840583399494e-23,"0","Ramp1"
"H3f3a",1.44936581637169e-26,0.750114236734857,0.999,0.987,3.38296475199317e-22,"0","H3f3a"
"Ap3s1",8.00227498441758e-26,1.38804056720396,0.856,0.36,1.86781100411291e-21,"0","Ap3s1"
"Cd247",8.43455622965931e-25,1.17505366332151,0.895,0.373,1.96870976956478e-20,"0","Cd247"
"Dntt",1.17541281591431e-24,2.17832547234959,0.799,0.32,2.74353105362559e-20,"0","Dntt"
"Smc4",1.32823363724185e-24,1.43912750948594,0.821,0.267,3.10023013268619e-20,"0","Smc4"
"Sh2d1a",4.35438792882975e-24,1.2797075172383,0.836,0.32,1.01635768646815e-19,"0","Sh2d1a"
"Ldhb",8.60501485383881e-24,1.3949089866257,0.835,0.32,2.00849651703452e-19,"0","Ldhb"
"1190002H23Rik",1.65045543261634e-23,1.35825574101278,0.778,0.253,3.85232802526981e-19,"0","1190002H23Rik"
"Slc25a5",1.99270985636485e-23,0.726867443269688,0.992,0.933,4.65118407574121e-19,"0","Slc25a5"
"Endou",1.99417659139209e-23,1.80069002223764,0.739,0.16,4.65460758196828e-19,"0","Endou"
"Hnrnpf",4.71869995418871e-23,0.661676259436039,0.99,0.987,1.10139175630719e-18,"0","Hnrnpf"
"Hmgb1",5.34562189697649e-23,1.3512809190542,0.987,0.987,1.24772160697328e-18,"0","Hmgb1"
"Atp5b",1.46207764777433e-22,0.780196029918468,0.975,0.933,3.41263543767006e-18,"0","Atp5b"
"Ccr9",7.07117549233366e-22,1.51523921601002,0.764,0.147,1.6504830716656e-17,"0","Ccr9"
"Ywhae",7.49556401157054e-22,0.904055112872485,0.891,0.68,1.74953959594068e-17,"0","Ywhae"
"Cd8a",7.87016614658687e-22,1.89346619596799,0.857,0.667,1.83697548027484e-17,"0","Cd8a"
"Spint2",5.16036925934769e-21,1.02064646252205,0.891,0.56,1.20448178882434e-16,"0","Spint2"
"Bcl11b",7.14780997262164e-21,1.17393248572205,0.799,0.293,1.66837032570962e-16,"0","Bcl11b"
"Cyb5",1.06143250373111e-20,1.09171626819986,0.889,0.64,2.47748960695879e-16,"0","Cyb5"
"Xrcc6",2.02783482292085e-20,1.29465097296665,0.706,0.187,4.73316926017957e-16,"0","Xrcc6"
"Thy1",2.74880583602719e-20,1.00487859301515,0.933,0.76,6.41598770187107e-16,"0","Thy1"
"Coro1a",6.15204706401531e-20,0.563048971746752,1,0.96,1.43594930521181e-15,"0","Coro1a"
"Stmn1",6.81965377536807e-20,1.63270843579756,0.857,0.587,1.59177538770866e-15,"0","Stmn1"
"Arpp21",1.8002041143221e-19,1.4069673041956,0.693,0.173,4.20185642323921e-15,"0","Arpp21"
"Ezr",3.63042769409336e-19,0.943574351525597,0.865,0.44,8.47378128078331e-15,"0","Ezr"
"Atp5a1",3.86232313412067e-19,0.700346520608289,0.942,0.84,9.01504842735105e-15,"0","Atp5a1"
"H2afv",3.96801086923656e-19,1.21895914283612,0.874,0.667,9.26173416988506e-15,"0","H2afv"
"H3f3b",4.82325248992768e-19,0.650990353309702,0.999,1,1.12579536367402e-14,"0","H3f3b"
"Psma6",2.69790353481888e-18,0.803513102502164,0.836,0.64,6.29717664062074e-14,"0","Psma6"
"Pycard",4.98945762696531e-18,0.879995502577995,0.898,0.667,1.16458930470997e-13,"0","Pycard"
"Anp32e",6.60641487660154e-18,1.4093798474262,0.771,0.48,1.54200329634756e-13,"0","Anp32e"
"Hnrnpa2b1",9.72868364841158e-18,0.791926941646766,0.944,0.933,2.27077205037575e-13,"0","Hnrnpa2b1"
"Hnrnpm",3.3690432463526e-17,0.802777502974241,0.81,0.533,7.8636838413116e-13,"0","Hnrnpm"
"Rmnd5a",4.30025546005522e-17,1.28024697226432,0.66,0.187,1.00372262693149e-12,"0","Rmnd5a"
"Aqp11",4.49836265735107e-17,1.21199817642876,0.601,0.08,1.04996282785231e-12,"0","Aqp11"
