"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd38",4.58005048574407e-60,2.67870833626238,0.546,0.072,1.06902958387752e-55,"0","Cd38"
"Ptpn6",1.06361970099319e-59,1.29188890118992,0.87,0.548,2.48259474408821e-55,"0","Ptpn6"
"Pik3c2b",2.5073760371982e-59,3.19500552936693,0.503,0.04,5.85246640842433e-55,"0","Pik3c2b"
"1110003E01Rik",5.7813394084095e-59,1.70522986054705,0.738,0.358,1.34942243131686e-54,"0","1110003E01Rik"
"Snx2",1.14928790091896e-56,1.61007839555044,0.736,0.312,2.68255288953494e-52,"0","Snx2"
"Sp140",1.87689719106943e-56,1.32435784637816,0.64,0.15,4.38086573367516e-52,"0","Sp140"
"H2-DMb1",6.96137856069761e-56,3.7009454305455,0.48,0.035,1.62485536985243e-51,"0","H2-DMb1"
"Ciita",1.27091366918884e-54,4.00512136658251,0.445,0.01,2.96643959525367e-50,"0","Ciita"
"Ptprj",2.28110205944423e-54,3.30446945893854,0.489,0.052,5.32432031694879e-50,"0","Ptprj"
"Wdfy4",4.76565028205623e-54,4.49867286389018,0.437,0.01,1.11235043233474e-49,"0","Wdfy4"
"Cxcr5",7.04600656464482e-54,3.25522062244769,0.547,0.128,1.64460839225375e-49,"0","Cxcr5"
"Rnase6",9.56947717924159e-54,4.77742750165442,0.447,0.022,2.23361166840678e-49,"0","Rnase6"
"Capg",1.0674496932114e-53,1.77941756865356,0.648,0.24,2.49153432892472e-49,"0","Capg"
"Filip1l",9.73188364240796e-53,1.87956652005815,0.667,0.258,2.27151896097444e-48,"0","Filip1l"
"Vpreb3",4.50622841054274e-52,5.21008627518737,0.439,0.025,1.05179877330478e-47,"0","Vpreb3"
"C130026I21Rik",1.00952689122885e-51,2.74986611477925,0.469,0.05,2.35633671681726e-47,"0","C130026I21Rik"
"Lmo2",2.90320466381634e-51,4.61957339544884,0.431,0.02,6.77637000581372e-47,"0","Lmo2"
"Pou2f2",5.20395249936723e-51,2.11038897141448,0.54,0.102,1.21465455287731e-46,"0","Pou2f2"
"Plaur",1.02388742873983e-50,3.31014675839294,0.494,0.085,2.38985564742165e-46,"0","Plaur"
"Chst3",1.43661615635057e-50,4.83362976970577,0.414,0.008,3.35320577053788e-46,"0","Chst3"
"Cd83",5.67884466683461e-50,3.15373143250574,0.464,0.052,1.32549913368587e-45,"0","Cd83"
"Ifi30",1.18764474336126e-49,2.64999156518231,0.515,0.105,2.77208159547953e-45,"0","Ifi30"
"March1",1.80035672428962e-49,4.88907850619661,0.403,0.005,4.2022126301644e-45,"0","March1"
"Icosl",6.42331552772538e-49,2.76274508259841,0.443,0.032,1.49926607732638e-44,"0","Icosl"
"Tcf4",1.89139695843515e-48,2.83206298393326,0.509,0.11,4.41470964068348e-44,"0","Tcf4"
"Irf5",2.46376362599574e-48,3.42442741490846,0.44,0.04,5.75067067943666e-44,"0","Irf5"
"Pld4",2.92126160220639e-48,5.23543234966851,0.458,0.068,6.81851670570993e-44,"0","Pld4"
"Aldh2",3.13275215635186e-47,2.74149729756641,0.524,0.142,7.31215680814088e-43,"0","Aldh2"
"Cd55",7.77160214705499e-47,2.30136094563445,0.581,0.192,1.81396965714411e-42,"0","Cd55"
"Pxk",1.87017387923903e-46,2.05947921815254,0.567,0.168,4.36517285153183e-42,"0","Pxk"
"Sfpi1",1.37902537417537e-45,3.8032840879812,0.424,0.048,3.21878312586274e-41,"0","Sfpi1"
"Plac8",2.50705720396339e-45,2.43743498716352,0.524,0.145,5.85172221977094e-41,"0","Plac8"
"Iqsec1",4.63676876056153e-45,1.97800218612458,0.62,0.21,1.08226819640267e-40,"0","Iqsec1"
"Myo1c",6.86325165344289e-44,2.29567953819335,0.451,0.065,1.60195156843011e-39,"0","Myo1c"
"Hhex",7.18806989616354e-44,2.59654398996875,0.44,0.06,1.67776739446353e-39,"0","Hhex"
"Chchd10",1.51988128944722e-43,2.33707771028565,0.504,0.128,3.54755491769875e-39,"0","Chchd10"
"Plcg2",1.80568703118648e-42,2.71281530028534,0.46,0.08,4.21465409949235e-38,"0","Plcg2"
"Tnfrsf13b",2.48338336777106e-41,2.49467136418966,0.442,0.078,5.79646511871442e-37,"0","Tnfrsf13b"
"Cyp4f18",1.11111251636312e-40,3.74748624104099,0.375,0.028,2.59344772444316e-36,"0","Cyp4f18"
"Rel",1.95625249539911e-40,1.71088037402276,0.52,0.138,4.56608894951106e-36,"0","Rel"
"Ncf1",3.54992171462901e-40,3.12629738518988,0.406,0.052,8.28587227411556e-36,"0","Ncf1"
"Btla",1.03600164541021e-39,1.51555156932291,0.517,0.13,2.41813144055198e-35,"0","Btla"
"Apobec3",2.02360060443308e-39,0.999092132753827,0.836,0.57,4.72328617080725e-35,"0","Apobec3"
"Snx9",4.99418855042213e-39,3.42878866487048,0.396,0.05,1.16569354955403e-34,"0","Snx9"
"Rasgrp3",5.14302214324082e-39,4.91213214970149,0.344,0.012,1.20043279845384e-34,"0","Rasgrp3"
"Snn",2.01029704294327e-38,3.80582510305084,0.338,0.01,4.69223432793389e-34,"0","Snn"
"Pax5",2.03394742847216e-38,3.55426529794117,0.325,0,4.74743669279687e-34,"0","Pax5"
"Myo1e",3.57376257503731e-38,2.16278740021559,0.402,0.05,8.34151922639458e-34,"0","Myo1e"
"Pold4",6.14771367679382e-37,1.88647991209307,0.516,0.175,1.43493784930045e-32,"0","Pold4"
"Ptp4a3",8.93919097565737e-37,1.25896154164546,0.682,0.352,2.08649656562819e-32,"0","Ptp4a3"
"Mif4gd",9.54701391552039e-37,1.58425596186295,0.564,0.22,2.22836851802161e-32,"0","Mif4gd"
"Lyl1",3.41530813759112e-36,3.89588205034113,0.32,0.008,7.97167072395143e-32,"0","Lyl1"
"Marcks",4.2181270055679e-36,3.37777310401632,0.428,0.105,9.84553024369605e-32,"0","Marcks"
"Cnn3",1.1851675035435e-35,2.410989576081,0.502,0.192,2.76629947002088e-31,"0","Cnn3"
"Rasgef1b",2.12438245502332e-35,3.99951368889446,0.318,0.01,4.95852108826994e-31,"0","Rasgef1b"
"Gm15987",3.01952761465904e-35,3.94154811544898,0.317,0.01,7.04787940537567e-31,"0","Gm15987"
"Cd40",1.49255466214038e-34,5.15699203080984,0.304,0.005,3.48377183690186e-30,"0","Cd40"
"Cd72",3.74776474484956e-34,1.90400869912697,0.478,0.15,8.74765769095337e-30,"0","Cd72"
"Fam43a",7.80303391074666e-34,4.4295568614079,0.315,0.018,1.82130614510738e-29,"0","Fam43a"
"Zfp36l1",1.7272181133324e-33,0.922869848054226,0.889,0.722,4.03149979832914e-29,"0","Zfp36l1"
"Dennd5b",3.31382917330375e-33,4.55399362562074,0.305,0.012,7.73480867340828e-29,"0","Dennd5b"
"Lgmn",6.66884317929604e-33,2.91394741721607,0.455,0.158,1.55657468647949e-28,"0","Lgmn"
"Hck",8.36482986886271e-33,5.15281966446295,0.305,0.015,1.95243493969125e-28,"0","Hck"
"Kmo",3.39322433498611e-32,4.71152156296367,0.294,0.01,7.92012492029107e-28,"0","Kmo"
"Prkcb",4.23259200671356e-32,1.1871849896248,0.78,0.54,9.87929300287012e-28,"0","Prkcb"
"Ero1lb",4.9161307382736e-32,2.60502613046629,0.372,0.065,1.14747407562044e-27,"0","Ero1lb"
"Fam108b",5.61121694364774e-32,1.83145446434722,0.504,0.175,1.30971414681682e-27,"0","Fam108b"
"1300014I06Rik",7.36883412856409e-32,4.64914626299089,0.324,0.035,1.71995957394814e-27,"0","1300014I06Rik"
"Lrrk2",2.18352440518645e-31,3.97326980853493,0.295,0.015,5.0965643141457e-27,"0","Lrrk2"
"Lat2",5.43031632721246e-31,1.60091094681031,0.429,0.108,1.26749013393466e-26,"0","Lat2"
"H2-Eb2",5.88508926725496e-31,4.41917034615854,0.281,0.008,1.37363868586998e-26,"0","H2-Eb2"
"Syvn1",1.03286409906271e-30,1.38508840006112,0.509,0.185,2.41080809362227e-26,"0","Syvn1"
"Blvrb",2.51056498913945e-30,3.1752557606172,0.314,0.032,5.8599097411504e-26,"0","Blvrb"
"5031414D18Rik",2.82510392417525e-30,4.45717632948543,0.265,0,6.59407506941745e-26,"0","5031414D18Rik"
"Zfp36",3.66537567166871e-30,1.04576521188906,0.729,0.44,8.55535335524194e-26,"0","Zfp36"
"BC013712",9.77435849161845e-30,4.47232948574612,0.276,0.01,2.28143301552866e-25,"0","BC013712"
"Snx5",1.28129151902441e-29,1.15217160014698,0.663,0.378,2.99066253455489e-25,"0","Snx5"
"Ncf2",1.33232142932656e-29,2.93355889079859,0.318,0.038,3.10977144819113e-25,"0","Ncf2"
"Zfp318",1.50299856931237e-29,1.87329984049863,0.365,0.068,3.50814896063199e-25,"0","Zfp318"
"A530032D15Rik",1.58916915264846e-29,2.59225800472859,0.264,0.002,3.70927971919678e-25,"0","A530032D15Rik"
"Fgd2",1.76768627243018e-29,4.74523339213208,0.291,0.022,4.12595652847929e-25,"0","Fgd2"
"Gm2a",1.96004308990038e-29,1.03962507968586,0.779,0.585,4.57493657613648e-25,"0","Gm2a"
"Lrrc33",2.10299137170404e-29,1.21706195317292,0.562,0.242,4.9085921606944e-25,"0","Lrrc33"
"Parp1",3.85063014939028e-29,1.54641624864248,0.499,0.178,8.98775583169184e-25,"0","Parp1"
"Bcar3",4.86584958319474e-29,4.58888041574548,0.27,0.01,1.13573795121349e-24,"0","Bcar3"
"Map4k1",6.97512611935952e-29,1.60064688522556,0.52,0.22,1.62806418751971e-24,"0","Map4k1"
"Ms4a4c",5.24640201109821e-28,1.23035694354203,0.488,0.18,1.22456269341043e-23,"0","Ms4a4c"
"E330020D12Rik",6.49551835329358e-28,2.3845623465173,0.365,0.085,1.51611893884225e-23,"0","E330020D12Rik"
"A630001G21Rik",7.1255595265623e-28,1.34088168180198,0.451,0.15,1.66317684909491e-23,"0","A630001G21Rik"
"Gngt2",1.54164604911751e-27,2.11198056306418,0.375,0.095,3.59835604324518e-23,"0","Gngt2"
"Fam111a",2.8316703567583e-27,1.52115529067638,0.47,0.168,6.60940177970956e-23,"0","Fam111a"
"Fcgr2b",7.85171551865081e-27,3.36376068801731,0.293,0.038,1.83266891920828e-22,"0","Fcgr2b"
"Sorl1",1.64864611084493e-26,1.38476975713459,0.508,0.22,3.84810488732316e-22,"0","Sorl1"
"Ncf4",1.74983617238095e-26,1.39468835786824,0.47,0.172,4.08429260995437e-22,"0","Ncf4"
"Gpx1",2.73031357812105e-26,0.917338466360302,0.833,0.668,6.37282492269234e-22,"0","Gpx1"
"Pml",3.73527561913609e-26,1.43935134461123,0.406,0.115,8.71850682262555e-22,"0","Pml"
"Fchsd2",6.30706946232289e-26,2.48992292702426,0.341,0.072,1.47213308320079e-21,"0","Fchsd2"
"B3gnt5",7.00277352016632e-26,3.33766789268121,0.293,0.04,1.63451736734202e-21,"0","B3gnt5"
"Man1a",7.38690811618411e-26,1.35502860443265,0.517,0.228,1.72417822339853e-21,"0","Man1a"
"Prr5",9.94142163373997e-26,2.72657358338561,0.261,0.018,2.32042722353125e-21,"0","Prr5"
"Ttpal",1.52927072011478e-25,1.97735940659773,0.388,0.112,3.56947078781991e-21,"0","Ttpal"
"Mtss1",1.60144778203027e-25,1.80242913072431,0.398,0.122,3.73793926803686e-21,"0","Mtss1"
"Ppp3ca",2.12597434089476e-25,1.29942131001506,0.534,0.242,4.96223670908245e-21,"0","Ppp3ca"
"Gns",3.10116083771828e-25,1.34270243558571,0.406,0.13,7.23841951131824e-21,"0","Gns"
"Bmp2k",3.64631808958878e-25,2.10069202780643,0.306,0.05,8.51087105290916e-21,"0","Bmp2k"
"Cnr2",6.78965681122043e-25,1.93409339421814,0.319,0.06,1.58477379630696e-20,"0","Cnr2"
"Irf4",1.05231571587707e-24,3.07138857418867,0.251,0.018,2.45621011242868e-20,"0","Irf4"
"Haao",1.8417450760416e-24,2.44501213906756,0.298,0.048,4.29881718198869e-20,"0","Haao"
"Map3k1",3.68228201541284e-24,0.997952209983545,0.803,0.658,8.59481445217511e-20,"0","Map3k1"
"Sema4b",6.39488131777368e-24,1.92988230264273,0.514,0.26,1.49262924838155e-19,"0","Sema4b"
"Vars",1.21107034592976e-23,1.23759724694575,0.558,0.275,2.82675929443466e-19,"0","Vars"
"Grb2",1.72453132835844e-23,0.764410086815645,0.753,0.518,4.02522857352143e-19,"0","Grb2"
"Plekho1",3.2895405679067e-23,1.83625414074449,0.311,0.062,7.67811663955103e-19,"0","Plekho1"
"Strbp",3.37653387297548e-23,1.52651201040282,0.462,0.19,7.88116771291207e-19,"0","Strbp"
"Snx30",6.56375118366969e-22,2.462194069241,0.259,0.035,1.53204516378034e-17,"0","Snx30"
"Inpp5d",1.30589438071185e-21,1.23471816086762,0.547,0.3,3.04808807401953e-17,"0","Inpp5d"
"Pik3ap1",1.34343212427462e-21,2.17733962655349,0.265,0.04,3.13570492126939e-17,"0","Pik3ap1"
"Iqgap1",1.54455928915401e-21,0.662764104838786,0.913,0.792,3.60515583681438e-17,"0","Iqgap1"
"Tpd52",1.58712064452738e-21,1.57179898883632,0.388,0.14,3.70449829639136e-17,"0","Tpd52"
"Arhgap17",1.66518167122155e-21,1.42674209977669,0.369,0.118,3.88670053879823e-17,"0","Arhgap17"
"Sypl",2.6953286920724e-21,1.50987384545056,0.381,0.135,6.29116670016618e-17,"0","Sypl"
"Abi3",3.52337780689116e-21,1.57694518222126,0.413,0.168,8.22391613906466e-17,"0","Abi3"
"Tmem123",4.37290024369714e-21,1.14182204561015,0.634,0.398,1.02067864588135e-16,"0","Tmem123"
"1700021K19Rik",5.50290002447403e-21,1.06250772644717,0.258,0.038,1.28443189471248e-16,"0","1700021K19Rik"
"4930420K17Rik",5.85186673802797e-21,1.12478448365871,0.523,0.278,1.36588421532311e-16,"0","4930420K17Rik"
"Trp53i11",8.16610963797606e-21,1.63811863165652,0.369,0.128,1.90605165059999e-16,"0","Trp53i11"
"Stap1",9.54822225787849e-21,1.32500136863583,0.395,0.14,2.22865055721142e-16,"0","Stap1"
"Erp29",1.05974349531339e-20,1.27296612073461,0.489,0.248,2.47354729241099e-16,"0","Erp29"
"Cbfa2t3",1.30573633548099e-20,2.14139983883785,0.29,0.068,3.04771918064618e-16,"0","Cbfa2t3"
"Foxp1",1.66739811191935e-20,0.64155270249317,0.903,0.772,3.89187393303096e-16,"0","Foxp1"
"Mast4",2.12801547326194e-20,2.25037651226474,0.268,0.052,4.96700091614069e-16,"0","Mast4"
"Nfkb2",2.22948936361337e-20,1.43298905241645,0.428,0.18,5.20385112360998e-16,"0","Nfkb2"
"Sbk1",2.572742854262e-20,1.79842382010506,0.329,0.095,6.00503909613294e-16,"0","Sbk1"
"Gm8369",2.71405982471043e-20,1.8688706854906,0.294,0.07,6.33488703685662e-16,"0","Gm8369"
"Gm12657",2.75538728951195e-20,0.513734726263131,0.504,0.25,6.43134947244983e-16,"0","Gm12657"
"Pmf1",5.6859506096593e-20,1.10184029682135,0.367,0.12,1.32715773180058e-15,"0","Pmf1"
"Rabep2",5.97879903565246e-20,1.25095566943151,0.335,0.098,1.39551148291164e-15,"0","Rabep2"
"Ppp1r16b",6.13263112771805e-20,0.774576894865006,0.766,0.548,1.43141743152067e-15,"0","Ppp1r16b"
"Ly6a",6.22443303108235e-20,0.874341982594968,0.645,0.445,1.45284491378493e-15,"0","Ly6a"
"Prkcd",8.37146864560581e-20,1.45837761618403,0.405,0.162,1.95398449657085e-15,"0","Prkcd"
"Sik1",8.8508633235846e-20,1.37575341851517,0.426,0.17,2.06588000835788e-15,"0","Sik1"
"Rogdi",1.7623040054242e-19,2.43482738467333,0.26,0.052,4.11339377906062e-15,"0","Rogdi"
"Sipa1",1.76320461732952e-19,1.04775445029161,0.588,0.352,4.11549589730883e-15,"0","Sipa1"
"Ccdc50",2.16316642537369e-19,1.55095540914948,0.366,0.13,5.04904675346472e-15,"0","Ccdc50"
"Ublcp1",2.3368089283934e-19,1.50450576788719,0.322,0.095,5.45434571976304e-15,"0","Ublcp1"
"Brwd1",3.01864317272936e-19,1.15423563649782,0.438,0.185,7.04581502946761e-15,"0","Brwd1"
"Birc3",4.1339542424393e-19,1.32619062593597,0.433,0.192,9.64906259727758e-15,"0","Birc3"
"Scpep1",6.14087954294503e-19,2.84493795555305,0.292,0.088,1.4333426941188e-14,"0","Scpep1"
"Trim7",1.0801485096425e-18,3.82185859223303,0.322,0.122,2.52117463635657e-14,"0","Trim7"
"Cbx7",1.34286849488398e-18,0.983088357264869,0.469,0.21,3.13438935390871e-14,"0","Cbx7"
"Arpc5l",1.40172200026671e-18,0.955216326494989,0.594,0.388,3.27175932082252e-14,"0","Arpc5l"
"Apoe",1.52766693307531e-18,3.20696968861507,0.702,0.61,3.56572738849108e-14,"0","Apoe"
"Lmbrd1",2.4093709323865e-18,1.24335878199419,0.435,0.198,5.62371269328333e-14,"0","Lmbrd1"
"Slc15a4",4.58270022597665e-18,1.47023762100907,0.29,0.078,1.06964805974521e-13,"0","Slc15a4"
"Il10ra",5.40961583005932e-18,1.21651780853133,0.357,0.128,1.26265843089414e-13,"0","Il10ra"
"Slc12a6",5.59268759100271e-18,1.30686133487557,0.46,0.22,1.30538921061594e-13,"0","Slc12a6"
"Sh3bp5",1.0691302919026e-17,1.12584245822657,0.451,0.212,2.49545701432985e-13,"0","Sh3bp5"
"Nrm",1.21749410813283e-17,1.54673384928259,0.296,0.085,2.84175299779285e-13,"0","Nrm"
"Tlr1",2.9129113876843e-17,1.78824895720822,0.256,0.06,6.79902646999392e-13,"0","Tlr1"
"Ikzf3",6.4653436184979e-17,0.699783137896653,0.544,0.295,1.5090758539936e-12,"0","Ikzf3"
"Hmgn1",6.75738258293862e-17,0.825020043244827,0.619,0.422,1.5772406686837e-12,"0","Hmgn1"
"Baz2b",9.00115612857505e-17,1.2725640881534,0.335,0.122,2.1009598519707e-12,"0","Baz2b"
"Dmxl1",3.22300556340285e-16,1.38026269698105,0.355,0.148,7.5228172855386e-12,"0","Dmxl1"
"Map2k1",6.59131188841546e-16,1.22442846620342,0.409,0.2,1.53847810787505e-11,"0","Map2k1"
"Tfeb",9.73553238106248e-16,1.48701267742619,0.274,0.08,2.27237061306379e-11,"0","Tfeb"
"Cerk",1.22853213395098e-15,1.28189934740886,0.296,0.098,2.86751685385499e-11,"0","Cerk"
"Dapp1",1.50512996236603e-15,1.36532824185273,0.331,0.125,3.51312384515855e-11,"0","Dapp1"
"Ehd1",2.40731983033728e-15,1.48539774011692,0.328,0.135,5.61892521599024e-11,"0","Ehd1"
"Txndc5",2.41006143950332e-15,1.41937340861665,0.402,0.208,5.62532440594471e-11,"0","Txndc5"
"Glcci1",2.64901050249851e-15,1.12360918849887,0.446,0.222,6.18305541388176e-11,"0","Glcci1"
"Nap1l1",3.00704074563502e-15,0.886066284775347,0.577,0.36,7.01873380438669e-11,"0","Nap1l1"
"Klhl24",3.35615748613732e-15,1.16837371783788,0.455,0.24,7.83360718839313e-11,"0","Klhl24"
"Plek",3.58658122741878e-15,1.00678412651625,0.34,0.135,8.37143924291818e-11,"0","Plek"
"Lpgat1",3.81708184620428e-15,1.54371704314957,0.287,0.098,8.90945073722542e-11,"0","Lpgat1"
"Plekha2",4.97641980462367e-15,1.06524010497819,0.494,0.285,1.16154614659721e-10,"0","Plekha2"
"Lpcat1",5.86141784750536e-15,1.52612961728815,0.27,0.085,1.36811353978623e-10,"0","Lpcat1"
"Trim25",6.04271608108893e-15,1.29865771967144,0.387,0.19,1.41043036048697e-10,"0","Trim25"
"Ier5",8.81545553957153e-15,0.721149921393558,0.678,0.502,2.05761547749139e-10,"0","Ier5"
"Sh3bgrl3",1.07125676599656e-14,0.341485275369188,0.965,0.942,2.50042041751257e-10,"0","Sh3bgrl3"
"Cd200",1.42743965097072e-14,2.23469644230425,0.261,0.088,3.33178688933076e-10,"0","Cd200"
"Pde4b",1.94352340163591e-14,0.85489631693154,0.598,0.432,4.53637797175839e-10,"0","Pde4b"
"Bin1",2.90703655194615e-14,0.818963570011391,0.547,0.348,6.78531401589751e-10,"0","Bin1"
"Cst3",3.4212448855929e-14,1.02912371803134,0.773,0.662,7.98552768746238e-10,"0","Cst3"
"Cxxc5",3.70987415986614e-14,1.51210370163912,0.309,0.125,8.65921727654356e-10,"0","Cxxc5"
"Bmyc",7.52293909608965e-14,1.15736274256792,0.293,0.11,1.75592921441829e-09,"0","Bmyc"
"Pold1",9.74404146826814e-14,1.32080898357215,0.255,0.082,2.27435671910847e-09,"0","Pold1"
"Tmod3",1.05606802067565e-13,0.983674651059919,0.542,0.348,2.46496836705904e-09,"0","Tmod3"
"Cd36",1.15413561455695e-13,3.89015471301349,0.256,0.095,2.69386793793737e-09,"0","Cd36"
"Itprip",1.29665749495443e-13,1.39080664919189,0.334,0.15,3.02652825897313e-09,"0","Itprip"
"Sh3bgrl",1.35147875839523e-13,1.39614361829919,0.365,0.18,3.15448656997031e-09,"0","Sh3bgrl"
"Gpcpd1",1.48492900033374e-13,1.16920359748025,0.379,0.185,3.46597277967898e-09,"0","Gpcpd1"
"D930015E06Rik",1.54351138925368e-13,1.04975988163156,0.315,0.125,3.60270993365701e-09,"0","D930015E06Rik"
