"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd79a",0,2.64856495765194,0.993,0.305,0,"0","Cd79a"
"Cd79b",0,2.39652820648265,0.985,0.284,0,"0","Cd79b"
"Ly6d",0,2.3303007019169,0.977,0.249,0,"0","Ly6d"
"Ms4a1",0,2.18175069204232,0.912,0.116,0,"0","Ms4a1"
"Faim3",0,2.02205850576058,0.864,0.13,0,"0","Faim3"
"2010001M09Rik",0,1.75205854635162,0.759,0.105,0,"0","2010001M09Rik"
"Cd74",0,1.60660428309714,0.999,0.848,0,"0","Cd74"
"Tnfrsf13c",0,1.52183821553882,0.7,0.07,0,"0","Tnfrsf13c"
"Vpreb3",0,1.45276970543367,0.537,0.048,0,"0","Vpreb3"
"Cd24a",0,1.38379807213092,0.665,0.12,0,"0","Cd24a"
"Mef2c",0,1.38191156990184,0.7,0.11,0,"0","Mef2c"
"H2-Ob",0,1.34165416634502,0.747,0.17,0,"0","H2-Ob"
"Bank1",0,1.31597725175197,0.66,0.077,0,"0","Bank1"
"H2-Aa",0,1.28269480695436,0.993,0.475,0,"0","H2-Aa"
"Fcer2a",0,1.24742953163512,0.505,0.047,0,"0","Fcer2a"
"Fcrla",0,1.24313960355218,0.604,0.069,0,"0","Fcrla"
"Cd37",0,1.21841478070769,0.948,0.606,0,"0","Cd37"
"Cd19",0,1.20885703588168,0.626,0.086,0,"0","Cd19"
"Cr2",0,1.20560133976264,0.498,0.048,0,"0","Cr2"
"Serpinb1a",0,1.20395583703919,0.54,0.067,0,"0","Serpinb1a"
"H2-Eb1",0,1.17962787045856,0.99,0.459,0,"0","H2-Eb1"
"Cd22",0,1.15029474298729,0.584,0.075,0,"0","Cd22"
"H2-Ab1",0,1.14990617911257,0.993,0.589,0,"0","H2-Ab1"
"Chchd10",0,1.14670094994955,0.627,0.162,0,"0","Chchd10"
"Swap70",0,1.13707458700098,0.588,0.093,0,"0","Swap70"
"Ly86",0,1.08310601222748,0.712,0.164,0,"0","Ly86"
"Serp1",0,1.08154786917153,0.859,0.398,0,"0","Serp1"
"Scd1",0,1.07893424560685,0.523,0.048,0,"0","Scd1"
"Pou2af1",0,1.07786011361918,0.523,0.057,0,"0","Pou2af1"
"Pkig",0,1.07712440952624,0.587,0.105,0,"0","Pkig"
"Spib",0,1.04825509691672,0.48,0.058,0,"0","Spib"
"Ralgps2",0,1.04247024623246,0.534,0.081,0,"0","Ralgps2"
"Capg",0,1.03152792156798,0.702,0.209,0,"0","Capg"
"Snx2",0,1.02884479109265,0.674,0.234,0,"0","Snx2"
"Fcrl1",0,1.01911668322763,0.526,0.078,0,"0","Fcrl1"
"H2-Oa",0,1.01220130328022,0.685,0.194,0,"0","H2-Oa"
"Blnk",0,1.00467824802065,0.512,0.063,0,"0","Blnk"
"Napsa",0,0.989334370125522,0.777,0.21,0,"0","Napsa"
"Blk",0,0.983490843726226,0.476,0.043,0,"0","Blk"
"Pold4",0,0.94408502548116,0.682,0.322,0,"0","Pold4"
"1110003E01Rik",0,0.909547682423609,0.777,0.419,0,"0","1110003E01Rik"
"Unc93b1",0,0.891850152185114,0.701,0.224,0,"0","Unc93b1"
"H2-DMa",0,0.82413988816687,0.66,0.22,0,"0","H2-DMa"
"Cd81",0,0.809870816109716,0.645,0.174,0,"0","Cd81"
"Serinc3",0,0.799174677738013,0.789,0.413,0,"0","Serinc3"
"H3f3a",0,0.78942785282067,0.993,0.954,0,"0","H3f3a"
"Ly6e",0,0.72387375827773,0.989,0.864,0,"0","Ly6e"
"Fth1",0,0.362204210566278,0.997,0.987,0,"0","Fth1"
"Hvcn1",2.02631816518069e-304,1.03787811348263,0.612,0.222,4.72962922934824e-300,"0","Hvcn1"
"Apobec3",1.40277925148365e-301,0.727766989006239,0.819,0.505,3.27422705088798e-297,"0","Apobec3"
"Cd55",4.89568856395003e-291,1.05031848497652,0.527,0.131,1.14270266771158e-286,"0","Cd55"
"Ctss",7.20875852482198e-273,0.473984946476806,0.874,0.551,1.6825963272787e-268,"0","Ctss"
"Ly6a",4.34663059334345e-269,0.910786533261734,0.639,0.255,1.0145470467923e-264,"0","Ly6a"
"Bcl11a",1.0328693309032e-267,0.877144429007851,0.471,0.09,2.41082030526115e-263,"0","Bcl11a"
"Irf8",2.90473035533879e-261,0.521588066713433,0.643,0.209,6.77993112239626e-257,"0","Irf8"
"Ctsh",1.42422327322219e-260,0.625814741572135,0.628,0.194,3.32427954202791e-256,"0","Ctsh"
"Ptpn6",2.32494818597399e-256,0.765156230794334,0.744,0.44,5.42666156088189e-252,"0","Ptpn6"
"Lmo2",1.10785407774078e-252,0.916584180525993,0.45,0.092,2.58584220285475e-248,"0","Lmo2"
"Snn",1.44656468493313e-249,0.840753861016138,0.406,0.052,3.37642663110242e-245,"0","Snn"
"Plac8",3.8054043684673e-246,0.672032737199563,0.737,0.392,8.88219433643953e-242,"0","Plac8"
"Cd72",7.73579855365024e-245,0.861753871529297,0.551,0.193,1.8056127404075e-240,"0","Cd72"
"Dok3",7.22634098300088e-239,0.820123375866851,0.427,0.075,1.68670024884223e-234,"0","Dok3"
"Ptp4a3",1.52795728030343e-238,0.750083446744326,0.666,0.348,3.56640508795624e-234,"0","Ptp4a3"
"1300014I06Rik",6.24084473416623e-238,0.89131366711355,0.373,0.036,1.45667556940174e-233,"0","1300014I06Rik"
"Pxk",1.08435426837259e-236,0.826843442384675,0.483,0.13,2.53099129780846e-232,"0","Pxk"
"Cd38",1.88610281915159e-219,0.754151892346189,0.402,0.071,4.40235259018172e-215,"0","Cd38"
"Mif4gd",1.41957639798497e-218,0.756987339424141,0.533,0.195,3.31343327053671e-214,"0","Mif4gd"
"Arpc5l",1.74383565716814e-214,0.65172613949371,0.707,0.446,4.07028680739616e-210,"0","Arpc5l"
"Aldh2",6.39282114430569e-210,0.68911819771616,0.508,0.164,1.49214838329239e-205,"0","Aldh2"
"Cxcr5",2.43867049366575e-209,0.736253781017983,0.371,0.055,5.69210079926523e-205,"0","Cxcr5"
"4930420K17Rik",1.28552072429732e-206,0.725941409294467,0.51,0.184,3.00053392258239e-202,"0","4930420K17Rik"
"Rnase6",5.4003812196942e-206,0.635396233759445,0.497,0.146,1.26050298048882e-201,"0","Rnase6"
"Cnn3",9.1825954249657e-201,0.769560647519988,0.385,0.074,2.14330959814124e-196,"0","Cnn3"
"Pou2f2",4.7400739786082e-198,0.694125013226748,0.484,0.156,1.10638066734694e-193,"0","Pou2f2"
"Lyn",1.88727883447788e-197,0.678644169702715,0.507,0.172,4.40509752755483e-193,"0","Lyn"
"Gga2",3.34594781285123e-195,0.702968209533574,0.34,0.045,7.80977678997605e-191,"0","Gga2"
"Hmgn1",1.00259840769762e-191,0.642858843738532,0.7,0.449,2.34016494340701e-187,"0","Hmgn1"
"Pmf1",5.49338497325271e-191,0.709959584937298,0.43,0.12,1.28221098660691e-186,"0","Pmf1"
"Filip1l",2.0357710634954e-182,0.707513129315298,0.526,0.226,4.75169323930461e-178,"0","Filip1l"
"Hhex",1.40893642242024e-180,0.726119483015016,0.415,0.116,3.28859850357108e-176,"0","Hhex"
"Syk",2.61752070078027e-179,0.678316180038069,0.398,0.103,6.10955506769124e-175,"0","Syk"
"Prkcb",7.51982086947493e-178,0.632615506930916,0.646,0.371,1.75520138914414e-173,"0","Prkcb"
"Ctsz",9.29107475023463e-177,0.504887002483791,0.633,0.299,2.16862975745226e-172,"0","Ctsz"
"Blvrb",2.09572788905178e-173,0.630932341610592,0.396,0.102,4.89163846583575e-169,"0","Blvrb"
"Sdc4",3.37064412291168e-166,0.64947195128662,0.324,0.053,7.86742044728816e-162,"0","Sdc4"
"Snx5",6.57804815872059e-164,0.624543077228843,0.645,0.396,1.53538222072697e-159,"0","Snx5"
"Siglecg",2.08985953580636e-163,0.636329353993409,0.3,0.043,4.87794114252563e-159,"0","Siglecg"
"Lyl1",8.93212915710292e-161,0.629505295466325,0.33,0.065,2.08484826655939e-156,"0","Lyl1"
"Tmem123",2.05953919002912e-160,0.568168892121548,0.557,0.282,4.80717042344697e-156,"0","Tmem123"
"Fam111a",6.23897225419226e-155,0.615996593328112,0.489,0.207,1.45623851385102e-150,"0","Fam111a"
"Prr5",1.53976580873296e-149,0.594079113500973,0.293,0.048,3.5939673741636e-145,"0","Prr5"
"Zfp36l1",7.5482283752854e-149,0.57855468383591,0.618,0.368,1.76183198507536e-144,"0","Zfp36l1"
"Cybb",3.26380254832574e-145,0.425692277541131,0.427,0.13,7.61804152804712e-141,"0","Cybb"
"Ms4a4c",7.1440217949701e-143,0.677269685349874,0.506,0.239,1.66748612716397e-138,"0","Ms4a4c"
"Btk",7.36938969333657e-140,0.571654805394134,0.297,0.06,1.72008924832169e-135,"0","Btk"
"Cyp4f18",7.40631675586188e-140,0.569956746927389,0.322,0.072,1.72870839398572e-135,"0","Cyp4f18"
"March1",1.40594892403301e-138,0.64940605200997,0.312,0.075,3.28162538358544e-134,"0","March1"
"Ppdpf",1.07182896945989e-136,0.528504761422391,0.711,0.518,2.50175599761632e-132,"0","Ppdpf"
"Btla",2.67574364961129e-136,0.615302730445897,0.365,0.116,6.24545325255772e-132,"0","Btla"
"Rasgrp3",5.68347029656334e-136,0.603730004218676,0.263,0.04,1.32657880192085e-131,"0","Rasgrp3"
"Foxp1",1.59458470158791e-133,0.536939311705911,0.682,0.468,3.72192015197634e-129,"0","Foxp1"
"Irf5",3.5621298174589e-132,0.548835240556053,0.386,0.131,8.31436720693082e-128,"0","Irf5"
"Cd83",8.38353627101607e-132,0.685424388209544,0.338,0.094,1.95680120101786e-127,"0","Cd83"
"Lat2",3.27552920727203e-130,0.556691283196693,0.383,0.133,7.64541272269365e-126,"0","Lat2"
"Bin1",3.77788537857656e-130,0.543727294201146,0.584,0.353,8.81796226213554e-126,"0","Bin1"
"Lgmn",1.17762584828129e-128,0.52103291221416,0.351,0.107,2.74869649247336e-124,"0","Lgmn"
"Cybasc3",7.11306304733541e-127,0.52779177446099,0.369,0.124,1.66026004587856e-122,"0","Cybasc3"
"Zfp318",1.16269959498819e-126,0.606273092443928,0.292,0.068,2.71385712466194e-122,"0","Zfp318"
"Gm8369",1.56507752817074e-125,0.577312332222351,0.309,0.079,3.65304745850333e-121,"0","Gm8369"
"Grap",2.83593891138513e-124,0.553992992402324,0.566,0.338,6.61936501306404e-120,"0","Grap"
"Ier5",2.64807508781858e-123,0.501790032126154,0.7,0.488,6.18087206247736e-119,"0","Ier5"
"Pdia4",5.99046742213526e-119,0.595637533548158,0.449,0.218,1.39823500100059e-114,"0","Pdia4"
"Sipa1",6.95520937094396e-119,0.538750405905371,0.511,0.276,1.62341541927203e-114,"0","Sipa1"
"Ifi30",5.4595308317279e-112,0.432753436779798,0.49,0.225,1.27430909143361e-107,"0","Ifi30"
"Sh3bp5",7.1866563507336e-112,0.55919187703523,0.343,0.123,1.67743745882473e-107,"0","Sh3bp5"
"Ptprcap",1.84302438468578e-111,0.323578433667533,0.937,0.815,4.30180321629508e-107,"0","Ptprcap"
"Sypl",2.74063327586640e-107,0.512127631419016,0.343,0.124,6.39691212919975e-103,"0","Sypl"
"Tcf4",1.47685035625007e-106,0.420041159357625,0.279,0.07,3.44711641652329e-102,"0","Tcf4"
"Sp140",8.93813245875585e-105,0.555757771783656,0.422,0.21,2.0862494971982e-100,"0","Sp140"
"Erp29",4.2324438050721e-104,0.460228232347228,0.597,0.393,9.87894708541878e-100,"0","Erp29"
"Ncf4",5.51567276087593e-102,0.495922326063223,0.453,0.233,1.28741317911605e-97,"0","Ncf4"
"Sh3bgrl3",1.62959224675043e-101,0.258589950058933,0.986,0.978,3.80363126314017e-97,"0","Sh3bgrl3"
"Parp1",3.34743597039732e-101,0.527715612752197,0.333,0.128,7.81325029850438e-97,"0","Parp1"
"Fam108b",2.47709215071396e-97,0.505901274041944,0.302,0.104,5.78178078898144e-93,"0","Fam108b"
"Map4k1",3.54722123305426e-96,0.513493423683223,0.333,0.132,8.27956908007195e-92,"0","Map4k1"
"Cnp",4.19791542585187e-96,0.474374231620737,0.611,0.431,9.79835439548085e-92,"0","Cnp"
"Ncf1",3.86221063151488e-95,0.473899071933212,0.313,0.114,9.01478583501888e-91,"0","Ncf1"
"Ezr",5.86038214230902e-94,0.469142244658032,0.64,0.476,1.36787179583635e-89,"0","Ezr"
"Gpr18",1.76748554913268e-92,0.500653672056496,0.397,0.196,4.12548802023058e-88,"0","Gpr18"
"Fchsd2",2.5235797086957e-92,0.510512403691357,0.266,0.083,5.89028739806664e-88,"0","Fchsd2"
"Zfp706",4.68496100035776e-91,0.401150217322211,0.656,0.496,1.0935167470935e-86,"0","Zfp706"
"Lmbrd1",1.41056308800805e-90,0.498964490466262,0.304,0.114,3.29239530371958e-86,"0","Lmbrd1"
"1110059E24Rik",2.39047332611033e-90,0.459543323513712,0.297,0.105,5.57960379047411e-86,"0","1110059E24Rik"
