"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"C1ra",4.61559477410843e-249,5.05490051683863,0.997,0.054,1.07732597622465e-244,"0","C1ra"
"Rarres2",8.31329623868364e-249,5.20342037445324,0.994,0.05,1.94040647507115e-244,"0","Rarres2"
"Rcn3",2.07207906239266e-246,5.15320852372518,0.994,0.073,4.8364397395307e-242,"0","Rcn3"
"Mxra8",2.71085456820933e-246,5.39818262944591,0.996,0.089,6.3274056476574e-242,"0","Mxra8"
"Prelp",3.14428178804614e-246,4.86400823545486,0.99,0.04,7.3390681214785e-242,"0","Prelp"
"C1s",4.95564557740799e-246,4.85166966467967,0.997,0.069,1.1566972342228e-241,"0","C1s"
"Col1a1",2.67518554377286e-245,4.52687513803287,0.997,0.059,6.24415057772024e-241,"0","Col1a1"
"Col6a1",3.94002209565709e-245,4.36792620914171,0.994,0.042,9.1964055734732e-241,"0","Col6a1"
"Cygb",1.26520092050233e-244,4.81338621038144,0.986,0.04,2.95310546854449e-240,"0","Cygb"
"Htra1",1.75917562662303e-244,4.74507934763415,0.997,0.094,4.10609183010082e-240,"0","Htra1"
"Calcrl",1.9651466200673e-243,4.04684820085428,0.988,0.028,4.58684872589909e-239,"0","Calcrl"
"Emp3",7.88509604697384e-242,4.18709212602109,0.996,0.082,1.84046026832416e-237,"0","Emp3"
"Col1a2",9.29643438120704e-242,4.77901301139012,0.999,0.119,2.16988074891754e-237,"0","Col1a2"
"Wnt2",5.06306316838355e-241,4.78825682257564,0.97,0.012,1.1817695741324e-236,"0","Wnt2"
"Fxyd1",5.55261102008794e-241,4.3621266934577,0.973,0.037,1.29603493819873e-236,"0","Fxyd1"
"Selm",6.98097954062762e-241,4.03878239840662,0.994,0.117,1.62943043457789e-236,"0","Selm"
"Fstl1",2.06023313415917e-240,4.66250841500405,0.996,0.122,4.80879015844091e-236,"0","Fstl1"
"Col5a2",2.07181193232703e-240,4.75900296975309,0.973,0.025,4.83581623124451e-236,"0","Col5a2"
"Col6a2",1.07326847585513e-239,4.23236879289577,0.987,0.064,2.50511594949346e-235,"0","Col6a2"
"Col3a1",1.40628443090021e-239,4.56299090005741,0.999,0.148,3.28240849016418e-235,"0","Col3a1"
"Plac8",2.29083482362608e-239,4.64587827151169,0.977,0.059,5.34703756182564e-235,"0","Plac8"
"Cald1",2.78221640219937e-239,4.735690959626,0.977,0.054,6.49397130437354e-235,"0","Cald1"
"Serping1",7.52609959043314e-239,5.4196994644991,0.997,0.208,1.756666905403e-234,"0","Serping1"
"Lgals1",8.47435885787154e-239,4.07216391972364,0.997,0.114,1.9780001010158e-234,"0","Lgals1"
"Fbln5",1.42115414087376e-238,5.00602994734092,0.986,0.101,3.31711588021343e-234,"0","Fbln5"
"Bgn",8.33339608261892e-238,4.56500045662083,0.997,0.155,1.94509797964408e-233,"0","Bgn"
"Mmp2",1.5240383513767e-237,4.69319022495738,0.993,0.136,3.55725791594836e-233,"0","Mmp2"
"Vim",3.46684267158926e-237,4.59660967193031,1,0.199,8.09195747975648e-233,"0","Vim"
"Dkk3",7.75468012983881e-237,4.11670057924501,0.996,0.177,1.81001988910568e-232,"0","Dkk3"
"Lhfp",2.3798524838765e-236,4.74009639508699,0.977,0.078,5.55481368261614e-232,"0","Lhfp"
"Serpinh1",2.66973256327714e-236,4.34897703171477,0.999,0.195,6.23142277594517e-232,"0","Serpinh1"
"Tcf21",3.25013194989467e-236,4.44504033331737,0.963,0.022,7.58613298424915e-232,"0","Tcf21"
"Fbln1",5.01126271719868e-236,5.45032509928528,0.996,0.198,1.16967883082134e-231,"0","Fbln1"
"Adam23",7.00730348698263e-236,4.44501318755733,0.957,0.012,1.63557470689662e-231,"0","Adam23"
"Mgp",5.40207993299078e-235,5.24481961122278,1,0.283,1.26089947715938e-230,"0","Mgp"
"Ddr2",6.98519719835423e-235,4.26142350321627,0.965,0.037,1.63041487806786e-230,"0","Ddr2"
"Igfbp6",5.2432595048337e-234,6.01160446433833,0.965,0.079,1.22382920102323e-229,"0","Igfbp6"
"Aebp1",9.13195321800973e-234,4.28214623991873,0.971,0.061,2.13148920061565e-229,"0","Aebp1"
"Lsp1",9.47777470741165e-234,4.41107858272174,0.981,0.114,2.21220739445695e-229,"0","Lsp1"
"Crispld2",2.21776278572103e-233,5.14912762585568,0.968,0.079,5.17648011815146e-229,"0","Crispld2"
"Bmp4",4.85348101181542e-233,4.78200462247328,0.957,0.035,1.13285100296784e-228,"0","Bmp4"
"Nbl1",1.10967940884046e-232,4.43696696623796,0.996,0.286,2.59010270817452e-228,"0","Nbl1"
"Thbs2",6.37173172623897e-232,4.36616867010811,0.958,0.029,1.48722590222144e-227,"0","Thbs2"
"Cd302",9.64366014842196e-232,4.72878491389624,0.98,0.174,2.25092671524317e-227,"0","Cd302"
"Ctsk",1.04022560888673e-231,5.38215996731337,0.945,0.025,2.42799059370251e-227,"0","Ctsk"
"Fcgrt",1.96520315784472e-231,3.97425536544213,0.988,0.198,4.58698069072535e-227,"0","Fcgrt"
"Fn1",7.95449571498269e-231,4.66966092568634,0.964,0.072,1.85665884483411e-226,"0","Fn1"
"Col5a1",2.35042275939666e-230,4.33821319575114,0.95,0.022,5.48612176270773e-226,"0","Col5a1"
"Fkbp7",1.29767123786972e-229,4.15467525158791,0.965,0.075,3.02889443631172e-225,"0","Fkbp7"
"Loxl2",2.37528739706592e-229,4.02938710219353,0.95,0.023,5.54415831349157e-225,"0","Loxl2"
"Lgals9",2.78512019880123e-229,4.89090001054973,0.965,0.105,6.50074905602194e-225,"0","Lgals9"
"Pcolce",1.35710050926912e-228,4.1040977428217,0.993,0.297,3.16760829868504e-224,"0","Pcolce"
"Dcn",1.69521112536101e-228,5.57429965202998,1,0.523,3.95679228770513e-224,"0","Dcn"
"Nupr1",7.36343203535246e-228,3.62645134176441,0.986,0.145,1.71869867137162e-223,"0","Nupr1"
"Serpina3n",1.68032342968795e-227,5.25237775000277,0.941,0.031,3.92204291723465e-223,"0","Serpina3n"
"Pltp",1.38219530690892e-226,3.98823264430668,0.988,0.259,3.22618206585611e-222,"0","Pltp"
"Ppic",3.61186706473321e-225,3.61097642512324,0.993,0.288,8.43045891579378e-221,"0","Ppic"
"Sparc",9.84814491947902e-225,4.72045841133392,1,0.635,2.2986555056556e-220,"0","Sparc"
"Pdgfra",1.04033477273738e-224,4.3978221244426,0.941,0.042,2.42824539304631e-220,"0","Pdgfra"
"Col16a1",1.30612412316061e-224,4.0455733798408,0.95,0.051,3.04862431586919e-220,"0","Col16a1"
"Ecm1",2.47859810596076e-223,3.33949789788567,0.999,0.647,5.785295839123e-219,"0","Ecm1"
"Rbp1",1.10441115645943e-222,4.61828685373811,0.958,0.127,2.57780608029195e-218,"0","Rbp1"
"Pmp22",1.872849616554e-222,3.86218071607175,0.99,0.23,4.37141828999869e-218,"0","Pmp22"
"Ifitm3",1.94063642458205e-222,2.7941091206989,1,0.858,4.52963947861696e-218,"0","Ifitm3"
"Timp2",3.00328681136034e-222,3.00032878680205,1,0.839,7.00997174639617e-218,"0","Timp2"
"Serpinf1",1.22426369889872e-220,4.98111979383796,0.951,0.124,2.85755389959951e-216,"0","Serpinf1"
"Rhoj",2.45010149954307e-220,4.40578051727713,0.931,0.059,5.71878191008348e-216,"0","Rhoj"
"Akap12",4.42506927235964e-220,3.67138689343786,0.987,0.195,1.03285541886146e-215,"0","Akap12"
"Itih5",5.29743881994346e-220,4.36152301486618,0.935,0.053,1.236475194963e-215,"0","Itih5"
"Kdelr3",9.46726239757559e-220,4.20433039782939,0.938,0.063,2.20975371621812e-215,"0","Kdelr3"
"Tuba1a",2.2400812943238e-219,4.24733596540913,0.999,0.726,5.22857374908118e-215,"0","Tuba1a"
"Nkain4",5.11609048853037e-219,4.99828217398081,0.909,0.013,1.19414668092787e-214,"0","Nkain4"
"Axl",9.4425164778676e-219,4.07997808804994,0.942,0.072,2.20397777109908e-214,"0","Axl"
"Gadd45g",3.75252940002276e-218,4.04486140183169,0.977,0.225,8.75877887259313e-214,"0","Gadd45g"
"Vcan",2.10705938905426e-217,4.18340871086047,0.922,0.037,4.91808731999154e-213,"0","Vcan"
"Foxf1a",9.34958226322616e-217,4.32472043147046,0.909,0.01,2.18228599605962e-212,"0","Foxf1a"
"Lama2",9.77176655231732e-216,4.47880586061021,0.911,0.031,2.28082803097639e-211,"0","Lama2"
"Aldh2",5.54898551812532e-215,2.85235276172444,0.99,0.575,1.29518870978563e-210,"0","Aldh2"
"Dpysl2",2.90116320534509e-214,3.79404595726181,0.96,0.19,6.77160503759598e-210,"0","Dpysl2"
"Colec12",3.20506603156661e-213,4.08176941838641,0.919,0.047,7.48094462427962e-209,"0","Colec12"
"Fkbp10",3.41297641651134e-213,4.34299686061911,0.905,0.025,7.96622825377912e-209,"0","Fkbp10"
"Ifitm2",1.09090361594977e-212,1.88958146407217,0.999,0.96,2.54627812998835e-208,"0","Ifitm2"
"Rhoc",4.32561493965527e-212,3.58843108382912,0.942,0.146,1.00964178306494e-207,"0","Rhoc"
"Fbn1",2.30587467872029e-211,4.46753584446521,0.906,0.042,5.38214208760102e-207,"0","Fbn1"
"Cpxm1",3.73002653484506e-211,5.10063133088656,0.906,0.054,8.70625493498185e-207,"0","Cpxm1"
"Cd248",4.28441834218525e-211,4.57659193645644,0.898,0.025,1.00002608524946e-206,"0","Cd248"
"Tmsb10",4.73387923575426e-211,2.15397821796051,0.999,0.915,1.1049347524174e-206,"0","Tmsb10"
"Mmp23",2.79094194864818e-210,3.46087516207536,0.948,0.143,6.51433760233971e-206,"0","Mmp23"
"Ptgis",2.82833821302532e-210,5.20900745532666,0.895,0.037,6.60162422302241e-206,"0","Ptgis"
"Podn",7.01194403826428e-210,4.75796399541303,0.892,0.028,1.63665785797127e-205,"0","Podn"
"Cd81",1.03697226514162e-209,1.92299680496603,1,0.974,2.42039696406707e-205,"0","Cd81"
"Anxa5",6.05764480998279e-209,1.96249035738523,0.997,0.918,1.41391487509808e-204,"0","Anxa5"
"Col12a1",1.45995813916349e-208,4.75731516963959,0.883,0.012,3.40768829262149e-204,"0","Col12a1"
"Cst3",1.64128165536953e-207,1.6145269150224,1,1,3.83091551179802e-203,"0","Cst3"
"Hsd11b1",2.38183701806301e-206,4.59096923628233,0.892,0.04,5.55944578386088e-202,"0","Hsd11b1"
"Cebpd",9.5538875922164e-206,3.46465795665151,0.987,0.555,2.22997290289923e-201,"0","Cebpd"
"Tmem176b",1.80786733317405e-205,2.17036992893307,1,0.775,4.21974314236154e-201,"0","Tmem176b"
"Id3",9.79458606236076e-205,2.73907025932775,0.996,0.682,2.28615433281563e-200,"0","Id3"
"Loxl1",4.04548468718533e-204,4.57091800622203,0.881,0.038,9.44256580835928e-200,"0","Loxl1"
"Igfbp7",6.3404035546554e-204,1.55163215000321,1,0.991,1.47991359369212e-199,"0","Igfbp7"
"Olfml3",3.14340529607e-203,4.96242850888573,0.928,0.196,7.33702230155698e-199,"0","Olfml3"
"Adamts2",9.88886506391505e-203,4.30540226688623,0.879,0.029,2.30815999456841e-198,"0","Adamts2"
"Mmp14",1.00382275247282e-202,2.7009863314215,0.988,0.593,2.3430226865468e-198,"0","Mmp14"
"Ltbp4",1.3800921711411e-202,2.63069519755914,0.996,0.666,3.22127313666044e-198,"0","Ltbp4"
"C1qtnf1",1.17480799309788e-201,4.54653252962131,0.868,0.023,2.74211933668975e-197,"0","C1qtnf1"
"Akap2",1.33998781683936e-201,4.28523895279253,0.886,0.05,3.12766556328475e-197,"0","Akap2"
"Emilin1",1.07165906297803e-200,4.20489516231867,0.873,0.025,2.50135941889703e-196,"0","Emilin1"
"Csrp2",1.14777459676043e-200,2.76982430824327,0.99,0.637,2.67902068629853e-196,"0","Csrp2"
"9030425E11Rik",1.40975610048263e-200,4.00880319715581,0.883,0.042,3.29051171413651e-196,"0","9030425E11Rik"
"Scpep1",1.63341228062267e-200,2.39333103991561,0.991,0.616,3.81254760420137e-196,"0","Scpep1"
"Fhl1",2.70927178710426e-200,3.54079168019249,0.938,0.152,6.32371127828004e-196,"0","Fhl1"
"Vcam1",1.98200210433314e-199,4.21369475904515,0.883,0.054,4.62619111172399e-195,"0","Vcam1"
"Nav1",1.61985587669197e-197,3.53127587411536,0.938,0.195,3.78090560178673e-193,"0","Nav1"
"Ctsz",3.78163247665268e-197,2.38077900488838,0.986,0.609,8.82670836375503e-193,"0","Ctsz"
"Islr",1.67120217645191e-196,4.59793074413914,0.873,0.063,3.90075300005641e-192,"0","Islr"
"Klf9",2.0584658885461e-196,2.44037351190762,0.987,0.688,4.80466523045545e-192,"0","Klf9"
"Htra3",9.01050432028522e-196,4.21622935131944,0.906,0.13,2.10314181339777e-191,"0","Htra3"
"Nid1",1.13985524630449e-195,4.14735379496158,0.878,0.066,2.6605361303993e-191,"0","Nid1"
"Fndc1",1.64390597781258e-195,4.18190975578487,0.856,0.026,3.83704094281233e-191,"0","Fndc1"
"Mfap2",4.6882338970692e-195,4.62267713598841,0.856,0.035,1.09428067391492e-190,"0","Mfap2"
"Tmem176a",1.58630532731877e-194,2.36545170766956,0.987,0.663,3.70259526449474e-190,"0","Tmem176a"
"Scarf2",3.68155428249814e-194,3.88758148403063,0.847,0.015,8.59311585077891e-190,"0","Scarf2"
"Ms4a4d",6.55550369001294e-194,4.85341772121977,0.852,0.038,1.53012011628592e-189,"0","Ms4a4d"
"Chpf",6.9236275292852e-194,3.16446067410978,0.948,0.223,1.61604390161046e-189,"0","Chpf"
"Col4a1",8.60650287686464e-194,3.98827544588356,0.896,0.105,2.00884383648897e-189,"0","Col4a1"
"Creb3l1",9.32963128786926e-194,3.80849080825323,0.862,0.034,2.17762923890156e-189,"0","Creb3l1"
"Zcchc24",1.11491472842704e-193,3.98795077164444,0.849,0.022,2.60232246762155e-189,"0","Zcchc24"
"Pamr1",2.45685755711137e-193,5.22372430073161,0.839,0.016,5.73455122405364e-189,"0","Pamr1"
"Timp3",8.08669972867365e-193,4.87351697480931,0.906,0.163,1.88751658366972e-188,"0","Timp3"
"Ly6c1",1.31940996663807e-192,4.35817571001779,0.928,0.255,3.07963480312993e-188,"0","Ly6c1"
"Col4a2",1.79590249167033e-192,3.92957021137196,0.898,0.116,4.19181600580773e-188,"0","Col4a2"
"Fam114a1",2.48385919211386e-192,3.37499218681647,0.919,0.161,5.79757574031296e-188,"0","Fam114a1"
"Pnp",1.47569261692453e-191,2.71923822726123,0.981,0.625,3.44441413716356e-187,"0","Pnp"
"Col6a3",2.43808087078876e-191,4.24367217053817,0.853,0.038,5.69072456050805e-187,"0","Col6a3"
"Heg1",1.02091021353458e-189,4.19355665418433,0.847,0.038,2.38290652941107e-185,"0","Heg1"
"Enpp2",1.06282746619364e-189,4.34344894448346,0.871,0.086,2.48074558884257e-185,"0","Enpp2"
"Crip1",1.65492962217085e-189,2.50083492479651,0.993,0.748,3.86277123110898e-185,"0","Crip1"
"A430107O13Rik",3.65214985890666e-189,3.89311821647221,0.85,0.031,8.52448298567403e-185,"0","A430107O13Rik"
"Pitx1",2.32391353752716e-188,3.66753299724731,0.839,0.02,5.42424658794216e-184,"0","Pitx1"
"Oat",2.79292658451772e-188,2.36664024361417,0.984,0.553,6.51896994092282e-184,"0","Oat"
"Crtap",1.94930358244745e-187,2.46010984368232,0.961,0.444,4.54986949179058e-183,"0","Crtap"
"Zfp36l1",2.24022543028995e-187,2.15562492226711,0.999,0.939,5.22891017683978e-183,"0","Zfp36l1"
"Col8a1",1.2946242927972e-186,5.0163638272042,0.826,0.022,3.02178256181794e-182,"0","Col8a1"
"Smoc2",1.32168752251397e-186,3.63357134876336,0.901,0.161,3.08495084629985e-182,"0","Smoc2"
"Thsd4",3.20631500520648e-186,3.77884651377612,0.871,0.081,7.48385985365244e-182,"0","Thsd4"
"Wfdc1",1.0147933440696e-185,5.03823510462752,0.82,0.019,2.36862914439285e-181,"0","Wfdc1"
"Antxr1",1.44168340044161e-185,3.25476179003825,0.901,0.12,3.36503322497076e-181,"0","Antxr1"
"Ifitm1",1.66806159997424e-185,4.67525019884177,0.835,0.042,3.89342258049987e-181,"0","Ifitm1"
"Hspg2",1.69668366850587e-184,3.11212808403527,0.833,0.025,3.96022935065956e-180,"0","Hspg2"
"Lama4",2.04263507746033e-184,3.92510119094957,0.82,0.018,4.76771453430015e-180,"0","Lama4"
