"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd209a",0,2.13406403541012,0.632,0.012,0,"0","Cd209a"
"Flt3",0,0.728568758397274,0.483,0.004,0,"0","Flt3"
"Clec9a",1.2209932262749e-305,0.508424339555151,0.333,0.001,2.84992028944825e-301,"0","Clec9a"
"Fgd2",6.03976644812431e-208,0.936370593139499,0.713,0.033,1.4097418866567e-203,"0","Fgd2"
"Upb1",1.06316141399754e-199,0.629474304519727,0.333,0.005,2.48152505641166e-195,"0","Upb1"
"Gatm",1.0435710997272e-185,0.500064073565844,0.356,0.007,2.43579930387326e-181,"0","Gatm"
"Kmo",1.58247532287593e-184,0.503414423618154,0.414,0.01,3.6936556511247e-180,"0","Kmo"
"Mycl1",1.52165630440535e-181,0.303633772150387,0.264,0.003,3.55169798011254e-177,"0","Mycl1"
"Aif1",1.06517457650286e-169,1.22147834219524,0.69,0.04,2.48622397901532e-165,"0","Aif1"
"Clec10a",6.22990588938616e-166,0.73620237979036,0.402,0.012,1.45412233364162e-161,"0","Clec10a"
"Ppfia4",1.32046097372286e-164,0.934340666993934,0.724,0.045,3.08208795876652e-160,"0","Ppfia4"
"Nccrp1",2.26972724408014e-163,0.343963050371202,0.264,0.004,5.29777036040746e-159,"0","Nccrp1"
"Pak1",1.93018735576411e-145,0.652074139360755,0.586,0.032,4.505250307089e-141,"0","Pak1"
"Ly86",5.35325253499668e-131,1.32111832071038,0.931,0.099,1.24950267419358e-126,"0","Ly86"
"Batf3",1.00161260448581e-127,0.853039791547415,0.517,0.029,2.33786398013034e-123,"0","Batf3"
"H2-DMb1",8.34755874846477e-119,1.98654845510664,0.954,0.141,1.94840368747916e-114,"0","H2-DMb1"
"Tnni2",1.9865900950745e-118,0.748836010669221,0.483,0.027,4.63689994091339e-114,"0","Tnni2"
"Cfp",2.85147694580881e-103,1.23402425752143,0.69,0.07,6.65563233921233e-99,"0","Cfp"
"H2-DMa",4.53261260982523e-102,1.76646948840618,0.92,0.149,1.05795710925931e-97,"0","H2-DMa"
"Clec12a",1.01831132449758e-98,0.832418331491562,0.69,0.068,2.37684046250981e-94,"0","Clec12a"
"Evi2a",3.48349076064164e-98,0.919931217328831,0.816,0.098,8.13081578441366e-94,"0","Evi2a"
"Kctd14",3.37991223148812e-96,0.340427554653267,0.322,0.014,7.88905313951642e-92,"0","Kctd14"
"Ptpro",3.38918696514268e-95,0.636053737020246,0.529,0.042,7.91070129533954e-91,"0","Ptpro"
"Plbd1",8.24950427499605e-95,1.36333968419598,0.736,0.089,1.92551679282683e-90,"0","Plbd1"
"Slamf8",2.95488549547661e-90,0.51438392374483,0.414,0.026,6.89699823499196e-86,"0","Slamf8"
"Amica1",1.21965175107336e-89,0.618096686211557,0.437,0.029,2.84678915218034e-85,"0","Amica1"
"Ciita",2.35060767598736e-89,0.434587695112148,0.345,0.018,5.48655337652209e-85,"0","Ciita"
"Rgs18",1.22428947339735e-88,0.508676806699316,0.402,0.025,2.85761405985677e-84,"0","Rgs18"
"Pld4",1.02883986061303e-87,1.24717782601474,0.897,0.135,2.40141511865689e-83,"0","Pld4"
"Clec4b1",1.21615737132249e-87,0.551103321943375,0.425,0.029,2.83863292040382e-83,"0","Clec4b1"
"Plekho1",3.10441962693505e-86,0.726729723665593,0.724,0.085,7.24602585122911e-82,"0","Plekho1"
"Ccr2",3.46146840235497e-85,1.22141813561507,0.793,0.108,8.07941339793673e-81,"0","Ccr2"
"Lmo1",1.87099984353285e-84,0.424163032677314,0.333,0.018,4.36710073479003e-80,"0","Lmo1"
"Rnase6",3.9086191573326e-84,1.17235883759362,0.759,0.1,9.12310797513002e-80,"0","Rnase6"
"Irf5",6.79013448060012e-81,0.848987073982689,0.828,0.117,1.58488528911687e-76,"0","Irf5"
"Pkib",1.63957982425571e-80,0.581793027587948,0.598,0.061,3.82694326779525e-76,"0","Pkib"
"Slamf7",3.18156985245294e-80,0.629510160626594,0.506,0.044,7.4261021926104e-76,"0","Slamf7"
"Rassf4",5.67663303143522e-79,0.793348552258688,0.759,0.102,1.3249829158673e-74,"0","Rassf4"
"Ms4a6c",2.87593756324626e-78,1.13660000847654,0.816,0.12,6.7127258663731e-74,"0","Ms4a6c"
"Ifi30",2.14004912984161e-77,1.37327932459561,0.954,0.195,4.9950886739633e-73,"0","Ifi30"
"Camk1d",3.21810303033789e-73,0.497956030464865,0.575,0.062,7.51137428311166e-69,"0","Camk1d"
