"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Il2rb",6.7634092849047e-135,7.06774584534151,0.949,0.006,1.57864736118961e-130,"0","Il2rb"
"Cd3e",1.37041144851891e-126,4.82436545824753,0.897,0.006,3.19867736198798e-122,"0","Cd3e"
"Thy1",4.79896822314496e-118,5.05810067811161,0.846,0.006,1.12012717296427e-113,"0","Thy1"
"Sh2d2a",1.00459486942728e-114,5.46040532523877,0.846,0.007,2.34482488473021e-110,"0","Sh2d2a"
"Cd226",5.12163740779349e-113,5.68778465656924,0.795,0.004,1.19544138735308e-108,"0","Cd226"
"Tbx21",2.72014350377717e-112,5.68885949741622,0.769,0.003,6.34908695216629e-108,"0","Tbx21"
"Skap1",3.05032929525806e-112,6.5319511977992,0.949,0.019,7.11977360806183e-108,"0","Skap1"
"Ms4a4b",3.04751097587605e-110,6.88671690432915,0.974,0.024,7.11319536879229e-106,"0","Ms4a4b"
"Cxcr6",4.5456169814648e-109,7.00965486415181,0.769,0.004,1.0609924596437e-104,"0","Cxcr6"
"Bcl11b",2.60864793726018e-108,5.29850229038564,0.744,0.003,6.08884515035898e-104,"0","Bcl11b"
"Nkg7",3.21572575404974e-108,7.65467322779829,0.923,0.019,7.50582548252749e-104,"0","Nkg7"
"Xcl1",9.88605226372359e-108,5.46819559045832,0.718,0.001,2.30750345887572e-103,"0","Xcl1"
"Ctsw",1.94964118724297e-106,6.29261806340501,0.872,0.015,4.55065749514382e-102,"0","Ctsw"
"Cd3g",2.77794884821045e-106,6.86330390074899,0.897,0.018,6.484010406608e-102,"0","Cd3g"
"Cd3d",3.16596132115527e-102,6.25723213970487,0.897,0.021,7.38967031970852e-98,"0","Cd3d"
"Fasl",1.32008535062056e-99,6.24626548681788,0.667,0.001,3.08121121688346e-95,"0","Fasl"
"Ccl5",1.58133090926476e-92,6.56719079575154,0.923,0.033,3.69098447531488e-88,"0","Ccl5"
"Lat",2.49385752202979e-92,5.98964926537055,0.821,0.019,5.82091284216974e-88,"0","Lat"
"Gimap7",1.56310421790331e-88,4.21204991705239,0.821,0.021,3.64844155500813e-84,"0","Gimap7"
"Itk",4.15733395071659e-88,3.70647095811695,0.641,0.004,9.70363317436759e-84,"0","Itk"
"Cxcr3",2.95257351218331e-87,6.52419435884539,0.718,0.012,6.89160183478707e-83,"0","Cxcr3"
"Cd160",1.83782476274881e-86,6.1175567716151,0.744,0.015,4.289666778732e-82,"0","Cd160"
"Hcst",3.53566872402538e-82,3.92974730421468,0.923,0.041,8.25260436874763e-78,"0","Hcst"
"Txk",5.04879246002116e-80,5.11069179326661,0.564,0.003,1.17843864809354e-75,"0","Txk"
"Gimap3",3.4354797648569e-79,3.64146371607892,0.974,0.053,8.01875331915249e-75,"0","Gimap3"
"Klrb1c",9.90925349059525e-77,6.09729744730547,0.564,0.004,2.31291885723984e-72,"0","Klrb1c"
"Cd247",1.56922065462252e-75,5.59598388624349,0.641,0.012,3.66271792995442e-71,"0","Cd247"
"Lck",1.87509173020076e-74,4.94993104534608,0.974,0.067,4.37665160746159e-70,"0","Lck"
"Cd2",1.03557051028717e-73,3.42433069076278,0.897,0.046,2.41712512806129e-69,"0","Cd2"
"Fam189b",1.55455218393564e-72,4.49091150935393,0.744,0.025,3.62848025252418e-68,"0","Fam189b"
"Cd40lg",2.36053953199818e-71,3.93661695024018,0.462,0,5.50973532163696e-67,"0","Cd40lg"
"Dusp2",9.87769724184298e-71,4.11101580134879,0.949,0.064,2.30555331321857e-66,"0","Dusp2"
"Sept1",3.2828082806382e-68,3.36998348047894,1,0.08,7.66240280783763e-64,"0","Sept1"
"Podnl1",2.12446468360719e-67,5.68268580370941,0.436,0,4.95871301800753e-63,"0","Podnl1"
"Ms4a6b",4.18892382060406e-64,3.70197587793489,0.846,0.052,9.77736708967193e-60,"0","Ms4a6b"
"Ptpn7",1.51797148941259e-63,4.18396609500933,0.667,0.024,3.54309725343793e-59,"0","Ptpn7"
"Ifng",1.86726130416529e-63,5.49508266967477,0.41,0,4.35837461005221e-59,"0","Ifng"
"Cd28",3.98026561097167e-62,5.3077461001323,0.487,0.006,9.29033796256898e-58,"0","Cd28"
"Kbtbd11",4.06566222295836e-62,3.43673593193389,0.59,0.015,9.48966219460711e-58,"0","Kbtbd11"
"Rasal3",1.55983910648118e-61,3.58580499423423,0.769,0.041,3.64082045843772e-57,"0","Rasal3"
"Tbc1d10c",8.1641502491334e-60,2.9319365699394,0.846,0.056,1.90559430965023e-55,"0","Tbc1d10c"
"Gzmb",3.13649784653354e-58,7.49027145401801,0.462,0.006,7.32089962359393e-54,"0","Gzmb"
"Tesc",3.56902323475896e-58,4.59504726860595,0.462,0.006,8.33045713225089e-54,"0","Tesc"
"Ptpn22",8.78595619925028e-58,3.42745767134726,0.692,0.033,2.05073003646701e-53,"0","Ptpn22"
"Slamf7",3.53273904352153e-57,3.82823057995016,0.564,0.016,8.24576620148361e-53,"0","Slamf7"
"Klrb1f",5.77773797767414e-57,4.34831806011419,0.436,0.004,1.34858182136892e-52,"0","Klrb1f"
"Ptprcap",6.94203511502774e-57,3.23744078703572,0.949,0.093,1.62034041619862e-52,"0","Ptprcap"
"Epsti1",1.85222478210819e-56,3.26166823007049,0.846,0.062,4.32327786391873e-52,"0","Epsti1"
"Apol7e",1.03090545876838e-55,4.56365570601835,0.385,0.001,2.40623643131128e-51,"0","Apol7e"
"Pstpip1",2.51903683348036e-53,3.06316324040186,0.59,0.022,5.8796838730265e-49,"0","Pstpip1"
"Cd7",6.65038214479261e-53,4.68254957513745,0.462,0.009,1.55226569641604e-48,"0","Cd7"
"Cd96",7.01883830126537e-52,5.18470707185625,0.436,0.007,1.63826704789835e-47,"0","Cd96"
"Art2b",9.32403912278106e-52,4.97187812335557,0.436,0.007,2.17632397164833e-47,"0","Art2b"
"Folr4",1.10341880576516e-51,5.03016170388767,0.333,0,2.57548983453645e-47,"0","Folr4"
"Cst7",5.29491976287057e-51,5.1567661342257,0.462,0.01,1.23588722185162e-46,"0","Cst7"
"Cd5",6.06036648558326e-51,5.11068106488815,0.513,0.016,1.41455014139999e-46,"0","Cd5"
"Mmp9",2.13743028490274e-50,4.08837432036973,0.462,0.01,4.98897602799148e-46,"0","Mmp9"
"Spn",8.66595050578927e-50,2.45204995847114,0.538,0.019,2.02271950755627e-45,"0","Spn"
"1810011H11Rik",1.65698316597577e-48,4.35896259181469,0.487,0.015,3.86756440770405e-44,"0","1810011H11Rik"
"Ubash3a",1.65927293838374e-48,4.64434004261401,0.359,0.003,3.87290896548149e-44,"0","Ubash3a"
"Padi2",2.00104545836634e-48,3.96770281121296,0.513,0.018,4.67064020437288e-44,"0","Padi2"
"Sh2d1a",4.33122116670904e-48,4.56486763300854,0.41,0.007,1.01095033252156e-43,"0","Sh2d1a"
"Cd6",4.88231107186652e-48,5.12340579665506,0.41,0.007,1.13958022728436e-43,"0","Cd6"
"Itgb7",4.97792651484371e-48,3.72321770820248,0.769,0.065,1.16189782782967e-43,"0","Itgb7"
"Bcl2",6.47642022888942e-48,3.25818740885546,0.897,0.105,1.51166124562508e-43,"0","Bcl2"
"Themis",6.55201115175128e-48,4.35204859834251,0.333,0.001,1.52930492293027e-43,"0","Themis"
"Itgal",1.36092272671682e-47,2.54359273915711,0.923,0.101,3.17652973642973e-43,"0","Itgal"
"Gata3",1.95185300456331e-47,5.50942584983705,0.641,0.041,4.55582009795121e-43,"0","Gata3"
"Runx3",2.43328353984921e-47,3.52627834956518,0.59,0.03,5.67952711036203e-43,"0","Runx3"
"Ltb",5.58921510496576e-47,2.392549108862,0.821,0.074,1.30457869765006e-42,"0","Ltb"
"Tmem154",6.96208238644673e-47,3.33855859843767,0.487,0.016,1.62501964982053e-42,"0","Tmem154"
"Icos",1.32273484816245e-46,3.51768447000082,0.462,0.013,3.08739540909599e-42,"0","Icos"
"Tnfrsf18",1.34726965330678e-46,4.60023740888813,0.641,0.041,3.14466209778336e-42,"0","Tnfrsf18"
"Evl",1.47726135652075e-46,2.27027975389412,0.744,0.055,3.44807573225509e-42,"0","Evl"
"Abcb9",3.71686745249742e-45,4.28378332017244,0.538,0.025,8.67554032087424e-41,"0","Abcb9"
"Tespa1",9.71123801625147e-45,3.09600557282169,0.487,0.018,2.26670006537326e-40,"0","Tespa1"
"Def6",2.4011678668894e-44,2.59503652202308,0.59,0.033,5.60456591810655e-40,"0","Def6"
"Inpp4b",2.75022429461429e-44,3.72057148495872,0.615,0.039,6.4192985260592e-40,"0","Inpp4b"
"Atp8a2",3.95768417265043e-44,3.82661827562802,0.385,0.007,9.23763062738336e-40,"0","Atp8a2"
"Cytip",4.39819020115145e-44,2.09973351393238,0.795,0.073,1.02658157485076e-39,"0","Cytip"
"Sept6",4.65530052817794e-44,3.30940458995968,0.718,0.062,1.08659369628201e-39,"0","Sept6"
"Sytl3",6.57698562565847e-44,3.21104684085762,0.385,0.007,1.53513421488494e-39,"0","Sytl3"
"Ccdc136",6.94989957614936e-44,3.42048525590313,0.282,0,1.62217606006902e-39,"0","Ccdc136"
"Dock10",1.35375761574283e-43,2.82123557927363,0.795,0.079,3.15980565090533e-39,"0","Dock10"
"Itgb2",2.11717916837123e-43,3.27712040787253,0.949,0.15,4.94170789689528e-39,"0","Itgb2"
"Fgl2",2.44766719247174e-43,3.78694326493262,0.692,0.058,5.7130999939483e-39,"0","Fgl2"
"Cd4",3.75210824350937e-43,4.64756630196678,0.538,0.028,8.75779585117523e-39,"0","Cd4"
"Il12rb2",6.52895899955668e-43,3.79523311328954,0.538,0.028,1.52392432008653e-38,"0","Il12rb2"
"Stat4",1.24847727572465e-42,3.19937155774846,0.513,0.024,2.91407080926891e-38,"0","Stat4"
"Rinl",4.43996562513325e-42,2.3429020425422,0.692,0.053,1.03633237656235e-37,"0","Rinl"
"Zcchc18",5.65729094509404e-42,4.39958745723221,0.385,0.009,1.3204682794944e-37,"0","Zcchc18"
"Osbpl3",6.45632583447554e-42,4.15560288108435,0.41,0.012,1.50697101302494e-37,"0","Osbpl3"
"Atp2a3",1.06286497944995e-41,3.02219081879882,0.667,0.052,2.48083314853413e-37,"0","Atp2a3"
