"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Chodl",8.59889071715029e-180,4.85609582254234,0.939,0.027,2.00706708229005e-175,"0","Chodl"
"Des",1.22656471518328e-162,4.28936010672515,0.913,0.1,2.86292470170929e-158,"0","Des"
"Cd82",3.35332383173131e-160,3.40035804599129,0.952,0.244,7.82699315564404e-156,"0","Cd82"
"Sdc4",6.96746424928428e-154,2.82796065634593,0.996,0.758,1.62627583042545e-149,"0","Sdc4"
"Asb5",1.490983824887e-151,5.38246891444363,0.844,0.04,3.48010534566874e-147,"0","Asb5"
"Crlf1",1.8052969867104e-148,3.09824517923543,0.915,0.164,4.21374369668073e-144,"0","Crlf1"
"Fam132b",2.29493433225623e-132,5.02863846509332,0.77,0.033,5.35660622491926e-128,"0","Fam132b"
"Gpx3",1.15570229480284e-131,2.02797619201523,0.978,0.613,2.69752472629932e-127,"0","Gpx3"
"Ncam1",2.1390744975072e-130,3.05728815361856,0.87,0.151,4.99281378463155e-126,"0","Ncam1"
"Musk",2.06877117484595e-129,3.00242503499772,0.878,0.193,4.82871879920793e-125,"0","Musk"
"Runx1",5.40497863555686e-119,2.77742475766269,0.883,0.267,1.26157606332533e-114,"0","Runx1"
"Cd63",4.80358813930841e-112,1.41210246356531,0.978,0.653,1.12120550759598e-107,"0","Cd63"
"Arl4d",8.91158917095253e-110,2.60317116288996,0.826,0.213,2.08005402839203e-105,"0","Arl4d"
"Chrdl2",9.45255383510363e-108,4.34288110245986,0.665,0.022,2.20632059065154e-103,"0","Chrdl2"
"Myf5",5.40374785947615e-107,4.82705378711399,0.656,0.016,1.26128878788033e-102,"0","Myf5"
"Cnn3",1.94494862861835e-103,1.56118123355667,0.954,0.669,4.53970459405808e-99,"0","Cnn3"
"Pdlim4",5.01503711755063e-100,2.12567677147115,0.87,0.395,1.17055981360749e-95,"0","Pdlim4"
"Gnas",5.10357170858505e-100,1.40440881107858,0.987,0.936,1.19122467250084e-95,"0","Gnas"
"Myl12a",1.28638151562928e-99,1.1154232949475,0.98,0.927,3.0025430956303e-95,"0","Myl12a"
"Fgfr4",1.12744787755522e-98,4.71923391945424,0.62,0.018,2.63157609100163e-94,"0","Fgfr4"
"Vcam1",2.43975208485287e-96,2.73299762702615,0.813,0.235,5.69462534125509e-92,"0","Vcam1"
"Pdpn",2.00620473772957e-95,1.81367795845735,0.956,0.493,4.6826824783346e-91,"0","Pdpn"
"Tnfrsf12a",3.3327340374118e-94,1.82768543758096,0.906,0.567,7.77893451672289e-90,"0","Tnfrsf12a"
"Flnc",2.04875819220116e-92,2.57503656960987,0.789,0.204,4.78200649641674e-88,"0","Flnc"
"Akap2",2.29974256993081e-92,1.78288610874539,0.915,0.418,5.36782913247551e-88,"0","Akap2"
"Eef1a1",4.42228032328686e-92,0.742484356196922,0.998,1,1.03220445025839e-87,"0","Eef1a1"
"Cdh15",3.42893117661521e-88,5.45466336653041,0.559,0.011,8.00346825933757e-84,"0","Cdh15"
"Rpl4",1.75385599609109e-87,0.9304375546897,0.993,0.94,4.09367528047621e-83,"0","Rpl4"
