"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tcf7",1.57055130580502e-34,2.37252936654895,0.969,0.292,3.66582380287949e-30,"0","Tcf7"
"Satb1",7.10516583203646e-32,2.16115388680162,0.98,0.514,1.65841675685563e-27,"0","Satb1"
"Ccr9",3.58772859906933e-24,3.36877446584897,0.771,0.139,8.37411732308771e-20,"0","Ccr9"
"Lat",1.59945930688625e-23,1.55494700981357,0.926,0.486,3.73329796820319e-19,"0","Lat"
"Lck",5.41814776420942e-23,1.28115955947449,0.975,0.569,1.26464986964412e-18,"0","Lck"
"Cd8b1",2.32823498442325e-21,2.12938352035499,0.757,0.125,5.43433327714231e-17,"0","Cd8b1"
"Cd8a",1.01337073926736e-20,2.40695729280664,0.722,0.111,2.36530864252395e-16,"0","Cd8a"
"Cd4",4.22059063257938e-20,2.57944576286261,0.738,0.167,9.85128059550354e-16,"0","Cd4"
"Bcl11b",9.71394052892855e-19,2.20075455379243,0.806,0.319,2.26733085885721e-14,"0","Bcl11b"
"Ldhb",2.24462062322452e-18,2.16856243052747,0.72,0.167,5.23916899666834e-14,"0","Ldhb"
"Ramp1",2.78072082956943e-18,1.79264576247892,0.754,0.194,6.49048048829801e-14,"0","Ramp1"
"Cd27",3.79139311950849e-18,1.90550643460184,0.804,0.319,8.84949068024476e-14,"0","Cd27"
"Dntt",1.02750612255891e-15,2.41540714069686,0.624,0.111,2.39830204066474e-11,"0","Dntt"
"Themis",1.1404647116994e-15,2.3843977446947,0.619,0.083,2.66195868357757e-11,"0","Themis"
"Smc4",9.90049374424226e-15,1.49738707496736,0.742,0.292,2.31087424484358e-10,"0","Smc4"
"Nsg2",1.63308418324216e-14,1.42015690298459,0.585,0.056,3.81178179210551e-10,"0","Nsg2"
"Sh2d1a",4.33226132549938e-14,2.29526173206049,0.601,0.125,1.01119311598481e-09,"0","Sh2d1a"
"Sox4",6.23738019375687e-14,2.35515756721953,0.614,0.139,1.45586691102479e-09,"0","Sox4"
"Lef1",7.453750659512e-14,1.73893684877879,0.677,0.194,1.7397799414367e-09,"0","Lef1"
"Rag1",3.55012924452578e-13,2.58937815892935,0.536,0.069,8.28635666964761e-09,"0","Rag1"
"Sept1",5.69468234228907e-13,1.0314477393068,0.906,0.611,1.32919580551369e-08,"0","Sept1"
"Stmn1",6.16834079341664e-13,2.78450710169091,0.582,0.153,1.43975242459138e-08,"0","Stmn1"
"Camk4",7.56245845499986e-13,1.74726265053555,0.659,0.194,1.76515342798152e-08,"0","Camk4"
