"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dcn",0,3.88759335330081,1,0.72,0,"0","Dcn"
"Col1a1",0,3.65824434181516,1,0.609,0,"0","Col1a1"
"Col1a2",0,3.62598969464203,1,0.751,0,"0","Col1a2"
"Col3a1",0,3.48236389874325,1,0.532,0,"0","Col3a1"
"Sparc",0,3.24425798627222,1,0.783,0,"0","Sparc"
"Mgp",0,3.22283548723073,0.999,0.604,0,"0","Mgp"
"Serpinh1",0,2.95750736324343,0.999,0.456,0,"0","Serpinh1"
"Bgn",0,2.76822058282746,0.998,0.392,0,"0","Bgn"
"Plac9",0,2.67069345833529,0.999,0.337,0,"0","Plac9"
"Nbl1",0,2.6666144823884,0.999,0.413,0,"0","Nbl1"
"Serping1",0,2.61577405414704,0.999,0.329,0,"0","Serping1"
"Lgals1",0,2.56844443033099,0.999,0.405,0,"0","Lgals1"
"Fbln1",0,2.45750991959999,0.943,0.245,0,"0","Fbln1"
"Gadd45g",0,2.4114568782785,0.971,0.522,0,"0","Gadd45g"
"Htra1",0,2.38571047084977,0.981,0.249,0,"0","Htra1"
"Col6a1",0,2.24046037555938,0.987,0.227,0,"0","Col6a1"
"Igfbp6",0,2.16236756881513,0.922,0.166,0,"0","Igfbp6"
"Rcn3",0,2.15284819920224,0.98,0.197,0,"0","Rcn3"
"Ppic",0,2.14245866234068,0.949,0.278,0,"0","Ppic"
"Rarres2",0,2.13402359085775,0.986,0.144,0,"0","Rarres2"
"Pcolce",0,2.1332618867387,0.978,0.207,0,"0","Pcolce"
"Mmp2",0,2.11964444277186,0.942,0.256,0,"0","Mmp2"
"Tuba1a",0,2.11121636866157,0.983,0.258,0,"0","Tuba1a"
"Timp2",0,2.08856795575038,1,0.717,0,"0","Timp2"
"Cebpd",0,2.01851273597049,0.968,0.451,0,"0","Cebpd"
"Socs3",0,2.0118410775957,0.961,0.412,0,"0","Socs3"
"Csrp2",0,1.98351324572775,0.983,0.648,0,"0","Csrp2"
"Plac8",0,1.9404516059498,0.979,0.127,0,"0","Plac8"
"Cygb",0,1.92295967704512,0.96,0.131,0,"0","Cygb"
