"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rarres2",4.26487776962559e-288,3.71692106890831,0.943,0.063,9.95465120208309e-284,"0","Rarres2"
"Loxl1",3.12733112059533e-285,5.05829639383621,0.894,0.036,7.29950356858157e-281,"0","Loxl1"
"Fxyd1",9.76718915321628e-272,2.84428938279796,0.929,0.062,2.27975962025221e-267,"0","Fxyd1"
"Sod3",1.34298983706682e-266,4.63282366958108,0.934,0.096,3.13467257869766e-262,"0","Sod3"
"Crispld2",2.62564590156324e-264,4.78038590802459,0.882,0.057,6.12852009883875e-260,"0","Crispld2"
"Col1a1",4.73379335987736e-254,5.74975084483042,0.896,0.085,1.10491470812898e-249,"0","Col1a1"
"Col1a2",1.10623685240785e-253,5.6568168699018,0.965,0.16,2.58206743720516e-249,"0","Col1a2"
"Pdgfra",2.05758359406075e-246,4.75413658148109,0.797,0.031,4.8026058668972e-242,"0","Pdgfra"
"Ogn",4.11988925232764e-246,4.37062300650041,0.884,0.09,9.61623350385794e-242,"0","Ogn"
"Ms4a4d",3.63416838438719e-243,5.67200266401936,0.792,0.035,8.48251242599814e-239,"0","Ms4a4d"
"Tcf21",8.09845856619345e-240,4.30646826623695,0.752,0.015,1.89026121393521e-235,"0","Tcf21"
"Pcolce",1.74837638844075e-239,4.61786219846957,0.898,0.116,4.08088532825954e-235,"0","Pcolce"
"Plxdc2",1.65011800451517e-238,4.63084965195343,0.87,0.089,3.85154043433886e-234,"0","Plxdc2"
"Col6a1",6.49385662267681e-237,4.50043308729454,0.908,0.119,1.51573107429899e-232,"0","Col6a1"
"Pcolce2",1.10284054638059e-236,3.98172296622633,0.894,0.107,2.57414011930693e-232,"0","Pcolce2"
"Serping1",3.79512664037742e-234,4.15468136457932,0.983,0.262,8.85820509130494e-230,"0","Serping1"
"Bgn",3.2296043777421e-231,3.32123513387677,0.991,0.259,7.53821957808784e-227,"0","Bgn"
"Atp1a2",5.44719534329549e-231,4.45250039440064,0.775,0.037,1.2714298650786e-226,"0","Atp1a2"
"Clec3b",3.48664347745361e-230,5.03975988835023,0.813,0.063,8.13817454072446e-226,"0","Clec3b"
"Ednra",1.04727445620583e-228,5.06847922330995,0.7,0.007,2.44444330823002e-224,"0","Ednra"
