"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Lilrb4",3.28610993383446e-84,4.90036884701418,0.892,0.015,7.670109196563e-80,"0","Lilrb4"
"Fcgr4",3.53501930684849e-83,6.36515473154976,0.784,0.004,8.25108856411507e-79,"0","Fcgr4"
"Slamf9",8.06528564055223e-81,5.8675716668416,0.892,0.019,1.8825183213613e-76,"0","Slamf9"
"Lilra5",4.70187511145829e-80,6.53383254998576,0.757,0.004,1.09746466976548e-75,"0","Lilra5"
"Bcl2a1b",6.72757238432037e-80,4.82557849170794,0.838,0.012,1.57028267022422e-75,"0","Bcl2a1b"
"Ms4a7",2.01155020716426e-76,6.11364063051162,0.703,0.002,4.69515933854211e-72,"0","Ms4a7"
"Bcl2a1d",3.29428328220261e-76,4.51468400245088,0.703,0.002,7.68918660898911e-72,"0","Bcl2a1d"
"Cybb",9.36988101068759e-76,5.26473780913871,0.919,0.029,2.18702392670459e-71,"0","Cybb"
"Lst1",7.29156708993305e-75,4.66577977772074,0.811,0.015,1.70192467446127e-70,"0","Lst1"
"Sfpi1",3.11738834376564e-74,5.94570303570027,0.973,0.041,7.27629613318337e-70,"0","Sfpi1"
"Basp1",1.16350255184167e-72,4.80837723702628,0.865,0.025,2.71573130625363e-68,"0","Basp1"
"Emr1",1.79806920870757e-71,7.12241663169559,0.811,0.019,4.19687334004433e-67,"0","Emr1"
"A430084P05Rik",2.48211524381849e-71,6.18608129570347,0.703,0.006,5.79350519059673e-67,"0","A430084P05Rik"
"Mgl2",4.51978384010132e-71,6.99638578915691,0.757,0.012,1.05496274611805e-66,"0","Mgl2"
"Klra2",1.1489534773502e-70,5.89550216009411,0.676,0.004,2.6817723114831e-66,"0","Klra2"
"Gp49a",1.40841207967343e-70,3.50571173795489,0.703,0.006,3.28737463516575e-66,"0","Gp49a"
"Fyb",2.23378441339714e-70,3.04207919874941,0.919,0.033,5.21387619931027e-66,"0","Fyb"
"Ms4a6c",2.85802324147663e-69,4.69117028852169,0.811,0.021,6.67091204793061e-65,"0","Ms4a6c"
"Gpr65",3.93269732770182e-69,5.14736216349552,0.73,0.01,9.17930883258882e-65,"0","Gpr65"
"Gm11428",5.1010068154016e-68,3.11617694997021,0.757,0.015,1.19062600078289e-63,"0","Gm11428"
"Aif1",1.14946150028164e-67,4.30263590981772,0.838,0.027,2.68295808780738e-63,"0","Aif1"
"Cd300ld",1.6801366140887e-67,4.40574542379204,0.676,0.006,3.92160687094443e-63,"0","Cd300ld"
"Slamf7",4.59898122155196e-67,5.39519572091417,0.622,0.002,1.07344820692244e-62,"0","Slamf7"
"Hck",3.85372467448507e-66,5.04126267051117,0.784,0.021,8.9949787627156e-62,"0","Hck"
"Il10ra",4.19888973131488e-66,5.15816396686374,0.784,0.021,9.80062852186206e-62,"0","Il10ra"
"Csf2ra",8.99878246807146e-65,4.78586997309936,0.811,0.027,2.10040581587256e-60,"0","Csf2ra"
"Mmp13",8.52297920405332e-64,6.88490081638821,0.568,0,1.98934857601809e-59,"0","Mmp13"
"Arrb2",2.36076316050983e-63,2.80345049404041,0.784,0.023,5.51025729294599e-59,"0","Arrb2"
"Mpeg1",1.93297951432457e-62,5.94759174071626,0.865,0.041,4.51176748438498e-58,"0","Mpeg1"
"AI607873",1.31651121716116e-61,4.03303247977084,0.865,0.039,3.07286883197586e-57,"0","AI607873"
