"","tSNE_1","tSNE_2"
"B16.D041914.3_8_M.1.1",28.4702341530963,-9.57199873562715
"C18.D041914.3_8_M.1.1",33.9584229873925,-2.93577230161693
"D22.D041914.3_8_M.1.1",35.9657461853446,-1.64449457771588
"C19.D041914.3_8_M.1.1",37.7628417502459,-1.91445879327566
"B17.D041914.3_8_M.1.1",38.9448573709938,-1.618676660107
"B18.D041914.3_8_M.1.1",50.8004924657431,-0.451194437819871
"C20.D041914.3_8_M.1.1",33.1743688370358,-2.72266168476195
"A15.D041914.3_8_M.1.1",33.0513443685912,-2.63427854267726
"B19.D041914.3_8_M.1.1",31.1545813261171,-4.90360036180396
"C21.D041914.3_8_M.1.1",41.3474375151768,0.830224944954142
"A16.D041914.3_8_M.1.1",27.8511082499591,-9.18183384733923
"B20.D041914.3_8_M.1.1",30.5627826564103,-5.15668912714137
"C22.D041914.3_8_M.1.1",30.696071780404,-5.11334875435243
"A17.D041914.3_8_M.1.1",32.6920192856805,-4.54769136825438
"A18.D041914.3_8_M.1.1",33.3809628335692,-2.31277173178835
"B21.D041914.3_8_M.1.1",41.7422621050171,0.289781318320427
"B22.D041914.3_8_M.1.1",40.6798764483724,-2.27300849092038
"A20.D041914.3_8_M.1.1",33.5084052716566,-2.65312864496998
"A21.D041914.3_8_M.1.1",35.0494356712696,-8.3581350490994
"A22.D041914.3_8_M.1.1",32.7628431728553,-3.7352273850424
"E15.D041914.3_8_M.1.1",33.97688159316,-1.65157839737109
"E17.D041914.3_8_M.1.1",33.3614946408651,-1.78428319993659
"E18.D041914.3_8_M.1.1",33.3046753468453,-1.45459655573307
"D16.D041914.3_8_M.1.1",34.2655221713463,-4.04566198654601
"E19.D041914.3_8_M.1.1",31.2916660870428,-4.32061893565315
"D17.D041914.3_8_M.1.1",34.6517793493149,-3.46970478131556
"D18.D041914.3_8_M.1.1",45.0655906152241,0.790367442366282
"E22.D041914.3_8_M.1.1",31.8934980112453,-4.51996743339822
"E21.D041914.3_8_M.1.1",33.8571675312236,-2.02754982681743
"C15.D041914.3_8_M.1.1",40.1896278106899,-0.961281120887763
"D19.D041914.3_8_M.1.1",38.6382529195729,0.277038623654492
"C16.D041914.3_8_M.1.1",31.08820755103,-6.78234216210262
"D20.D041914.3_8_M.1.1",48.6932090012601,0.135028072713654
"B15.D041914.3_8_M.1.1",29.0456293431154,-8.79914353941559
"O17.D041914.3_8_M.1.1",33.6395808945045,-1.98965753319553
"P22.D041914.3_8_M.1.1",29.5061872443945,-8.74000003458563
"C17.D041914.3_8_M.1.1",31.428619347939,-4.5867914302904
"D21.D041914.3_8_M.1.1",40.0290397726327,-6.20411892432425
"H19.D041914.3_8_M.1.1",47.0625553638917,2.56139248322519
"H20.D041914.3_8_M.1.1",39.0089826440879,-1.56841697558659
"N15.D041914.3_8_M.1.1",40.4649963396962,0.301595099374502
"O18.D041914.3_8_M.1.1",35.8045373301629,-6.97537441854061
"H21.D041914.3_8_M.1.1",46.3353786925147,1.3397657121106
"N16.D041914.3_8_M.1.1",32.9789623853666,-4.57083669529892
"O20.D041914.3_8_M.1.1",35.422285269917,-3.73752666346337
"H22.D041914.3_8_M.1.1",31.3825334442407,-6.92173001106446
"G15.D041914.3_8_M.1.1",37.6900541963206,-1.80767913835762
"O22.D041914.3_8_M.1.1",32.4812279922493,-3.75132999777111
"G16.D041914.3_8_M.1.1",32.0531442939673,-4.91006377392636
"M15.D041914.3_8_M.1.1",40.0897948965638,-2.5131597773799
"M16.D041914.3_8_M.1.1",34.632215973715,-9.78234002960965
"N19.D041914.3_8_M.1.1",40.5323218560739,-2.19612883488371
"N18.D041914.3_8_M.1.1",38.7465861423885,-1.60366409136279
"M17.D041914.3_8_M.1.1",42.0021454682513,0.432711922482746
"N21.D041914.3_8_M.1.1",33.0699928901859,-1.20653698815869
"G17.D041914.3_8_M.1.1",42.5911340883994,-5.4618490007486
"G19.D041914.3_8_M.1.1",37.2621006415672,-2.89119916802326
"G18.D041914.3_8_M.1.1",32.9973153972948,-3.30645275689286
"L15.D041914.3_8_M.1.1",34.6092826096481,-3.49002282656753
"M18.D041914.3_8_M.1.1",39.3127243921952,-0.237250544557241
"N22.D041914.3_8_M.1.1",35.5286774959901,-7.35397261483159
"L16.D041914.3_8_M.1.1",38.3152407617016,-1.72252574332874
"F15.D041914.3_8_M.1.1",34.9550112023886,-3.332816717796
"G20.D041914.3_8_M.1.1",35.4393320500168,-7.93111618353451
"K15.D041914.3_8_M.1.1",43.886506806715,0.717481493906
"L17.D041914.3_8_M.1.1",49.2621081970387,-0.659911427373464
"M20.D041914.3_8_M.1.1",38.982819744791,-1.94900511665204
"M19.D041914.3_8_M.1.1",40.2424320827848,0.258274408339963
"L18.D041914.3_8_M.1.1",42.0183262376125,0.955059731910043
"M21.D041914.3_8_M.1.1",47.3964561274522,2.80531331809755
"F16.D041914.3_8_M.1.1",33.3724813672427,-2.47613473708087
"G21.D041914.3_8_M.1.1",32.7718827803969,-3.74747010621155
"F18.D041914.3_8_M.1.1",46.3589730740748,0.903850749121827
"F17.D041914.3_8_M.1.1",34.1680291189059,-3.56671279520694
"G22.D041914.3_8_M.1.1",34.1325433801353,-5.13706812599444
"K17.D041914.3_8_M.1.1",39.883223290781,-3.61317073449974
"L19.D041914.3_8_M.1.1",41.2376658755406,0.635504481725258
"M22.D041914.3_8_M.1.1",39.045810552258,0.272172419865756
"F19.D041914.3_8_M.1.1",35.8588509181072,-9.31202532354465
"J16.D041914.3_8_M.1.1",38.956137283487,-1.62808933464994
"K19.D041914.3_8_M.1.1",49.2802036284022,-2.56293213222493
"L21.D041914.3_8_M.1.1",37.3431940279703,-4.27814786014384
"K18.D041914.3_8_M.1.1",38.7140691278248,-1.75103996378268
"L20.D041914.3_8_M.1.1",34.2343674779551,-3.68713559022567
"F20.D041914.3_8_M.1.1",27.6752978575538,-9.88262826546295
"J18.D041914.3_8_M.1.1",35.1608528477259,-8.30395871936099
"K20.D041914.3_8_M.1.1",44.384540139382,-0.287930417202774
"L22.D041914.3_8_M.1.1",38.5528591436802,-4.31495881129728
"I15.D041914.3_8_M.1.1",40.007885872284,-2.62304455444839
"J19.D041914.3_8_M.1.1",51.0041451777468,0.175956703610432
"K21.D041914.3_8_M.1.1",50.2213779798545,-0.51760590098933
"F21.D041914.3_8_M.1.1",42.5082528935773,0.880164251411166
"I16.D041914.3_8_M.1.1",37.6615522013799,-4.37322814016192
"J20.D041914.3_8_M.1.1",34.6826392391291,-3.56583995733059
"K22.D041914.3_8_M.1.1",38.7187774633895,-3.84097500962155
"F22.D041914.3_8_M.1.1",31.3249852005018,-4.78575560803038
"P15.D041914.3_8_M.1.1",32.716171407019,-3.87937673456511
"I17.D041914.3_8_M.1.1",40.9074862992419,-5.49061295431045
"J21.D041914.3_8_M.1.1",33.6179666296048,-1.06956365493385
"I19.D041914.3_8_M.1.1",49.1835686024283,-3.91941238344803
"I18.D041914.3_8_M.1.1",40.334371955926,0.0623269100380483
"J22.D041914.3_8_M.1.1",35.0763009244748,-6.87569248942929
"P16.D041914.3_8_M.1.1",32.7898141781353,-1.07936509257245
"I20.D041914.3_8_M.1.1",43.5338172236466,-1.86955245515221
"P17.D041914.3_8_M.1.1",31.9871749197331,-6.00128879531378
"P18.D041914.3_8_M.1.1",50.0661627305313,-3.04269702847794
"H15.D041914.3_8_M.1.1",37.8183167259166,-4.04752415767948
"I21.D041914.3_8_M.1.1",37.3386320100517,-4.26866569277344
"P19.D041914.3_8_M.1.1",30.7958777779802,-7.90715561759653
"O15.D041914.3_8_M.1.1",34.1763758761724,-3.66246619149706
"P20.D041914.3_8_M.1.1",31.3365872608465,-4.80580490477695
"H16.D041914.3_8_M.1.1",37.3569394233199,-1.99545379314921
"I22.D041914.3_8_M.1.1",33.1546691163066,-2.35193467621622
"O16.D041914.3_8_M.1.1",33.0765288117712,-1.23774858587531
"P21.D041914.3_8_M.1.1",39.8461298331002,-2.23624581065599
"H18.D041914.3_8_M.1.1",43.1639651521751,0.196958783836847
"G18.D042253.3_9_M.1.1",51.2519642251693,-0.00388001551530903
"H20.D042253.3_9_M.1.1",46.6802501549192,-3.43689476114353
"F15.D042253.3_9_M.1.1",46.718739627993,-2.88441986483278
"G19.D042253.3_9_M.1.1",46.7008168133745,-2.10814401088842
"H21.D042253.3_9_M.1.1",40.3731395313127,-0.670517694762849
"F16.D042253.3_9_M.1.1",46.5692153975526,-4.17074910821926
"G20.D042253.3_9_M.1.1",38.3018981730232,-7.08894440409581
"H22.D042253.3_9_M.1.1",39.2050398400051,-4.70488519285712
"E14.D042253.3_9_M.1.1",-4.82658703485077,-21.0238474473936
"G21.D042253.3_9_M.1.1",49.7021234693336,-3.429827056204
"E15.D042253.3_9_M.1.1",42.8397872155899,-1.17497956123145
"F17.D042253.3_9_M.1.1",35.0610875615661,-3.69066815964395
"E16.D042253.3_9_M.1.1",47.3005894534523,0.247986266634855
"F18.D042253.3_9_M.1.1",37.6625976383844,-7.38078344647278
"G22.D042253.3_9_M.1.1",45.175779865088,-1.16930148420784
"E17.D042253.3_9_M.1.1",50.0049072056368,2.111152860497
"F19.D042253.3_9_M.1.1",46.6640975451537,-2.86649381653672
"D15.D042253.3_9_M.1.1",47.808230662515,0.484155691634858
"C15.D042253.3_9_M.1.1",49.2587246095531,2.47121427809859
"D17.D042253.3_9_M.1.1",46.6137947827491,1.89236602421017
"E19.D042253.3_9_M.1.1",44.4996074437066,-3.27005643313102
"B12.D042253.3_9_M.1.1",-4.82825476123872,-21.0223981245215
"D16.D042253.3_9_M.1.1",40.1269032629708,-3.70663006232994
"E18.D042253.3_9_M.1.1",43.4959475741064,-0.350297348268897
"F20.D042253.3_9_M.1.1",43.7865245678216,-2.51458979014147
"F21.D042253.3_9_M.1.1",50.5451228759715,1.03012965563356
"C16.D042253.3_9_M.1.1",42.5961831232605,-4.57580282439754
"D18.D042253.3_9_M.1.1",47.3121642156885,2.12222463098574
"E20.D042253.3_9_M.1.1",49.6028239213558,0.206998985334848
"M15.D042253.3_9_M.1.1",38.7643821965577,-1.60850175364326
"M16.D042253.3_9_M.1.1",44.5966107805189,-2.52614061650052
"E21.D042253.3_9_M.1.1",47.2565501154428,1.80211435759638
"L15.D042253.3_9_M.1.1",47.6951823691591,-1.04931081910744
"M17.D042253.3_9_M.1.1",45.1320138603781,2.30488797720661
"B15.D042253.3_9_M.1.1",47.879877521582,1.04413332986146
"C17.D042253.3_9_M.1.1",46.2707622756341,-2.87179722421678
"D19.D042253.3_9_M.1.1",41.0734044134143,-4.90722300556433
"B16.D042253.3_9_M.1.1",48.5433201293703,0.445164063035433
"L16.D042253.3_9_M.1.1",46.8146632516823,-0.572573182027177
"M18.D042253.3_9_M.1.1",46.0521706251333,0.985780854713998
"A15.D042253.3_9_M.1.1",43.6388050809208,-2.60165894965536
"B17.D042253.3_9_M.1.1",40.1077583694441,-6.98681382529134
"C19.D042253.3_9_M.1.1",43.7319186468529,-1.8631940655542
"D21.D042253.3_9_M.1.1",45.2380071078965,1.70076833800235
"C18.D042253.3_9_M.1.1",40.4632767714739,-5.1507749729788
"D20.D042253.3_9_M.1.1",37.3436824797765,-5.89990045196073
"E22.D042253.3_9_M.1.1",42.9993602896911,0.331472471399888
"A16.D042253.3_9_M.1.1",48.6717180453157,-0.929670931223815
"B18.D042253.3_9_M.1.1",27.7396430009422,-9.4474109770003
"C20.D042253.3_9_M.1.1",46.7353538684811,-1.72508452818504
"D22.D042253.3_9_M.1.1",46.129303818957,1.05183650265682
"K16.D042253.3_9_M.1.1",45.9177875885929,1.3767787432089
"L18.D042253.3_9_M.1.1",50.5084283090131,1.05938666418269
"M20.D042253.3_9_M.1.1",41.9380232837744,-4.9788689522897
"K15.D042253.3_9_M.1.1",48.5005118039206,0.714200912628998
"L17.D042253.3_9_M.1.1",48.3463134802325,1.43891502181539
"M19.D042253.3_9_M.1.1",47.5433219203617,2.01570769553937
"K17.D042253.3_9_M.1.1",48.6036825510001,-3.48999333213388
"L19.D042253.3_9_M.1.1",41.9061646345196,-2.55319281852024
"M21.D042253.3_9_M.1.1",37.8813367252548,-1.67142512429653
"A18.D042253.3_9_M.1.1",48.3097862485455,2.94456422711185
"B20.D042253.3_9_M.1.1",43.2909179895357,-5.97429857455788
"A17.D042253.3_9_M.1.1",38.2329087444863,-8.32826755972349
"B19.D042253.3_9_M.1.1",47.4611900388902,0.0155625635721352
"C21.D042253.3_9_M.1.1",40.5392862336419,-0.783307950486941
"C22.D042253.3_9_M.1.1",40.4459399646883,-0.598321265877975
