"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Nr2f6",0.000960649242177525,0.458558694983751,0.2,0.513,1,"Kidney__kidney.collecting.duct.epithelial.cell","Nr2f6"
"Chchd31",0.00148931883996072,0.344623370622611,0.333,0.596,1,"Kidney__kidney.collecting.duct.epithelial.cell","Chchd3"
"Vdr2",0.00156501714882699,0.899008820407458,0.2,0.451,1,"Kidney__kidney.collecting.duct.epithelial.cell","Vdr"
"Mlx1",0.00166093207260135,0.293739477124903,0.133,0.365,1,"Kidney__kidney.collecting.duct.epithelial.cell","Mlx"
"Zgpat",0.0025603512590661,0.328886755572831,0.033,0.198,1,"Kidney__kidney.collecting.duct.epithelial.cell","Zgpat"
"Atf2",0.00272058799328321,0.406234859326803,0.133,0.346,1,"Kidney__kidney.collecting.duct.epithelial.cell","Atf2"
"Tfam",0.00363578128275246,0.423772676394981,0.117,0.321,1,"Kidney__kidney.collecting.duct.epithelial.cell","Tfam"
"Hltf",0.00388764003015812,0.319207638569149,0.05,0.215,1,"Kidney__kidney.collecting.duct.epithelial.cell","Hltf"
"Xbp1",0.00601942321943881,0.644621921298666,0.383,0.622,1,"Kidney__kidney.collecting.duct.epithelial.cell","Xbp1"
"Taf1b",0.0138072909882436,0.259693418931215,0.033,0.156,1,"Kidney__kidney.collecting.duct.epithelial.cell","Taf1b"
"Zfp53",0.0254562627993429,0.827984044131589,0.033,0.135,1,"Kidney__kidney.collecting.duct.epithelial.cell","Zfp53"
"Tsc22d1",0.0285645586933787,1.04715808434791,0.45,0.733,1,"Kidney__kidney.collecting.duct.epithelial.cell","Tsc22d1"
"Gtf2h4",0.0354909506660939,0.292072163054518,0.05,0.159,1,"Kidney__kidney.collecting.duct.epithelial.cell","Gtf2h4"
"Zbtb20",0.0579676782877705,0.558404737922971,0.15,0.29,1,"Kidney__kidney.collecting.duct.epithelial.cell","Zbtb20"
"Ybx1",0.0814500867688853,0.503982947669568,0.833,0.943,1,"Kidney__kidney.collecting.duct.epithelial.cell","Ybx1"
"Ecsit",0.102182479944492,0.663307196357794,0.167,0.284,1,"Kidney__kidney.collecting.duct.epithelial.cell","Ecsit"
"Zkscan1",0.119254056525233,0.503558344113302,0.2,0.356,1,"Kidney__kidney.collecting.duct.epithelial.cell","Zkscan1"
"Nfe2l1",0.251980557597558,0.812431607191189,0.417,0.613,1,"Kidney__kidney.collecting.duct.epithelial.cell","Nfe2l1"
"Eno1",0.329396200493323,0.308788226565217,0.6,0.774,1,"Kidney__kidney.collecting.duct.epithelial.cell","Eno1"
"Pttg1",0.667212745025723,0.87746378693823,0.35,0.465,1,"Kidney__kidney.collecting.duct.epithelial.cell","Pttg1"
"Phb",0.764487361785474,0.935332824237556,0.483,0.657,1,"Kidney__kidney.collecting.duct.epithelial.cell","Phb"
"Hnf4a1",8.48104484171567e-20,1.30110259756453,0.567,0.132,1.93028580597449e-15,"Kidney__epithelial.cell.of.proximal.tubule","Hnf4a"
"Pax8",5.31531123672841e-17,0.835867021436281,0.3,0.041,1.20976483747939e-12,"Kidney__epithelial.cell.of.proximal.tubule","Pax8"
"Nr1h42",2.2352735949653e-10,0.911801628458143,0.333,0.086,5.08748270214103e-06,"Kidney__epithelial.cell.of.proximal.tubule","Nr1h4"
"Hnf1b",2.40570514593521e-08,0.761474186062857,0.35,0.115,0.000547538491214853,"Kidney__epithelial.cell.of.proximal.tubule","Hnf1b"
"Maf",1.28482521394978e-06,0.956868317116713,0.567,0.298,0.029242621869497,"Kidney__epithelial.cell.of.proximal.tubule","Maf"
"Klf15",5.73763963707469e-06,0.486701484309226,0.217,0.063,0.13058867813982,"Kidney__epithelial.cell.of.proximal.tubule","Klf15"
"Hbp1",8.04280543495308e-05,0.316461697482367,0.233,0.573,1,"Kidney__epithelial.cell.of.proximal.tubule","Hbp1"
"Nr1h3",0.000189784740247318,0.481856147510018,0.2,0.072,1,"Kidney__epithelial.cell.of.proximal.tubule","Nr1h3"
"Hoxa10",0.00551096770908669,0.478979441207413,0.217,0.11,1,"Kidney__epithelial.cell.of.proximal.tubule","Hoxa10"
"Preb",0.00568965032090666,0.276984098024744,0.183,0.42,1,"Kidney__epithelial.cell.of.proximal.tubule","Preb"
"Stk161",0.0258432417206874,0.310600356902817,0.217,0.403,1,"Kidney__epithelial.cell.of.proximal.tubule","Stk16"
"Ciao1",0.138970191086744,0.42218713757828,0.183,0.29,1,"Kidney__epithelial.cell.of.proximal.tubule","Ciao1"
"Zkscan11",0.147845630231418,0.476675047117579,0.233,0.354,1,"Kidney__epithelial.cell.of.proximal.tubule","Zkscan1"
"Phb1",0.498879839293999,0.428455686600239,0.517,0.655,1,"Kidney__epithelial.cell.of.proximal.tubule","Phb"
"Nkx2.1",2.02403623663556e-143,1.01076161601373,0.967,0.025,4.60670647458253e-139,"Lung__epithelial.cell.of.lung","Nkx2.1"
"Foxa2",1.35136530708539e-61,0.459555421603864,0.6,0.036,3.07570743892635e-57,"Lung__epithelial.cell.of.lung","Foxa2"
"Etv5",3.8694142648229e-59,1.62997069941612,0.9,0.143,8.80678686673691e-55,"Lung__epithelial.cell.of.lung","Etv5"
"Rbpjl",6.56758908072675e-57,0.542858050868325,0.6,0.043,1.49478327477341e-52,"Lung__epithelial.cell.of.lung","Rbpjl"
"Epas1",4.73616210404329e-23,0.492671097565243,0.767,0.235,1.07795049488025e-18,"Lung__epithelial.cell.of.lung","Epas1"
"Cebpa",5.47939913949776e-23,0.617900071373281,0.917,0.387,1.24711124414969e-18,"Lung__epithelial.cell.of.lung","Cebpa"
"Tfcp2l12",3.24212503361685e-17,0.576517672917763,0.767,0.288,7.37907657651195e-13,"Lung__epithelial.cell.of.lung","Tfcp2l1"
"Klf151",7.86159681761169e-16,0.309239667457524,0.333,0.055,1.78929943568842e-11,"Lung__epithelial.cell.of.lung","Klf15"
"Dmtf1",1.08357142026174e-14,0.30955526983303,0.7,0.256,2.46620855251572e-10,"Lung__epithelial.cell.of.lung","Dmtf1"
"Zbtb4",5.01694761889872e-13,0.335987441630801,0.65,0.249,1.14185727806135e-08,"Lung__epithelial.cell.of.lung","Zbtb4"
"Srebf11",1.35080952505365e-08,0.537298089686088,0.767,0.443,0.000307444247902212,"Lung__epithelial.cell.of.lung","Srebf1"
"Cited2",1.02838687389201e-06,0.469271379238911,0.667,0.451,0.0234060852497822,"Lung__epithelial.cell.of.lung","Cited2"
"Lrrfip11",1.11903365005096e-06,0.354072794287058,0.8,0.508,0.0254692058751599,"Lung__epithelial.cell.of.lung","Lrrfip1"
"Ctnnb12",3.75722545051171e-06,0.365692683309904,1,0.8,0.0855144512536465,"Lung__epithelial.cell.of.lung","Ctnnb1"
"Mecom1",1.30418891789756e-05,0.256477426743899,0.35,0.141,0.296833397713486,"Lung__epithelial.cell.of.lung","Mecom"
"Tsc22d11",1.54430994270821e-05,0.38834447356403,0.933,0.701,0.351484942960389,"Lung__epithelial.cell.of.lung","Tsc22d1"
"Gtf2i",3.72383867512498e-05,0.37110908754549,0.7,0.534,0.847545682458446,"Lung__epithelial.cell.of.lung","Gtf2i"
"Mxd4",0.000244884498090173,0.259633397829597,0.633,0.41,1,"Lung__epithelial.cell.of.lung","Mxd4"
"Cited1",4.97018292623702e-69,1.69472637399852,0.433,0.008,1.13121363401155e-64,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Cited1"
"Trps1",1.34029189100305e-34,0.698798244979401,0.933,0.232,3.05050434392294e-30,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Trps1"
"Sox91",1.76922224298591e-31,1.35738999322281,1,0.418,4.02674982503593e-27,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Sox9"
"Tox2",3.80562561689183e-23,0.272553942772118,0.383,0.049,8.6616039040458e-19,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Tox2"
"Tgif11",4.27103669596366e-22,1.08435602765591,0.95,0.499,9.72087952001328e-18,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Tgif1"
"Msc",7.30763505682361e-14,0.299816727896397,0.117,0.006,1.66321773893305e-09,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Msc"
"Ets21",3.69650619291329e-13,0.560743782700885,0.95,0.652,8.41324809507065e-09,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Ets2"
"Runx11",2.77807091730861e-12,0.385281719551561,0.767,0.334,6.32288940779439e-08,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Runx1"
"Creb5",8.40400350109675e-11,0.415329728441502,0.45,0.147,1.91275119684962e-06,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Creb5"
"Xbp11",6.48423782469549e-10,0.506135691496555,0.883,0.588,1.47581252890069e-05,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Xbp1"
"Klf10",8.66231886254675e-10,0.52980810835404,0.867,0.544,1.97154377311564e-05,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Klf10"
"Sub1",1.15487113559294e-09,0.441277852835495,1,0.788,2.62848670460953e-05,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Sub1"
"Nfib",4.42089898197689e-09,0.382296107467596,0.983,0.637,0.000100619660829794,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Nfib"
"Bcl31",5.15005441268475e-09,0.53863707313652,0.667,0.337,0.000117215238432705,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Bcl3"
"Nfia",5.23598312710202e-09,0.293973869740463,0.983,0.642,0.000119170975972842,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Nfia"
"Elf33",2.08220140649154e-08,0.307654393770618,0.8,0.41,0.000473909040117476,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Elf3"
"Hnrnpk1",2.48092064614583e-08,0.49590091381603,1,0.829,0.00056465753906279,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Hnrnpk"
"Klf13",3.00810634529775e-08,0.453908981193661,0.967,0.775,0.000684645004189769,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Klf13"
"Gata31",1.72319235689869e-07,0.354333001289834,0.85,0.412,0.00392198580430142,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Gata3"
"Gatad11",1.390993013922e-06,0.337304739653849,0.8,0.625,0.0316590009968647,"Mammary_Gland__luminal.epithelial.cell.of.mammary.gland","Gatad1"
