"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gata5",2.69007042903593e-297,3.65694712978986,0.5,0.006,6.27889338841276e-293,"Bladder__bladder.cell","Gata5"
"Pitx1",9.1144813055676e-296,2.74535883692715,0.85,0.022,2.12741108153253e-291,"Bladder__bladder.cell","Pitx1"
"Tcf21",6.19057844676391e-241,3.20135732591753,0.983,0.042,1.44494291525916e-236,"Bladder__bladder.cell","Tcf21"
"Foxl1",6.08833418719559e-216,2.5083268323212,0.333,0.003,1.42107808263332e-211,"Bladder__bladder.cell","Foxl1"
"Prrx2",9.67532266695359e-210,2.8069304907801,0.717,0.024,2.25831706369364e-205,"Bladder__bladder.cell","Prrx2"
"Gli2",7.6070601409919e-171,2.27626582247593,0.683,0.028,1.77556390750892e-166,"Bladder__bladder.cell","Gli2"
"Pitx2",1.81308587168172e-155,2.99786122452174,0.683,0.031,4.2319237330923e-151,"Bladder__bladder.cell","Pitx2"
"Foxf2",5.92751956798635e-131,2.62074300043912,0.567,0.025,1.38354234236369e-126,"Bladder__bladder.cell","Foxf2"
"Tbx4",7.73994080982247e-120,2.69107398944693,0.35,0.01,1.80657958442066e-115,"Bladder__bladder.cell","Tbx4"
"Gli1",1.71386417995143e-104,2.14962857927911,0.4,0.015,4.00033038242464e-100,"Bladder__bladder.cell","Gli1"
"Twist2",1.36150555142913e-88,2.56733345899829,0.4,0.019,3.17789010759073e-84,"Bladder__bladder.cell","Twist2"
"Aebp1",1.06017221134815e-82,1.97925929244315,0.95,0.129,2.47454795850773e-78,"Bladder__bladder.cell","Aebp1"
"Snai1",1.53903395930065e-77,1.90873942871466,0.617,0.051,3.59225916440364e-73,"Bladder__bladder.cell","Snai1"
"Creb3l1",2.56318628607129e-75,2.40112530964613,0.867,0.117,5.982733110319e-71,"Bladder__bladder.cell","Creb3l1"
"Hoxc11",4.26724426687928e-75,0.878818809396309,0.133,0.002,9.96017484332292e-71,"Bladder__bladder.cell","Hoxc11"
"Tbx3",6.67709124401323e-71,2.04346525062606,0.85,0.116,1.55849986726513e-66,"Bladder__bladder.cell","Tbx3"
"Hoxa10",1.45187199391895e-70,2.03228186073653,0.55,0.046,3.38881442100623e-66,"Bladder__bladder.cell","Hoxa10"
"Nfatc4",2.27358497659535e-67,1.70222993671964,0.45,0.032,5.30677469387121e-63,"Bladder__bladder.cell","Nfatc4"
"Tshz3",3.59607541885019e-66,2.0576454110296,0.667,0.075,8.39359963513823e-62,"Bladder__bladder.cell","Tshz3"
"Hoxa13",5.54239428921372e-62,2.33782872078913,0.15,0.003,1.29365025104537e-57,"Bladder__bladder.cell","Hoxa13"
"Sox5",3.0310567393874e-59,2.00293156460118,0.633,0.073,7.07478953540414e-55,"Bladder__bladder.cell","Sox5"
"Plagl1",5.27111359321167e-58,1.93015368968692,0.583,0.062,1.23033062379154e-53,"Bladder__bladder.cell","Plagl1"
"Glis2",8.86763601587194e-55,1.75628998907156,0.667,0.086,2.06979492246467e-50,"Bladder__bladder.cell","Glis2"
"Tbx20",1.89658234882373e-54,1.58696951473933,0.367,0.026,4.42681286038946e-50,"Bladder__bladder.cell","Tbx20"
"Hand2",5.11923739407545e-52,1.21988421051795,0.35,0.025,1.19488120015115e-47,"Bladder__bladder.cell","Hand2"
"Gata6",3.1612169861666e-47,1.83656049342044,0.717,0.12,7.37859656741146e-43,"Bladder__bladder.cell","Gata6"
"Zfp536",8.09407031450651e-43,1.01041104133744,0.333,0.027,1.88923695210896e-38,"Bladder__bladder.cell","Zfp536"
"Twist1",1.32615107971739e-42,1.55350070284633,0.333,0.027,3.09536923516836e-38,"Bladder__bladder.cell","Twist1"
"Nr2f2",1.29566243602989e-41,1.15534520591469,0.867,0.188,3.02420569193737e-37,"Bladder__bladder.cell","Nr2f2"
"Dbp",2.89520762094908e-40,1.77226457049623,0.717,0.135,6.75770410805724e-36,"Bladder__bladder.cell","Dbp"
"Ikzf4",2.45942875197306e-39,1.76226011425632,0.45,0.054,5.74055264998032e-35,"Bladder__bladder.cell","Ikzf4"
"Hic1",5.18696299840779e-38,1.03998481002876,0.5,0.067,1.21068903345836e-33,"Bladder__bladder.cell","Hic1"
"Pbx1",3.73231102486995e-36,1.65005983705409,0.95,0.286,8.71158716314896e-32,"Bladder__bladder.cell","Pbx1"
"Trerf1",6.72471626259459e-33,1.16240484215077,0.617,0.116,1.5696160228522e-28,"Bladder__bladder.cell","Trerf1"
"Isl1",4.98231816019071e-32,0.670713618211969,0.483,0.07,1.16292288177011e-27,"Bladder__bladder.cell","Isl1"
"Ndn",1.54430408469733e-31,1.02528717273647,0.667,0.132,3.60456016409204e-27,"Bladder__bladder.cell","Ndn"
"Runx1t1",1.90199978226914e-31,1.33151476494348,0.65,0.131,4.43945769179441e-27,"Bladder__bladder.cell","Runx1t1"
"Batf2",2.73047316026356e-31,1.49142789239876,0.25,0.021,6.37319740337117e-27,"Bladder__bladder.cell","Batf2"
"Meis2",1.27298228153706e-30,0.946579129834904,0.6,0.114,2.97126794333565e-26,"Bladder__bladder.cell","Meis2"
"Nr1d1",1.16776298786552e-29,1.47200180014879,0.867,0.282,2.72567558997691e-25,"Bladder__bladder.cell","Nr1d1"
"Prdm1",2.44504924796616e-27,1.82758043770257,0.417,0.065,5.70698944967781e-23,"Bladder__bladder.cell","Prdm1"
"Nfix",8.55246087969102e-27,0.991011409575889,0.95,0.333,1.99622989392868e-22,"Bladder__bladder.cell","Nfix"
"Nfic",2.09552000847108e-25,1.2972087659503,0.967,0.441,4.89115325177235e-21,"Bladder__bladder.cell","Nfic"
"Rora",2.16538195308155e-25,0.931481739303194,0.733,0.195,5.05421801668763e-21,"Bladder__bladder.cell","Rora"
"Zbtb20",9.85852422162132e-25,0.907702622092026,0.967,0.366,2.30107813856863e-20,"Bladder__bladder.cell","Zbtb20"
"Smad3",7.0046847236391e-24,0.588969795350217,0.85,0.255,1.6349634613446e-19,"Bladder__bladder.cell","Smad3"
"Tshz2",1.00083488986669e-23,0.554741822553237,0.6,0.134,2.33604871643783e-19,"Bladder__bladder.cell","Tshz2"
"Zfp354c",2.37946927224168e-23,1.46434678608679,0.333,0.049,5.5539192283393e-19,"Bladder__bladder.cell","Zfp354c"
"Tbx2",2.73954258267626e-23,0.287872436984406,0.4,0.065,6.39436634222466e-19,"Bladder__bladder.cell","Tbx2"
"Fosl1",3.2011237447083e-23,0.700893032638838,0.6,0.136,7.47174293252364e-19,"Bladder__bladder.cell","Fosl1"
"Gtf2ird1",6.10924208144256e-23,0.820796417122676,0.633,0.157,1.42595819422951e-18,"Bladder__bladder.cell","Gtf2ird1"
"Nr4a2",1.9401680833276e-22,1.55779418625429,0.683,0.208,4.52854632329495e-18,"Bladder__bladder.cell","Nr4a2"
"Meis1",2.48040750437846e-21,1.07529439034118,0.633,0.17,5.78951915596977e-17,"Bladder__bladder.cell","Meis1"
"Tcf7l1",4.75334233951123e-21,0.776798945913079,0.633,0.162,1.10947763546532e-16,"Bladder__bladder.cell","Tcf7l1"
"Creb3l2",3.22038786405788e-20,0.879340975604156,0.617,0.168,7.5167073134975e-16,"Bladder__bladder.cell","Creb3l2"
"Tcf12",5.19309748261752e-20,1.02638426093249,0.733,0.244,1.21212088341775e-15,"Bladder__bladder.cell","Tcf12"
"Nr2f1",1.56615448282585e-19,0.926143060823483,0.25,0.033,3.65556117836381e-15,"Bladder__bladder.cell","Nr2f1"
"Tead1",1.58252558322546e-19,0.908658753861519,0.617,0.173,3.69377296380656e-15,"Bladder__bladder.cell","Tead1"
"Nfat5",1.8614244570981e-19,0.726632559265844,0.867,0.337,4.34475082531266e-15,"Bladder__bladder.cell","Nfat5"
"Rarg",1.9642004075395e-19,0.772551574136874,0.7,0.207,4.58464017123795e-15,"Bladder__bladder.cell","Rarg"
"Nfia",6.08570685557262e-19,0.840516252290616,0.983,0.494,1.42046483715921e-14,"Bladder__bladder.cell","Nfia"
"Atf5",7.84943588390682e-19,1.0163154304477,0.467,0.105,1.83213682966269e-14,"Bladder__bladder.cell","Atf5"
"Gli3",8.86225837463816e-19,1.17016336973632,0.333,0.057,2.06853972722429e-14,"Bladder__bladder.cell","Gli3"
"Hes1",1.78418852867704e-18,0.439713872298027,0.9,0.348,4.16447444478507e-14,"Bladder__bladder.cell","Hes1"
"Zeb1",3.67610810161391e-18,0.659265365405873,0.717,0.229,8.58040391997703e-14,"Bladder__bladder.cell","Zeb1"
"Sirt1",4.04982053159498e-18,0.604800447948148,0.683,0.207,9.45268610279585e-14,"Bladder__bladder.cell","Sirt1"
"Tshz1",3.20798485606685e-17,0.995117270851646,0.717,0.261,7.48775745254565e-13,"Bladder__bladder.cell","Tshz1"
"Zbtb16",5.0069732528654e-17,0.773380614807224,0.55,0.151,1.16867762695131e-12,"Bladder__bladder.cell","Zbtb16"
"Nr4a3",9.41621632511112e-17,0.31301650559335,0.45,0.105,2.19783905244419e-12,"Bladder__bladder.cell","Nr4a3"
"Tbx5",1.32011745579647e-16,1.42724626496519,0.167,0.018,3.08128615357454e-12,"Bladder__bladder.cell","Tbx5"
"Arid5b",1.52361672419695e-16,0.789940767869816,0.883,0.4,3.55627379594811e-12,"Bladder__bladder.cell","Arid5b"
"Smad9",1.58203150817343e-15,1.57410978036055,0.133,0.013,3.69261974322761e-11,"Bladder__bladder.cell","Smad9"
"Nr1d2",5.46119812352763e-15,0.915317273973899,0.55,0.171,1.27469825401258e-10,"Bladder__bladder.cell","Nr1d2"
"Ddit3",5.84143405575327e-15,0.870194197711577,0.75,0.289,1.36344912295337e-10,"Bladder__bladder.cell","Ddit3"
"Nr1h3",6.10842561712438e-15,0.920297483578767,0.367,0.083,1.425767623293e-10,"Bladder__bladder.cell","Nr1h3"
"Meis3",8.07244353450824e-15,1.10710571531992,0.383,0.09,1.88418904538957e-10,"Bladder__bladder.cell","Meis3"
"Thra",1.06161114664723e-14,1.09852521975814,0.633,0.229,2.4779065773893e-10,"Bladder__bladder.cell","Thra"
"Nfib",4.35455846400007e-14,0.405938867670454,0.883,0.404,1.01639749108226e-09,"Bladder__bladder.cell","Nfib"
"Bmpr1a",7.579098489632e-14,0.804313411846799,0.617,0.215,1.769037378465e-09,"Bladder__bladder.cell","Bmpr1a"
"Zfp131",1.99280053264963e-13,0.850025398874728,0.717,0.299,4.6513957232575e-09,"Bladder__bladder.cell","Zfp131"
"Cys1",3.06201851922645e-13,0.530982199668789,0.267,0.051,7.14705742572645e-09,"Bladder__bladder.cell","Cys1"
"Tcf7l2",4.49231556667623e-13,0.378615789481912,0.9,0.423,1.0485513764179e-08,"Bladder__bladder.cell","Tcf7l2"
"Tef",6.36818295294712e-13,0.432091624750648,0.483,0.146,1.48639758304739e-08,"Bladder__bladder.cell","Tef"
"Smad7",8.34429209428623e-13,0.689636976685938,0.717,0.306,1.94764121772735e-08,"Bladder__bladder.cell","Smad7"
"Arnt",1.5104914163009e-12,0.524437886722378,0.717,0.296,3.52563801478794e-08,"Bladder__bladder.cell","Arnt"
"Batf",2.06084230664113e-12,0.683825559839243,0.417,0.116,4.81021202793107e-08,"Bladder__bladder.cell","Batf"
"Nfe2l2",3.31774930714087e-12,0.689496744857605,0.95,0.582,7.7439586577975e-08,"Bladder__bladder.cell","Nfe2l2"
"Runx1",5.34088603970732e-12,0.661125794847299,0.7,0.305,1.24661621052809e-07,"Bladder__bladder.cell","Runx1"
"Crem",7.96731344684683e-12,0.431063090171902,0.65,0.258,1.85965063162852e-07,"Bladder__bladder.cell","Crem"
"Bcl3",1.94368413021942e-11,0.389247151298224,0.7,0.282,4.53675312834516e-07,"Bladder__bladder.cell","Bcl3"
"Creb5",4.2774759613601e-11,0.725086949936439,0.367,0.101,9.98405664141061e-07,"Bladder__bladder.cell","Creb5"
"Ets2",5.01979974700140e-11,0.32115564464829,0.833,0.39,1.1716714589476e-06,"Bladder__bladder.cell","Ets2"
"Nfil3",1.22469188571317e-10,0.465285776074965,0.683,0.29,2.85855333044312e-06,"Bladder__bladder.cell","Nfil3"
"Taf4b",1.94005343236856e-10,0.52624583478258,0.333,0.092,4.52827871649146e-06,"Bladder__bladder.cell","Taf4b"
"Tbx18",2.13468796310653e-10,1.06415653040841,0.133,0.019,4.98257517468695e-06,"Bladder__bladder.cell","Tbx18"
"Xbp1",2.22477754034486e-10,0.526660491874487,0.983,0.604,5.19285325691894e-06,"Bladder__bladder.cell","Xbp1"
"Ahr",2.4964268175385e-10,0.690657562921696,0.417,0.136,5.82690983481662e-06,"Bladder__bladder.cell","Ahr"
"Bhlhe41",3.01829279632322e-10,0.263624296960252,0.25,0.056,7.04499721589802e-06,"Bladder__bladder.cell","Bhlhe41"
"Tcf4",1.02087932321461e-09,0.27513237644338,0.95,0.593,2.38283442831523e-05,"Bladder__bladder.cell","Tcf4"
"Mxd4",2.6915527992653e-09,0.349484877918707,0.75,0.383,6.28235338876513e-05,"Bladder__bladder.cell","Mxd4"
"Mef2a",2.91606785247655e-09,0.27511492714746,0.75,0.365,6.80639397446553e-05,"Bladder__bladder.cell","Mef2a"
"Tead3",3.43376603252965e-09,0.646430506195669,0.233,0.056,8.01475329652746e-05,"Bladder__bladder.cell","Tead3"
"Zfp948",3.82717193710046e-09,0.452962122373051,0.45,0.165,8.93300201838619e-05,"Bladder__bladder.cell","Zfp948"
"Runx2",5.23100459550300e-09,0.454013879885821,0.333,0.1,0.000122096878263635,"Bladder__bladder.cell","Runx2"
"Prdm5",1.38442396473668e-08,0.972066499597436,0.217,0.052,0.000323138397609188,"Bladder__bladder.cell","Prdm5"
"Foxo3",1.58010073887362e-08,0.546736179264309,0.333,0.107,0.000368811313460491,"Bladder__bladder.cell","Foxo3"
"Klf7",3.26082564666594e-08,0.355217321386539,0.533,0.223,0.000761109314188297,"Bladder__bladder.cell","Klf7"
"Rarb",3.99912253450551e-08,0.765184118076076,0.217,0.053,0.000933435190778932,"Bladder__bladder.cell","Rarb"
"Tfcp2",6.04819283317722e-08,0.409480808005774,0.35,0.118,0.00141170868919189,"Bladder__bladder.cell","Tfcp2"
"Vezf1",7.46295591609029e-08,0.399865115459402,0.767,0.429,0.00174192854037463,"Bladder__bladder.cell","Vezf1"
"Zbed6",1.20613660807774e-07,0.520920859681264,0.433,0.181,0.00281524345691426,"Bladder__bladder.cell","Zbed6"
"Strn3",1.41652356269815e-07,0.274715158777544,0.867,0.523,0.00330630764769375,"Bladder__bladder.cell","Strn3"
"Zfpm2",1.59856548449967e-07,0.963276391766483,0.133,0.025,0.00373121169737067,"Bladder__bladder.cell","Zfpm2"
"Zmym5",3.0660406040235e-07,0.254296310670135,0.717,0.395,0.00715644537385125,"Bladder__bladder.cell","Zmym5"
"Creb3",4.02614613485243e-07,0.434074573450211,0.65,0.347,0.00939742769335906,"Bladder__bladder.cell","Creb3"
"Trps1",5.56240668006957e-07,0.406059737489066,0.5,0.226,0.0129832134319504,"Bladder__bladder.cell","Trps1"
"Kdm3a",1.11189564171028e-06,0.2958674286458,0.467,0.204,0.0259527561731596,"Bladder__bladder.cell","Kdm3a"
"Esr1",4.16342966168211e-06,0.436100895560085,0.2,0.058,0.0971786117333222,"Bladder__bladder.cell","Esr1"
"Jdp2",5.31268888318674e-06,0.512505936080629,0.3,0.109,0.124003471222462,"Bladder__bladder.cell","Jdp2"
"Ar",6.17322537851734e-06,0.384443243952932,0.167,0.044,0.144089253559973,"Bladder__bladder.cell","Ar"
"Tead2",6.26514583794217e-06,0.376457148324612,0.217,0.066,0.146234769003408,"Bladder__bladder.cell","Tead2"
"Zfp954",1.21696917443635e-05,0.28329446916895,0.3,0.114,0.284052775005189,"Bladder__bladder.cell","Zfp954"
"Klf16",1.83288505480308e-05,0.305023644786006,0.433,0.195,0.427813700641586,"Bladder__bladder.cell","Klf16"
"Ssbp2",1.87583309861183e-05,0.393760149173395,0.5,0.262,0.437838203546988,"Bladder__bladder.cell","Ssbp2"
"Zfp560",4.11415452886205e-05,0.356309714656307,0.383,0.175,0.960284808581691,"Bladder__bladder.cell","Zfp560"
"Tfe3",9.98297904363587e-05,0.34113495738529,0.433,0.23,1,"Bladder__bladder.cell","Tfe3"
"Crebbp",0.000277250298933072,0.30480757650314,0.617,0.422,1,"Bladder__bladder.cell","Crebbp"
"Atf7",0.0002815532174856,0.490734381549146,0.3,0.138,1,"Bladder__bladder.cell","Atf7"
"Foxp2",0.000329563632757079,0.280702728949383,0.167,0.057,1,"Bladder__bladder.cell","Foxp2"
"Dach1",0.000441115381810362,0.31404031937796,0.2,0.076,1,"Bladder__bladder.cell","Dach1"
"E2f5",0.000501432478549523,0.433800715475843,0.333,0.164,1,"Bladder__bladder.cell","E2f5"
"Taf5",0.000992538652572103,0.29288713832651,0.283,0.132,1,"Bladder__bladder.cell","Taf5"
"X5730507C01Rik",0.00127769075699887,1.06160110006797,0.183,0.075,1,"Bladder__bladder.cell","X5730507C01Rik"
"Nacc2",0.00231480960702361,0.477811735512872,0.3,0.155,1,"Bladder__bladder.cell","Nacc2"
"Mta1",0.00922304640544689,0.313087639621029,0.25,0.134,1,"Bladder__bladder.cell","Mta1"
"Msx2",3.58357070107611e-302,3.34474887602467,0.8,0.019,8.36441237338174e-298,"Bladder__bladder.urothelial.cell","Msx2"
"Sox15",8.67641659585265e-226,2.88697374880563,0.783,0.027,2.02516239763797e-221,"Bladder__bladder.urothelial.cell","Sox15"
"Grhl3",1.30336409736169e-221,3.97021600881376,0.817,0.031,3.04218213965191e-217,"Bladder__bladder.urothelial.cell","Grhl3"
"Foxq1",1.31284897992305e-208,5.16609268400478,0.983,0.055,3.06432080403839e-204,"Bladder__bladder.urothelial.cell","Foxq1"
"Foxa1",4.71423497582805e-171,3.20189492763084,0.933,0.057,1.10034958570803e-166,"Bladder__bladder.urothelial.cell","Foxa1"
"Nfe2l3",9.99511626096034e-159,2.71791254589986,0.683,0.031,2.33296008647075e-154,"Bladder__bladder.urothelial.cell","Nfe2l3"
"Pparg",3.39444954715705e-125,2.69123898467246,0.917,0.078,7.92298468801927e-121,"Bladder__bladder.urothelial.cell","Pparg"
"Ovol1",6.41359002762817e-105,2.58778185882526,0.8,0.069,1.49699604834869e-100,"Bladder__bladder.urothelial.cell","Ovol1"
"Trp63",3.20808618359744e-104,1.87906819869912,0.833,0.07,7.48799396113478e-100,"Bladder__bladder.urothelial.cell","Trp63"
"Grhl1",8.85707502329179e-94,2.64128786570239,0.667,0.051,2.06732988118654e-89,"Bladder__bladder.urothelial.cell","Grhl1"
"Elf3",2.72685164784681e-93,2.72203994958975,0.95,0.118,6.36474443123925e-89,"Bladder__bladder.urothelial.cell","Elf3"
"Mecom",1.3256265604563e-88,1.47857313333618,0.767,0.072,3.09414495476105e-84,"Bladder__bladder.urothelial.cell","Mecom"
"Wnt5a",2.98265141584509e-88,2.6548975393081,0.683,0.057,6.96180666972402e-84,"Bladder__bladder.urothelial.cell","Wnt5a"
"Hoxd8",5.09819788962891e-88,0.646266804028174,0.483,0.027,1.18997036941828e-83,"Bladder__bladder.urothelial.cell","Hoxd8"
"Zfp750",1.19244114688984e-83,2.29448014480417,0.65,0.055,2.78327688095557e-79,"Bladder__bladder.urothelial.cell","Zfp750"
"Hoxa101",3.12645238912034e-80,1.93137231577967,0.583,0.045,7.29745252144579e-76,"Bladder__bladder.urothelial.cell","Hoxa10"
"Fosl11",9.8485972061272e-77,2.21507893596844,0.933,0.133,2.29876107388215e-72,"Bladder__bladder.urothelial.cell","Fosl1"
"Ehf1",1.04564818793767e-75,2.01668853468304,0.85,0.107,2.44064743546531e-71,"Bladder__bladder.urothelial.cell","Ehf"
"Tbx21",5.65952574875221e-74,1.30187434396264,0.667,0.063,1.32098990501625e-69,"Bladder__bladder.urothelial.cell","Tbx2"
"Tfap2c",7.31576764942926e-73,1.40025846155174,0.65,0.059,1.70757332705328e-68,"Bladder__bladder.urothelial.cell","Tfap2c"
"Klf5",2.24953765752453e-69,2.74679428557956,0.983,0.197,5.250645846428e-65,"Bladder__bladder.urothelial.cell","Klf5"
"Tbx31",4.46750735436951e-63,1.48992060688984,0.833,0.116,1.04276089158339e-58,"Bladder__bladder.urothelial.cell","Tbx3"
"Gata3",3.77134446250993e-61,1.9374558050215,0.983,0.199,8.80269510994442e-57,"Bladder__bladder.urothelial.cell","Gata3"
"Snai3",1.90352633841988e-60,2.15211625657951,0.283,0.014,4.44302082650584e-56,"Bladder__bladder.urothelial.cell","Snai3"
"Irf61",3.76407987344853e-56,2.05170892821167,0.883,0.157,8.78573883261622e-52,"Bladder__bladder.urothelial.cell","Irf6"
"Grhl2",1.94072633933847e-54,1.38195647580875,0.633,0.076,4.52984934864993e-50,"Bladder__bladder.urothelial.cell","Grhl2"
"Ikzf2",9.04162006790962e-50,1.02365900072937,0.883,0.159,2.11040454005078e-45,"Bladder__bladder.urothelial.cell","Ikzf2"
"Nr4a31",1.31770209241305e-49,0.994014767727002,0.717,0.102,3.0756484539013e-45,"Bladder__bladder.urothelial.cell","Nr4a3"
"Ppard",2.15068326096901e-45,0.842903116028186,0.7,0.108,5.01990979942776e-41,"Bladder__bladder.urothelial.cell","Ppard"
"Tfcp2l1",1.58395146050995e-43,0.906008727705701,0.583,0.079,3.69710110397628e-39,"Bladder__bladder.urothelial.cell","Tfcp2l1"
"Hoxd3",6.81155492391038e-41,0.759923773486825,0.25,0.016,1.58988503478992e-36,"Bladder__bladder.urothelial.cell","Hoxd3"
"Hoxd9",3.59834685157724e-40,0.943851415096521,0.183,0.009,8.39890138626643e-36,"Bladder__bladder.urothelial.cell","Hoxd9"
"Gata2",1.74673096642537e-39,0.9708552586533,0.667,0.107,4.07704474873346e-35,"Bladder__bladder.urothelial.cell","Gata2"
"Hes11",1.12506717378209e-38,2.46577576492488,0.95,0.347,2.62601929032478e-34,"Bladder__bladder.urothelial.cell","Hes1"
"Gata61",6.86972186697373e-38,0.9665289099656,0.683,0.12,1.60346178097034e-33,"Bladder__bladder.urothelial.cell","Gata6"
"Ahr1",1.71696661551676e-37,0.930320580180505,0.717,0.133,4.00757177727767e-33,"Bladder__bladder.urothelial.cell","Ahr"
"Macc1",2.18550042266597e-37,1.73178584785848,0.333,0.031,5.10117653654465e-33,"Bladder__bladder.urothelial.cell","Macc1"
"Hoxa131",2.85534488163668e-37,0.741816337687771,0.117,0.004,6.66466048822817e-33,"Bladder__bladder.urothelial.cell","Hoxa13"
"Nfe2l21",3.49028197308905e-35,1.99023733441049,0.983,0.581,8.14666715338715e-31,"Bladder__bladder.urothelial.cell","Nfe2l2"
"Nr1d11",7.95030335921934e-34,1.42591658245594,0.933,0.282,1.85568030707539e-29,"Bladder__bladder.urothelial.cell","Nr1d1"
"Tgif1",3.41851132153788e-33,1.39263570381906,0.967,0.338,7.97914727560156e-29,"Bladder__bladder.urothelial.cell","Tgif1"
"Srebf11",5.19107774198859e-33,1.47173922623784,0.95,0.319,1.21164945575756e-28,"Bladder__bladder.urothelial.cell","Srebf1"
"Ppara",1.6152986298398e-32,1.42647406712305,0.4,0.051,3.77026853190907e-28,"Bladder__bladder.urothelial.cell","Ppara"
"Zfp641",4.07608372446186e-30,1.04652593263133,0.267,0.025,9.51398702126643e-26,"Bladder__bladder.urothelial.cell","Zfp641"
"Smad2",1.74017984215928e-29,1.25692722899688,0.9,0.289,4.06175376958399e-25,"Bladder__bladder.urothelial.cell","Smad2"
"Thrb",6.52563579896837e-28,1.64425292937863,0.5,0.089,1.52314865183721e-23,"Bladder__bladder.urothelial.cell","Thrb"
"Hmga1",3.98430016098221e-27,1.11728511529736,0.867,0.27,9.29975500574858e-23,"Bladder__bladder.urothelial.cell","Hmga1"
"Hif1a",7.54817643887038e-27,1.54427620990033,0.967,0.491,1.76181986259674e-22,"Bladder__bladder.urothelial.cell","Hif1a"
"Tead11",1.35870284472872e-26,0.858114560061015,0.7,0.173,3.1713483098813e-22,"Bladder__bladder.urothelial.cell","Tead1"
"Hoxb6",6.27804492931932e-26,0.875522721259096,0.233,0.022,1.46535846695242e-21,"Bladder__bladder.urothelial.cell","Hoxb6"
"Ets21",3.149410924229e-25,1.23319153125768,0.95,0.389,7.3510400382429e-21,"Bladder__bladder.urothelial.cell","Ets2"
"Runx11",3.51997813958766e-24,0.812876570378978,0.917,0.303,8.21598097561157e-20,"Bladder__bladder.urothelial.cell","Runx1"
"Hoxb7",1.19127753421827e-23,0.502167125501331,0.267,0.031,2.78056089261886e-19,"Bladder__bladder.urothelial.cell","Hoxb7"
"Id1",1.53954053710631e-22,1.29771110987922,0.767,0.228,3.59344156765984e-18,"Bladder__bladder.urothelial.cell","Id1"
"Taf4b1",1.74040676194654e-22,0.588560336946186,0.467,0.091,4.06228342305941e-18,"Bladder__bladder.urothelial.cell","Taf4b"
"Rfx2",3.9850091983711e-22,0.950446047410962,0.433,0.08,9.30140996991797e-18,"Bladder__bladder.urothelial.cell","Rfx2"
"Hoxa7",2.44296984892619e-21,0.614807595207096,0.45,0.086,5.70213592437863e-17,"Bladder__bladder.urothelial.cell","Hoxa7"
"Klf161",9.9530574502726e-21,0.826608866201998,0.683,0.192,2.32314313946813e-16,"Bladder__bladder.urothelial.cell","Klf16"
"Aebp2",2.36577577701469e-20,0.73820442471041,0.817,0.281,5.52195724112998e-16,"Bladder__bladder.urothelial.cell","Aebp2"
"X5730507C01Rik1",2.74404792796667e-19,0.978316941541375,0.383,0.073,6.40488226866701e-15,"Bladder__bladder.urothelial.cell","X5730507C01Rik"
"Zfp772",4.49844295691775e-19,1.70512470384142,0.3,0.048,1.04998157057417e-14,"Bladder__bladder.urothelial.cell","Zfp772"
"Bcl31",4.564422242187e-19,0.809574717446295,0.8,0.281,1.06538179554887e-14,"Bladder__bladder.urothelial.cell","Bcl3"
"Hoxb2",1.60960433415988e-18,0.684620430097705,0.317,0.052,3.75697747636257e-14,"Bladder__bladder.urothelial.cell","Hoxb2"
